"Istituzione","Contratto","Macrocategoria","Categoria","Tele Lavoro Uomini","Tele Lavoro Donne","Soggetti Turnazione Uomini","Soggetti Turnazione Donne","Soggetti Reperibilità Uomini","Soggeti Reperibilità Donne"
"C2125","RALN","ND","CA","0","0","2","1","2","1"
"C2158","RALN","ND","CA","0","0","0","3","0","0"
"C2235","REFR","ND","CA","0","0","0","2","0","0"
"C2244","RALN","ND","CA","0","0","0","0","2","0"
"C2274","RALN","ND","CA","0","0","0","1","1","0"
"C2277","RALN","ND","CA","0","0","0","0","5","0"
"C2289","RALN","ND","CA","0","0","0","0","1","0"
"C2294","RALN","ND","CA","0","0","0","0","10","0"
"C2307","PRBZ","ND","CA","0","0","0","0","4","0"
"C2367","RALN","ND","CA","0","0","0","0","2","0"
"C2372","RALN","ND","CA","0","0","0","0","2","0"
"C2378","RALN","ND","CA","0","0","0","0","2","0"
"C2385","RALN","ND","CA","0","0","2","0","0","0"
"C2399","RALN","ND","CA","0","0","4","0","0","0"
"C2474","RALN","ND","CA","0","0","0","0","1","0"
"C2516","RALN","ND","CA","0","0","0","0","2","0"
"C2525","RALN","ND","CA","0","0","2","23","6","0"
"C2581","RALN","ND","CA","0","0","0","0","1","0"
"C2587","RALN","ND","CA","0","0","0","0","3","0"
"C2596","RALN","ND","CA","0","0","1","2","0","0"
"C1631","PRBZ","ND","CA","0","0","0","3","0","0"
"C2617","PRBZ","ND","CA","0","0","0","1","0","0"
"C2642","RALN","ND","CA","0","0","25","0","3","0"
"C2704","RALN","ND","CA","0","0","0","0","0","1"
"C2724","RALN","ND","CA","0","0","0","0","3","0"
"C2774","RALN","ND","CA","0","0","0","0","2","0"
"C2861","RALN","ND","CA","0","0","0","1","0","0"
"C2941","RALN","ND","CA","0","0","0","0","0","1"
"C2950","RALN","ND","CA","0","0","0","0","2","0"
"C2958","RALN","ND","CA","0","0","0","0","4","0"
"C2966","RALN","ND","CA","0","0","0","0","1","0"
"C2989","RALN","ND","CA","0","0","2","2","0","0"
"C3042","RALN","ND","CA","0","0","11","6","1","0"
"C3051","RALN","ND","CA","0","0","0","0","1","0"
"C3050","RALN","ND","CA","0","0","0","0","5","0"
"C3059","RALN","ND","CA","0","0","0","0","6","0"
"C3065","RALN","ND","CA","0","0","5","0","6","1"
"C3112","RALN","ND","CA","0","0","0","0","1","0"
"C3162","RALN","ND","CA","0","0","2","0","0","0"
"C3169","RALN","ND","CA","0","0","15","2","5","0"
"C3187","RALN","ND","CA","0","0","0","0","3","0"
"C3212","PRBZ","ND","CA","0","0","0","0","3","0"
"C3245","RALN","ND","CA","0","0","0","0","0","1"
"C3251","RALN","ND","CA","0","0","1","4","0","0"
"C3296","RALN","ND","CA","0","0","0","0","2","0"
"C3308","RALN","ND","CA","0","0","0","0","2","0"
"C3333","RALN","ND","CA","0","0","5","1","0","0"
"C3373","RALN","ND","CA","0","0","0","0","1","0"
"C3387","RALN","ND","CA","0","0","0","0","2","0"
"C3443","REFR","ND","CA","0","0","6","1","1","0"
"C3466","RALN","ND","CA","0","0","0","0","19","0"
"C3488","RALN","ND","CA","0","0","2","1","3","0"
"C3525","RALN","ND","CA","0","0","0","0","18","0"
"C3527","RALN","ND","CA","0","0","0","0","0","1"
"C3560","RALN","ND","CA","0","0","0","0","2","0"
"C3584","RALN","ND","CA","0","0","1","0","0","0"
"C3609","RALN","ND","CA","0","0","0","0","1","0"
"C3615","RALN","ND","CA","0","0","0","0","1","0"
"C3623","RALN","ND","CA","0","0","0","0","3","0"
"C3636","RALN","ND","CA","0","0","0","0","1","0"
"C3646","RALN","ND","CA","0","0","0","0","7","0"
"C3728","RALN","ND","CA","0","0","1","0","0","0"
"C3754","PRBZ","ND","CA","0","0","0","0","1","0"
"C3673","RALN","ND","CA","0","0","0","0","3","0"
"C3675","PRBZ","ND","CA","0","0","1","0","1","0"
"C3685","PRBZ","ND","CA","0","0","0","0","2","0"
"C8245","RALN","ND","CA","0","0","5","1","6","0"
"C492","RALN","ND","CA","0","0","0","0","1","0"
"C3722","RALN","ND","CA","0","0","0","0","2","0"
"C3737","RALN","ND","CA","0","0","2","3","0","1"
"C3746","RALN","ND","CA","0","0","0","0","2","0"
"C3770","RALN","ND","CA","0","0","2","6","2","0"
"C3786","RALN","ND","CA","0","0","0","0","3","0"
"C3810","RALN","ND","CA","0","0","0","0","8","0"
"C3819","RALN","ND","CA","0","0","0","0","12","0"
"C3850","RALN","ND","CA","0","0","1","2","0","0"
"C3862","RALN","ND","CA","0","0","1","0","0","0"
"C3873","RALN","ND","CA","0","0","0","0","1","0"
"C3952","RALN","ND","CA","0","0","0","0","1","0"
"C3972","RALN","ND","CA","0","0","4","0","0","0"
"C3973","RALN","ND","CA","0","0","0","0","1","0"
"C4034","PRBZ","ND","CA","0","0","0","0","2","0"
"C4054","RALN","ND","CA","0","0","4","0","6","0"
"C4071","RALN","ND","CA","0","0","4","0","16","0"
"C4091","RALN","ND","CA","0","0","0","0","1","0"
"C4108","RALN","ND","CA","0","0","1","0","0","0"
"C4109","RALN","ND","CA","0","0","0","0","1","0"
"C4112","PRBZ","ND","CA","0","0","0","0","1","0"
"C4124","RALN","ND","CA","0","0","12","0","12","0"
"C4135","RALN","ND","CA","0","0","8","0","5","0"
"C4144","RALN","ND","CA","0","0","0","0","2","0"
"C4152","RALN","ND","CA","0","0","0","0","1","0"
"C4188","RALN","ND","CA","0","0","3","0","0","0"
"C4194","RALN","ND","CA","0","0","4","0","20","0"
"C4197","RALN","ND","CA","0","0","2","0","9","0"
"C4207","RALN","ND","CA","0","0","0","0","1","0"
"C4223","RALN","ND","CA","0","0","0","1","0","0"
"C4229","RALN","ND","CA","0","0","2","1","8","1"
"C4233","RALN","ND","CA","0","0","1","0","2","0"
"C4242","RALN","ND","CA","0","0","0","0","1","0"
"C4247","RALN","ND","CA","0","0","3","0","9","0"
"C4251","PRBZ","ND","CA","0","0","2","0","2","0"
"C4257","RALN","ND","CA","0","0","0","0","4","0"
"C4260","RALN","ND","CA","0","0","0","0","4","0"
"C4273","RALN","ND","CA","0","0","0","0","1","0"
"C4276","RALN","ND","CA","0","0","0","0","1","0"
"C4308","RALN","ND","CA","0","0","20","25","0","0"
"C4309","RALN","ND","CA","0","0","4","0","4","0"
"C4312","RALN","ND","CA","0","0","0","0","3","0"
"C4315","RALN","ND","CA","0","0","0","0","1","0"
"C4328","RALN","ND","CA","0","0","3","0","0","0"
"C4339","RALN","ND","CA","0","0","0","0","7","0"
"C4343","RALN","ND","CA","0","0","3","0","7","0"
"C4347","RALN","ND","CA","0","0","3","11","0","0"
"C4361","RALN","ND","CA","0","0","0","0","1","0"
"C4368","RALN","ND","CA","0","0","0","0","1","0"
"C4371","RALN","ND","CA","0","0","0","1","0","1"
"C4378","RALN","ND","CA","0","0","0","0","2","0"
"C4477","RALN","ND","CA","0","0","1","0","1","0"
"C4487","RALN","ND","CA","0","0","0","0","2","0"
"C4571","RALN","ND","CA","0","0","0","0","1","0"
"C4635","RALN","ND","CA","0","0","0","0","1","0"
"C4660","RALN","ND","CA","1","0","0","0","0","0"
"C4683","RALN","ND","CA","0","0","0","0","1","0"
"C4518","RALN","ND","CA","0","0","8","3","11","3"
"C12290","RALN","ND","CA","0","0","0","0","2","1"
"C4778","RALN","ND","CA","0","0","0","0","4","0"
"C4780","RALN","ND","CA","0","0","0","0","2","0"
"C4789","RALN","ND","CA","0","0","0","0","1","0"
"C4790","RALN","ND","CA","0","0","0","2","2","1"
"C4803","RALN","ND","CA","0","0","0","0","1","0"
"C4818","RALN","ND","CA","0","0","209","11","4","0"
"C4832","PRBZ","ND","CA","0","0","0","0","1","0"
"C4847","RALN","ND","CA","0","0","0","0","1","0"
"C4862","RALN","ND","CA","0","0","0","0","3","0"
"C4877","RALN","ND","CA","0","0","5","0","3","0"
"C4878","RALN","ND","CA","0","0","0","0","20","1"
"C4881","RALN","ND","CA","0","0","0","0","1","0"
"C4907","PRBZ","ND","CA","0","0","0","0","1","0"
"C4908","PRBZ","ND","CA","0","0","0","0","3","0"
"C4910","RALN","ND","CA","0","0","1","0","0","0"
"C4909","RALN","ND","CA","0","0","0","0","2","0"
"C5012","PRBZ","ND","CA","0","0","0","0","1","0"
"C5023","RALN","ND","CA","0","0","0","0","1","1"
"C5032","RALN","ND","CA","0","0","0","0","5","0"
"C5056","PRBZ","ND","CA","0","0","2","0","1","0"
"C5074","RALN","ND","CA","0","0","0","0","1","0"
"C5099","RALN","ND","CA","0","0","3","0","2","0"
"C5127","RALN","ND","CA","0","0","0","5","0","0"
"C5131","RALN","ND","CA","0","0","3","7","2","1"
"C5133","RALN","ND","CA","0","0","0","0","1","0"
"C5162","RALN","ND","CA","0","0","0","0","2","0"
"C5165","RALN","ND","CA","0","0","3","0","8","0"
"C5170","RALN","ND","CA","0","0","48","8","28","2"
"C5179","RALN","ND","CA","0","0","0","0","4","0"
"C5187","RALN","ND","CA","0","0","0","0","2","0"
"C5222","RALN","ND","CA","0","0","2","0","0","0"
"C5226","RALN","ND","CA","0","0","2","0","1","0"
"C5234","RALN","ND","CA","0","0","0","0","10","0"
"C5260","RALN","ND","CA","0","0","0","2","0","0"
"C5263","RALN","ND","CA","0","0","1","0","0","0"
"C5337","RALN","ND","CA","0","0","3","1","0","0"
"C5340","RALN","ND","CA","0","0","0","0","9","0"
"C5386","RALN","ND","CA","0","0","7","3","0","0"
"C5411","RALN","ND","CA","0","0","2","0","3","0"
"C5420","RALN","ND","CA","0","0","0","0","1","0"
"C5457","RALN","ND","CA","0","0","0","0","2","0"
"C5540","RALN","ND","CA","0","0","0","0","2","0"
"C5569","RALN","ND","CA","0","0","0","0","2","0"
"C5591","RALN","ND","CA","0","0","0","0","2","0"
"C5600","RALN","ND","CA","0","0","0","0","2","0"
"C5611","RALN","ND","CA","0","0","0","0","2","0"
"C5617","RALN","ND","CA","0","0","1","1","2","0"
"C5684","RALN","ND","CA","0","0","2","0","0","0"
"C5702","RALN","ND","CA","0","0","0","0","2","0"
"C5715","RALN","ND","CA","0","0","0","0","9","0"
"C4658","RALN","ND","CA","0","0","0","1","0","0"
"C5723","RALN","ND","CA","0","0","3","2","2","0"
"C5732","RALN","ND","CA","0","0","31","2","2","0"
"C5774","PRTN","ND","CA","0","0","0","0","2","0"
"C5808","RALN","ND","CA","0","0","3","0","3","0"
"C5810","RALN","ND","CA","0","0","0","0","1","0"
"C5841","RALN","ND","CA","0","0","0","0","1","0"
"C5843","RALN","ND","CA","0","0","2","0","0","0"
"C8286","RALN","ND","CA","0","0","0","0","7","0"
"C5873","RALN","ND","CA","0","0","4","1","2","0"
"C5876","RALN","ND","CA","0","0","0","0","6","0"
"C5885","RALN","ND","CA","0","0","6","0","6","0"
"C5905","RALN","ND","CA","0","0","0","0","1","0"
"C5916","RALN","ND","CA","0","0","0","1","0","0"
"C5925","PRBZ","ND","CA","0","0","0","0","1","0"
"C6090","RALN","ND","CA","0","0","0","0","1","0"
"C6188","RALN","ND","CA","0","0","0","0","2","0"
"C6201","RALN","ND","CA","0","0","0","0","7","1"
"C6253","RALN","ND","CA","2","1","0","0","0","0"
"C6296","RALN","ND","CA","0","0","0","1","1","0"
"C6309","PRBZ","ND","CA","0","0","0","0","1","0"
"C6324","RALN","ND","CA","0","0","0","2","1","0"
"C6345","RALN","ND","CA","0","0","2","2","0","1"
"C6361","PRBZ","ND","CA","0","0","0","2","3","0"
"C6371","RALN","ND","CA","0","0","0","0","1","0"
"C6405","RALN","ND","CA","0","0","0","1","0","0"
"C6452","RALN","ND","CA","0","0","7","0","4","0"
"C6454","RALN","ND","CA","0","0","0","0","2","0"
"C6442","RALN","ND","CA","0","0","1","0","1","0"
"C6473","RALN","ND","CA","0","0","1","0","0","0"
"C6476","RALN","ND","CA","0","0","0","0","6","0"
"C6483","RALN","ND","CA","0","0","0","0","4","0"
"C6613","RALN","ND","CA","0","0","0","0","2","0"
"C6640","RALN","ND","CA","0","0","3","0","0","0"
"C6819","RALN","ND","CA","0","0","0","0","5","0"
"C6830","RALN","ND","CA","0","0","2","0","1","0"
"C6630","RALN","ND","CA","0","0","26","5","8","1"
"C6671","RALN","ND","CA","0","0","0","0","1","0"
"C6684","RALN","ND","CA","0","0","0","0","0","1"
"C6696","RALN","ND","CA","0","0","0","0","2","0"
"C6698","RALN","ND","CA","0","0","0","0","1","0"
"C6708","RALN","ND","CA","0","0","1","0","5","1"
"C6712","RALN","ND","CA","0","0","0","0","1","0"
"C6765","RALN","ND","CA","0","0","4","0","5","0"
"C6680","RALN","ND","CA","0","0","2","0","0","0"
"C6682","RALN","ND","CA","0","0","0","0","0","1"
"C6687","RALN","ND","CA","0","0","0","0","2","0"
"C6725","RALN","ND","CA","0","0","2","0","0","0"
"C6801","RALN","ND","CA","0","0","0","0","6","0"
"C6858","PRBZ","ND","CA","0","0","0","0","2","0"
"C6865","RALN","ND","CA","0","0","6","0","6","0"
"C6876","RALN","ND","CA","0","0","2","1","5","0"
"C6884","RALN","ND","CA","0","0","0","1","0","0"
"C5448","RALN","ND","CA","0","0","0","0","2","0"
"C6891","RALN","ND","CA","0","0","0","0","2","0"
"C6894","RALN","ND","CA","0","0","1","0","0","0"
"C6902","RALN","ND","CA","0","0","3","0","0","0"
"C6904","RALN","ND","CA","0","0","3","0","3","0"
"C6909","RALN","ND","CA","0","0","0","0","4","0"
"C1769","RALN","ND","CA","0","0","0","0","0","1"
"C6951","RALN","ND","CA","0","0","0","0","6","0"
"C6975","RALN","ND","CA","0","0","0","0","1","0"
"C6991","RALN","ND","CA","0","0","0","0","1","0"
"C6994","PRBZ","ND","CA","0","0","0","0","1","0"
"C7009","REFR","ND","CA","0","0","0","0","0","1"
"C7025","RALN","ND","CA","0","0","0","0","2","0"
"C7038","RALN","ND","CA","0","0","0","0","1","0"
"C7056","RALN","ND","CA","0","0","0","0","6","0"
"C7071","RALN","ND","CA","0","0","0","0","0","1"
"C7072","RALN","ND","CA","0","0","0","2","0","0"
"C7092","RALN","ND","CA","0","0","0","0","2","0"
"C7095","RALN","ND","CA","0","0","0","0","1","0"
"C7099","PRBZ","ND","CA","0","0","0","0","2","0"
"C7118","RALN","ND","CA","0","0","0","0","2","0"
"C7120","RALN","ND","CA","0","0","5","0","2","0"
"C7130","PRBZ","ND","CA","0","0","0","0","1","0"
"C7152","RALN","ND","CA","0","0","0","0","2","0"
"C7172","RALN","ND","CA","0","0","0","0","1","0"
"C7179","RALN","ND","CA","0","0","6","0","7","0"
"C7191","RALN","ND","CA","0","0","0","0","0","1"
"C7194","RALN","ND","CA","0","0","0","1","0","0"
"C7202","RALN","ND","CA","0","0","4","0","2","0"
"C7230","RALN","ND","CA","0","0","0","0","1","0"
"C7286","RALN","ND","CA","0","0","0","1","0","0"
"C7156","RALN","ND","CA","0","0","3","0","0","0"
"C7317","RALN","ND","CA","0","0","0","0","0","1"
"C7388","RALN","ND","CA","0","0","0","9","0","0"
"C7448","PRBZ","ND","CA","0","0","0","2","0","0"
"C7478","RALN","ND","CA","0","0","1","0","0","0"
"C7484","RALN","ND","CA","0","0","2","6","1","1"
"C7516","RALN","ND","CA","0","0","11","0","0","0"
"C7554","RALN","ND","CA","0","0","0","2","0","1"
"C7571","RALN","ND","CA","0","0","2","0","0","0"
"C7574","RALN","ND","CA","0","0","17","0","17","0"
"C7580","RALN","ND","CA","0","0","0","0","1","0"
"C7590","RALN","ND","CA","0","0","0","0","12","1"
"C7602","RALN","ND","CA","0","0","0","1","0","0"
"C7607","PRTN","ND","CA","0","0","0","0","1","0"
"C7608","RALN","ND","CA","0","0","0","0","1","0"
"C7619","RALN","ND","CA","0","0","0","0","1","0"
"C7625","RALN","ND","CA","0","0","0","0","1","0"
"C7631","RALN","ND","CA","0","0","7","10","1","0"
"C7641","RALN","ND","CA","0","0","0","0","1","0"
"C7646","REFR","ND","CA","0","0","6","3","1","2"
"C7655","RALN","ND","CA","0","0","0","0","1","0"
"C7677","RALN","ND","CA","0","0","0","0","1","0"
"C7695","REFR","ND","CA","0","0","7","1","6","2"
"C5212","RALN","ND","CA","0","0","0","0","5","0"
"C7776","RALN","ND","CA","0","0","5","0","0","0"
"C7792","RALN","ND","CA","0","0","0","0","3","0"
"C7839","RALN","ND","CA","0","0","0","1","0","0"
"C7840","RALN","ND","CA","0","0","0","0","1","0"
"C7850","RALN","ND","CA","0","0","0","0","10","0"
"C7881","PRBZ","ND","CA","0","0","0","0","1","0"
"C7892","RALN","ND","CA","0","0","0","0","1","0"
"C7901","PRBZ","ND","CA","0","0","3","0","0","0"
"C7913","RALN","ND","CA","0","0","0","0","0","1"
"C7916","RALN","ND","CA","0","0","0","1","2","0"
"C7973","RALN","ND","CA","0","0","1","0","0","0"
"C7978","RALN","ND","CA","0","0","0","0","7","0"
"C7987","RALN","ND","CA","0","0","0","0","2","0"
"C7995","RALN","ND","CA","0","0","0","1","1","0"
"C8109","RALN","ND","CA","0","0","0","0","15","1"
"C8051","RALN","ND","CA","0","0","0","0","2","1"
"C8055","RALN","ND","CA","0","0","0","0","2","0"
"C5204","RALN","ND","CA","0","0","6","0","14","0"
"C1584","RALN","ND","CA","0","0","0","0","1","0"
"C8130","RALN","ND","CA","0","0","0","0","2","0"
"C8150","RALN","ND","CA","0","0","11","5","6","0"
"C8154","RALN","ND","CA","0","0","2","0","2","0"
"C8172","RALN","ND","CA","0","0","0","0","2","0"
"C8182","RALN","ND","CA","0","0","0","0","1","0"
"C8194","RALN","ND","CA","0","0","0","0","2","0"
"R9202","RALN","ND","CA","0","0","0","1","0","1"
"R9205","RALN","ND","CA","0","0","1","1","0","0"
"D8344","RALN","ND","CA","0","0","2","0","0","0"
"N8779","PRBZ","ND","CA","0","0","6","4,6","1","0"
"N8718","REVA","ND","CA","0","0","0","1","0","0"
"ES10898","RALN","ND","CA","0","0","0","0","4","0"
"AA10255","RESA","ND","CA","0","0","0","0","2","0"
"ER12294","RALN","ND","CA","0","0","2","0","0","0"
"P9036","RALN","ND","CA","0","0","1","0","0","0"
"P10790","RALN","ND","CA","0","0","4","0","6","0"
"P9038","RALN","ND","CA","0","0","0","1","6","1"
"P9042","RALN","ND","CA","0","0","1","0","8","1"
"P9047","RALN","ND","CA","0","0","0","0","1","0"
"P9066","RALN","ND","CA","0","0","0","0","1","0"
"P9058","RALN","ND","CA","0","0","1","0","0","0"
"P9057","RALN","ND","CA","0","0","1","0","0","0"
"P9063","RALN","ND","CA","0","0","0","0","1","0"
"P9065","RALN","ND","CA","0","0","0","0","0","1"
"P9108","RALN","ND","CA","0","0","0","0","1","0"
"P9068","RALN","ND","CA","0","0","1","0","0","0"
"P9067","RALN","ND","CA","0","0","1","0","0","0"
"P9072","RALN","ND","CA","0","0","0","6","0","1"
"P9074","RALN","ND","CA","0","0","12","0","0","0"
"P9075","RALN","ND","CA","0","0","0","0","1","1"
"P9077","RALN","ND","CA","0","0","3","0","0","0"
"P10337","RALN","ND","CA","0","0","0","0","3","1"
"P9087","RALN","ND","CA","0","0","0","0","11","0"
"P9103","RALN","ND","CA","0","0","2","0","0","0"
"P9109","RALN","ND","CA","0","0","1","0","0","0"
"P9113","RALN","ND","CA","0","0","0","0","2","0"
"P9117","REFR","ND","CA","0","0","2","0","0","0"
"P9120","RALN","ND","CA","0","0","0","0","2","0"
"IP10963","PRTN","ND","CA","0","0","0","0","0","2"
"IP11004","PRTN","ND","CA","0","0","0","9","0","0"
"IP11015","PRTN","ND","CA","0","0","0","9","0","0"
"IP10259","RALN","ND","CA","0","0","4","6","0","0"
"IP11049","PRTN","ND","CA","0","0","1","2","0","0"
"IP10996","PRTN","ND","CA","0","0","0","1","0","0"
"IP11052","PRTN","ND","CA","0","0","0","3","0","0"
"IP11017","PRTN","ND","CA","0","0","0","2","0","0"
"IP11007","PRTN","ND","CA","0","0","0","3","0","0"
"IP11040","PRTN","ND","CA","0","0","0","4","0","0"
"IP11001","PRTN","ND","CA","0","0","2","2","0","0"
"IP11010","PRTN","ND","CA","0","0","0","13","0","0"
"IP10582","RALN","ND","CA","0","0","0","5","0","0"
"IP10785","RALN","ND","CA","0","0","1","4","0","3"
"IP10194","RALN","ND","CA","0","0","0","1","0","0"
"IP10523","RALN","ND","CA","0","0","0","8","0","0"
"IP12287","RALN","ND","CA","0","0","1","0","0","0"
"IP10639","RALN","ND","CA","0","0","0","1","0","0"
"IP10222","RALN","ND","CA","0","0","0","2","0","0"
"IP10655","RALN","ND","CA","0","0","0","1","0","0"
"IP10625","RALN","ND","CA","0","0","0","1","0","0"
"IP10920","RALN","ND","CA","0","0","1","2","0","0"
"IP11030","PRTN","ND","CA","0","0","0,76","0,76","0","0"
"IP11003","PRTN","ND","CA","0","0","1","24","0","0"
"RS9211","PRBZ","ND","CA","0","0","0","0","270","0"
"RS9830","PRTN","ND","CA","0","0","13","1","0","0"
"RS9203","RESA","ND","CA","0","0","668","107","726","120"
"RS9204","RESI","ND","CA","0","0","180","136","31","26"
"RS9206","RETN","ND","CA","0","0","7","2","0","0"
"RS9208","REVA","ND","CA","0","0","10","63","0","0"
"U9420","REFR","ND","CC","0","0","0","0","1","0"
"CS10783","RALN","ND","CC","0","0","0","0","2","0"
"CS10072","RALN","ND","CC","0","1","0","0","0","0"
"CS10359","RALN","ND","CC","0","0","0","4","0","0"
"CS10915","RALN","ND","CC","0","0","10","8","0","0"
"CS10052","RALN","ND","CC","0","0","0","3","0","4"
"CS9914","RALN","ND","CC","0","0","12","2","0","0"
"CS10071","RALN","ND","CC","0","0","0","1","0","0"
"C207","RALN","ND","CC","0","0","1","2","2","4"
"C210","RALN","ND","CC","0","0","13","7","3","2"
"C211","RALN","ND","CC","0","0","0","0","0","1"
"C213","RALN","ND","CC","0","0","7","2","8","2"
"C222","RALN","ND","CC","0","0","22","2","0","1"
"C224","RALN","ND","CC","0","0","10","5","16","7"
"C226","RALN","ND","CC","0","0","53","3","51","4"
"C232","RALN","ND","CC","0","0","2","0","0","0"
"C235","RALN","ND","CC","0","0","2","2","0","2"
"C236","RALN","ND","CC","0","0","2","0","1","0"
"C242","RALN","ND","CC","0","0","12","1","13","1"
"C246","RALN","ND","CC","0","0","17","4","8","2"
"C250","RALN","ND","CC","0","0","4","1","5","1"
