"Istituzione","Contratto","Categoria","Qualifica","Trattamento Iniziale Uomini","Fascia1_Uomini","Fascia2_Uomini","Fascia3_Uomini","Fascia4_Uomini","Fascia5_Uomini","Fascia6_Uomini","Trattamento Iniziale Donne","Fascia1_Donne","Fascia2_Donne","Fascia3_Donne","Fascia4_Donne","Fascia5_Donne","Fascia6_Donne"
"U10509","SSNA","LP","P16006","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U10509","SSNA","LT","T16024","1","0","1","2","2","0","3","14","2","14","7","17","9","27"
"U10509","SSNA","LT","T16026","0","1","2","0","1","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T14007","9","0","2","0","1","1","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T14E59","0","16","0","0","0","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T13059","15","14","14","1","6","16","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T12057","15","6","9","5","9","11","0","1","4","0","0","2","10","0"
"U10509","SSNA","LT","T12058","8","1","14","0","8","8","0","17","0","3","0","5","21","0"
"U10509","SSNA","LT","T11008","67","0","0","1","3","24","0","79","0","1","1","1","7","0"
"U10509","SSNA","LA","A18029","5","0","1","0","3","0","0","2","1","1","0","1","0","0"
"U10509","SSNA","LA","A16028","2","4","10","6","9","1","6","1","2","4","3","7","1","3"
"U10509","SSNA","LA","A14005","8","0","18","1","16","19","0","20","2","4","1","9","14","0"
"U10509","SSNA","LA","A13018","1","0","3","1","0","0","0","0","3","1","3","0","0","0"
"U10509","SSNA","LA","A12017","38","1","24","1","17","32","0","30","0","6","3","6","15","0"
"U10509","SSNA","LA","A11030","30","0","0","0","4","14","0","35","0","0","0","0","1","0"
"K8640","SSNA","ST","S18920","3","0","0","0","0","0","0","2","0","0","0","0","0","0"
"K8640","SSNA","ST","S16021","8","0","0","0","0","0","6","25","1","0","1","0","1","10"
"K8640","SSNA","ST","S14054","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K8640","SSNA","LT","T14E59","5","0","0","0","0","0","0","10","0","0","0","0","0","0"
"K8640","SSNA","LT","T13059","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"K8640","SSNA","LT","T12057","1","1","0","2","1","0","0","1","5","0","0","0","0","0"
"K8640","SSNA","LT","T12058","0","2","0","0","0","3","0","0","1","0","0","0","0","0"
"K8640","SSNA","LA","A18029","0","0","0","0","2","0","2","0","0","0","0","0","0","0"
"K8640","SSNA","LA","A16028","0","0","0","1","2","0","0","0","0","0","2","10","0","0"
"K8640","SSNA","LA","A14005","10","0","0","3","0","1","0","6","0","0","4","0","1","0"
"U10508","SSNA","SI","S18023","0","0","5","4","9","1","0","1","0","8","28","17","12","3"
"U10508","SSNA","SI","S16020","169","58","38","61","75","181","195","606","135","62","123","155","513","433"
"U10508","SSNA","SI","S14E52","0","2","31","33","0","0","0","1","6","56","59","0","0","0"
"U10508","SSNA","SI","S13052","0","0","0","0","1","0","0","0","0","0","0","1","1","0"
"U10508","SSNA","ST","S18920","0","0","4","2","1","1","0","0","0","3","1","0","0","0"
"U10508","SSNA","ST","S16021","9","28","5","8","19","47","28","29","38","5","15","15","53","34"
"U10508","SSNA","ST","S00062","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U10508","SSNA","SV","S18921","0","0","1","4","1","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","SV","S16022","0","0","1","26","18","40","13","0","0","1","2","0","3","1"
"U10508","SSNA","SF","S18922","2","0","0","9","4","0","0","4","2","3","7","2","0","0"
"U10508","SSNA","SF","S16019","7","0","0","3","4","2","29","49","4","1","1","3","30","73"
"U10508","SSNA","SF","S14053","9","0","0","0","0","0","0","31","0","0","0","0","0","0"
"U10508","SSNA","SF","S14E51","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LP","P16006","1","0","0","0","2","2","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","1","3","0","0","0"
"U10508","SSNA","LT","T16024","0","0","0","0","0","2","0","8","0","0","8","3","38","30"
"U10508","SSNA","LT","T18027","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T16026","0","4","0","0","0","1","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T14007","2","2","2","1","6","3","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T14E59","1","27","42","24","1","0","0","0","0","0","1","0","0","0"
"U10508","SSNA","LT","T13059","66","12","1","1","5","8","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T13660","45","21","1","38","0","0","0","89","25","10","24","0","1","0"
"U10508","SSNA","LT","T12057","8","6","4","18","4","38","0","2","2","0","2","2","6","0"
"U10508","SSNA","LT","T12058","1","10","5","5","0","14","0","2","9","1","5","0","8","0"
"U10508","SSNA","LT","T11008","126","36","7","0","2","113","0","323","40","2","0","0","42","0"
"U10508","SSNA","LA","A18029","5","22","3","11","1","0","4","6","16","5","5","3","0","0"
"U10508","SSNA","LA","A16028","23","5","3","31","17","2","8","16","11","1","35","17","7","6"
"U10508","SSNA","LA","A14005","59","31","5","21","2","18","0","41","12","4","14","2","21","0"
"U10508","SSNA","LA","A13018","1","4","1","2","2","2","0","1","4","0","0","0","2","0"
"U10508","SSNA","LA","A12017","21","15","3","9","0","13","0","12","12","2","5","0","9","0"
"U10508","SSNA","LA","A11030","6","5","2","0","0","16","0","8","4","0","0","0","12","0"
"ER10866","SSNA","LT","T14007","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ER10866","SSNA","LT","T13059","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ER10866","SSNA","LA","A18029","0","0","0","0","0","0","1","0","1","1","0","0","0","0"
"ER10866","SSNA","LA","A16028","0","1","0","0","1","0","0","1","1","0","0","1","0","0"
"ER10866","SSNA","LA","A14005","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ER10866","SSNA","LA","A13018","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"U9639","SSNA","SI","S18023","1","0","0","11","0","5","0","0","0","0","32","7","29","0"
"U9639","SSNA","SI","S16020","166","72","66","32","24","17","132","364","153","119","48","35","62","403"
"U9639","SSNA","SI","S14E52","0","0","2","34","0","0","0","0","0","2","51","0","0","0"
"U9639","SSNA","SI","S13052","0","0","0","0","0","1","0","0","0","0","0","0","2","0"
"U9639","SSNA","ST","S18920","0","0","0","6","0","1","0","0","0","0","2","0","0","0"
"U9639","SSNA","ST","S16021","15","5","2","1","2","3","63","32","5","2","3","2","5","54"
"U9639","SSNA","SV","S16022","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"U9639","SSNA","SF","S18922","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U9639","SSNA","SF","S16019","2","0","0","0","1","1","5","4","2","1","0","1","7","30"
"U9639","SSNA","LP","P16006","3","1","0","0","0","0","1","0","0","0","0","0","0","0"
"U9639","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"U9639","SSNA","LT","T18027","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U9639","SSNA","LT","T16026","0","0","0","1","2","4","0","0","0","0","0","0","0","0"
"U9639","SSNA","LT","T14007","4","0","2","4","0","0","0","0","0","1","0","0","0","0"
"U9639","SSNA","LT","T14E59","0","0","10","15","0","0","0","0","0","1","0","0","0","0"
"U9639","SSNA","LT","T13059","23","0","1","10","0","20","0","0","0","0","1","0","0","0"
"U9639","SSNA","LT","T13660","15","0","0","84","0","0","0","5","0","0","37","0","0","0"
"U9639","SSNA","LT","T12057","7","5","17","1","0","6","0","2","1","0","0","0","1","0"
"U9639","SSNA","LT","T12058","0","0","0","0","0","12","0","0","0","1","0","0","7","0"
"U9639","SSNA","LT","T11008","55","42","2","0","0","90","0","77","59","4","0","0","55","0"
"U9639","SSNA","LA","A18029","1","0","0","0","0","2","0","0","0","0","0","2","2","1"
"U9639","SSNA","LA","A16028","4","0","0","0","8","11","1","1","0","0","7","7","20","2"
"U9639","SSNA","LA","A14005","31","1","26","2","0","4","0","25","1","28","4","0","6","0"
"U9639","SSNA","LA","A13018","0","0","13","11","0","1","0","1","0","5","6","0","6","0"
"U9639","SSNA","LA","A12017","21","16","22","2","0","5","0","28","0","20","2","0","2","0"
"U9639","SSNA","LA","A11030","6","5","7","0","0","29","0","12","6","1","0","0","8","0"
"AP10081","SSNA","ST","S16021","0","0","1","0","2","0","1","0","0","0","0","1","0","0"
"AP10081","SSNA","SV","S18921","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","SV","S16022","7","1","1","0","1","25","29","7","3","0","0","0","8","8"
"AP10081","SSNA","LT","T18027","13","3","0","0","0","1","1","14","8","0","0","1","1","0"
"AP10081","SSNA","LT","T16026","17","1","0","1","0","0","0","21","0","0","0","0","0","0"
"AP10081","SSNA","LT","T14007","20","2","0","1","2","0","0","5","0","0","0","0","0","0"
"AP10081","SSNA","LT","T14E59","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LT","T13059","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LT","T12057","2","0","1","0","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LA","A18029","4","1","0","1","0","0","0","0","0","1","1","0","0","1"
"AP10081","SSNA","LA","A16028","4","0","0","1","0","0","0","4","0","0","0","0","1","1"
"AP10081","SSNA","LA","A14005","5","0","3","2","2","0","0","6","3","6","1","1","8","0"
"AP10081","SSNA","LA","A12017","1","0","4","3","0","0","0","3","0","2","0","0","0","0"
"AP10081","SSNA","LA","A11030","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10510","SSNA","SI","S18023","0","0","0","3","7","17","17","0","0","0","1","4","38","26"
"U10510","SSNA","SI","S16020","47","121","34","29","56","40","455","70","577","66","57","102","76","1122"
"U10510","SSNA","SI","S14E52","0","0","0","21","36","1","0","0","0","0","71","59","5","0"
"U10510","SSNA","SI","S13052","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10510","SSNA","ST","S18920","0","0","0","0","2","3","0","0","0","0","0","0","1","0"
"U10510","SSNA","ST","S16021","13","14","4","5","3","4","126","7","35","7","3","8","7","67"
"U10510","SSNA","SV","S18921","0","0","0","3","3","4","1","0","0","0","0","0","0","0"
"U10510","SSNA","SV","S16022","2","6","4","0","3","0","76","0","4","0","2","0","1","8"
"U10510","SSNA","SF","S18922","0","0","0","0","0","1","1","0","0","0","0","0","4","1"
"U10510","SSNA","SF","S16019","6","22","8","3","3","1","17","19","148","47","9","3","4","233"
"U10510","SSNA","SF","S14E51","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"U10510","SSNA","SF","S13051","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10510","SSNA","LP","P16006","0","1","1","0","0","0","1","0","0","0","0","0","0","0"
"U10510","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","2","4","1","0"
"U10510","SSNA","LT","T16024","0","1","0","0","0","0","6","3","15","4","2","3","2","64"
"U10510","SSNA","LT","T16026","0","1","2","1","0","1","1","0","0","0","0","0","2","0"
"U10510","SSNA","LT","T14007","3","2","0","4","14","0","0","1","0","0","3","0","0","0"
"U10510","SSNA","LT","T14063","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U10510","SSNA","LT","T14E59","1","1","20","62","42","6","0","0","0","2","0","1","0","0"
"U10510","SSNA","LT","T13059","5","30","3","18","1","34","0","0","0","0","7","0","1","0"
"U10510","SSNA","LT","T13660","8","7","3","33","1","0","0","8","11","1","33","0","0","0"
"U10510","SSNA","LT","T12057","66","12","3","29","20","13","0","17","10","3","7","5","12","0"
"U10510","SSNA","LT","T12058","0","0","0","10","2","19","0","0","0","0","6","0","25","0"
"U10510","SSNA","LT","T11008","34","143","23","1","0","127","0","21","203","29","3","2","111","0"
"U10510","SSNA","LA","A18029","0","2","8","1","3","14","10","2","3","2","2","6","13","7"
"U10510","SSNA","LA","A16028","2","5","0","4","11","18","25","2","9","0","11","10","14","25"
"U10510","SSNA","LA","A14005","52","39","2","32","45","4","0","41","36","2","33","42","66","0"
"U10510","SSNA","LA","A13018","0","9","1","1","0","8","0","1","5","0","4","1","6","0"
"U10510","SSNA","LA","A12017","32","9","2","13","22","3","0","47","21","3","6","12","10","0"
"U10510","SSNA","LA","A11030","15","4","0","1","1","40","0","1","3","0","0","0","28","0"
"J8635","SSNA","SI","S18023","0","0","0","0","1","0","0","0","0","2","0","2","0","0"
"J8635","SSNA","SI","S16020","1","4","2","3","2","3","11","2","26","2","1","8","32","26"
"J8635","SSNA","SI","S14E52","0","0","0","9","0","0","0","0","0","0","6","0","0","0"
"J8635","SSNA","ST","S16021","1","2","0","1","3","2","10","2","2","2","0","6","1","10"
"J8635","SSNA","SV","S16022","0","0","0","0","0","0","1","0","0","0","0","0","0","1"
"J8635","SSNA","SF","S16019","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"J8635","SSNA","LT","T14007","0","5","0","1","0","0","0","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T13059","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T13660","2","1","0","0","0","0","0","5","0","0","0","0","0","0"
"J8635","SSNA","LT","T12057","2","3","0","0","0","0","0","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T11008","3","1","0","0","0","0","0","13","0","0","0","0","0","0"
"J8635","SSNA","LA","A18029","0","0","0","0","2","0","0","0","0","0","1","1","0","0"
"J8635","SSNA","LA","A16028","3","2","0","0","0","0","0","6","1","1","0","2","0","0"
"J8635","SSNA","LA","A14005","2","2","0","5","0","1","0","7","6","0","2","1","0","0"
"J8635","SSNA","LA","A13018","0","0","1","0","0","1","0","0","0","1","0","0","3","0"
"J8635","SSNA","LA","A12017","0","1","0","0","1","1","0","1","1","0","0","0","0","0"
"J8634","SSNA","SI","S18023","0","0","0","2","0","0","1","0","0","0","2","0","0","3"
"J8634","SSNA","SI","S16020","5","3","3","0","0","1","14","29","2","3","2","0","1","37"
"J8634","SSNA","SI","S14E52","0","0","0","0","3","0","0","0","0","0","0","1","0","0"
"J8634","SSNA","ST","S16021","3","0","0","0","0","1","9","4","0","0","0","0","0","7"
"J8634","SSNA","SF","S16019","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"J8634","SSNA","LT","T16026","0","1","0","0","0","0","6","0","0","0","0","0","0","0"
"J8634","SSNA","LT","T14007","0","0","0","0","0","2","0","1","0","0","0","0","3","0"
"J8634","SSNA","LT","T14E59","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"J8634","SSNA","LT","T13059","1","1","0","1","0","0","0","0","0","0","0","0","0","0"
"J8634","SSNA","LT","T12057","0","0","0","0","0","10","0","0","0","0","0","0","2","0"
"J8634","SSNA","LT","T12058","0","0","0","0","0","4","0","0","0","0","0","0","2","0"
"J8634","SSNA","LT","T11008","0","11","0","0","0","5","0","0","7","0","0","0","3","0"
"J8634","SSNA","LA","A16028","0","0","0","0","0","0","6","0","0","0","1","0","0","2"
"J8634","SSNA","LA","A14005","0","0","0","1","0","1","0","0","0","0","0","0","3","0"
"J8634","SSNA","LA","A12017","3","0","0","0","0","1","0","3","0","0","0","0","0","0"
"U10422","SSNA","SI","S18023","0","0","1","0","2","3","11","0","0","0","1","8","4","16"
"U10422","SSNA","SI","S16020","54","55","20","31","26","77","195","125","142","41","52","28","95","373"
"U10422","SSNA","SI","S14E52","0","0","1","11","3","0","0","0","0","1","8","16","0","0"
"U10422","SSNA","SI","S13052","0","0","0","0","1","0","0","1","0","0","0","0","0","0"
"U10422","SSNA","ST","S18920","0","0","0","0","1","1","0","0","0","0","0","1","0","0"
"U10422","SSNA","ST","S16021","5","3","12","4","4","4","27","14","10","11","2","2","7","11"
"U10422","SSNA","SV","S18921","0","0","0","0","2","0","0","0","0","0","0","0","0","0"
"U10422","SSNA","SV","S16022","3","0","0","3","3","0","12","0","0","0","1","0","0","1"
"U10422","SSNA","SF","S18922","0","0","0","0","0","0","0","0","0","0","0","0","1","1"
"U10422","SSNA","SF","S16019","1","5","2","1","0","0","7","20","25","0","0","0","9","41"
"U10422","SSNA","SF","S13051","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10422","SSNA","LP","P16006","1","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U10422","SSNA","LT","T18025","0","0","0","0","1","0","0","0","0","0","0","1","0","0"
"U10422","SSNA","LT","T16024","0","1","1","0","0","0","0","3","0","1","0","0","5","30"
"U10422","SSNA","LT","T18027","0","2","1","0","0","0","0","1","0","1","0","0","0","0"
"U10422","SSNA","LT","T16026","1","0","0","1","0","2","0","0","0","0","2","0","0","0"
"U10422","SSNA","LT","T14007","1","0","3","1","1","1","0","0","0","0","0","0","0","0"
"U10422","SSNA","LT","T14063","9","0","0","0","0","0","0","8","0","0","0","0","0","0"
"U10422","SSNA","LT","T14E59","9","3","1","23","12","0","0","0","0","0","0","0","0","0"
"U10422","SSNA","LT","T13059","7","1","0","13","0","4","0","0","0","0","5","0","0","0"
"U10422","SSNA","LT","T13660","16","20","2","20","0","0","0","15","8","1","16","0","0","0"
"U10422","SSNA","LT","T12057","23","1","4","1","0","5","0","40","1","2","1","0","2","0"
"U10422","SSNA","LT","T12058","0","0","0","2","0","0","0","0","0","2","1","0","1","0"
"U10422","SSNA","LT","T11008","32","17","10","5","0","40","0","43","10","6","0","0","34","0"
"U10422","SSNA","LA","A18029","0","7","1","4","0","3","0","1","4","0","7","4","2","2"
"U10422","SSNA","LA","A16028","27","1","0","4","0","5","1","15","2","0","10","0","8","1"
"U10422","SSNA","LA","A14005","20","2","8","4","0","3","0","11","1","14","10","0","7","0"
"U10422","SSNA","LA","A13018","7","1","0","2","0","2","0","3","1","0","1","0","2","0"
"U10422","SSNA","LA","A12017","3","2","5","0","0","4","0","5","0","3","0","0","6","0"
"U10422","SSNA","LA","A11030","2","0","0","0","0","13","0","1","0","0","0","0","3","0"
"P10790","SCLA","DO","016132","0","1","0","0","3","1","1","0","2","0","0","0","0","0"
"P10790","SCLA","DO","014143","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U9514","SSNA","SI","S18023","1","0","0","14","5","2","1","1","1","7","40","17","8","0"
"U9514","SSNA","SI","S16020","53","56","19","35","76","105","97","120","292","42","110","155","239","303"
"U9514","SSNA","SI","S14056","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U9514","SSNA","SI","S14E52","0","0","12","0","0","0","0","0","2","39","0","0","0","0"
"U9514","SSNA","ST","S18920","0","0","0","5","4","0","0","0","0","0","3","0","0","0"
"U9514","SSNA","ST","S16021","11","10","4","3","6","21","19","14","32","8","13","7","19","47"
"U9514","SSNA","SV","S18921","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9514","SSNA","SV","S16022","4","0","1","2","5","12","18","13","0","0","0","1","2","1"
"U9514","SSNA","SF","S18922","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U9514","SSNA","SF","S16019","2","6","0","3","2","5","4","7","55","3","20","12","16","43"
"U9514","SSNA","LP","P16006","3","0","1","0","2","0","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","2","1","2","2"
"U9514","SSNA","LT","T16024","0","1","0","0","0","1","1","3","15","0","3","0","12","17"
"U9514","SSNA","LT","T18027","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T16026","0","1","0","6","0","0","3","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T14007","0","3","0","0","0","5","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T14E59","0","0","23","0","0","0","0","0","0","0","0","0","1","0"
"U9514","SSNA","LT","T13059","3","10","0","13","2","4","0","0","0","0","1","0","0","0"
"U9514","SSNA","LT","T13660","11","0","2","0","5","7","0","15","3","2","1","1","3","0"
"U9514","SSNA","LT","T12057","22","0","0","0","0","20","0","3","1","0","0","0","4","0"
"U9514","SSNA","LT","T12058","0","0","0","0","0","2","0","0","0","0","0","0","1","0"
"U9514","SSNA","LT","T11008","0","1","0","0","2","52","0","0","21","0","0","0","25","0"
"U9514","SSNA","LA","A18029","0","0","4","6","0","3","2","1","0","2","13","0","0","2"
"U9514","SSNA","LA","A16028","2","1","0","24","0","0","1","3","2","0","29","0","2","0"
"U9514","SSNA","LA","A14005","36","0","1","1","0","17","0","45","0","4","5","2","34","0"
"U9514","SSNA","LA","A13018","6","1","0","9","0","1","0","7","0","1","6","0","3","0"
"U9514","SSNA","LA","A12017","32","3","0","0","0","11","0","24","12","1","0","1","10","0"
"U9514","SSNA","LA","A11030","0","1","0","0","0","4","0","0","6","0","0","0","1","0"
"U11799","SSNA","SI","S18023","21","42","34","11","7","9","6","32","91","147","75","55","53","59"
"U11799","SSNA","SI","S16020","63","153","52","57","79","51","19","318","518","163","148","382","492","295"
"U11799","SSNA","SI","S14E52","0","0","1","9","18","6","0","0","1","6","87","43","11","0"
"U11799","SSNA","SI","S13052","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"U11799","SSNA","ST","S18920","3","7","19","9","9","6","12","4","4","45","17","15","6","18"
"U11799","SSNA","ST","S16021","20","29","6","11","20","17","23","30","54","18","32","64","89","100"
"U11799","SSNA","SV","S18921","0","1","0","0","0","0","0","0","0","0","1","1","1","3"
"U11799","SSNA","SV","S16022","0","1","0","0","0","0","0","0","0","0","1","0","3","2"
"U11799","SSNA","SF","S18922","0","0","6","2","0","2","3","4","4","7","3","4","4","11"
