"Istituzione","Contratto","Categoria","Qualifica","Causale Assunzione","Uomini","Donne"
"M8668","MNST","3A","040F01","A24","1","0"
"M8655","MNST","3A","041F02","A24","0","1"
"M8655","MNST","2A","034F03","A24","0","2"
"M8655","MNST","2A","030F01","A24","0","1"
"M10398","MNST","D2","0D0080","A24","0","1"
"M8665","MNST","D1","0D0077","A24","0","2"
"M8665","MNST","D1","0D0077","A24","5","0"
"M8649","PCMD","D1","0D0078","A24","0","1"
"M8649","PCMD","D1","0D0078","A24","2","0"
"AG9847","AGFI","D2","0D0079","A24","1","0"
"AG9847","AGFI","D2","0D0080","A24","2","0"
"M8655","VVFF","VD","D43D04","A24","1","0"
"M8655","VVFF","CL","C40CA1","A24","1","0"
"M8655","VVFF","CT","C40CI1","A24","2","0"
"M8655","VVFF","CR","V30VF1","A24","0","3"
"M8655","VVFF","CR","V30VF1","A24","610","0"
"M8655","VVFF","OP","O25OP3","A24","1","0"
"M8659","CM09","TS","0D0290","A24","1","0"
"M8659","CM09","TS","0D0285","A24","1","0"
"M8659","CM09","TS","0D0551","A24","3","0"
"M8668","CM09","DI","0D0358","A24","1","0"
"M8668","CM09","UF","018284","A24","2","0"
"M8668","CM09","UF","018281","A24","5","0"
"M8660","CFOR","VD","018581","A24","0","1"
"M8660","CFOR","VD","018581","A24","2","0"
"M8660","CFOR","IP","014201","A24","1","0"
"M8660","CFOR","RS","015198","A24","1","0"
"M8660","CFOR","AS","013842","A24","2","0"
"M8660","CFOR","AS","013259","A24","3","0"
"M8660","CFOR","AS","013181","A24","0","1"
"M8660","CFOR","AS","013181","A24","2","0"
"M8660","CFOR","AS","013560","A24","1","0"
"M8668","GGFF","DI","0D0220","A24","2","0"
"M8668","GGFF","DI","0D0218","A24","3","0"
"M8668","GGFF","TS","0D0228","A24","1","0"
"M8668","GGFF","UF","018226","A24","1","0"
"M8668","GGFF","IP","017836","A24","3","0"
"M8668","GGFF","IP","017837","A24","1","0"
"M8668","GGFF","IP","017237","A24","1","0"
"M8668","GGFF","IP","016224","A24","2","0"
"M8668","GGFF","IP","015238","A24","1","0"
"M8668","GGFF","RS","014211","A24","1","0"
"M8668","GGFF","RS","015839","A24","2","0"
"M8668","GGFF","PP","013231","A24","3","0"
"M8668","GGFF","PP","013236","A24","0","1"
"M8668","GGFF","PP","013236","A24","1","0"
"M8668","GGFF","PP","013842","A24","2","0"
"M8655","PPSS","TS","0D0203","A24","1","0"
"M8655","PPSS","TS","0D0515","A24","0","1"
"M8655","PPSS","TS","0D0515","A24","1","0"
"M8655","PPSS","VD","018182","A24","1","0"
"M8655","PPSS","RS","014280","A24","1","0"
"M8655","PPSS","AS","013259","A24","0","1"
"M8655","PPSS","AS","013259","A24","4","0"
"M8655","PPSS","AS","013181","A24","5","0"
"M8655","PPSS","AS","013257","A24","1","0"
"M8655","PPSS","AS","013842","A24","3","0"
"M8659","CM10","TS","0D0549","A24","2","0"
"M8659","CM10","UF","018284","A24","2","0"
"M8659","CM10","UF","018281","A24","5","0"
"AA8582","EEII","MR","017556","A24","1","0"
"M8652","MGOR","G1","0D0MT5","A24","0","2"
"M8652","MGOR","G1","0D0MT5","A24","1","0"
"PN8570","EPNE","D2","0D0080","A24","1","0"
"E8535","EPNE","AC","046000","A24","0","2"
"E8535","EPNE","AC","046000","A24","2","0"
"E8535","EPNE","AC","043000","A24","1","0"
"AA8582","EPNE","D2","0D0080","A24","1","0"
"AA8582","EPNE","AC","040000","A24","0","4"
"AA8582","EPNE","AC","040000","A24","3","0"
"AA8582","EPNE","AB","030000","A24","0","20"
"AA8582","EPNE","AB","030000","A24","15","0"
"AA8582","EPNE","AA","025000","A24","0","61"
"AA8582","EPNE","AA","025000","A24","177","0"
"F8522","EPNE","PC","000061","A24","0","3"
"F8522","EPNE","PC","000061","A24","1","0"
"AA8587","EPNE","AC","046000","A24","1","0"
"CS10440","EPNE","AC","042000","A24","1","0"
"IR8598","ERIC","DG","0D0097","A24","1","0"
"IR8545","ERIC","RI","0D0089","A24","1","0"
"IR8545","ERIC","RI","0D0397","A24","2","0"
"AA8542","ERIC","RI","0D0089","A24","2","0"
"IR9963","ERIC","TC","0D0094","A24","1","0"
"IR9963","ERIC","LI","016396","A24","0","1"
"IR9963","ERIC","LI","016087","A24","0","2"
"IR10592","ERIC","TC","0D0094","A24","0","5"
"IR73","ERIC","DG","0D0097","A24","1","0"
"IR8539","ERIC","RI","0D0089","A24","1","0"
"IR8539","ERIC","RI","0D0397","A24","1","0"
"IR8539","ERIC","RI","0D0093","A24","2","0"
"IR8539","ERIC","D2","0D0079","A24","0","1"
"IR8539","ERIC","LI","013091","A24","0","5"
"IR8539","ERIC","LI","013091","A24","5","0"
"IR8539","ERIC","LI","014088","A24","0","8"
"IR8539","ERIC","LI","014088","A24","6","0"
"IR8539","ERIC","LI","014087","A24","2","0"
"IR9961","ERIC","D1","0D0078","A24","1","0"
"Q9178","UNIV","DG","0D0097","A24","1","0"
"Q9174","UNIV","D2","0D0080","A24","1","0"
"Q9170","UNIV","PR","0D0173","A24","4","0"
"Q9160","UNIV","PR","0D0168","A24","1","0"
"Q9160","UNIV","RI","0D0177","A24","1","0"
"Q9181","UNIV","CE","059000","A24","1","0"
"Q9168","UNIV","PR","0D0169","A24","1","0"
"Q9168","UNIV","PR","0D0168","A24","1","0"
"Q9168","UNIV","DG","0D0097","A24","1","0"
"Q9172","UNIV","PR","0D0169","A24","1","0"
"Q9172","UNIV","DG","0D0097","A24","0","1"
"Q9159","UNIV","PR","0D0173","A24","1","0"
"Q9159","UNIV","RI","0D0177","A24","0","1"
"Q9159","UNIV","RI","0D0177","A24","1","0"
"Q9159","UNIV","AL","000676","A24","1","0"
"Q9151","UNIV","CC","040000","A24","1","0"
"Q9151","UNIV","CB","036000","A24","0","1"
"Q9146","UNIV","CE","059000","A24","1","0"
"Q9137","UNIV","RI","0D0177","A24","0","1"
"Q9137","UNIV","RI","0D0178","A24","0","1"
"Q9137","UNIV","CD","048000","A24","0","6"
"Q9137","UNIV","CD","048000","A24","4","0"
"Q9137","UNIV","CC","040000","A24","0","13"
"Q9137","UNIV","CC","040000","A24","4","0"
"Q9137","UNIV","CB","032000","A24","0","2"
"Q9137","UNIV","CB","032000","A24","3","0"
"Q9137","UNIV","AL","000676","A24","0","3"
"Q9166","UNIV","PR","0D0169","A24","1","0"
"Q9166","UNIV","D2","0D0079","A24","1","0"
"Q9166","UNIV","DG","0D0097","A24","1","0"
"Q9165","UNIV","CC","040000","A24","0","1"
"Q9165","UNIV","CC","040000","A24","1","0"
"Q9165","UNIV","AL","000676","A24","0","3"
"Q9161","UNIV","AL","000676","A24","0","2"
"Q9161","UNIV","AL","000676","A24","1","0"
"Q9162","UNIV","D2","0D0079","A24","1","0"
"Q9176","UNIV","DG","0D0097","A24","0","1"
"Q9141","UNIV","DG","0D0097","A24","0","1"
"Q9141","UNIV","AL","000676","A24","0","1"
"Q9175","UNIV","DG","0D0097","A24","0","1"
"Q9128","UNIV","PR","0D0169","A24","1","0"
"Q9155","UNIV","D2","0D0079","A24","1","0"
"Q9142","UNIV","RI","0D0178","A24","1","0"
"Q9142","UNIV","CD","049000","A24","1","0"
"Q9145","UNIV","CC","040000","A24","1","0"
"Q10602","UNIV","DG","0D0097","A24","1","0"
"Q9147","UNIV","PR","0D0173","A24","1","0"
"Q9147","UNIV","PR","0D0169","A24","0","2"
"Q9147","UNIV","PR","0D0169","A24","2","0"
"Q9147","UNIV","AL","000676","A24","0","1"
"Q9187","UNIV","DG","0D0097","A24","1","0"
"Q10328","UNIV","PR","0D0173","A24","1","0"
"Q10328","UNIV","PR","0D0169","A24","0","1"
"Q10328","UNIV","PR","0D0169","A24","1","0"
"Q9153","UNIV","PR","0D0169","A24","3","0"
"Q9153","UNIV","CD","048000","A24","0","3"
"Q9153","UNIV","CC","045000","A24","0","1"
"Q9153","UNIV","CC","040000","A24","0","4"
"Q9153","UNIV","CC","040000","A24","2","0"
"Q9131","UNIV","PR","0D0173","A24","0","1"
"Q9131","UNIV","PR","0D0173","A24","1","0"
"Q9131","UNIV","PR","0D0172","A24","1","0"
"Q9131","UNIV","PR","0D0169","A24","0","1"
"Q9131","UNIV","PR","0D0169","A24","2","0"
"Q9131","UNIV","PR","0D0168","A24","1","0"
"Q9131","UNIV","D2","0D0079","A24","1","0"
"Q9131","UNIV","CD","048000","A24","0","1"
"Q9139","UNIV","PR","0D0173","A24","0","1"
"Q9154","UNIV","DG","0D0097","A24","1","0"
"U9508","SSNA","MD","SD0035","A24","0","1"
"U9647","SSNA","DP","PD0606","A24","1","0"
"U10509","SSNA","MD","SD0035","A24","0","2"
"U10509","SSNA","MD","SD0035","A24","2","0"
"U10509","SSNA","DS","SD0A38","A24","0","1"
"U10509","SSNA","ST","S16021","A24","0","1"
"U10509","SSNA","SF","S16019","A24","0","2"
"U10509","SSNA","LP","P16006","A24","1","0"
"U10509","SSNA","LA","A14005","A24","1","0"
"U10509","SSNA","LA","A12017","A24","0","2"
"U10509","SSNA","LA","A12017","A24","1","0"
"U10508","SSNA","MD","SD0E33","A24","1","0"
"U10508","SSNA","MD","SD0035","A24","2","0"
"U10508","SSNA","MD","SD0036","A24","0","1"
"U10508","SSNA","MD","SD0036","A24","1","0"
"U10508","SSNA","SI","S16020","A24","0","10"
"U10508","SSNA","SI","S16020","A24","6","0"
"U10508","SSNA","LT","T13660","A24","0","1"
"U10508","SSNA","LT","T13660","A24","2","0"
"U10508","SSNA","LT","T12057","A24","1","0"
"ER10866","SSNA","DA","AD0612","A24","0","1"
"U9639","SSNA","DA","AD0612","A24","1","0"
"U10510","SSNA","MD","SD0597","A24","1","0"
"U10510","SSNA","ST","S16021","A24","1","0"
"U10510","SSNA","LT","T11008","A24","0","1"
"J8635","SSNA","LT","T11008","A24","0","11"
"J8635","SSNA","LT","T11008","A24","3","0"
"J8635","SSNA","DG","0D0482","A24","1","0"
"J8635","SSNA","DG","0D0163","A24","1","0"
"U10422","SSNA","MD","SD0035","A24","0","2"
"U10422","SSNA","DS","SD0483","A24","0","1"
"U10422","SSNA","SI","S16020","A24","0","1"
"U10422","SSNA","LT","T13660","A24","1","0"
"U9514","SSNA","MD","SD0035","A24","0","40"
"U9514","SSNA","MD","SD0035","A24","19","0"
"U9514","SSNA","MD","SD0036","A24","0","5"
"U9514","SSNA","MD","SD0036","A24","1","0"
"U9514","SSNA","MV","SD0A73","A24","0","1"
"U9514","SSNA","DS","SD0A38","A24","0","3"
"U9514","SSNA","DS","SD0A41","A24","0","1"
"U9514","SSNA","DP","PD0A45","A24","0","1"
"U9514","SSNA","SI","S16020","A24","0","79"
"U9514","SSNA","SI","S16020","A24","41","0"
"U9514","SSNA","ST","S16021","A24","0","6"
"U9514","SSNA","ST","S16021","A24","11","0"
"U9514","SSNA","SV","S16022","A24","2","0"
"U9514","SSNA","LT","T16024","A24","0","3"
"U9514","SSNA","LT","T16024","A24","3","0"
"U9514","SSNA","LT","T13660","A24","0","17"
"U9514","SSNA","LT","T13660","A24","11","0"
"U9514","SSNA","LA","A14005","A24","0","2"
"U9514","SSNA","LA","A14005","A24","1","0"
"U9514","SSNA","LA","A12017","A24","0","1"
"U11799","SSNA","DA","AD0032","A24","1","0"
"U10322","SSNA","SI","S16020","A24","0","3"
"U10322","SSNA","SI","S16020","A24","2","0"
"U10322","SSNA","LT","T13660","A24","0","1"
"U10521","SSNA","MD","SD0E34","A24","1","0"
"U10520","SSNA","LT","T13660","A24","0","1"
"U9548","SSNA","MD","SD0035","A24","0","3"
"U9548","SSNA","LP","P16006","A24","1","0"
"U9596","SSNA","MD","SD0035","A24","1","0"
"U9596","SSNA","DG","0D0163","A24","1","0"
"U9595","SSNA","SI","S16020","A24","0","1"
"U9595","SSNA","SI","S16020","A24","1","0"
"U9595","SSNA","LP","P16006","A24","1","0"
"U10515","SSNA","MD","SD0035","A24","0","1"
"U10515","SSNA","MD","SD0035","A24","1","0"
"U10515","SSNA","LT","T13660","A24","1","0"
"U9561","SSNA","SI","S16020","A24","0","2"
"U9561","SSNA","SI","S16020","A24","4","0"
"U9561","SSNA","LP","P16006","A24","1","0"
"U9564","SSNA","SI","S16020","A24","0","1"
"U9562","SSNA","MD","SD0035","A24","1","0"
"U9562","SSNA","SF","S16019","A24","1","0"
"U9562","SSNA","LT","T13660","A24","0","1"
"U9563","SSNA","SI","S16020","A24","0","1"
"U9597","SSNA","MD","SD0035","A24","2","0"
"U9597","SSNA","LP","P16006","A24","1","0"
"U9471","SSNA","MD","SD0035","A24","0","1"
"U9471","SSNA","SI","S16020","A24","1","0"
"U9471","SSNA","LT","T11008","A24","1","0"
"U9471","SSNA","DG","0D0097","A24","0","1"
"U9471","SSNA","DG","0D0163","A24","0","1"
"U9472","SSNA","MD","SD0597","A24","1","0"
"U9472","SSNA","DA","AD0612","A24","0","1"
"U9472","SSNA","SI","S16020","A24","0","5"
"U10735","SSNA","MD","SD0036","A24","1","0"
"U10735","SSNA","DP","PD0605","A24","0","1"
"U10735","SSNA","DG","0D0163","A24","1","0"
"J8624","SSNA","DA","AD0032","A24","1","0"
"U10751","SSNA","SI","S16020","A24","0","3"
"U10750","SSNA","MD","SD0035","A24","0","20"
"U10750","SSNA","MD","SD0035","A24","36","0"
"U10750","SSNA","DS","SD0A65","A24","0","4"
"U10750","SSNA","DS","SD0064","A24","2","0"
"U10750","SSNA","DP","PD0A45","A24","0","1"
"U10750","SSNA","DT","TD0A67","A24","0","2"
"U10750","SSNA","DA","AD0032","A24","1","0"
"U10750","SSNA","LP","P16006","A24","1","0"
"AP10042","SSNA","LT","T18027","A24","1","0"
"U9486","SSNA","MD","SD0035","A24","0","2"
"U9486","SSNA","MD","SD0035","A24","1","0"
"U9486","SSNA","SI","S16020","A24","0","2"
"U9486","SSNA","SI","S16020","A24","1","0"
"U9486","SSNA","LP","P16006","A24","2","0"
"U9486","SSNA","LT","T12057","A24","0","2"
"U9486","SSNA","LT","T12057","A24","3","0"
"U10859","SSNA","MD","SD0035","A24","0","3"
"U10859","SSNA","MD","SD0035","A24","6","0"
"U10859","SSNA","MD","SD0036","A24","1","0"
"U10859","SSNA","SI","S16020","A24","0","1"
"U10859","SSNA","ST","S16021","A24","0","1"
"U10859","SSNA","LA","A14005","A24","1","0"
"U10859","SSNA","DG","0D0482","A24","0","1"
"U10733","SSNA","DT","TD0068","A24","1","0"
"U9463","SSNA","SI","S16020","A24","0","1"
"U9463","SSNA","DG","0D0097","A24","1","0"
"U9463","SSNA","DG","0D0482","A24","1","0"
"U9463","SSNA","DG","0D0163","A24","0","1"
"U10734","SSNA","MD","SD0035","A24","1","0"
"U9460","SSNA","LT","T13059","A24","1","0"
"U9460","SSNA","LA","A18029","A24","1","0"
"U10812","SSNA","MD","SD0E33","A24","1","0"
"U10812","SSNA","MD","SD0035","A24","0","1"
"U10812","SSNA","MD","SD0035","A24","1","0"
"U10812","SSNA","LP","P16006","A24","1","0"
"U10812","SSNA","LT","T13660","A24","1","0"
"U9580","SSNA","MD","SD0036","A24","1","0"
"U9580","SSNA","SI","S16020","A24","1","0"
"U9580","SSNA","LT","T12057","A24","1","0"
"U9580","SSNA","LA","A12017","A24","0","1"
"U9580","SSNA","LA","A12017","A24","4","0"
"U9580","SSNA","LA","A11030","A24","1","0"
"U9580","SSNA","DG","0D0482","A24","0","1"
"U9581","SSNA","MD","SD0035","A24","0","1"
"U9581","SSNA","MD","SD0035","A24","1","0"
"U9544","SSNA","DA","AD0A31","A24","1","0"
"U9543","SSNA","MD","SD0035","A24","0","3"
"U9543","SSNA","MD","SD0035","A24","1","0"
"U9545","SSNA","MD","SD0E34","A24","1","0"
"U9545","SSNA","MD","SD0035","A24","0","4"
"U9545","SSNA","MD","SD0035","A24","3","0"
"U9545","SSNA","SI","S16020","A24","0","2"
"U9545","SSNA","SI","S16020","A24","1","0"
"U9545","SSNA","SF","S16019","A24","1","0"
"U9545","SSNA","LT","T13660","A24","0","1"
"U9545","SSNA","LT","T13660","A24","1","0"
"U9542","SSNA","LA","A14005","A24","1","0"
"U9542","SSNA","DG","0D0097","A24","1","0"
"U9542","SSNA","DG","0D0482","A24","1","0"
"U9542","SSNA","DG","0D0163","A24","1","0"
"U9542","SSNA","DG","0D0484","A24","0","1"
"U9577","SSNA","MD","SD0035","A24","1","0"
"U9577","SSNA","DP","PD0606","A24","1","0"
"U9577","SSNA","SI","S16020","A24","0","4"
"U9577","SSNA","LA","A18029","A24","0","1"
"U9577","SSNA","LA","A16028","A24","0","1"
"AP199","SSNA","LT","T16026","A24","1","0"
"J10321","SSNA","MD","SD0E34","A24","1","0"
"J10321","SSNA","MD","SD0597","A24","1","0"
"J10321","SSNA","DS","SD0E38","A24","1","0"
"J10321","SSNA","SI","S16020","A24","0","1"
"J10321","SSNA","LT","T13660","A24","0","1"
"U9575","SSNA","MD","SD0E33","A24","1","0"
"U9575","SSNA","MD","SD0035","A24","0","2"
"U9575","SSNA","SI","S16020","A24","0","2"
"U9575","SSNA","LT","T16024","A24","0","1"
"U9575","SSNA","LA","A18029","A24","0","1"
"U9574","SSNA","DA","AD0S31","A24","1","0"
"U9574","SSNA","SI","S16020","A24","0","1"
"U9574","SSNA","SI","S16020","A24","1","0"
"U9574","SSNA","DG","0D0482","A24","1","0"
"U9574","SSNA","DG","0D0163","A24","0","1"
"U9576","SSNA","DG","0D0482","A24","1","0"
"U9565","SSNA","ST","S16021","A24","1","0"
"U9565","SSNA","PC","000061","A24","1","0"
"U9573","SSNA","DA","AD0612","A24","1","0"
"U9573","SSNA","LA","A18029","A24","1","0"
"U9578","SSNA","MD","SD0035","A24","0","3"
"U9541","SSNA","DG","0D0163","A24","1","0"
"U9553","SSNA","MD","SD0E33","A24","0","1"
"U9553","SSNA","SI","S16020","A24","0","3"
"U9553","SSNA","ST","S16021","A24","0","1"
"U9553","SSNA","SF","S16019","A24","0","2"
"U9551","SSNA","MD","SD0035","A24","0","2"
"U9551","SSNA","SI","S16020","A24","0","1"
"U9549","SSNA","SI","S16020","A24","0","2"
"U9549","SSNA","SI","S16020","A24","2","0"
"U9549","SSNA","ST","S16021","A24","0","1"
"AG9899","SSNA","LT","T16026","A24","0","1"
"U9436","SSNA","MD","SD0035","A24","1","0"
"U9436","SSNA","MO","SD0N48","A24","1","0"
"U9437","SSNA","MD","SD0E33","A24","1","0"
"U9437","SSNA","LP","P16006","A24","10","0"
"U9437","SSNA","DG","0D0097","A24","0","1"
"U9437","SSNA","DG","0D0482","A24","1","0"
"U9434","SSNA","LP","P16006","A24","1","0"
"U9434","SSNA","DG","0D0097","A24","1","0"
"U9434","SSNA","DG","0D0482","A24","1","0"
"U9434","SSNA","DG","0D0163","A24","1","0"
"U9424","SSNA","MD","SD0N34","A24","1","0"
"U9424","SSNA","MD","SD0035","A24","0","1"
"U9424","SSNA","MD","SD0035","A24","1","0"
"U9424","SSNA","DS","SD0A12","A24","0","1"
"U9424","SSNA","DA","AD0A31","A24","1","0"
"U9424","SSNA","SI","S16020","A24","0","2"
"U9424","SSNA","LA","A14005","A24","0","1"
"U9425","SSNA","DG","0D0097","A24","1","0"
"U9425","SSNA","DG","0D0482","A24","0","1"
"U9425","SSNA","DG","0D0163","A24","0","1"
"U9427","SSNA","MD","SD0E33","A24","1","0"
"U9427","SSNA","MD","SD0E34","A24","1","0"
"U9427","SSNA","MD","SD0N34","A24","1","0"
"U9427","SSNA","ST","S16021","A24","1","0"
"U9427","SSNA","DG","0D0482","A24","1","0"
"U9427","SSNA","DG","0D0163","A24","0","1"
"U10330","SSNA","MD","SD0035","A24","0","1"
"U10330","SSNA","MD","SD0036","A24","0","1"
"U10330","SSNA","DG","0D0097","A24","0","1"
"U10330","SSNA","DG","0D0482","A24","1","0"
"U10330","SSNA","DG","0D0163","A24","1","0"
"PU11803","SSNA","MD","SD0597","A24","0","3"
"PU11803","SSNA","DG","0D0097","A24","0","1"
"PU11803","SSNA","DG","0D0482","A24","1","0"
"PU11803","SSNA","DG","0D0163","A24","1","0"
"J8637","SSNA","SI","S16020","A24","0","2"
"J8637","SSNA","SI","S16020","A24","1","0"
"J8637","SSNA","LT","T12058","A24","0","1"
"J8637","SSNA","LA","A16028","A24","1","0"
"J8637","SSNA","DG","0D0097","A24","1","0"
"PU9818","SSNA","DA","AD0032","A24","1","0"
"PU9818","SSNA","SI","S16020","A24","0","2"
"U9426","SSNA","MD","SD0035","A24","0","1"
"U9426","SSNA","SI","S16020","A24","0","2"
"U9426","SSNA","SI","S16020","A24","1","0"
"U9426","SSNA","LP","P16006","A24","1","0"
"U9426","SSNA","DG","0D0482","A24","0","1"
"U9426","SSNA","DG","0D0163","A24","1","0"
"U10324","SSNA","DA","AD0612","A24","0","1"
"U10324","SSNA","DA","AD0612","A24","2","0"
"U10324","SSNA","SI","S16020","A24","0","5"
"U10324","SSNA","ST","S18920","A24","0","1"
"U10324","SSNA","ST","S18920","A24","1","0"
"U10324","SSNA","LA","A13018","A24","0","1"
"U10324","SSNA","DG","0D0097","A24","1","0"
"U10324","SSNA","DG","0D0482","A24","1","0"
"U10324","SSNA","DG","0D0163","A24","0","1"
"U9431","SSNA","MD","SD0035","A24","0","1"
"U9431","SSNA","MD","SD0036","A24","2","0"
"U9431","SSNA","DA","AD0A31","A24","1","0"
"U9431","SSNA","SI","S16020","A24","0","3"
"U9431","SSNA","SV","S16022","A24","1","0"
"U9431","SSNA","SF","S16019","A24","0","1"
"U9431","SSNA","SF","S16019","A24","1","0"
"U9431","SSNA","LT","T13660","A24","0","1"
"U9431","SSNA","LT","T11008","A24","0","1"
"U9431","SSNA","LA","A13018","A24","0","1"
"U9431","SSNA","DG","0D0482","A24","1","0"
"U9431","SSNA","DG","0D0163","A24","0","1"
"U9428","SSNA","MD","SD0E33","A24","1","0"
"U9428","SSNA","MD","SD0035","A24","0","1"
"U9428","SSNA","MD","SD0035","A24","2","0"
"U9428","SSNA","MD","SD0036","A24","1","0"
"U9428","SSNA","DS","SD0064","A24","1","0"
"U9428","SSNA","SI","S16020","A24","0","1"
"U9428","SSNA","ST","S16021","A24","0","1"
"U9428","SSNA","LA","A16028","A24","0","1"
"U9428","SSNA","LA","A16028","A24","1","0"
"U9428","SSNA","LA","A14005","A24","1","0"
"U9428","SSNA","DG","0D0482","A24","1","0"
"U9428","SSNA","DG","0D0163","A24","0","1"
"U9429","SSNA","LP","P16006","A24","2","0"
"AP9855","SSNA","DA","AD0032","A24","1","0"
"AP9855","SSNA","SV","S16022","A24","0","1"
"AP9855","SSNA","SV","S16022","A24","1","0"
"AP9855","SSNA","LT","T16026","A24","0","1"
"AP9855","SSNA","LT","T16026","A24","2","0"
"AP9855","SSNA","LA","A18029","A24","0","1"
"AP9855","SSNA","LA","A13018","A24","0","1"
"AP9855","SSNA","LA","A12017","A24","2","0"
"AP9855","SSNA","DG","0D0097","A24","0","1"
"AP9855","SSNA","DG","0D0097","A24","2","0"
"U9435","SSNA","MD","SD0E33","A24","1","0"
"U9435","SSNA","MD","SD0036","A24","1","0"
"U9435","SSNA","LP","P16006","A24","0","2"
"U9435","SSNA","DG","0D0097","A24","0","1"
"U9435","SSNA","DG","0D0482","A24","0","1"
"U9432","SSNA","MD","SD0N33","A24","1","0"
"U9432","SSNA","MD","SD0035","A24","0","5"
"U9432","SSNA","MD","SD0035","A24","3","0"
"U9432","SSNA","MD","SD0036","A24","1","0"
"U9432","SSNA","SI","S16020","A24","0","4"
"U9432","SSNA","SV","S16022","A24","1","0"
"U9432","SSNA","LT","T14E59","A24","1","0"
"U9432","SSNA","LT","T11008","A24","0","1"
"U9432","SSNA","DG","0D0097","A24","0","1"
"U9433","SSNA","MD","SD0E33","A24","0","1"
"U9433","SSNA","MD","SD0E33","A24","1","0"
"U9433","SSNA","MD","SD0035","A24","3","0"
"U9433","SSNA","DT","TD0A67","A24","1","0"
"U9433","SSNA","SI","S18023","A24","0","1"
"U9433","SSNA","SI","S16020","A24","1","0"
"U9433","SSNA","SV","S18921","A24","0","1"
"U9433","SSNA","SV","S18921","A24","1","0"
"U9433","SSNA","SV","S16022","A24","0","1"
"U9433","SSNA","SV","S16022","A24","1","0"
"U9433","SSNA","LT","T16024","A24","1","0"
"U9433","SSNA","DG","0D0482","A24","1","0"
"U9433","SSNA","DG","0D0163","A24","0","1"
"U9430","SSNA","SI","S16020","A24","0","1"
"U9430","SSNA","LT","T11008","A24","0","1"
"U9430","SSNA","DG","0D0097","A24","1","0"
"U9430","SSNA","DG","0D0482","A24","1","0"
"U9430","SSNA","DG","0D0163","A24","0","1"
"U10755","SSNA","SI","S16020","A24","0","28"
"U10755","SSNA","SI","S16020","A24","40","0"
"U10755","SSNA","ST","S16021","A24","2","0"
"U10755","SSNA","DG","0D0097","A24","1","0"
"U10755","SSNA","DG","0D0482","A24","1","0"
"U10755","SSNA","DG","0D0163","A24","1","0"
"U10753","SSNA","MD","SD0035","A24","0","1"
"U10753","SSNA","SI","S16020","A24","0","1"
"U10753","SSNA","SI","S16020","A24","2","0"
"U10753","SSNA","LT","T13660","A24","0","4"
"U10753","SSNA","LT","T13660","A24","11","0"
"U10753","SSNA","LT","T12057","A24","1","0"
"U10753","SSNA","DG","0D0097","A24","1","0"
"U10753","SSNA","DG","0D0482","A24","0","1"
"U10753","SSNA","DG","0D0163","A24","1","0"
"U10743","SSNA","DA","AD0032","A24","1","0"
"U10743","SSNA","SI","S16020","A24","1","0"
"U10743","SSNA","DG","0D0097","A24","2","0"
