"Istituzione","Contratto","Categoria","Qualifica","Trattamento Iniziale Uomini","Fascia1_Uomini","Fascia2_Uomini","Fascia3_Uomini","Fascia4_Uomini","Fascia5_Uomini","Fascia6_Uomini","Trattamento Iniziale Donne","Fascia1_Donne","Fascia2_Donne","Fascia3_Donne","Fascia4_Donne","Fascia5_Donne","Fascia6_Donne"
"U9508","SSNA","LT","T11008","22","1","0","1","0","24","0","81","1","0","0","0","19","0"
"U9508","SSNA","LA","A18029","0","2","0","1","8","0","0","0","4","0","0","7","0","0"
"U9508","SSNA","LA","A16028","1","7","4","0","12","1","0","1","3","10","0","21","1","0"
"U9508","SSNA","LA","A14005","1","28","1","0","49","1","0","4","9","5","1","30","5","0"
"U9508","SSNA","LA","A13018","5","10","0","4","1","2","0","2","3","0","1","0","1","0"
"U9508","SSNA","LA","A12017","16","2","2","1","18","3","0","7","0","6","0","3","3","0"
"U9508","SSNA","LA","A11030","4","0","9","0","0","10","0","4","0","1","0","0","1","0"
"U9647","SSNA","SI","S18023","0","0","5","0","0","0","0","0","0","22","10","1","0","0"
"U9647","SSNA","SI","S16020","59","23","61","56","63","11","0","161","47","120","80","193","20","1"
"U9647","SSNA","SI","S14E52","1","13","0","0","0","0","0","4","24","0","0","0","0","0"
"U9647","SSNA","ST","S18920","1","4","0","0","0","0","0","0","0","0","0","0","0","0"
"U9647","SSNA","ST","S16021","9","8","9","10","19","1","0","21","13","9","7","27","1","0"
"U9647","SSNA","SV","S18921","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"U9647","SSNA","SV","S16022","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U9647","SSNA","SF","S16019","0","1","1","0","4","0","0","4","0","0","0","8","3","0"
"U9647","SSNA","LP","P16006","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9647","SSNA","LT","T16024","0","0","0","0","1","0","0","0","0","0","2","1","1","0"
"U9647","SSNA","LT","T16026","0","0","5","0","0","0","0","0","0","1","0","0","0","0"
"U9647","SSNA","LT","T14007","2","0","5","0","0","0","0","0","0","0","0","0","0","0"
"U9647","SSNA","LT","T14063","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"U9647","SSNA","LT","T14E59","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U9647","SSNA","LT","T13059","40","9","8","0","5","9","0","0","0","0","0","0","0","0"
"U9647","SSNA","LT","T13660","42","1","0","15","0","0","0","12","0","0","6","0","0","0"
"U9647","SSNA","LT","T12057","7","0","7","0","0","8","0","3","0","1","0","0","0","0"
"U9647","SSNA","LT","T12058","1","0","2","0","1","13","0","0","0","1","0","1","4","0"
"U9647","SSNA","LT","T11008","83","0","0","4","4","20","0","122","0","0","1","1","4","0"
"U9647","SSNA","LA","A18029","2","0","1","1","0","0","1","0","2","1","0","0","0","0"
"U9647","SSNA","LA","A16028","2","0","2","0","0","0","0","3","0","7","0","0","0","0"
"U9647","SSNA","LA","A14005","6","0","26","0","0","0","0","2","0","15","0","0","0","0"
"U9647","SSNA","LA","A12017","21","3","1","2","1","0","0","27","0","2","0","0","0","0"
"U9647","SSNA","LA","A11030","0","0","0","1","4","6","0","0","0","0","0","0","1","0"
"U10509","SSNA","SI","S18023","0","4","2","4","2","0","0","0","3","6","10","0","1","0"
"U10509","SSNA","SI","S16020","67","48","54","101","104","29","19","282","75","66","144","214","66","81"
"U10509","SSNA","SI","S14E52","0","22","0","0","0","0","0","2","23","0","0","0","0","0"
"U10509","SSNA","SI","S13052","0","0","0","0","1","1","0","0","0","0","0","0","0","0"
"U10509","SSNA","ST","S18920","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U10509","SSNA","ST","S16021","7","6","5","12","17","2","10","17","10","3","9","29","3","3"
"U10509","SSNA","SV","S18921","0","2","1","1","0","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","SV","S16022","5","1","10","18","8","10","10","0","0","0","0","0","0","1"
"U10509","SSNA","SF","S18922","0","0","0","0","0","0","0","6","1","2","0","0","0","0"
"U10509","SSNA","SF","S16019","8","2","11","2","2","7","1","45","9","17","4","6","34","19"
"U10509","SSNA","LP","P16006","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U10509","SSNA","LT","T16024","1","0","1","2","2","0","3","14","2","14","7","17","9","23"
"U10509","SSNA","LT","T16026","0","1","2","0","1","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T14007","9","0","2","0","1","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T14E59","0","14","0","0","0","0","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T13059","15","14","14","1","6","13","0","0","0","0","0","0","0","0"
"U10509","SSNA","LT","T12057","15","6","9","5","9","4","0","1","3","0","0","0","0","0"
"U10509","SSNA","LT","T12058","8","1","14","0","8","5","0","17","0","3","0","5","9","0"
"U10509","SSNA","LT","T11008","67","0","0","1","3","17","0","79","0","1","1","1","2","0"
"U10509","SSNA","LA","A18029","5","0","1","0","1","0","0","2","1","1","0","0","0","0"
"U10509","SSNA","LA","A16028","2","4","10","6","9","1","5","1","2","4","3","7","1","0"
"U10509","SSNA","LA","A14005","8","0","18","1","16","16","0","20","2","4","1","9","14","0"
"U10509","SSNA","LA","A13018","1","0","3","1","0","0","0","0","3","1","2","0","0","0"
"U10509","SSNA","LA","A12017","41","1","24","1","17","32","0","48","0","6","3","6","15","0"
"U10509","SSNA","LA","A11030","32","0","0","0","4","14","0","37","0","0","0","0","1","0"
"K8640","SSNA","ST","S18920","3","0","0","0","0","0","0","2","0","0","0","0","0","0"
"K8640","SSNA","ST","S16021","9","0","0","0","0","0","5","25","1","0","1","0","1","10"
"K8640","SSNA","ST","S14054","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"K8640","SSNA","LT","T14E59","5","0","0","0","0","0","0","10","0","0","0","0","0","0"
"K8640","SSNA","LT","T13059","0","0","0","0","3","0","0","0","0","0","0","0","0","0"
"K8640","SSNA","LT","T12057","2","0","0","2","1","0","0","6","0","0","0","0","0","0"
"K8640","SSNA","LT","T12058","2","0","0","0","0","3","0","1","0","0","0","0","0","0"
"K8640","SSNA","LA","A18029","0","0","0","0","2","0","2","0","0","0","0","0","0","0"
"K8640","SSNA","LA","A16028","0","0","0","1","2","0","0","0","0","0","2","9","0","0"
"K8640","SSNA","LA","A14005","10","0","0","3","0","1","0","6","0","0","4","0","1","0"
"U10508","SSNA","SI","S18023","0","0","5","4","6","1","0","1","0","8","28","13","9","3"
"U10508","SSNA","SI","S16020","171","62","40","65","75","183","176","610","133","65","125","157","508","388"
"U10508","SSNA","SI","S14E52","0","2","26","30","0","0","0","1","5","51","50","0","0","0"
"U10508","SSNA","SI","S13052","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U10508","SSNA","ST","S18920","0","0","4","2","1","1","0","0","0","3","1","0","0","0"
"U10508","SSNA","ST","S16021","9","28","5","8","19","45","27","28","38","6","15","15","53","32"
"U10508","SSNA","ST","S00062","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U10508","SSNA","SV","S18921","0","0","1","2","1","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","SV","S16022","0","0","1","26","18","39","13","0","0","1","2","0","3","1"
"U10508","SSNA","SF","S18922","2","0","0","8","4","0","0","4","2","3","6","1","0","0"
"U10508","SSNA","SF","S16019","7","0","0","3","4","2","28","48","4","1","1","2","30","68"
"U10508","SSNA","SF","S14053","9","0","0","0","0","0","0","31","0","0","0","0","0","0"
"U10508","SSNA","SF","S14E51","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LP","P16006","1","0","0","0","2","2","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","1","3","0","0","0"
"U10508","SSNA","LT","T16024","0","0","0","0","0","2","0","8","0","0","8","3","37","29"
"U10508","SSNA","LT","T18027","0","2","0","0","0","0","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T16026","0","4","0","0","0","1","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T14007","2","2","2","1","6","3","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T14E59","1","27","42","22","1","0","0","0","0","0","1","0","0","0"
"U10508","SSNA","LT","T13059","66","12","1","1","4","8","0","0","0","0","0","0","0","0"
"U10508","SSNA","LT","T13660","45","20","1","35","0","0","0","89","24","10","23","0","1","0"
"U10508","SSNA","LT","T12057","8","6","4","16","4","34","0","2","2","0","2","2","5","0"
"U10508","SSNA","LT","T12058","1","10","4","5","0","11","0","2","9","1","5","0","6","0"
"U10508","SSNA","LT","T11008","126","33","7","0","1","110","0","320","38","2","0","0","39","0"
"U10508","SSNA","LA","A18029","5","22","3","11","0","0","3","6","15","5","5","3","0","0"
"U10508","SSNA","LA","A16028","23","5","2","27","16","2","8","16","11","1","35","15","7","5"
"U10508","SSNA","LA","A14005","59","31","5","21","2","17","0","41","12","6","10","2","21","0"
"U10508","SSNA","LA","A13018","1","4","1","2","2","2","0","1","4","0","0","0","2","0"
"U10508","SSNA","LA","A12017","21","15","3","9","0","12","0","12","12","2","5","0","8","0"
"U10508","SSNA","LA","A11030","6","5","2","0","1","16","0","9","5","0","0","0","12","0"
"ER10866","SSNA","LT","T14007","1","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ER10866","SSNA","LT","T13059","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"ER10866","SSNA","LA","A18029","0","0","0","0","0","0","1","0","1","2","0","0","0","0"
"ER10866","SSNA","LA","A16028","1","0","0","0","1","0","0","2","1","0","0","1","0","0"
"ER10866","SSNA","LA","A14005","0","0","0","0","0","0","0","1","0","0","0","0","0","0"
"ER10866","SSNA","LA","A13018","0","0","0","0","0","0","0","3","0","0","0","0","0","0"
"U9639","SSNA","SI","S18023","1","0","0","10","1","3","0","0","0","0","32","6","26","0"
"U9639","SSNA","SI","S16020","161","74","62","29","22","18","125","364","154","115","45","32","57","391"
"U9639","SSNA","SI","S14E52","0","0","0","30","0","0","0","0","0","0","51","0","0","0"
"U9639","SSNA","SI","S13052","0","0","0","0","0","1","0","0","0","0","0","0","2","0"
"U9639","SSNA","ST","S18920","0","0","0","6","0","1","0","0","0","0","2","0","0","0"
"U9639","SSNA","ST","S16021","16","4","2","1","2","3","56","34","4","3","3","2","4","52"
"U9639","SSNA","SV","S16022","0","0","0","0","0","0","4","0","0","0","0","0","0","0"
"U9639","SSNA","SF","S18922","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U9639","SSNA","SF","S16019","1","0","0","0","1","1","5","5","2","1","0","1","6","31"
"U9639","SSNA","LP","P16006","3","1","0","0","0","0","0","0","0","0","0","0","0","0"
"U9639","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"U9639","SSNA","LT","T18027","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"U9639","SSNA","LT","T16026","0","1","0","1","2","4","0","0","0","0","0","0","0","0"
"U9639","SSNA","LT","T14007","9","0","3","4","0","0","0","0","0","1","0","0","0","0"
"U9639","SSNA","LT","T14E59","0","0","9","13","0","0","0","0","0","1","0","0","0","0"
"U9639","SSNA","LT","T13059","23","0","1","10","0","18","0","0","0","0","1","0","0","0"
"U9639","SSNA","LT","T13660","14","0","0","77","0","0","0","5","0","0","35","0","0","0"
"U9639","SSNA","LT","T12057","6","5","16","0","0","5","0","3","1","0","0","0","1","0"
"U9639","SSNA","LT","T12058","0","0","0","0","0","10","0","0","0","1","0","0","6","0"
"U9639","SSNA","LT","T11008","55","42","2","0","0","86","0","76","59","4","0","0","51","0"
"U9639","SSNA","LA","A18029","1","0","0","0","0","1","0","0","0","0","0","2","2","1"
"U9639","SSNA","LA","A16028","11","0","0","0","8","9","1","15","0","0","3","10","20","3"
"U9639","SSNA","LA","A14005","30","1","25","2","0","3","0","25","0","27","4","0","5","0"
"U9639","SSNA","LA","A13018","0","0","13","9","0","1","0","1","0","5","6","0","6","0"
"U9639","SSNA","LA","A12017","20","14","20","4","0","4","0","27","0","18","2","0","1","0"
"U9639","SSNA","LA","A11030","6","5","7","0","0","27","0","13","5","1","0","0","8","0"
"AP10081","SSNA","ST","S16021","0","0","0","1","0","1","2","0","0","0","0","0","1","0"
"AP10081","SSNA","SV","S18921","0","0","0","0","0","3","0","0","0","0","0","0","0","0"
"AP10081","SSNA","SV","S16022","0","0","7","0","1","1","49","0","2","6","1","0","0","14"
"AP10081","SSNA","LT","T18027","1","6","5","3","0","0","2","5","2","10","7","0","1","1"
"AP10081","SSNA","LT","T16026","8","4","6","1","0","1","0","14","6","7","0","0","0","0"
"AP10081","SSNA","LT","T14007","0","2","18","2","1","2","0","0","0","5","0","0","0","0"
"AP10081","SSNA","LT","T14E59","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LT","T13059","0","0","2","1","0","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LT","T12057","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"AP10081","SSNA","LA","A18029","0","0","4","1","0","1","0","0","0","0","0","3","0","1"
"AP10081","SSNA","LA","A16028","0","1","3","0","1","0","0","0","0","4","0","0","0","1"
"AP10081","SSNA","LA","A14005","0","0","5","1","4","2","0","0","4","3","5","4","9","0"
"AP10081","SSNA","LA","A12017","0","0","1","4","3","0","0","0","2","1","0","1","0","0"
"AP10081","SSNA","LA","A11030","0","1","1","0","0","0","0","0","0","0","0","0","0","0"
"U10510","SSNA","SI","S18023","0","0","0","3","7","17","15","0","0","0","1","6","38","19"
"U10510","SSNA","SI","S16020","49","118","34","33","56","41","437","69","572","68","55","102","77","1069"
"U10510","SSNA","SI","S14E52","0","0","0","17","33","1","0","0","0","0","60","51","5","0"
"U10510","SSNA","SI","S13052","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10510","SSNA","ST","S18920","0","0","0","0","2","3","0","0","0","0","0","0","1","0"
"U10510","SSNA","ST","S16021","13","15","4","5","4","4","116","8","34","7","3","8","7","67"
"U10510","SSNA","SV","S18921","0","0","0","3","4","5","1","0","0","0","0","0","0","0"
"U10510","SSNA","SV","S16022","2","6","5","1","3","0","73","0","4","0","3","0","1","8"
"U10510","SSNA","SF","S18922","0","0","0","0","0","1","0","0","0","0","0","0","4","1"
"U10510","SSNA","SF","S16019","8","24","7","4","3","1","16","20","153","47","10","3","4","207"
"U10510","SSNA","SF","S14E51","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"U10510","SSNA","SF","S13051","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10510","SSNA","LP","P16006","0","1","0","0","0","0","1","0","0","0","0","0","0","0"
"U10510","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","1","5","1","0"
"U10510","SSNA","LT","T16024","0","1","0","0","0","0","6","3","15","4","2","2","1","56"
"U10510","SSNA","LT","T16026","0","1","2","1","0","1","2","0","0","0","0","0","2","0"
"U10510","SSNA","LT","T14007","3","2","0","3","14","0","0","1","0","0","3","0","0","0"
"U10510","SSNA","LT","T14063","1","0","0","0","0","0","0","0","0","0","0","1","0","0"
"U10510","SSNA","LT","T14E59","1","1","18","58","39","6","0","0","0","1","0","1","0","0"
"U10510","SSNA","LT","T13059","5","29","4","17","1","31","0","0","0","0","7","0","1","0"
"U10510","SSNA","LT","T13660","7","7","3","32","1","0","0","8","10","1","28","0","0","0"
"U10510","SSNA","LT","T12057","66","11","3","28","18","13","0","16","10","3","7","4","9","0"
"U10510","SSNA","LT","T12058","0","0","0","10","2","16","0","0","0","0","6","0","22","0"
"U10510","SSNA","LT","T11008","34","142","23","1","0","120","0","24","197","29","3","2","102","0"
"U10510","SSNA","LA","A18029","0","2","8","1","3","12","8","2","3","2","1","6","12","6"
"U10510","SSNA","LA","A16028","2","5","0","4","11","16","24","1","9","0","10","10","13","23"
"U10510","SSNA","LA","A14005","50","41","2","29","44","4","0","38","34","2","30","41","60","0"
"U10510","SSNA","LA","A13018","0","9","1","1","0","7","0","1","4","0","4","1","4","0"
"U10510","SSNA","LA","A12017","32","9","2","11","21","2","0","48","22","5","6","10","9","0"
"U10510","SSNA","LA","A11030","15","4","0","1","1","39","0","1","3","0","0","0","28","0"
"J8635","SSNA","SI","S18023","0","0","0","1","0","0","0","0","2","0","2","0","0","0"
"J8635","SSNA","SI","S16020","4","2","5","3","3","10","2","28","6","4","7","34","24","2"
"J8635","SSNA","SI","S14E52","0","0","9","0","0","0","0","0","0","5","0","0","0","0"
"J8635","SSNA","ST","S16021","3","0","1","2","2","10","0","2","2","2","5","2","10","0"
"J8635","SSNA","SV","S16022","0","0","0","0","0","1","0","0","0","0","0","0","0","1"
"J8635","SSNA","SF","S16019","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T16024","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"J8635","SSNA","LT","T14007","5","0","0","0","0","0","0","1","0","0","0","0","0","0"
"J8635","SSNA","LT","T13059","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T13660","3","1","0","0","0","0","0","5","0","0","0","0","0","0"
"J8635","SSNA","LT","T12057","5","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J8635","SSNA","LT","T11008","3","0","0","0","0","0","0","13","0","0","0","0","0","0"
"J8635","SSNA","LA","A18029","0","0","0","2","0","0","0","0","0","1","1","0","0","0"
"J8635","SSNA","LA","A16028","5","0","0","0","0","0","0","7","1","0","2","0","0","0"
"J8635","SSNA","LA","A14005","4","0","5","0","0","1","0","12","0","2","1","0","0","0"
"J8635","SSNA","LA","A13018","0","1","0","0","0","1","0","0","1","0","0","3","0","0"
"J8635","SSNA","LA","A12017","1","0","0","1","1","0","0","2","0","0","0","0","0","0"
"J8634","SSNA","SI","S18023","0","0","0","0","0","2","0","0","0","0","0","0","1","2"
"J8634","SSNA","SI","S16020","3","1","6","4","0","0","13","8","11","18","3","2","0","35"
"J8634","SSNA","SI","S14E52","0","0","0","0","0","3","0","0","0","0","0","0","1","0"
"J8634","SSNA","ST","S16021","3","2","0","0","0","0","10","0","4","0","0","0","0","7"
"J8634","SSNA","SF","S16019","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"J8634","SSNA","LT","T16026","0","0","1","0","0","0","6","0","0","0","0","0","0","0"
"J8634","SSNA","LT","T14007","0","0","0","0","0","2","0","0","1","0","0","0","3","0"
"J8634","SSNA","LT","T14E59","0","0","1","0","0","0","0","0","0","0","0","0","0","0"
"J8634","SSNA","LT","T13059","0","1","1","0","1","0","0","0","0","0","0","0","0","0"
"J8634","SSNA","LT","T12057","0","0","0","0","0","10","0","0","0","0","0","0","2","0"
"J8634","SSNA","LT","T12058","0","0","0","0","0","4","0","0","0","0","0","0","2","0"
"J8634","SSNA","LT","T11008","1","0","11","0","0","4","0","1","0","7","0","0","3","0"
"J8634","SSNA","LA","A16028","0","0","0","0","0","0","6","0","0","0","0","0","1","2"
"J8634","SSNA","LA","A14005","0","0","0","0","1","1","0","0","0","0","0","0","3","0"
"J8634","SSNA","LA","A12017","0","0","3","0","0","1","0","2","0","3","0","0","0","0"
"J8634","SSNA","LA","A11030","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"U10422","SSNA","SI","S18023","0","0","0","1","0","2","11","0","0","0","0","2","7","20"
"U10422","SSNA","SI","S16020","18","55","54","20","31","27","264","30","121","142","40","51","28","440"
"U10422","SSNA","SI","S14E52","0","0","0","1","10","3","0","0","0","0","1","7","12","0"
"U10422","SSNA","SI","S13052","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"U10422","SSNA","ST","S18920","0","0","0","0","0","1","1","0","0","0","0","0","1","0"
"U10422","SSNA","ST","S16021","1","4","3","12","5","4","29","1","14","10","11","2","2","16"
"U10422","SSNA","SV","S18921","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"U10422","SSNA","SV","S16022","0","3","0","0","3","3","12","0","0","0","0","1","0","1"
"U10422","SSNA","SF","S18922","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"U10422","SSNA","SF","S16019","4","1","5","2","1","0","7","9","19","25","0","0","0","49"
"U10422","SSNA","SF","S13051","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U10422","SSNA","LP","P16006","0","1","0","0","0","1","0","0","0","0","0","0","0","0"
"U10422","SSNA","LT","T18025","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"U10422","SSNA","LT","T16024","0","0","1","1","0","0","0","0","3","0","1","0","0","34"
"U10422","SSNA","LT","T18027","0","0","2","1","0","0","0","0","1","0","1","0","0","0"
"U10422","SSNA","LT","T16026","0","1","0","0","1","0","2","0","0","0","0","2","0","0"
"U10422","SSNA","LT","T14007","0","1","0","3","2","1","0","0","0","0","0","0","0","0"
"U10422","SSNA","LT","T14063","0","9","0","0","0","0","0","0","7","0","0","0","0","0"
"U10422","SSNA","LT","T14E59","0","9","3","1","19","12","0","0","0","0","0","0","0","0"
"U10422","SSNA","LT","T13059","0","6","1","0","13","3","0","0","0","0","0","5","0","0"
"U10422","SSNA","LT","T13660","1","16","19","2","20","0","0","0","15","8","1","14","0","0"
"U10422","SSNA","LT","T12057","5","20","1","4","1","5","0","3","38","1","2","1","2","0"
"U10422","SSNA","LT","T12058","0","0","0","0","2","0","0","0","0","0","1","1","1","0"
"U10422","SSNA","LT","T11008","0","32","17","10","4","37","0","0","42","9","6","0","30","0"
"U10422","SSNA","LA","A18029","0","0","6","1","3","0","3","0","1","3","0","7","4","4"
"U10422","SSNA","LA","A16028","0","22","1","0","4","0","6","2","14","2","0","10","1","6"
"U10422","SSNA","LA","A14005","0","20","3","7","4","2","0","1","11","2","14","9","7","0"
"U10422","SSNA","LA","A13018","0","6","2","0","2","2","0","0","3","1","0","1","2","0"
"U10422","SSNA","LA","A12017","1","4","1","5","0","3","0","0","5","0","3","0","5","0"
"U10422","SSNA","LA","A11030","4","2","0","0","0","11","0","1","1","0","0","0","2","0"
"P10790","SCLA","DO","016132","0","1","0","0","3","1","1","0","2","0","0","0","0","0"
"P10790","SCLA","DO","014143","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"U9514","SSNA","SI","S18023","1","0","0","14","5","2","0","1","1","7","38","15","7","0"
"U9514","SSNA","SI","S16020","56","55","20","34","77","102","91","137","290","44","109","154","236","286"
"U9514","SSNA","SI","S14056","0","0","0","0","0","0","0","0","0","0","0","0","1","0"
"U9514","SSNA","SI","S14E52","0","0","12","0","0","0","0","0","1","35","0","0","0","0"
"U9514","SSNA","ST","S18920","0","0","0","5","4","0","0","0","0","0","3","0","0","0"
"U9514","SSNA","ST","S16021","9","10","4","3","6","21","19","15","34","8","13","7","19","46"
"U9514","SSNA","SV","S18921","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9514","SSNA","SV","S16022","4","0","1","2","5","11","17","13","0","0","0","1","2","1"
"U9514","SSNA","SF","S16019","1","6","0","3","2","5","3","9","50","3","20","12","16","39"
"U9514","SSNA","LP","P16006","4","0","1","0","2","0","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T18025","0","0","0","0","0","0","0","0","0","0","2","1","2","1"
"U9514","SSNA","LT","T16024","0","1","0","0","0","1","1","4","14","0","3","0","12","17"
"U9514","SSNA","LT","T18027","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T16026","2","1","0","6","0","0","3","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T14007","0","3","0","0","0","5","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T14E59","0","0","19","0","0","0","0","0","0","0","0","0","1","0"
"U9514","SSNA","LT","T13059","4","10","0","13","2","4","0","0","0","0","1","0","0","0"
"U9514","SSNA","LT","T13660","10","0","2","0","5","6","0","16","3","2","1","1","3","0"
"U9514","SSNA","LT","T12057","22","0","0","0","0","19","0","3","1","0","0","0","3","0"
"U9514","SSNA","LT","T12058","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"U9514","SSNA","LT","T11008","0","1","0","0","1","46","0","0","20","0","0","0","24","0"
"U9514","SSNA","LA","A18029","0","0","4","6","0","2","2","1","2","2","12","0","0","2"
"U9514","SSNA","LA","A16028","3","1","0","22","0","0","1","6","2","0","27","0","2","0"
"U9514","SSNA","LA","A14005","34","0","2","1","0","17","0","43","0","4","5","1","33","0"
"U9514","SSNA","LA","A13018","6","1","0","7","0","1","0","7","0","1","6","0","3","0"
"U9514","SSNA","LA","A12017","31","3","0","0","0","9","0","22","11","1","0","1","10","0"
"U9514","SSNA","LA","A11030","0","1","0","0","0","4","0","0","6","0","0","0","1","0"
"U11799","SSNA","SI","S18023","21","43","34","11","7","8","6","32","91","146","74","54","50","55"
"U11799","SSNA","SI","S16020","84","163","57","70","90","53","19","355","519","176","157","401","504","286"
"U11799","SSNA","SI","S14E52","0","1","8","12","5","0","0","1","4","75","35","8","0","0"
"U11799","SSNA","SI","S13052","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"U11799","SSNA","ST","S18920","3","7","19","9","7","6","12","4","4","45","17","12","6","16"
"U11799","SSNA","ST","S16021","21","29","6","11","20","17","21","31","53","18","32","65","89","98"
"U11799","SSNA","SV","S18921","0","1","0","0","0","0","0","0","0","0","1","1","1","2"
"U11799","SSNA","SV","S16022","0","1","0","0","0","0","0","0","0","0","1","0","3","2"
"U11799","SSNA","SF","S18922","0","0","6","2","0","2","3","4","4","7","3","4","4","10"
