"Istituzione","Contratto","Categoria","Qualifica","Causale Cessazione","Uomini","Donne"
"U9577","SSNA","MD","SD0N34","C03","1","0"
"U9577","SSNA","MD","SD0035","C03","3","6"
"U9577","SSNA","SI","S18023","C03","0","4"
"U9577","SSNA","SI","S16020","C03","13","22"
"U9577","SSNA","SI","S14E52","C03","2","5"
"U9577","SSNA","ST","S16021","C03","0","5"
"U9577","SSNA","LT","T16024","C03","0","1"
"U9577","SSNA","LT","T16026","C03","1","0"
"U9577","SSNA","LT","T14E59","C03","3","0"
"U9577","SSNA","LT","T13059","C03","2","0"
"U9577","SSNA","LT","T13660","C03","2","3"
"U9577","SSNA","LT","T12057","C03","4","2"
"U9577","SSNA","LT","T12058","C03","2","1"
"U9577","SSNA","LT","T11008","C03","1","2"
"U9577","SSNA","LA","A18029","C03","0","1"
"U9577","SSNA","LA","A16028","C03","0","3"
"U9577","SSNA","LA","A14005","C03","1","4"
"U9577","SSNA","LA","A13018","C03","0","1"
"AP199","SSNA","DS","SD0E13","C03","1","0"
"AP199","SSNA","DS","SD0E12","C03","0","1"
"AP199","SSNA","DS","SD0A12","C03","0","1"
"AP199","SSNA","DS","SD0E16","C03","1","0"
"AP199","SSNA","DS","SD0E15","C03","0","1"
"AP199","SSNA","DS","SD0A15","C03","4","0"
"AP199","SSNA","DS","SD0E42","C03","1","0"
"AP199","SSNA","DP","PD0A45","C03","3","0"
"AP199","SSNA","DT","TD0068","C03","1","0"
"AP199","SSNA","DA","AD0S31","C03","1","0"
"AP199","SSNA","ST","S18920","C03","0","1"
"AP199","SSNA","ST","S16021","C03","3","3"
"AP199","SSNA","SV","S16022","C03","5","2"
"AP199","SSNA","LT","T18027","C03","2","0"
"AP199","SSNA","LT","T14007","C03","2","0"
"AP199","SSNA","LT","T13059","C03","1","1"
"AP199","SSNA","LT","T12057","C03","0","1"
"AP199","SSNA","LA","A16028","C03","0","1"
"AP199","SSNA","LA","A14005","C03","0","1"
"AP199","SSNA","LA","A13018","C03","0","1"
"AP199","SSNA","LA","A12017","C03","0","1"
"J10321","SSNA","MD","SD0035","C03","0","1"
"J10321","SSNA","DS","SD0E41","C03","0","1"
"J10321","SSNA","SI","S18023","C03","0","2"
"J10321","SSNA","SI","S16020","C03","1","1"
"J10321","SSNA","ST","S18920","C03","0","1"
"J10321","SSNA","ST","S16021","C03","1","0"
"J10321","SSNA","LT","T13660","C03","0","1"
"J10321","SSNA","LA","A16028","C03","0","1"
"U9575","SSNA","MD","SD0E33","C03","1","0"
"U9575","SSNA","MD","SD0E34","C03","2","1"
"U9575","SSNA","MD","SD0035","C03","0","1"
"U9575","SSNA","SI","S18023","C03","1","2"
"U9575","SSNA","SI","S16020","C03","7","19"
"U9575","SSNA","SI","S14E52","C03","1","2"
"U9575","SSNA","ST","S18920","C03","0","1"
"U9575","SSNA","ST","S16021","C03","2","2"
"U9575","SSNA","SV","S18921","C03","0","2"
"U9575","SSNA","SV","S16022","C03","0","2"
"U9575","SSNA","SF","S18922","C03","0","1"
"U9575","SSNA","SF","S16019","C03","0","1"
"U9575","SSNA","LT","T18025","C03","0","1"
"U9575","SSNA","LT","T16026","C03","1","0"
"U9575","SSNA","LT","T14007","C03","0","1"
"U9575","SSNA","LT","T13059","C03","2","0"
"U9575","SSNA","LT","T13660","C03","4","6"
"U9575","SSNA","LT","T12057","C03","1","0"
"U9575","SSNA","LT","T11008","C03","1","1"
"U9575","SSNA","LA","A16028","C03","0","3"
"U9575","SSNA","LA","A14005","C03","4","4"
"U9575","SSNA","LA","A13018","C03","0","1"
"U9575","SSNA","LA","A12017","C03","0","1"
"U9574","SSNA","MD","SD0E33","C03","3","1"
"U9574","SSNA","MD","SD0E34","C03","3","1"
"U9574","SSNA","MD","SD0035","C03","2","0"
"U9574","SSNA","SI","S18023","C03","3","3"
"U9574","SSNA","SI","S16020","C03","11","15"
"U9574","SSNA","SI","S14E52","C03","1","6"
"U9574","SSNA","ST","S18920","C03","1","0"
"U9574","SSNA","ST","S16021","C03","0","3"
"U9574","SSNA","SV","S18921","C03","1","1"
"U9574","SSNA","SF","S18922","C03","1","1"
"U9574","SSNA","SF","S16019","C03","0","1"
"U9574","SSNA","LT","T18025","C03","0","1"
"U9574","SSNA","LT","T14007","C03","1","0"
"U9574","SSNA","LT","T14E59","C03","2","0"
"U9574","SSNA","LT","T13660","C03","1","8"
"U9574","SSNA","LT","T12057","C03","4","1"
"U9574","SSNA","LA","A16028","C03","0","1"
"U9574","SSNA","LA","A14005","C03","0","4"
"U9574","SSNA","LA","A12017","C03","0","1"
"K8641","SSNA","LT","T13059","C03","0","1"
"K8641","SSNA","LA","A13018","C03","0","1"
"K8641","SSNA","DG","0D0097","C03","1","0"
"K8641","SSNA","DG","0D0163","C03","1","0"
"U9576","SSNA","MD","SD0E33","C03","3","0"
"U9576","SSNA","MD","SD0E34","C03","2","0"
"U9576","SSNA","MD","SD0035","C03","4","3"
"U9576","SSNA","MD","SD0036","C03","1","0"
"U9576","SSNA","DS","SD0A12","C03","1","0"
"U9576","SSNA","SI","S18023","C03","2","6"
"U9576","SSNA","SI","S16020","C03","1","20"
"U9576","SSNA","SI","S14E52","C03","0","8"
"U9576","SSNA","ST","S16021","C03","0","2"
"U9576","SSNA","SV","S18921","C03","0","1"
"U9576","SSNA","LT","T14E59","C03","1","0"
"U9576","SSNA","LT","T13660","C03","0","5"
"U9576","SSNA","LT","T11008","C03","0","1"
"U9576","SSNA","LA","A16028","C03","0","1"
"U9576","SSNA","LA","A14005","C03","0","5"
"U9576","SSNA","LA","A13018","C03","0","1"
"U9565","SSNA","MD","SD0E33","C03","3","0"
"U9565","SSNA","MD","SD0E34","C03","1","0"
"U9565","SSNA","MD","SD0035","C03","4","7"
"U9565","SSNA","MD","SD0036","C03","2","0"
"U9565","SSNA","DS","SD0A15","C03","0","1"
"U9565","SSNA","DS","SD0E65","C03","0","1"
"U9565","SSNA","DS","SD0A65","C03","0","2"
"U9565","SSNA","DA","AD0032","C03","1","0"
"U9565","SSNA","SI","S18023","C03","2","3"
"U9565","SSNA","SI","S16020","C03","11","29"
"U9565","SSNA","SI","S14E52","C03","12","13"
"U9565","SSNA","ST","S18920","C03","1","0"
"U9565","SSNA","ST","S16021","C03","3","1"
"U9565","SSNA","SV","S18921","C03","0","2"
"U9565","SSNA","SV","S16022","C03","1","4"
"U9565","SSNA","SF","S18922","C03","0","1"
"U9565","SSNA","SF","S16019","C03","2","6"
"U9565","SSNA","LT","T16024","C03","0","2"
"U9565","SSNA","LT","T16026","C03","1","0"
"U9565","SSNA","LT","T14E59","C03","4","0"
"U9565","SSNA","LT","T13059","C03","7","0"
"U9565","SSNA","LT","T13660","C03","5","7"
"U9565","SSNA","LT","T12057","C03","6","8"
"U9565","SSNA","LT","T12058","C03","0","2"
"U9565","SSNA","LT","T11008","C03","0","2"
"U9565","SSNA","LA","A16028","C03","0","2"
"U9565","SSNA","LA","A14005","C03","1","9"
"U9565","SSNA","LA","A12017","C03","1","3"
"U9573","SSNA","SI","S18023","C03","1","1"
"U9573","SSNA","SI","S16020","C03","2","3"
"U9573","SSNA","SI","S14E52","C03","1","0"
"U9573","SSNA","ST","S16021","C03","0","1"
"U9573","SSNA","SF","S16019","C03","0","2"
"U9573","SSNA","LT","T11008","C03","1","0"
"U9573","SSNA","LA","A12017","C03","0","1"
"U9566","SSNA","MD","SD0E33","C03","1","1"
"U9566","SSNA","MD","SD0E34","C03","3","1"
"U9566","SSNA","MD","SD0035","C03","0","3"
"U9566","SSNA","MD","SD0036","C03","1","0"
"U9566","SSNA","SI","S18023","C03","1","1"
"U9566","SSNA","SI","S16020","C03","4","18"
"U9566","SSNA","SI","S14E52","C03","3","9"
"U9566","SSNA","ST","S16021","C03","1","1"
"U9566","SSNA","SV","S18921","C03","1","0"
"U9566","SSNA","SV","S16022","C03","0","1"
"U9566","SSNA","SF","S18922","C03","0","2"
"U9566","SSNA","SF","S16019","C03","0","3"
"U9566","SSNA","LT","T14E59","C03","3","0"
"U9566","SSNA","LT","T13059","C03","2","0"
"U9566","SSNA","LT","T13660","C03","1","8"
"U9566","SSNA","LT","T12057","C03","0","2"
"U9566","SSNA","LA","A16028","C03","1","6"
"U9566","SSNA","LA","A14005","C03","1","5"
"U9566","SSNA","LA","A13018","C03","1","0"
"U9566","SSNA","LA","A12017","C03","0","1"
"U9556","SSNA","MD","SD0E34","C03","2","1"
"U9556","SSNA","MD","SD0035","C03","3","0"
"U9556","SSNA","DS","SD0A12","C03","1","1"
"U9556","SSNA","DS","SD0A65","C03","0","2"
"U9556","SSNA","SI","S18023","C03","0","1"
"U9556","SSNA","SI","S16020","C03","2","8"
"U9556","SSNA","SI","S14E52","C03","5","10"
"U9556","SSNA","SI","S13052","C03","0","1"
"U9556","SSNA","ST","S18920","C03","1","0"
"U9556","SSNA","ST","S16021","C03","0","2"
"U9556","SSNA","SV","S16022","C03","0","1"
"U9556","SSNA","SF","S16019","C03","0","2"
"U9556","SSNA","LT","T13059","C03","2","0"
"U9556","SSNA","LT","T13660","C03","0","3"
"U9556","SSNA","LT","T11008","C03","0","1"
"U9556","SSNA","LA","A16028","C03","0","3"
"U9556","SSNA","LA","A14005","C03","1","2"
"U9556","SSNA","LA","A13018","C03","1","0"
"U9556","SSNA","LA","A12017","C03","0","2"
"U9579","SSNA","MD","SD0E33","C03","2","0"
"U9579","SSNA","MD","SD0035","C03","1","0"
"U9579","SSNA","DS","SD0A65","C03","0","1"
"U9579","SSNA","SI","S18023","C03","1","1"
"U9579","SSNA","SI","S16020","C03","3","6"
"U9579","SSNA","SI","S14E52","C03","1","2"
"U9579","SSNA","SV","S16022","C03","0","1"
"U9579","SSNA","SF","S16019","C03","0","1"
"U9579","SSNA","LT","T13059","C03","0","1"
"U9579","SSNA","LA","A14005","C03","0","2"
"U9578","SSNA","MD","SD0E33","C03","1","0"
"U9578","SSNA","MD","SD0N33","C03","1","0"
"U9578","SSNA","MD","SD0E34","C03","4","4"
"U9578","SSNA","MD","SD0N34","C03","1","0"
"U9578","SSNA","MD","SD0035","C03","3","3"
"U9578","SSNA","DA","AD0032","C03","1","0"
"U9578","SSNA","SI","S18023","C03","1","2"
"U9578","SSNA","SI","S16020","C03","1","17"
"U9578","SSNA","SI","S14E52","C03","6","9"
"U9578","SSNA","SI","S13052","C03","1","1"
"U9578","SSNA","ST","S16021","C03","2","3"
"U9578","SSNA","SV","S16022","C03","0","1"
"U9578","SSNA","LT","T13059","C03","0","1"
"U9578","SSNA","LT","T13660","C03","0","5"
"U9578","SSNA","LT","T12057","C03","1","3"
"U9578","SSNA","LA","A16028","C03","1","2"
"U9578","SSNA","LA","A14005","C03","1","5"
"U9578","SSNA","LA","A12017","C03","0","2"
"U9541","SSNA","MD","SD0E33","C03","2","0"
"U9541","SSNA","MD","SD0E34","C03","1","0"
"U9541","SSNA","MD","SD0035","C03","1","3"
"U9541","SSNA","MV","SD0E74","C03","1","0"
"U9541","SSNA","DS","SD0A65","C03","0","1"
"U9541","SSNA","SI","S18023","C03","2","0"
"U9541","SSNA","SI","S16020","C03","3","8"
"U9541","SSNA","SI","S14E52","C03","1","8"
"U9541","SSNA","SI","S13052","C03","0","3"
"U9541","SSNA","ST","S16021","C03","0","1"
"U9541","SSNA","SF","S18922","C03","0","1"
"U9541","SSNA","SF","S16019","C03","0","1"
"U9541","SSNA","LT","T14E59","C03","3","0"
"U9541","SSNA","LT","T13059","C03","1","0"
"U9541","SSNA","LT","T13660","C03","0","6"
"U9541","SSNA","LT","T12057","C03","0","1"
"U9541","SSNA","LT","T12058","C03","0","1"
"U9541","SSNA","LT","T11008","C03","0","3"
"U9541","SSNA","LA","A14005","C03","2","1"
"U9540","SSNA","MD","SD0E33","C03","2","0"
"U9540","SSNA","MD","SD0N33","C03","1","0"
"U9540","SSNA","MD","SD0E34","C03","3","2"
"U9540","SSNA","MD","SD0035","C03","4","1"
"U9540","SSNA","DS","SD0A41","C03","1","0"
"U9540","SSNA","DS","SD0E65","C03","0","1"
"U9540","SSNA","DS","SD0A65","C03","0","1"
"U9540","SSNA","DA","AD0032","C03","1","0"
"U9540","SSNA","DA","AD0A31","C03","0","1"
"U9540","SSNA","SI","S18023","C03","0","2"
"U9540","SSNA","SI","S16020","C03","2","16"
"U9540","SSNA","SI","S14E52","C03","3","8"
"U9540","SSNA","ST","S18920","C03","1","0"
"U9540","SSNA","ST","S16021","C03","0","2"
"U9540","SSNA","SF","S16019","C03","1","1"
"U9540","SSNA","LP","P16006","C03","1","0"
"U9540","SSNA","LT","T16024","C03","0","1"
"U9540","SSNA","LT","T14063","C03","1","0"
"U9540","SSNA","LT","T14E59","C03","1","0"
"U9540","SSNA","LT","T13059","C03","1","1"
"U9540","SSNA","LT","T13660","C03","0","3"
"U9540","SSNA","LT","T12057","C03","1","1"
"U9540","SSNA","LT","T11008","C03","0","6"
"U9540","SSNA","LA","A14005","C03","1","1"
"U9540","SSNA","LA","A13018","C03","0","1"
"U9540","SSNA","LA","A12017","C03","0","1"
"U9553","SSNA","MD","SD0E33","C03","3","0"
"U9553","SSNA","MD","SD0E34","C03","1","0"
"U9553","SSNA","MD","SD0N34","C03","1","0"
"U9553","SSNA","MD","SD0035","C03","3","0"
"U9553","SSNA","DA","AD0032","C03","1","0"
"U9553","SSNA","SI","S18023","C03","1","1"
"U9553","SSNA","SI","S16020","C03","8","20"
"U9553","SSNA","SI","S14E52","C03","4","11"
"U9553","SSNA","ST","S18920","C03","1","1"
"U9553","SSNA","ST","S16021","C03","3","2"
"U9553","SSNA","SV","S16022","C03","1","1"
"U9553","SSNA","SF","S16019","C03","1","4"
"U9553","SSNA","LT","T14007","C03","1","0"
"U9553","SSNA","LT","T13059","C03","2","3"
"U9553","SSNA","LT","T13660","C03","1","5"
"U9553","SSNA","LT","T12057","C03","3","4"
"U9553","SSNA","LA","A14005","C03","2","8"
"U9553","SSNA","LA","A13018","C03","0","2"
"U9551","SSNA","MD","SD0E33","C03","0","1"
"U9551","SSNA","MD","SD0E34","C03","1","1"
"U9551","SSNA","MD","SD0035","C03","5","0"
"U9551","SSNA","MD","SD0036","C03","1","0"
"U9551","SSNA","DS","SD0A65","C03","0","1"
"U9551","SSNA","DP","PD0046","C03","1","0"
"U9551","SSNA","SI","S18023","C03","0","3"
"U9551","SSNA","SI","S16020","C03","3","19"
"U9551","SSNA","SI","S14E52","C03","1","6"
"U9551","SSNA","SI","S13052","C03","1","2"
"U9551","SSNA","ST","S18920","C03","2","0"
"U9551","SSNA","ST","S16021","C03","1","1"
"U9551","SSNA","SV","S16022","C03","0","3"
"U9551","SSNA","SF","S18922","C03","1","1"
"U9551","SSNA","LT","T16026","C03","1","0"
"U9551","SSNA","LT","T14E59","C03","1","0"
"U9551","SSNA","LT","T13059","C03","2","1"
"U9551","SSNA","LT","T13660","C03","1","8"
"U9551","SSNA","LT","T12057","C03","0","3"
"U9551","SSNA","LT","T12058","C03","0","1"
"U9551","SSNA","LT","T11008","C03","0","2"
"U9551","SSNA","LA","A16028","C03","2","3"
"U9551","SSNA","LA","A14005","C03","1","3"
"U9549","SSNA","MD","SD0E33","C03","2","0"
"U9549","SSNA","MD","SD0E34","C03","4","2"
"U9549","SSNA","MD","SD0N34","C03","0","1"
"U9549","SSNA","MD","SD0035","C03","1","3"
"U9549","SSNA","MD","SD0036","C03","1","0"
"U9549","SSNA","DS","SD0E39","C03","1","0"
"U9549","SSNA","DS","SD0A41","C03","1","0"
"U9549","SSNA","DS","SD0A65","C03","0","1"
"U9549","SSNA","DA","AD0032","C03","1","0"
"U9549","SSNA","SI","S18023","C03","3","2"
"U9549","SSNA","SI","S16020","C03","10","23"
"U9549","SSNA","SI","S14E52","C03","7","6"
"U9549","SSNA","ST","S16021","C03","4","2"
"U9549","SSNA","SV","S16022","C03","2","6"
"U9549","SSNA","SF","S16019","C03","0","1"
"U9549","SSNA","LT","T16024","C03","0","1"
"U9549","SSNA","LT","T14007","C03","2","0"
"U9549","SSNA","LT","T13059","C03","2","2"
"U9549","SSNA","LT","T13660","C03","3","21"
"U9549","SSNA","LT","T12057","C03","1","2"
"U9549","SSNA","LT","T12058","C03","1","0"
"U9549","SSNA","LA","A18029","C03","0","1"
"U9549","SSNA","LA","A16028","C03","2","1"
"U9549","SSNA","LA","A14005","C03","1","4"
"U9549","SSNA","LA","A13018","C03","0","1"
"U9549","SSNA","LA","A12017","C03","1","1"
"U9549","SSNA","DG","0D0097","C03","1","0"
"U9437","SSNA","MD","SD0E33","C03","2","0"
"U9437","SSNA","MD","SD0N33","C03","0","1"
"U9437","SSNA","MD","SD0N34","C03","0","1"
"U9437","SSNA","MD","SD0035","C03","8","9"
"U9437","SSNA","SI","S18023","C03","0","8"
"U9437","SSNA","SI","S16020","C03","2","7"
"U9437","SSNA","SI","S14E52","C03","2","1"
"U9437","SSNA","ST","S16021","C03","1","1"
"U9437","SSNA","LT","T14E59","C03","2","0"
"U9437","SSNA","LT","T12057","C03","1","0"
"U9437","SSNA","LA","A18029","C03","0","4"
"U9437","SSNA","LA","A16028","C03","0","2"
"U9437","SSNA","LA","A14005","C03","0","1"
"U9434","SSNA","MD","SD0E33","C03","2","1"
"U9434","SSNA","MD","SD0E34","C03","2","0"
"U9434","SSNA","MD","SD0035","C03","3","10"
"U9434","SSNA","MD","SD0036","C03","1","0"
"U9434","SSNA","DS","SD0A12","C03","0","1"
"U9434","SSNA","SI","S18023","C03","2","10"
"U9434","SSNA","SI","S16020","C03","2","7"
"U9434","SSNA","SI","S14E52","C03","1","1"
"U9434","SSNA","ST","S18920","C03","1","1"
"U9434","SSNA","ST","S16021","C03","1","0"
"U9434","SSNA","LT","T13660","C03","0","1"
"U9434","SSNA","LT","T12057","C03","1","1"
"U9434","SSNA","LA","A18029","C03","1","0"
"U9434","SSNA","LA","A16028","C03","0","4"
"U9434","SSNA","LA","A14005","C03","0","2"
"U9434","SSNA","LA","A12017","C03","1","0"
"U9434","SSNA","LA","A11030","C03","0","1"
"U9423","SSNA","MD","SD0E33","C03","0","1"
"U9423","SSNA","MD","SD0E34","C03","4","1"
"U9423","SSNA","MD","SD0N34","C03","1","0"
"U9423","SSNA","MD","SD0035","C03","1","5"
"U9423","SSNA","MO","SD0A48","C03","0","1"
"U9423","SSNA","DS","SD0A65","C03","0","1"
"U9423","SSNA","DT","TD0A67","C03","0","1"
"U9423","SSNA","DA","AD0A31","C03","1","0"
"U9423","SSNA","SI","S18023","C03","0","3"
"U9423","SSNA","SI","S16020","C03","3","10"
"U9423","SSNA","SI","S14E52","C03","1","2"
"U9423","SSNA","ST","S18920","C03","1","1"
"U9423","SSNA","ST","S16021","C03","4","3"
"U9423","SSNA","SF","S16019","C03","0","1"
"U9423","SSNA","LT","T16024","C03","0","1"
"U9423","SSNA","LT","T12057","C03","1","0"
"U9423","SSNA","LA","A16028","C03","0","4"
"U9423","SSNA","LA","A14005","C03","1","3"
"U9423","SSNA","LA","A12017","C03","1","0"
"U9424","SSNA","MD","SD0E33","C03","3","0"
"U9424","SSNA","MD","SD0E34","C03","1","1"
"U9424","SSNA","MD","SD0035","C03","8","8"
"U9424","SSNA","SI","S18023","C03","0","2"
"U9424","SSNA","SI","S16020","C03","0","3"
"U9424","SSNA","SI","S14E52","C03","1","1"
"U9424","SSNA","LT","T16024","C03","0","1"
"U9424","SSNA","LT","T16026","C03","0","1"
"U9424","SSNA","LA","A14005","C03","0","1"
"U9424","SSNA","LA","A12017","C03","1","0"
"U9425","SSNA","MD","SD0E33","C03","1","1"
"U9425","SSNA","MD","SD0E34","C03","4","3"
"U9425","SSNA","MD","SD0035","C03","4","5"
"U9425","SSNA","DS","SD0A38","C03","0","1"
"U9425","SSNA","DS","SD0A12","C03","0","1"
"U9425","SSNA","DS","SD0E65","C03","0","2"
"U9425","SSNA","DS","SD0A65","C03","0","3"
"U9425","SSNA","DA","AD0032","C03","0","1"
"U9425","SSNA","SI","S18023","C03","2","7"
"U9425","SSNA","SI","S16020","C03","2","12"
"U9425","SSNA","SI","S14E52","C03","0","1"
"U9425","SSNA","ST","S18920","C03","0","1"
"U9425","SSNA","ST","S16021","C03","2","0"
"U9425","SSNA","SV","S18921","C03","0","1"
"U9425","SSNA","SF","S18922","C03","0","2"
"U9425","SSNA","LT","T18025","C03","0","1"
"U9425","SSNA","LT","T12057","C03","1","0"
"U9425","SSNA","LT","T12058","C03","1","0"
"U9425","SSNA","LT","T11008","C03","1","0"
"U9425","SSNA","LA","A18029","C03","0","1"
"U9425","SSNA","LA","A16028","C03","0","3"
"U9425","SSNA","LA","A14005","C03","2","5"
"U9425","SSNA","LA","A13018","C03","0","1"
"U9425","SSNA","LA","A12017","C03","1","2"
"U9427","SSNA","MD","SD0E33","C03","1","0"
"U9427","SSNA","MD","SD0E34","C03","7","2"
"U9427","SSNA","MD","SD0035","C03","5","7"
"U9427","SSNA","MD","SD0036","C03","1","1"
"U9427","SSNA","MD","SD0597","C03","1","0"
"U9427","SSNA","MV","SD0E74","C03","1","0"
"U9427","SSNA","MO","SD0047","C03","1","0"
"U9427","SSNA","DS","SD0A12","C03","0","2"
"U9427","SSNA","DT","TD0071","C03","0","1"
"U9427","SSNA","DA","AD0A31","C03","1","0"
"U9427","SSNA","SI","S18023","C03","1","3"
"U9427","SSNA","SI","S16020","C03","2","7"
"U9427","SSNA","ST","S18920","C03","1","0"
"U9427","SSNA","ST","S16021","C03","3","1"
"U9427","SSNA","SV","S16022","C03","1","1"
"U9427","SSNA","SF","S16019","C03","1","1"
"U9427","SSNA","LT","T18025","C03","0","1"
"U9427","SSNA","LT","T14007","C03","1","0"
"U9427","SSNA","LT","T13059","C03","2","2"
"U9427","SSNA","LT","T13660","C03","0","4"
"U9427","SSNA","LT","T12057","C03","1","0"
"U9427","SSNA","LA","A18029","C03","0","2"
"U9427","SSNA","LA","A16028","C03","0","5"
"U9427","SSNA","LA","A14005","C03","2","5"
"U9427","SSNA","LA","A12017","C03","1","2"
"U10330","SSNA","SI","S18023","C03","0","1"
"U10330","SSNA","SI","S16020","C03","4","2"
"U10330","SSNA","LT","T14E59","C03","4","0"
"U10330","SSNA","LT","T13059","C03","5","0"
"U10330","SSNA","LT","T12058","C03","0","1"
"U10330","SSNA","LA","A18029","C03","1","0"
"U10330","SSNA","LA","A16028","C03","0","2"
"J8638","SSNA","MD","SD0E33","C03","0","1"
"J8638","SSNA","MD","SD0E34","C03","1","0"
"J8638","SSNA","MD","SD0035","C03","1","1"
"J8638","SSNA","SI","S16020","C03","0","1"
"J8638","SSNA","ST","S16021","C03","0","1"
"J8638","SSNA","LT","T13059","C03","1","0"
"J8638","SSNA","LT","T13660","C03","1","0"
"J8638","SSNA","LT","T11008","C03","0","1"
"J8638","SSNA","LA","A16028","C03","0","2"
"J8638","SSNA","LA","A14005","C03","0","1"
"J8638","SSNA","DG","0D0163","C03","1","0"
"K8645","SSNA","ST","S16021","C03","1","0"
"K8645","SSNA","LA","A16028","C03","0","1"
"J8637","SSNA","MD","SD0035","C03","1","0"
"J8637","SSNA","DS","SD0A38","C03","0","1"
"J8637","SSNA","DS","SD0E65","C03","0","1"
"J8637","SSNA","SI","S16020","C03","0","1"
"J8637","SSNA","ST","S16021","C03","1","0"
"J8637","SSNA","LT","T12058","C03","1","0"
"J8637","SSNA","LT","T11008","C03","2","0"
"PU9818","SSNA","MD","SD0035","C03","1","0"
"PU9818","SSNA","SI","S18023","C03","0","6"
"PU9818","SSNA","SI","S16020","C03","2","4"
"PU9818","SSNA","SI","S14E52","C03","1","3"
"PU9818","SSNA","LA","A18029","C03","0","3"
"U9426","SSNA","MD","SD0E33","C03","1","0"
"U9426","SSNA","MD","SD0E34","C03","0","3"
"U9426","SSNA","MD","SD0035","C03","5","4"
"U9426","SSNA","DS","SD0E12","C03","1","0"
"U9426","SSNA","DS","SD0E65","C03","0","1"
"U9426","SSNA","DS","SD0A65","C03","0","3"
"U9426","SSNA","DA","AD0032","C03","0","2"
"U9426","SSNA","DA","AD0S31","C03","0","1"
"U9426","SSNA","SI","S18023","C03","0","1"
"U9426","SSNA","SI","S16020","C03","3","3"
"U9426","SSNA","SI","S14E52","C03","0","1"
"U9426","SSNA","ST","S18920","C03","0","1"
"U9426","SSNA","ST","S16021","C03","1","1"
"U9426","SSNA","SV","S18921","C03","1","0"
"U9426","SSNA","SF","S18922","C03","0","1"
"U9426","SSNA","SF","S16019","C03","0","2"
"U9426","SSNA","LT","T18025","C03","0","1"
"U9426","SSNA","LT","T12057","C03","0","1"
"U9426","SSNA","LA","A18029","C03","0","3"
"U9426","SSNA","LA","A16028","C03","0","4"
"U9426","SSNA","LA","A14005","C03","0","2"
"U9426","SSNA","LA","A12017","C03","0","1"
"U10324","SSNA","MD","SD0035","C03","0","1"
"U10324","SSNA","SI","S16020","C03","1","1"
"U10324","SSNA","LA","A18029","C03","0","1"
"U10324","SSNA","LA","A13018","C03","1","0"
"U9431","SSNA","MD","SD0E33","C03","1","0"
"U9431","SSNA","MD","SD0E34","C03","1","0"
"U9431","SSNA","MD","SD0035","C03","1","1"
"U9428","SSNA","MD","SD0035","C03","0","2"
"U9428","SSNA","MD","SD0036","C03","0","1"
"U9428","SSNA","LA","A14005","C03","0","1"
"U9429","SSNA","MD","SD0E34","C03","3","1"
"U9429","SSNA","MD","SD0035","C03","4","1"
"U9429","SSNA","MD","SD0036","C03","1","0"
"U9429","SSNA","DS","SD0E65","C03","0","1"
"U9429","SSNA","SI","S18023","C03","3","7"
"U9429","SSNA","SI","S16020","C03","10","15"
"U9429","SSNA","SI","S14056","C03","3","5"
"U9429","SSNA","ST","S18920","C03","1","0"
"U9429","SSNA","ST","S16021","C03","0","1"
"U9429","SSNA","SV","S16022","C03","1","0"
"U9429","SSNA","SF","S18922","C03","0","1"
"U9429","SSNA","SF","S16019","C03","1","0"
"U9429","SSNA","LT","T14007","C03","1","0"
"U9429","SSNA","LT","T14E59","C03","1","0"
"U9429","SSNA","LT","T13059","C03","1","0"
"U9429","SSNA","LT","T13660","C03","2","1"
"U9429","SSNA","LT","T12057","C03","2","2"
"U9429","SSNA","LT","T12058","C03","0","2"
"U9429","SSNA","LT","T11008","C03","0","1"
"U9429","SSNA","LA","A18029","C03","1","0"
"U9429","SSNA","LA","A16028","C03","2","2"
"U9429","SSNA","LA","A14005","C03","4","9"
"U9429","SSNA","LA","A12017","C03","2","1"
"AP9855","SSNA","DS","SD0A12","C03","0","1"
"AP9855","SSNA","SV","S18921","C03","2","1"
"AP9855","SSNA","SV","S16022","C03","1","0"
"AP9855","SSNA","LT","T11008","C03","0","1"
"U9435","SSNA","MD","SD0E34","C03","1","1"
"U9435","SSNA","MD","SD0035","C03","1","0"
"U9435","SSNA","SI","S18023","C03","1","1"
"U9435","SSNA","SI","S16020","C03","1","4"
"U9435","SSNA","SI","S14E52","C03","3","3"
"U9435","SSNA","ST","S18920","C03","0","1"
"U9435","SSNA","ST","S16021","C03","0","1"
"U9435","SSNA","SF","S18922","C03","0","1"
"U9435","SSNA","LT","T12057","C03","0","1"
"U9435","SSNA","LT","T12058","C03","0","1"
"U9435","SSNA","LT","T11008","C03","1","0"
"U9435","SSNA","LA","A14005","C03","1","2"
"U9433","SSNA","MD","SD0E34","C03","1","0"
"U9433","SSNA","MD","SD0035","C03","4","2"
"U9433","SSNA","DS","SD0A15","C03","0","1"
"U9433","SSNA","SI","S16020","C03","1","14"
"U9433","SSNA","SI","S14E52","C03","0","2"
"U9433","SSNA","ST","S16021","C03","0","2"
"U9433","SSNA","SV","S16022","C03","2","0"
"U9433","SSNA","SF","S18922","C03","0","1"
"U9433","SSNA","SF","S16019","C03","1","1"
"U9433","SSNA","LT","T16024","C03","0","1"
"U9433","SSNA","LT","T13660","C03","2","1"
