ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C6461;RALN;CD;057000;A30;0;1
C1398;RALN;CD;057000;A30;1;0
C7866;RALN;CD;057000;A23;0;1
C7978;RALN;CD;057000;A35;0;2
C1769;RALN;CD;057000;A23;1;0
C1701;RALN;CD;057000;A31;0;1
CS10366;RALN;CD;057000;A24;4;4
IP10641;RALN;CD;057000;A23;0;1
C4863;RALN;CD;057000;A30;1;0
C1412;RALN;CD;057000;A30;0;1
C7850;RALN;CD;057000;A30;1;0
C5386;RALN;CD;057000;A30;1;1
C1701;RALN;CD;057000;A23;1;0
V9760;RALN;CD;057000;A30;0;1
C4863;RALN;CD;057000;A23;1;0
IP10708;RALN;CD;057000;A23;0;2
C7978;RALN;CD;057000;A23;0;3
UC10632;RALN;CD;057000;A23;0;1
C1869;RALN;CD;057000;A23;1;3
C1304;RALN;CD;057000;A23;1;0
C5948;RALN;CD;057000;A23;0;1
C7022;RALN;CD;057000;A30;1;0
C2546;RALN;CD;057000;A23;0;1
C2941;RALN;CD;057000;A23;2;1
C1340;RALN;CD;057000;A24;0;1
C6377;RALN;CD;057000;A23;0;1
C2569;RALN;CD;057000;A23;1;1
C4935;RALN;CD;057000;A30;1;0
C5660;RALN;CD;057000;A24;0;1
IP10428;RALN;CD;057000;A23;4;2
IP10664;RALN;CD;057000;A23;0;2
C5641;RALN;CD;057000;A30;0;1
C8182;RALN;CD;057000;A30;0;2
C3333;RALN;CD;057000;A23;2;9
C4492;RALN;CD;057000;A30;1;0
D8336;RALN;CD;057000;A24;1;0
C1528;RALN;CD;057000;A23;5;9
C7083;RALN;CD;057000;A23;0;1
C6763;RALN;CD;057000;A23;0;1
C2378;RALN;CD;057000;A30;1;1
C6784;RALN;CD;057000;A30;1;0
R9209;RALN;CD;057000;A30;3;3
C6902;RALN;CD;057000;A23;0;1
C8176;RALN;CD;057000;A23;1;0
C6399;RALN;CD;057000;A23;1;0
C7656;RALN;CD;057000;A23;0;1
C2035;RALN;CD;057000;A23;2;0
R9194;RALN;CD;057000;A31;0;1
C5226;RALN;CD;057000;A31;0;1
C4661;RALN;CD;057000;A24;0;1
C2378;RALN;CD;057000;A23;0;2
C1527;RALN;CD;057000;A23;0;1
R9194;RALN;CD;057000;A23;3;4
C3975;RALN;CD;057000;A23;1;0
C5839;RALN;CD;057000;A23;0;1
C827;RALN;CD;057000;A23;0;1
C5318;RALN;CD;057000;A31;0;1
C2958;RALN;CD;057000;A31;1;0
C5318;RALN;CD;057000;A23;0;1
C7929;RALN;CD;057000;A23;0;3
C6873;RALN;CD;057000;A23;0;1
C7929;RALN;CD;057000;A31;0;1
C6409;RALN;CD;057000;A23;0;1
C2429;RALN;CD;057000;A23;0;1
C2563;RALN;CD;057000;A30;0;1
C3488;RALN;CD;057000;A23;0;1
C779;RALN;CD;057000;A23;0;1
C7752;RALN;CD;057000;A30;0;1
C6895;RALN;CD;057000;A30;0;1
C7316;RALN;CD;057000;A30;1;0
C8265;RALN;CD;057000;A30;0;1
C752;RALN;CD;057000;A23;11;8
C4449;RALN;CD;057000;A23;0;1
IP11847;RALN;CD;057000;A23;0;1
C6280;RALN;CD;057000;A23;0;1
C1255;RALN;CD;057000;A23;0;1
IP10579;RALN;CD;057000;A23;0;7
C6144;RALN;CD;057000;A24;3;3
C6938;RALN;CD;057000;A30;1;1
C4054;RALN;CD;057000;A31;1;0
C3344;RALN;CD;057000;A23;0;1
C3313;RALN;CD;057000;A23;0;1
R9209;RALN;CD;057000;A23;1;6
C2525;RALN;CD;057000;A23;1;1
C7655;RALN;CD;057000;A23;1;0
C2250;RALN;CD;057000;A30;0;1
V9722;RALN;CD;057000;A30;0;1
C3810;RALN;CD;057000;A23;0;1
C6395;RALN;CD;057000;A30;0;1
C5525;RALN;CD;057000;A30;0;1
C3447;RALN;CD;057000;A30;0;1
C1248;RALN;CD;057000;A30;0;1
C5531;RALN;CD;057000;A40;1;0
C983;RALN;CD;057000;A30;0;1
C2684;RALN;CD;057000;A23;1;0
C6151;RALN;CD;057000;A30;0;1
C549;RALN;CD;057000;A23;1;0
C7535;RALN;CD;057000;A23;1;0
C5607;RALN;CD;057000;A23;0;1
C3263;RALN;CD;057000;A23;1;0
C3886;RALN;CD;057000;A30;0;1
C1824;RALN;CD;057000;A30;0;1
UC10643;RALN;CD;057000;A30;2;0
C4642;RALN;CD;057000;A23;2;0
C5703;RALN;CD;057000;A24;1;0
C5179;RALN;CD;057000;A23;0;1
C7084;RALN;CD;057000;A23;1;1
C2360;RALN;CD;057000;A23;1;0
C1873;RALN;CD;057000;A23;1;0
ER9950;RALN;CD;057000;A31;0;1
C679;RALN;CD;057000;A23;1;0
C7063;RALN;CD;057000;A23;1;0
C4692;RALN;CD;057000;A23;1;0
CS10805;RALN;CD;057000;A30;1;0
C3721;RALN;CD;057000;A23;1;0
C6236;RALN;CD;057000;A24;1;0
C7079;RALN;CD;057000;A30;0;2
C6733;RALN;CD;057000;A23;0;1
C4823;RALN;CD;057000;A23;0;1
C1232;RALN;CD;057000;A23;5;7
C2080;RALN;CD;057000;A23;1;0
C2636;RALN;CD;057000;A23;0;1
C1967;RALN;CD;057000;A30;1;0
C6381;RALN;CD;057000;A23;0;1
C6236;RALN;CD;057000;A23;1;0
C2077;RALN;CD;057000;A31;0;1
C4442;RALN;CD;057000;A30;1;1
R9190;RALN;CD;057000;A30;2;6
C3756;RALN;CD;057000;A23;0;1
C1639;RALN;CD;057000;A23;1;0
C7559;RALN;CD;057000;A23;0;1
UC10187;RALN;CD;057000;A30;1;0
C6483;RALN;CD;057000;A30;0;1
C6144;RALN;CD;057000;A23;21;66
C4971;RALN;CD;057000;A30;0;1
UC10925;RALN;CD;057000;A30;1;2
C5709;RALN;CD;057000;A24;0;1
C4740;RALN;CD;057000;A23;0;1
C1658;RALN;CD;057000;A23;0;3
C1169;RALN;CD;057000;A23;1;0
R9190;RALN;CD;057000;A31;1;1
UC9994;RALN;CD;057000;A30;0;2
C5226;RALN;CD;057000;A23;0;7
C2983;RALN;CD;057000;A30;0;1
C5929;RALN;CD;057000;A30;0;1
C210;RALN;CD;057000;A23;1;0
C5226;RALN;CD;057000;A30;0;1
C7108;RALN;CD;057000;A23;0;1
C3079;RALN;CD;057000;A23;0;1
C4322;RALN;CD;057000;A23;0;1
C1063;RALN;CD;057000;A23;0;1
C2684;RALN;CD;057000;A30;1;0
C4413;RALN;CD;057000;A23;0;1
C7063;RALN;CD;057000;A30;1;1
C4987;RALN;CD;057000;A23;0;1
C6644;RALN;CD;057000;A24;1;0
C7929;RALN;CD;057000;A30;0;1
C1739;RALN;CD;057000;A30;1;0
V9738;RALN;CD;057000;A30;0;1
C4063;RALN;CD;057000;A23;0;1
C388;RALN;CD;057000;A30;0;1
C4893;RALN;CD;057000;A30;1;0
C747;RALN;CD;057000;A30;0;2
C7892;RALN;CD;057000;A31;1;0
C626;RALN;CD;057000;A23;1;1
C3572;RALN;CD;057000;A23;1;0
C1603;RALN;CD;057000;A30;0;1
C8300;RALN;CD;057000;A30;0;1
C1946;RALN;CD;057000;A30;0;1
C3287;RALN;CD;057000;A30;1;0
C6815;RALN;CD;057000;A23;0;1
IP10633;RALN;CD;057000;A23;0;3
C3336;RALN;CD;057000;A23;0;1
C7892;RALN;CD;057000;A23;1;4
C6201;RALN;CD;057000;A30;0;1
C3088;RALN;CD;057000;A30;1;0
C3441;RALN;CD;057000;A30;0;1
UC10795;RALN;CD;057000;A30;1;0
C626;RALN;CD;057000;A30;0;1
C4071;RALN;CD;057000;A23;1;0
C4091;RALN;CD;057000;A31;1;1
IP10639;RALN;CD;057000;A31;1;6
CS9926;RALN;CD;057000;A30;0;1
CS9926;RALN;CD;057000;A23;0;1
C5588;RALN;CD;057000;A23;0;1
C2916;RALN;CD;057000;A23;0;2
C7365;RALN;CD;057000;A23;1;0
C6060;RALN;CD;057000;A23;4;0
C7050;RALN;CD;057000;A30;1;0
C6581;RALN;CD;057000;A23;1;1
C3527;RALN;CD;057000;A30;0;2
R9813;RALN;CD;057000;A30;0;1
V9715;RALN;CD;057000;A30;2;0
C7070;RALN;CD;057000;A30;0;1
C7098;RALN;CD;057000;A23;1;2
C8245;RALN;CD;057000;A23;0;1
C1041;RALN;CD;057000;A23;1;0
C7240;RALN;CD;057000;A23;1;0
R9813;RALN;CD;057000;A23;10;10
C2928;RALN;CD;057000;A23;1;0
C3703;RALN;CD;057000;A23;0;1
C6888;RALN;CD;057000;A23;0;1
C6523;RALN;CD;057000;A23;0;1
UC9701;RALN;CD;057000;A31;0;1
C8283;RALN;CD;057000;A24;1;0
C6345;RALN;CD;057000;A23;2;0
C2890;RALN;CD;057000;A30;0;1
IP10655;RALN;CD;057000;A31;0;2
C826;RALN;CD;057000;A23;1;0
C5916;RALN;CD;057000;A30;0;1
C5072;RALN;CD;057000;A30;1;0
C6564;RALN;CD;057000;A24;0;1
C5032;RALN;CD;057000;A23;0;2
C7066;RALN;CD;057000;A23;0;1
C7402;RALN;CD;057000;A23;1;0
C5136;RALN;CD;057000;A23;1;0
C7892;RALN;CD;057000;A30;1;0
C2837;RALN;CD;057000;A30;1;0
C6863;RALN;CD;057000;A23;0;1
C3765;RALN;CD;057000;A30;1;0
P9060;RALN;CD;057000;A23;0;1
C8287;RALN;CD;057000;A23;0;1
C5596;RALN;CD;057000;A23;1;0
C3466;RALN;CD;057000;A23;0;1
C5885;RALN;CD;057000;A23;0;4
C5961;RALN;CD;057000;A30;0;1
C1010;RALN;CD;057000;A23;0;1
C3203;RALN;CD;057000;A23;3;1
C5131;RALN;CD;057000;A23;0;1
C4241;RALN;CD;057000;A23;1;0
C2328;RALN;CD;057000;A23;1;1
C4241;RALN;CD;057000;A30;0;1
C4321;RALN;CD;057000;A23;0;1
C1615;RALN;CD;057000;A30;0;1
UC9989;RALN;CD;057000;A23;0;1
C7349;RALN;CD;057000;A31;1;0
C478;RALN;CD;057000;A24;1;0
UC10583;RALN;CD;057000;A30;1;0
C6495;RALN;CD;057000;A23;0;2
C7625;RALN;CD;057000;A23;0;1
C3987;RALN;CD;057000;A23;0;1
ER10817;RALN;CD;057000;A30;1;0
C3016;RALN;CD;057000;A30;1;0
C4135;RALN;CD;057000;A30;1;0
C3737;RALN;CD;057000;A30;1;0
C5016;RALN;CD;057000;A23;0;1
R9193;RALN;CD;057000;A31;0;1
C7294;RALN;CD;057000;A23;0;1
C3737;RALN;CD;057000;A24;0;1
C1002;RALN;CD;057000;A23;1;0
R9196;RALN;CD;057000;A30;2;1
UC10900;RALN;CD;057000;A30;1;0
C3737;RALN;CD;057000;A23;0;3
C1851;RALN;CD;057000;A23;2;4
UC11816;RALN;CD;057000;A30;2;1
C7166;RALN;CD;057000;A30;1;0
R9192;RALN;CD;057000;A30;3;4
C3376;RALN;CD;057000;A23;0;1
C4221;RALN;CD;057000;A30;0;1
C2036;RALN;CD;057000;A23;1;0
C1090;RALN;CD;057000;A23;0;1
C2363;RALN;CD;057000;A28;0;1
C7210;RALN;CD;057000;A24;1;0
C4703;RALN;CD;057000;A23;7;1
C6884;RALN;CD;057000;A28;1;0
C6844;RALN;CD;057000;A23;0;1
C2287;RALN;CD;057000;A23;1;0
UC9864;RALN;CD;057000;A30;0;1
C3697;RALN;CD;057000;A23;0;1
C963;RALN;CD;057000;A30;0;4
C963;RALN;CD;057000;A31;0;1
C2036;RALN;CD;057000;A30;0;1
C2823;RALN;CD;057000;A24;0;1
C4051;RALN;CD;057000;A30;1;1
C4712;RALN;CD;057000;A23;1;3
C4167;RALN;CD;057000;A30;0;1
C7582;RALN;CD;057000;A40;0;1
C528;RALN;CD;057000;A23;1;0
C4712;RALN;CD;057000;A30;0;3
C4833;RALN;CD;057000;A23;1;0
R9813;RALN;CD;057000;A23;1;0
C7417;RALN;CD;057000;A30;0;1
C5336;RALN;CD;057000;A23;0;2
C7553;RALN;CD;057000;A23;1;0
C5117;RALN;CD;057000;A30;0;1
C2888;RALN;CD;057000;A30;0;1
C3829;RALN;CD;057000;A30;0;1
R9813;RALN;CD;057000;A24;1;3
C7631;RALN;CD;057000;A30;1;0
C2447;RALN;CD;057000;A30;1;0
C6219;RALN;CD;057000;A30;0;1
C528;RALN;CD;057000;A31;0;2
C5051;RALN;CD;057000;A30;1;0
P9097;RALN;CD;057000;A24;1;2
C5916;RALN;CD;057000;A23;1;0
C7076;RALN;CD;057000;A24;1;0
R9192;RALN;CD;057000;A30;0;1
C6351;RALN;CD;057000;A24;0;2
C6495;RALN;CD;057000;A30;1;1
C4308;RALN;CD;057000;A31;1;0
C5109;RALN;CD;057000;A23;0;1
C7165;RALN;CD;057000;A23;0;3
R9192;RALN;CD;057000;A24;0;1
IP10625;RALN;CD;057000;A23;1;2
C7103;RALN;CD;057000;A23;0;1
C8032;RALN;CD;057000;A30;0;1
C7174;RALN;CD;057000;A23;1;0
C4880;RALN;CD;057000;A23;0;1
C6447;RALN;CD;057000;A24;1;0
C3635;RALN;CD;057000;A30;1;0
ER10357;RALN;CD;057000;A24;4;2
C5977;RALN;CD;057000;A23;0;1
C4485;RALN;CD;057000;A30;0;1
C601;RALN;CD;057000;A23;0;1
C5569;RALN;CD;057000;A30;0;1
IP10920;RALN;CD;057000;A30;0;1
C3436;RALN;CD;057000;A30;0;1
C3924;RALN;CD;057000;A31;0;1
C932;RALN;CD;057000;A23;1;0
C279;RALN;CD;057000;A23;1;0
C2751;RALN;CD;057000;A23;0;1
C8067;RALN;CD;057000;A23;0;1
C4069;RALN;CD;057000;A23;0;3
C284;RALN;CD;057000;A30;1;0
C4847;RALN;CD;057000;A30;1;0
C7400;RALN;CD;057000;A30;0;1
C7484;RALN;CD;057000;A23;4;6
C2597;RALN;CD;057000;A30;1;0
V9714;RALN;CD;057000;A30;0;1
C2134;RALN;CD;057000;A23;0;1
C1668;RALN;CD;057000;A23;0;1
C1759;RALN;CD;057000;A30;0;2
C7484;RALN;CD;057000;A30;1;4
UC10767;RALN;CD;057000;A23;0;1
C1239;RALN;CD;057000;A30;0;1
UC10150;RALN;CD;057000;A30;0;1
C3073;RALN;CD;057000;A23;1;0
C2158;RALN;CD;057000;A23;1;0
C3924;RALN;CD;057000;A30;0;1
C1754;RALN;CD;057000;A23;0;1
C6674;RALN;CD;057000;A23;0;1
C1803;RALN;CD;057000;A23;0;1
C5742;RALN;CD;057000;A23;1;0
C2608;RALN;CD;057000;A30;0;1
C1175;RALN;CD;057000;A23;0;1
C5095;RALN;CD;057000;A30;1;0
C516;RALN;CD;057000;A30;1;0
C7484;RALN;CD;057000;A24;5;3
C1759;RALN;CD;057000;A23;0;1
C6703;RALN;CD;057000;A40;1;0
C8004;RALN;CD;057000;A31;0;1
C4531;RALN;CD;057000;A30;0;1
R9205;RALN;CD;057000;A24;1;0
C6936;RALN;CD;057000;A23;1;0
C2581;RALN;CD;057000;A30;1;0
C6876;RALN;CD;057000;A23;0;1
C3162;RALN;CD;057000;A23;0;2
C6807;RALN;CD;057000;A30;0;1
C4326;RALN;CD;057000;A30;0;1
C5532;RALN;CD;057000;A23;0;1
C4821;RALN;CD;057000;A23;0;1
C4674;RALN;CD;057000;A30;1;0
V9727;RALN;CD;057000;A30;1;0
C4669;RALN;CD;057000;A30;1;0
C6663;RALN;CD;057000;A23;1;0
UC10643;RALN;CD;057000;A23;1;2
C4208;RALN;CD;057000;A23;0;1
C7205;RALN;CD;057000;A23;0;1
C6198;RALN;CD;057000;A30;1;0
C427;RALN;CD;057000;A23;0;1
C5897;RALN;CD;057000;A30;2;1
C7012;RALN;CD;057000;A30;0;1
P9036;RALN;CD;057000;A30;0;1
C2261;RALN;CD;057000;A23;0;1
C2539;RALN;CD;057000;A30;0;1
C5242;RALN;CD;057000;A23;0;1
C1879;RALN;CD;057000;A30;1;0
C2889;RALN;CD;057000;A24;0;1
C3113;RALN;CD;057000;A30;0;1
C1128;RALN;CD;057000;A23;0;2
C742;RALN;CD;057000;A23;5;3
C6915;RALN;CD;057000;A30;0;1
C1987;RALN;CD;057000;A23;0;1
C3924;RALN;CD;057000;A23;1;0
C901;RALN;CD;057000;A24;0;1
C6077;RALN;CD;057000;A23;0;1
C1935;RALN;CD;057000;A30;0;1
C7427;RALN;CD;057000;A30;0;1
C4674;RALN;CD;057000;A23;0;1
C4358;RALN;CD;057000;A30;1;0
C6758;RALN;CD;057000;A23;0;1
R9191;RALN;CD;057000;A31;1;0
C3442;RALN;CD;057000;A23;4;8
N8797;RALN;CD;057000;A23;0;1
C4489;RALN;CD;057000;A23;1;0
C1543;RALN;CD;057000;A23;1;0
C5263;RALN;CD;057000;A23;0;2
C4275;RALN;CD;057000;A31;0;1
C1926;RALN;CD;057000;A30;1;0
C1995;RALN;CD;057000;A30;0;1
C7975;RALN;CD;057000;A23;0;1
C637;RALN;CD;057000;A30;1;0
C4742;RALN;CD;057000;A23;0;1
C630;RALN;CD;057000;A30;1;0
C492;RALN;CD;057000;A23;20;38
C1264;RALN;CD;057000;A30;1;7
C1264;RALN;CD;057000;A23;2;3
C1856;RALN;CD;057000;A23;1;0
C4275;RALN;CD;057000;A23;1;0
C578;RALN;CD;057000;A23;0;2
C578;RALN;CD;057000;A31;1;0
UC10638;RALN;CD;057000;A30;0;1
C3578;RALN;CD;057000;A30;0;1
C4818;RALN;CD;057000;A23;7;11
C5761;RALN;CD;057000;A30;1;0
C5029;RALN;CD;057000;A35;0;1
C4308;RALN;CD;057000;A30;1;1
UC10492;RALN;CD;057000;A23;1;0
C6564;RALN;CD;057000;A30;0;2
C4308;RALN;CD;057000;A23;5;19
C5048;RALN;CD;057000;A23;1;0
C4248;RALN;CD;057000;A23;0;1
C7068;RALN;CD;057000;A23;0;1
C4918;RALN;CD;057000;A23;1;0
C2319;RALN;CD;057000;A30;0;1
C5761;RALN;CD;057000;A23;2;0
C3652;RALN;CD;057000;A31;0;1
C4909;RALN;CD;057000;A40;0;1
C6478;RALN;CD;057000;A24;0;1
C6018;RALN;CD;057000;A23;0;1
C5014;RALN;CD;057000;A23;1;0
C3857;RALN;CD;057000;A30;0;3
C3700;RALN;CD;057000;A23;0;1
C5715;RALN;CD;057000;A31;0;1
C5187;RALN;CD;057000;A30;0;1
UC10792;RALN;CD;057000;A30;1;0
C3857;RALN;CD;057000;A23;1;3
C5858;RALN;CD;057000;A23;1;0
C772;RALN;CD;057000;A23;1;0
C7282;RALN;CD;057000;A24;1;0
C967;RALN;CD;057000;A30;1;0
C1591;RALN;CD;057000;A30;1;0
R9199;RALN;CD;057000;A30;0;1
C3033;RALN;CD;057000;A23;0;1
C5127;RALN;CD;057000;A23;1;0
C1736;RALN;CD;057000;A30;1;0
C723;RALN;CD;057000;A23;1;0
UC10792;RALN;CD;057000;A23;1;0
C6490;RALN;CD;057000;A30;1;0
C5602;RALN;CD;057000;A23;0;1
C2567;RALN;CD;057000;A23;0;1
C1892;RALN;CD;057000;A31;1;0
C5715;RALN;CD;057000;A23;2;1
C7739;RALN;CD;057000;A30;1;0
C7641;RALN;CD;057000;A23;1;0
C445;RALN;CD;057000;A30;0;1
C4368;RALN;CD;057000;A30;0;1
C4920;RALN;CD;057000;A23;0;1
C1975;RALN;CD;057000;A23;2;0
C3845;RALN;CD;057000;A23;0;1
C3728;RALN;CD;057000;A30;0;1
C3254;RALN;CD;057000;A30;0;1
C3728;RALN;CD;057000;A23;2;1
C519;RALN;CD;057000;A23;1;0
C3945;RALN;CD;057000;A23;0;1
C6144;RALN;CC;043000;A30;0;2
C3924;RALN;CC;043000;A30;0;1
C5532;RALN;CC;043000;A30;1;2
C7884;RALN;CC;043000;A30;0;1
V9771;RALN;CC;043000;A30;0;1
C2407;RALN;CC;043000;A30;0;1
UC11812;RALN;CC;043000;A30;0;1
C5386;RALN;CC;043000;A30;0;1
C630;RALN;CC;043000;A30;0;1
C7249;RALN;CC;043000;A23;0;1
C2350;RALN;CC;043000;A30;0;1
C3607;RALN;CC;043000;A30;0;1
C4818;RALN;CC;043000;A23;1;0
C6385;RALN;CC;043000;A30;1;0
C7892;RALN;CC;043000;A30;0;1
C3934;RALN;CC;043000;A30;0;1
C3150;RALN;CC;043000;A30;0;1
C1170;RALN;CC;043000;A30;0;1
C6485;RALN;CC;043000;A30;1;0
C4101;RALN;CC;043000;A30;1;0
C2193;RALN;CC;043000;A30;0;1
C3436;RALN;CC;043000;A30;0;1
C7453;RALN;CC;043000;A30;0;1
C4878;RALN;CC;043000;A30;1;0
C7285;RALN;CC;043000;A30;0;1
C4094;RALN;CC;043000;A30;0;1
C3857;RALN;CC;043000;A30;0;1
C8018;RALN;CC;043000;A30;1;0
UC10147;RALN;CC;043000;A30;1;0
C3119;RALN;CC;043000;A24;0;1
C4658;RALN;CC;043000;A40;2;1
C3635;RALN;CC;043000;A30;0;1
C7874;RALN;CC;043000;A30;1;0
C8199;RALN;CC;043000;A30;0;1
C3445;RALN;CC;043000;A30;0;1
R9192;RALN;CC;043000;A30;1;0
C3737;RALN;CC;043000;A30;0;1
C6157;RALN;CC;043000;A23;0;1
C3292;RALN;CC;043000;A30;0;1
C7947;RALN;CC;043000;A30;0;1
C5659;RALN;CC;043000;A30;1;0
C3115;RALN;CC;043000;A30;0;2
C2440;RALN;CC;043000;A30;1;0
C3287;RALN;CC;043000;A30;1;0
C1520;RALN;CC;043000;A30;0;1
C7651;RALN;CC;043000;A30;0;1
C5885;RALN;CC;043000;A30;0;1
C539;RALN;CC;043000;A23;1;0
C2833;RALN;CC;043000;A30;0;1
V9715;RALN;CC;043000;A30;0;1
C5007;RALN;CC;043000;A30;0;1
V9751;RALN;CC;043000;A30;0;1
C538;RALN;CC;043000;A30;0;1
V9749;RALN;CC;043000;A30;0;1
UC11814;RALN;CC;043000;A30;1;1
C7063;RALN;CC;043000;A30;1;0
C1321;RALN;CC;043000;A24;1;0
V9796;RALN;CC;043000;A30;0;1
C5929;RALN;CC;043000;A30;0;1
C916;RALN;CC;043000;A30;0;1
C7635;RALN;CC;043000;A30;2;0
UC10187;RALN;CC;043000;A30;1;6
C8221;RALN;CC;043000;A30;1;0
AB10274;RALN;CC;043000;A30;0;2
C910;RALN;CC;043000;A30;0;1
UC10797;RALN;CC;043000;A30;0;1
C4514;RALN;CC;043000;A30;1;0
C7349;RALN;CC;043000;A30;0;1
C2989;RALN;CC;043000;A30;0;1
C7538;RALN;CC;043000;A30;1;0
UC10868;RALN;CC;043000;A30;1;1
C6566;RALN;CC;043000;A30;0;1
C7288;RALN;CC;043000;A30;1;0
C5171;RALN;CC;043000;A30;1;0
UC11890;RALN;CC;043000;A30;7;0
C2601;RALN;CC;043000;A30;1;0
UC9994;RALN;CC;043000;A30;1;1
C861;RALN;CC;043000;A30;0;1
C1593;RALN;CC;043000;A30;1;0
