ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
M8660;CFOR;IP;016IC0;IP;017268;O;72
M8660;CFOR;AS;013842;RS;014280;V;16
M8660;CFOR;AS;013181;AS;013259;O;19
M8660;CFOR;IP;016192;IP;017268;O;37
M8660;CFOR;AS;013181;RS;014280;V;42
M8660;CFOR;RP;000180;AS;013561;V;12
M8660;CFOR;AS;013259;RS;014280;V;399
M8660;CFOR;IP;017837;IP;017836;O;48
M8660;CFOR;AS;013560;AS;013181;O;82
M8660;CFOR;RS;014280;RS;014197;O;117
M8660;CFOR;AS;013561;AS;013560;O;51
M8660;CFOR;VD;018582;VD;018581;O;23
M8660;CFOR;RS;014197;IP;014201;V;201
M8660;CFOR;AS;013181;IP;014201;V;3
M8660;CFOR;AS;013842;IP;014201;V;4
M8660;CFOR;RS;014280;IP;014201;V;1
M8660;MNST;2A;035F05;3A;040F01;V;1
M8660;CFOR;RS;015198;IP;014201;V;14
M8660;CFOR;DI;0D0194;DI;0D0189;O;4
M8660;CFOR;IP;015191;IP;016192;O;34
M8660;CFOR;RS;014197;RS;015198;O;91
M8660;CFOR;IP;016192;IP;016IC0;O;1
M8660;CFOR;DI;0D0274;DI;0D0189;O;1
M8660;CFOR;RS;015198;RS;015839;O;18
M8660;CFOR;TS;0D0574;DI;0D0194;V;2
M8659;AAMM;MR;015306;MR;016305;O;632
M8659;MMAA;MR;015347;MR;016332;O;283
M8659;AAMM;UF;018226;UF;018213;O;194
M8659;AAMM;TS;0D0526;DI;0D0217;V;4
M8659;AAMM;MR;016305;MR;017MC0;O;935
M8659;EEII;UF;018226;TS;0D0532;V;1
M8659;AAMM;UF;019222;TS;0D0528;V;35
M8659;AAMM;DI;0D0524;DI;0D0218;O;30
M8659;AAMM;TS;0D0233;TS;0D0528;O;1
M8659;EEII;UF;018213;TS;0D0530;V;392
M8659;EEII;TS;0D0528;TS;0D0526;O;11
M8659;CM10;UF;018281;UF;018284;O;23
M8659;CM10;TS;0D0549;TS;0D0290;O;3
M8659;MMAA;TS;0D0570;TS;0D0342;O;83
M8659;MMAA;MR;014333;MR;016332;O;1
M8659;AAMM;DI;0D0220;DI;0D0297;O;7
M8659;AAMM;DI;0D0297;DI;0D0298;O;7
M8659;AAMM;DI;0D0218;DI;0D0220;O;13
M8659;CM10;UF;018284;TS;0D0290;V;2
M8659;MMAA;TS;0D0567;TS;0D0342;O;1
M8659;AAMM;MR;014307;MR;015306;O;472
M8659;AAMM;SG;014308;SG;014325;O;762
M8659;AAMM;UF;018213;UF;019222;O;245
M8659;CM10;TS;0D0289;DI;0D0358;V;1
M8659;CM10;TS;0D0549;DI;0D0358;V;1
M8659;EEII;UF;018226;UF;018213;O;398
M8659;MMAA;TS;0D0544;TS;0D0570;O;4
M8659;CM10;TS;0D0548;TS;0D0289;O;1
M8659;CM10;TS;0D0288;DI;0D0358;V;1
M8659;EEII;UF;017225;UF;018226;O;151
M8659;EEII;UF;019222;UF;019312;O;1
M8659;CM10;UF;018284;TS;0D0288;V;14
M8659;EEII;MR;017834;MR;017830;O;943
M8659;AAMM;SG;015326;MR;014307;V;289
M8659;CM10;TS;0D0549;TS;0D0356;O;4
M8659;AAMM;MR;017MC0;MR;017556;O;661
M8659;AAMM;MR;017556;MR;017834;O;1375
M8659;EEII;MR;017556;MR;017834;O;706
M8659;CCSS;UF;019222;TS;0D0528;V;4
M8659;AAMM;RP;000FP1;RP;000FP4;O;640
M8659;MMAA;TS;0D0571;TS;0D0570;O;101
M8659;CCSS;TS;0D0302;UF;018213;V;20
M8659;MMAA;TS;0D0533;TS;0D0570;O;16
M8659;AAMM;RP;000180;MR;014307;V;122
M8659;AAMM;TS;0D0229;DI;0D0218;V;152
M8659;AAMM;UF;019312;DI;0D0217;V;11
M8659;AAMM;MR;017834;MR;017830;O;442
M8659;AAMM;UF;017225;UF;018226;O;165
M8659;CCSS;TS;0D0223;TS;0D0229;O;1
M8659;EEII;RP;000FP4;RP;000FBT;O;5053
M8659;CCSS;TS;0D0232;TS;0D0223;O;1
M8659;CCSS;TS;0D0525;TS;0D0229;O;16
M8659;CCSS;TS;0D0228;TS;0D0229;O;4
M8659;CCSS;RS;014211;IP;014324;V;19
M8659;CCSS;PP;013214;IP;014324;V;962
M8659;CCSS;PP;013842;IP;014324;V;1
M8659;CCSS;TS;0D0228;TS;0D0525;O;1
M8659;CCSS;PP;013216;IP;014324;V;66
M8659;CCSS;PP;013210;IP;014324;V;104
M8659;CCSS;TS;0D0526;TS;0D0525;O;1
M8659;MMAA;VP;013351;VP;013337;O;489
M8659;CCSS;IP;016224;IP;017237;O;394
M8659;MMAA;VP;013352;VP;013351;O;882
M8659;CCSS;RS;014211;IP;015238;V;1
M8659;CCSS;IP;014324;IP;015238;O;694
M8659;CCSS;DI;0D0217;DI;0D0218;O;19
M8659;EEII;SG;014308;UF;017225;V;12
M8659;CCSS;TS;0D0229;DI;0D0218;V;12
M8659;MMAA;VP;013353;VP;013352;O;1111
M8659;CCSS;TS;0D0228;DI;0D0218;V;1
M8659;CCSS;IP;015238;IP;017237;O;1
M8659;CCSS;TS;0D0525;DI;0D0218;V;1
M8659;CCSS;IP;015238;IP;016224;O;321
M8659;MMAA;TS;0D0523;TS;0D0569;O;1
M8659;CCSS;PP;013210;RS;014230;V;71
M8659;CCSS;TS;0D0229;DI;0D0524;V;1
M8659;CCSS;DI;0D0217;DI;0D0524;O;8
M8659;EEII;MR;014324;UF;017225;V;1
M8659;CCSS;PP;013231;RS;014230;V;250
M8659;CCSS;PP;013842;RS;014230;V;457
M8659;CCSS;PP;013216;RS;014230;V;37
M8659;CCSS;TS;0D0228;DI;0D0524;V;19
M8659;MMAA;TS;0D0533;TS;0D0569;O;3
M8659;CCSS;TS;0D0302;TS;0D0526;O;4
M8659;EEII;DI;0D0317;DI;0D0323;O;33
M8659;CCSS;RP;000180;PP;013214;V;359
M8659;CCSS;DI;0D0221;DI;0D0554;O;6
M8659;CCSS;DI;0D0220;DI;0D0221;O;9
M8659;CCSS;IP;014324;IP;016224;O;15
M8659;CCSS;PP;013231;IP;014324;V;10
M8659;EEII;RP;000180;UF;017225;V;145
M8659;EEII;MR;015238;UF;017225;V;45
M8659;EEII;DI;0D0323;DI;0D0328;O;7
M8659;EEII;VP;013321;VP;013320;O;2073
M8659;CCSS;DI;0D0218;DI;0D0220;O;21
M8659;CCSS;RS;014230;IP;014324;V;45
M8659;MMAA;TS;0D0570;TS;0D0569;O;11
M8659;CCSS;IP;014324;UF;017225;V;1
M8659;AAMM;VP;013301;VP;013299;O;776
M8659;AAMM;VP;013294;VP;013301;O;579
M8659;AAMM;RP;000FP4;VP;013294;V;401
M8659;CCSS;IP;017237;IP;017837;O;722
M8659;CCSS;IP;016MC0;IP;017837;O;3
M8659;AAMM;UF;019222;UF;019312;O;23
M8659;CCSS;IP;016224;UF;017225;V;19
M8659;CCSS;UF;018226;UF;018213;O;296
M8659;CCSS;IP;017837;IP;017836;O;618
M8659;AAMM;TS;0D0302;TS;0D0527;O;11
M8659;AAMM;TS;0D0525;TS;0D0229;O;327
M8659;AAMM;VP;013299;VP;013300;O;603
M8659;AAMM;TS;0D0302;TS;0D0228;O;339
M8659;AAMM;TS;0D0526;TS;0D0228;O;14
M8659;AAMM;TS;0D0530;TS;0D0302;O;174
M8659;AAMM;TS;0D0527;TS;0D0223;O;2
M8659;AAMM;TS;0D0228;TS;0D0525;O;420
M8659;EEII;TS;0D0527;TS;0D0525;O;7
M8659;AAMM;SG;014308;UF;017225;V;35
M8659;AAMM;VP;013300;SG;014308;V;463
M8659;AAMM;SG;014325;SG;015326;O;514
M8659;AAMM;TS;0D0528;TS;0D0302;O;98
M8659;CCSS;IP;016224;IP;016MC0;O;38
M8659;AAMM;TS;0D0232;TS;0D0302;O;48
M8659;EEII;UF;019222;TS;0D0525;V;15
M8659;EEII;MR;016MC0;MR;017556;O;664
M8659;EEII;MR;016224;MR;016MC0;O;47
M8659;EEII;DI;0D0524;DI;0D0218;O;17
M8659;MMAA;SG;014349;SG;015350;O;202
M8659;EEII;TS;0D0229;DI;0D0218;V;131
M8659;EEII;RP;000FBT;VP;013321;V;3414
M8659;EEII;RP;000FP1;RP;000FP4;O;2388
M8659;EEII;DI;0D0218;DI;0D0317;O;88
M8659;MMAA;SG;014308;SG;014349;O;279
M8659;CCSS;IP;016MC0;IP;017237;O;701
M8659;EEII;DI;0D0217;DI;0D0524;O;5
M8659;MMAA;RP;000180;SG;014349;V;1
M8659;CCSS;IP;017237;IP;016MC0;O;672
M8659;AAMM;TS;0D0232;TS;0D0233;O;1
M8659;AAMM;TS;0D0530;TS;0D0233;O;1
M8659;CCSS;RS;015212;RS;015839;O;1
M8659;CCSS;PP;013214;UF;017225;V;2
M8659;CCSS;IP;015238;UF;017225;V;26
M8659;CM10;UF;018284;TS;0D0286;V;1
M8659;CCSS;IP;015238;IP;016MC0;O;1
M8659;EEII;RP;000SCM;RP;000180;O;17
M8659;EEII;TS;0D0228;TS;0D0525;O;355
M8659;CM10;UF;018284;TS;0D0285;V;19
M8659;AAMM;TS;0D0525;DI;0D0524;V;36
M8659;CM10;UF;018284;TS;0D0551;V;5
M8659;MMAA;TS;0D0544;TS;0D0571;O;4
M8659;MMAA;VP;013352;RP;000180;V;29
M8659;CCSS;TS;0D0530;TS;0D0528;O;69
M8659;MMAA;VP;013352;SG;014308;V;28
M8659;MMAA;VP;013353;RP;000180;V;8
M8659;MMAA;VP;013351;RP;000180;V;9
M8659;MMAA;VP;013353;SG;014308;V;35
M8659;EEII;DI;0D0328;DI;0D0SGD;O;1
M8659;MMAA;RP;000FP1;RP;000180;O;1
M8659;CCSS;RS;014230;RS;014211;O;416
M8659;MMAA;DI;0D0339;DI;0D0340;O;3
M8659;MMAA;DI;0D0334;DI;0D0339;O;8
M8659;MMAA;DI;0D0346;DI;0D0334;O;30
M8659;MMAA;UF;019341;TS;0D0567;V;19
M8659;MMAA;TS;0D0523;TS;0D0568;O;1
M8659;MMAA;TS;0D0514;TS;0D0568;O;10
M8659;MMAA;TS;0D0567;TS;0D0344;O;6
M8659;MMAA;UF;018354;TS;0D0567;V;2
M8659;MMAA;TS;0D0342;TS;0D0563;O;4
M8659;MMAA;TS;0D0344;TS;0D0563;O;96
M8659;MMAA;RP;000180;MR;014333;V;24
M8659;MMAA;RP;000FP4;RP;000180;O;9
M8659;MMAA;TS;0D0569;TS;0D0568;O;10
M8659;MMAA;TS;0D0566;TS;0D0563;O;3
M8659;MMAA;UF;018338;TS;0D0544;V;50
M8659;MMAA;DI;0D0562;DI;0D0346;O;4
M8659;MMAA;TS;0D0563;DI;0D0346;V;15
M8659;MMAA;SG;014308;UF;017335;V;2
M8659;MMAA;TS;0D0331;DI;0D0346;V;47
M8659;MMAA;RP;000FBT;VP;013353;V;339
M8659;MMAA;UF;018354;TS;0D0571;V;131
M8659;MMAA;MR;016C10;MR;017556;O;478
M8659;MMAA;MR;017556;MR;017834;O;453
M8659;MMAA;RP;000FP4;VP;013353;V;216
M8659;MMAA;MR;016332;MR;017556;O;26
M8659;MMAA;MR;015347;UF;017335;V;2
M8659;MMAA;TS;0D0567;TS;0D0564;O;2
M8659;MMAA;SG;014349;RP;000180;V;6
M8659;MMAA;RP;000FP1;RP;000FP4;O;46
M8659;MMAA;TS;0D0344;DI;0D0345;V;2
M8659;MMAA;SG;014308;RP;000180;V;15
M8659;MMAA;DI;0D0SGD;DI;0D0SMD;O;1
M8659;MMAA;TS;0D0563;DI;0D0562;V;1
M8659;MMAA;MR;015347;MR;016C10;O;1
M8659;MMAA;UF;017335;TS;0D0544;V;3
M8659;MMAA;RP;000FP4;RP;000FBT;O;503
M8659;MMAA;DI;0D0345;DI;0D0562;O;2
M8659;MMAA;DI;0D0340;DI;0D0SGD;O;1
M8659;MMAA;TS;0D0344;DI;0D0562;V;3
M8659;MMAA;SG;014349;MR;015347;V;1
M8659;CCSS;TS;0D0229;DI;0D0217;V;27
M8659;CCSS;TS;0D0232;UF;019222;V;37
M8659;MMAA;UF;018338;TS;0D0533;V;1
M8659;CCSS;TS;0D0232;TS;0D0302;O;40
M8659;CCSS;TS;0D0228;DI;0D0217;V;1
M8659;CCSS;TS;0D0530;UF;019222;V;54
M8659;CCSS;PP;013210;PP;013231;O;1921
M8659;CCSS;PP;013216;PP;013231;O;6
M8659;CCSS;TS;0D0530;TS;0D0302;O;17
M8659;CCSS;PP;013231;PP;013842;O;8
M8659;CCSS;PP;013210;PP;013842;O;3
M8659;CCSS;TS;0D0528;TS;0D0302;O;1
M8659;CCSS;UF;018226;TS;0D0530;V;14
M8659;CCSS;TS;0D0526;TS;0D0228;O;6
M8659;CCSS;UF;019222;TS;0D0228;V;1
M8659;CCSS;UF;017225;UF;018226;O;235
M8659;CCSS;TS;0D0530;TS;0D0232;O;2
M8659;CCSS;TS;0D0528;TS;0D0228;O;6
M8659;CCSS;UF;019222;TS;0D0302;V;1
M8659;CCSS;RS;014211;RS;015212;O;410
M8659;CCSS;PP;013216;PP;013210;O;3030
M8659;CCSS;TS;0D0229;TS;0D0228;O;35
M8659;CCSS;TS;0D0302;TS;0D0228;O;139
M8659;MMAA;TS;0D0568;TS;0D0565;O;1
M8659;MMAA;MR;017834;MR;017830;O;443
M8659;MMAA;TS;0D0533;TS;0D0523;O;5
M8659;MMAA;UF;018354;UF;019341;O;11
M8659;MMAA;MR;014333;MR;015347;O;77
M8659;MMAA;TS;0D0342;TS;0D0566;O;10
M8659;MMAA;RP;000180;RP;017832;O;8
M8659;MMAA;UF;018338;TS;0D0571;V;11
M8659;MMAA;TS;0D0342;TS;0D0344;O;72
M8659;MMAA;TS;0D0570;TS;0D0566;O;1
M8659;MMAA;RP;000180;RP;014833;O;2
M8659;MMAA;UF;018338;UF;018354;O;171
M8659;MMAA;TS;0D0564;TS;0D0344;O;6
M8659;MMAA;TS;0D0544;TS;0D0533;O;22
M8659;MMAA;RP;000180;UF;018338;V;1
M8659;MMAA;MR;014333;UF;018338;V;1
M8659;CCSS;PP;013214;PP;013216;O;2651
M8659;MMAA;UF;017335;TS;0D0533;V;2
M8659;MMAA;RP;017832;UF;018338;V;1
M8659;MMAA;TS;0D0565;TS;0D0331;O;5
M8659;MMAA;TS;0D0566;TS;0D0565;O;2
M8659;MMAA;TS;0D0566;TS;0D0331;O;4
M8659;MMAA;UF;017335;UF;018338;O;87
M8659;CCSS;PP;013214;PP;013210;O;4
M8659;MMAA;TS;0D0563;TS;0D0331;O;79
M8659;MMAA;VP;013351;SG;014308;V;8
M8659;EEII;TS;0D0232;TS;0D0302;O;184
M8659;EEII;TS;0D0223;TS;0D0229;O;10
M8659;EEII;TS;0D0525;TS;0D0229;O;377
M8659;EEII;MR;015238;MR;016224;O;382
M8659;EEII;TS;0D0227;TS;0D0232;O;2
M8659;EEII;TS;0D0232;TS;0D0529;O;2
M8659;EEII;TS;0D0530;TS;0D0232;O;179
M8659;EEII;TS;0D0526;TS;0D0228;O;33
M8659;EEII;TS;0D0302;TS;0D0228;O;390
M8659;EEII;TS;0D0530;TS;0D0302;O;136
M8659;EEII;VP;013320;VP;013318;O;2369
M8659;EEII;MR;014324;MR;015238;O;124
M8659;EEII;TS;0D0528;TS;0D0302;O;11
M8659;EEII;TS;0D0527;TS;0D0229;O;2
M8659;EEII;SG;014308;SG;014325;O;429
M8659;EEII;SG;014325;MR;014324;V;2
M8659;EEII;VP;013319;MR;014324;V;2
M8659;EEII;TS;0D0530;TS;0D0528;O;30
M8659;EEII;VP;013320;MR;014324;V;12
M8659;EEII;SG;014308;MR;014324;V;16
M8659;EEII;RP;000180;MR;014324;V;111
M8659;EEII;SG;014325;SG;015326;O;279
M8659;EEII;VP;013318;VP;013319;O;1703
M8659;EEII;VP;013319;SG;014308;V;303
M8659;EEII;VP;013318;MR;014324;V;18
U10519;SSNA;SI;S16020;SI;S18023;O;1
U10519;SSNA;MD;SD0036;MD;SD0N34;O;1
U10519;SSNA;DP;PD0046;DP;PD0A45;O;1
U10519;SSNA;ST;S16021;ST;S18920;O;2
U10519;SSNA;MD;SD0035;MD;SD0E34;O;3
U10519;SSNA;MD;SD0035;MD;SD0036;O;3
U10520;SSNA;MD;SD0E33;MD;SD0035;O;3
U10520;SSNA;MD;SD0E34;MD;SD0035;O;1
U10520;SSNA;LA;A14005;LT;T14007;V;1
U10520;SSNA;MD;SD0E33;MD;SD0N33;O;2
U10520;SSNA;MD;SD0E33;MD;SD0E34;O;1
U10520;SSNA;MD;SD0035;MD;SD0036;O;3
U10520;SSNA;DP;PD0046;DP;PD0A45;O;1
U10520;SSNA;MD;SD0036;MD;SD0035;O;1
U10520;SSNA;MD;SD0N34;MD;SD0036;O;1
AG9847;AGFI;DR;0D0DIP;3A;040F01;V;1
AG9847;AGFI;2A;032F02;3A;040F01;V;88
AG9847;AGFI;3A;040F01;3A;041F02;O;408
AG9847;AGFI;2A;035F04;2A;035F05;O;835
AG9847;AGFI;1A;023F01;1A;024F02;O;15
AG9847;AGFI;DR;0D0DIP;3A;041F02;V;2
AG9847;AGFI;2A;034F03;2A;035F04;O;3110
AG9847;AGFI;D2;0D0079;D1;0D0077;V;1
AG9847;AGFI;DR;0D0DIP;3A;044F06;V;13
AG9847;AGFI;2A;035F05;2A;035F06;O;35
AG9847;AGFI;2A;030F01;3A;040F01;V;2
AG9847;AGFI;2A;035F05;3A;040F01;V;638
AG9847;AGFI;DR;0D0DIP;3A;042F03;V;3
AG9847;AGFI;2A;035F04;3A;040F01;V;985
AG9847;AGFI;2A;035F06;3A;040F01;V;21
AG9847;AGFI;2A;034F03;3A;040F01;V;215
AG9847;AGFI;3A;041F02;3A;042F03;O;470
AG9847;AGFI;2A;030F01;2A;032F02;O;361
AG9847;AGFI;3A;042F03;DR;0D0DIP;V;13
AG9847;AGFI;3A;044F05;3A;044F06;O;46
AG9847;AGFI;2A;032F02;2A;034F03;O;398
AG9847;AGFI;3A;041F02;DR;0D0DIP;V;9
AG9847;AGFI;3A;044F06;DR;0D0DIP;V;1
AG9847;AGFI;3A;043F04;3A;044F05;O;370
AG9847;AGFI;DR;0D0DIP;3A;043F04;V;8
AG9847;AGFI;DR;0D0DIP;3A;044F05;V;12
AG9847;AGFI;3A;042F03;3A;043F04;O;101
AG9847;AGFI;3A;044F05;DR;0D0DIP;V;21
AG9847;AGFI;3A;043F04;DR;0D0DIP;V;16
U10516;SSNA;MD;SD0E34;MD;SD0035;O;4
U10516;SSNA;MD;SD0E34;MD;SD0N34;O;1
U10516;SSNA;MD;SD0E33;MD;SD0035;O;3
U10516;SSNA;MD;SD0035;MD;SD0E34;O;1
U10516;SSNA;MD;SD0035;MD;SD0036;O;6
U10516;SSNA;MD;SD0597;MD;SD0035;O;2
U10516;SSNA;MD;SD0597;MD;SD0E34;O;1
U10516;SSNA;MD;SD0036;MD;SD0035;O;1
Q9145;PRUN;PR;0D0169;PR;0D0175;O;3
Q9145;PRUN;RI;0D0177;RI;0D0176;O;1
Q9145;PRUN;RI;0D0178;RI;0D0177;O;19
U10510;SSNA;MD;SD0036;MD;SD0035;O;4
U10510;SSNA;DA;AD0032;DA;AD0S31;O;1
U10510;SSNA;MD;SD0N33;MD;SD0E33;O;1
U10510;SSNA;DS;SD0E15;DS;SD0A15;O;2
U10510;SSNA;SI;S16020;SI;S18023;O;1
U10510;SSNA;MD;SD0E34;MD;SD0E33;O;2
U10510;SSNA;MD;SD0035;MD;SD0036;O;84
U10510;SSNA;LA;A16028;LT;T16026;V;1
U10510;SSNA;MD;SD0035;MD;SD0E34;O;36
U10510;SSNA;MD;SD0E34;MD;SD0N34;O;5
U10510;SSNA;MD;SD0035;MV;SD0A73;V;1
U10510;SSNA;DS;SD0A38;DS;SD0E38;O;7
U10510;SSNA;SF;S18922;SV;S18921;V;1
U10510;SSNA;MD;SD0N33;MD;SD0N34;O;1
U10510;SSNA;MD;SD0036;MD;SD0N34;O;6
U10510;SSNA;SI;S16020;LA;A16028;V;1
