ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
C3162;RALN;CB;034000;C99;0;1
C2125;RALN;CB;034000;C03;0;1
C2580;RALN;CB;034000;C99;0;1
C1128;RALN;CB;034000;C01;0;1
C3728;RALN;CB;034000;C03;0;1
IP10513;RALN;CB;034000;C01;1;0
C6650;RALN;CB;034000;C99;1;0
C7877;RALN;CB;034000;C03;2;0
P9031;RALN;CB;034000;C99;0;1
C1386;RALN;CB;034000;C17;0;2
C7479;RALN;CB;034000;C99;1;0
C1173;RALN;CB;034000;C03;1;0
C2031;RALN;CB;034000;C19;0;1
C6789;RALN;CB;034000;C03;0;1
C910;RALN;CB;034000;C99;1;0
C5155;RALN;CB;034000;C03;0;1
C6936;RALN;CB;034000;C03;1;0
C5856;RALN;CB;034000;C99;1;0
C7143;RALN;CB;034000;C18;1;0
C2072;RALN;CB;034000;C01;5;3
C3940;RALN;CB;034000;C03;0;1
N10927;RALN;CB;034000;C18;0;1
C7255;RALN;CB;034000;C03;1;0
C7938;RALN;CB;034000;C01;0;1
C965;RALN;CB;034000;C01;1;0
R9200;RALN;CB;034000;C03;0;1
C511;RALN;CB;034000;C25;0;1
C3593;RALN;CB;034000;C18;0;1
C5025;RALN;CB;034000;C99;1;0
C6638;RALN;CB;034000;C01;0;1
C6770;RALN;CB;034000;C99;1;0
R9200;RALN;CB;034000;C99;1;0
R9196;RALN;CB;034000;C99;0;3
R9200;RALN;CB;034000;C25;1;0
C3769;RALN;CB;034000;C03;0;1
IP11839;RALN;CB;034000;C99;0;1
C1811;RALN;CB;034000;C03;2;0
C2569;RALN;CB;034000;C17;0;10
C4824;RALN;CB;034000;C01;1;0
C3770;RALN;CB;034000;C99;2;2
C8194;RALN;CB;034000;C99;1;0
C2072;RALN;CB;034000;C03;4;0
C7953;RALN;CB;034000;C99;1;0
C4202;RALN;CB;034000;C03;1;0
V9785;RALN;CB;034000;C01;1;0
C3659;RALN;CB;034000;C03;0;1
C1095;RALN;CB;034000;C03;0;1
C3639;RALN;CB;034000;C18;1;0
C3934;RALN;CB;034000;C18;0;1
P9034;RALN;CB;034000;C99;1;0
C4712;RALN;CB;034000;C18;1;0
IP10121;RALN;CB;034000;C03;0;1
R9196;RALN;CB;034000;C01;1;1
C5961;RALN;CB;034000;C01;1;0
IP10920;RALN;CB;034000;C01;0;1
P9074;RALN;CB;034000;C03;2;0
C5906;RALN;CB;034000;C03;0;1
C1264;RALN;CB;034000;C99;1;0
C6915;RALN;CB;034000;C99;1;0
C5945;RALN;CB;034000;C01;0;1
C7484;RALN;CB;034000;C03;0;1
C3516;RALN;CB;034000;C18;0;1
C1278;RALN;CB;034000;C03;1;0
C7062;RALN;CB;034000;C17;0;17
C5541;RALN;CB;034000;C01;1;0
C3033;RALN;CB;034000;C03;0;1
C5916;RALN;CB;034000;C03;1;0
C4975;RALN;CB;034000;C99;0;1
C5914;RALN;CB;034000;C99;0;1
C5560;RALN;CB;034000;C01;0;1
C1264;RALN;CB;034000;C01;1;0
C2401;RALN;CB;034000;C99;1;0
C6075;RALN;CB;034000;C99;3;0
C7093;RALN;CB;034000;C99;1;0
C792;RALN;CB;034000;C03;1;0
C7349;RALN;CB;034000;C01;2;0
C5713;RALN;CB;034000;C01;1;0
C7349;RALN;CB;034000;C03;0;1
C7895;RALN;CB;034000;C99;1;0
C5513;RALN;CB;034000;C99;0;1
R9192;RALN;CB;034000;C03;1;0
C5843;RALN;CB;034000;C01;1;0
C6659;RALN;CB;034000;C01;1;0
CS11944;RALN;CB;034000;C99;1;0
C1966;RALN;CB;034000;C03;1;0
C2101;RALN;CB;034000;C01;0;1
N10218;RALN;CB;034000;C18;0;1
C1430;RALN;CB;034000;C03;1;0
C5112;RALN;CB;034000;C03;1;0
C2565;RALN;CB;034000;C18;0;1
C5914;RALN;CB;034000;C01;0;1
C5112;RALN;CB;034000;C21;1;0
C585;RALN;CB;034000;C99;0;2
C7631;RALN;CB;034000;C01;0;1
C1278;RALN;CB;034000;C01;1;0
R9190;RALN;CB;034000;C99;2;0
C5596;RALN;CB;034000;C03;1;0
R9190;RALN;CB;034000;C03;0;1
P9100;RALN;CB;034000;C01;0;2
C4328;RALN;CB;034000;C19;1;0
IP10120;RALN;CB;034000;C03;0;1
C4618;RALN;CB;034000;C01;1;0
C1279;RALN;CB;034000;C01;1;0
C1041;RALN;CB;034000;C99;0;1
C8154;RALN;CB;034000;C01;1;1
C2475;RALN;CB;034000;C03;1;0
C7802;RALN;CB;034000;C03;0;1
P9098;RALN;CB;034000;C03;4;1
C6798;RALN;CB;034000;C01;1;0
C3603;RALN;CB;034000;C17;2;0
IP10664;RALN;CB;034000;C18;0;1
C2404;RALN;CB;034000;C01;1;0
C1124;RALN;CB;034000;C99;1;0
C2525;RALN;CB;034000;C01;0;1
R9190;RALN;CB;034000;C01;4;0
C7227;RALN;CB;034000;C99;1;0
CS9934;RALN;CB;034000;C18;0;3
C1608;RALN;CB;034000;C99;1;0
C5634;RALN;CB;034000;C01;1;0
C213;RALN;CB;034000;C01;1;0
C6483;RALN;CB;034000;C99;1;0
C3333;RALN;CB;034000;C99;0;1
C7824;RALN;CB;034000;C03;0;1
N10921;RALN;CB;034000;C18;0;1
ER10171;RALN;CB;034000;C99;1;1
C4348;RALN;CB;034000;C99;1;0
C3591;RALN;CB;034000;C03;0;1
C3591;RALN;CB;034000;C99;1;0
C5453;RALN;CB;034000;C99;1;0
C430;RALN;CB;034000;C01;0;1
C4274;RALN;CB;034000;C01;2;0
C3522;RALN;CB;034000;C99;1;2
C4274;RALN;CB;034000;C03;1;0
C2244;RALN;CB;034000;C03;0;1
C7824;RALN;CB;034000;C18;1;2
C353;RALN;CB;034000;C99;1;0
IP10696;RALN;CB;034000;C03;0;1
C2274;RALN;CB;034000;C03;0;1
IP10123;RALN;CB;034000;C03;0;1
IP10522;RALN;CB;034000;C03;0;1
R9193;RALN;CB;034000;C01;2;1
C6345;RALN;CB;034000;C01;1;0
R9193;RALN;CB;034000;C21;0;1
C5170;RALN;CB;034000;C01;6;3
C7995;RALN;CB;034000;C01;0;1
P9032;RALN;CB;034000;C01;0;1
C508;RALN;CB;034000;C01;1;0
C5170;RALN;CB;034000;C03;1;7
R9193;RALN;CB;034000;C03;0;1
C7400;RALN;CB;034000;C99;1;1
P9054;RALN;CB;034000;C01;1;0
P9101;RALN;CB;034000;C03;1;0
C5170;RALN;CB;034000;C99;1;0
R9209;RALN;CB;034000;C99;1;0
C2274;RALN;CB;034000;C18;1;0
C3569;RALN;CB;034000;C03;1;0
P9037;RALN;CB;034000;C03;1;0
C3672;RALN;CB;034000;C03;0;1
C4637;RALN;CB;034000;C01;1;0
C963;RALN;CB;034000;C99;0;1
P9104;RALN;CB;034000;C01;1;0
C7120;RALN;CB;034000;C01;1;0
P9101;RALN;CB;034000;C01;1;0
C1759;RALN;CB;034000;C03;0;1
C7989;RALN;CB;034000;C03;1;0
C6110;RALN;CB;034000;C03;1;0
R9193;RALN;CB;034000;C99;1;0
C5337;RALN;CB;032000;C03;0;1
R9193;RALN;CB;032000;C01;0;1
P9075;RALN;CB;032000;C21;1;0
C4000;RALN;CB;032000;C01;1;0
CS9917;RALN;CB;032000;C03;0;1
C2251;RALN;CB;032000;C01;1;0
C2686;RALN;CB;032000;C19;1;0
R9193;RALN;CB;032000;C03;0;1
C7562;RALN;CB;032000;C01;0;1
C4347;RALN;CB;032000;C03;0;1
C5226;RALN;CB;032000;C99;0;1
P9113;RALN;CB;032000;C03;1;0
IP10920;RALN;CB;032000;C99;0;2
C5170;RALN;CB;032000;C03;2;4
C3721;RALN;CB;032000;C18;1;0
C3489;RALN;CB;032000;C01;1;0
C6408;RALN;CB;032000;C17;2;0
C2244;RALN;CB;032000;C99;1;0
C10363;RALN;CB;032000;C01;0;1
C4101;RALN;CB;032000;C01;1;0
C5772;RALN;CB;032000;C03;1;0
C7516;RALN;CB;032000;C03;0;1
C7882;RALN;CB;032000;C03;1;0
R9201;RALN;CB;032000;C03;1;1
C4224;RALN;CB;032000;C01;1;0
R9201;RALN;CB;032000;C01;1;0
C1215;RALN;CB;032000;C03;1;0
C3770;RALN;CB;032000;C03;0;1
C3770;RALN;CB;032000;C99;2;6
C5170;RALN;CB;032000;C01;4;3
C4274;RALN;CB;032000;C01;0;2
C6895;RALN;CB;032000;C99;1;0
C4274;RALN;CB;032000;C99;0;1
P9113;RALN;CB;032000;C99;0;1
R9199;RALN;CB;032000;C01;1;0
R9201;RALN;CB;032000;C99;1;0
C4779;RALN;CB;032000;C03;0;1
P9044;RALN;CB;032000;C01;1;0
N10921;RALN;CB;032000;C18;0;1
C4910;RALN;CB;032000;C21;1;0
C579;RALN;CB;032000;C99;1;0
C7929;RALN;CB;032000;C01;0;1
C1870;RALN;CB;032000;C99;1;0
C5215;RALN;CB;032000;C99;1;0
C2002;RALN;CB;032000;C99;1;0
C3063;RALN;CB;032000;C01;1;0
P10506;RALN;CB;032000;C03;0;1
C7068;RALN;CB;032000;C99;1;0
IP10194;RALN;CB;032000;C01;0;1
C6876;RALN;CB;032000;C99;0;1
C7120;RALN;CB;032000;C01;1;0
C2033;RALN;CB;032000;C01;1;0
C6345;RALN;CB;032000;C99;1;0
C250;RALN;CB;032000;C01;1;0
C4308;RALN;CB;032000;C01;2;6
C4308;RALN;CB;032000;C99;1;2
C7396;RALN;CB;032000;C99;1;0
C1386;RALN;CB;032000;C17;0;1
C6152;RALN;CB;032000;C03;1;0
C1610;RALN;CB;032000;C99;1;0
C3079;RALN;CB;032000;C03;0;1
C4110;RALN;CB;032000;C01;0;1
C3974;RALN;CB;032000;C03;1;0
C4308;RALN;CB;032000;C18;0;2
C2294;RALN;CB;032000;C03;1;0
C6020;RALN;CB;032000;C03;1;0
C8007;RALN;CB;032000;C18;1;0
P9098;RALN;CB;032000;C01;2;0
C2500;RALN;CB;032000;C01;0;1
R9193;RALN;CB;032000;C99;1;0
C2580;RALN;CB;032000;C99;1;0
C4533;RALN;CB;032000;C03;0;1
C5116;RALN;CB;032000;C03;1;0
IP10513;RALN;CB;032000;C18;0;1
C972;RALN;CB;032000;C01;0;1
C6687;RALN;CB;032000;C03;1;0
C4308;RALN;CB;032000;C03;0;14
C910;RALN;CB;032000;C03;0;1
CS10311;RALN;CB;032000;C99;1;0
C2690;RALN;CB;032000;C03;0;1
V9767;RALN;CB;032000;C03;0;1
C7330;RALN;CB;032000;C18;1;0
UC10589;RALN;CB;032000;C18;1;0
C4108;RALN;CB;032000;C01;2;0
R9813;RALN;CB;032000;C21;0;1
ES10898;RALN;CB;032000;C99;1;0
C1028;RALN;CB;032000;C03;0;1
C2690;RALN;CB;032000;C99;1;0
C5263;RALN;CB;032000;C03;0;1
C4348;RALN;CB;032000;C03;1;0
P9127;RALN;CB;032000;C99;1;0
P9053;RALN;CB;032000;C99;0;1
P9033;RALN;CB;032000;C25;1;0
C1811;RALN;CB;032000;C99;1;0
P9053;RALN;CB;032000;C01;1;0
C649;RALN;CB;032000;C01;1;0
C5741;RALN;CB;032000;C01;1;0
C1520;RALN;CB;032000;C99;0;1
C4188;RALN;CB;032000;C01;1;0
P9105;RALN;CB;032000;C99;1;0
R9813;RALN;CB;032000;C99;1;0
C1665;RALN;CB;032000;C99;1;0
C582;RALN;CB;032000;C03;0;2
C3314;RALN;CB;032000;C01;0;1
C5961;RALN;CB;032000;C99;0;1
C4247;RALN;CB;032000;C18;1;0
C1709;RALN;CB;032000;C03;0;1
C3333;RALN;CB;032000;C21;1;0
C3333;RALN;CB;032000;C99;0;1
P9105;RALN;CB;032000;C01;1;0
C3667;RALN;CB;032000;C99;0;1
C4188;RALN;CB;032000;C03;1;0
ER11809;RALN;CB;032000;C03;1;0
N10218;RALN;CB;032000;C18;0;1
C3788;RALN;CB;032000;C01;1;0
V9765;RALN;CB;032000;C03;1;0
C3395;RALN;CB;032000;C01;1;0
C7824;RALN;CB;032000;C18;1;1
P9052;RALN;CB;032000;C01;4;0
C7789;RALN;CB;032000;C01;0;1
C963;RALN;CB;032000;C03;0;1
C2351;RALN;CB;032000;C01;1;0
C3005;RALN;CB;032000;C03;0;1
C7760;RALN;CB;032000;C99;1;0
C6110;RALN;CB;032000;C03;2;0
P9094;RALN;CB;032000;C18;1;0
C315;RALN;CB;032000;C03;1;0
C6892;RALN;CB;032000;C03;0;1
C3786;RALN;CB;032000;C01;0;1
C315;RALN;CB;032000;C01;1;0
C4357;RALN;CB;032000;C03;0;2
C3795;RALN;CB;032000;C01;1;0
IP11839;RALN;CB;032000;C03;0;1
C5902;RALN;CB;032000;C01;1;0
C5386;RALN;CB;032000;C03;0;1
C3784;RALN;CB;032000;C03;1;0
C2722;RALN;CB;032000;C03;0;1
C3652;RALN;CB;032000;C99;1;0
C1284;RALN;CB;032000;C99;1;0
C217;RALN;CB;032000;C19;1;0
C7400;RALN;CB;032000;C99;1;0
IP9959;RALN;CB;032000;C99;1;0
C6654;RALN;CB;032000;C01;1;0
C7388;RALN;CB;032000;C99;0;1
C6938;RALN;CB;032000;C03;0;1
C3516;RALN;CB;032000;C18;0;1
C5512;RALN;CB;032000;C03;1;0
C6699;RALN;CB;032000;C18;0;1
C6219;RALN;CB;032000;C18;1;0
C5249;RALN;CB;032000;C01;1;0
C6938;RALN;CB;032000;C99;1;0
IP10690;RALN;CB;032000;C03;0;1
P9063;RALN;CB;032000;C99;1;0
C7096;RALN;CB;032000;C03;1;0
C2293;RALN;CB;032000;C99;1;0
C4898;RALN;CB;032000;C18;4;0
C7096;RALN;CB;032000;C01;0;1
C7605;RALN;CB;032000;C99;1;0
P9080;RALN;CB;032000;C03;1;0
C2555;RALN;CB;032000;C03;1;0
C7062;RALN;CB;032000;C17;0;3
P9071;RALN;CB;032000;C03;1;0
C6902;RALN;CB;032000;C99;0;1
CS10052;RALN;CB;032000;C03;0;1
C1510;RALN;CB;032000;C99;0;1
C4302;RALN;CB;032000;C18;0;1
C8293;RALN;CB;032000;C01;1;0
C2309;RALN;CB;032000;C03;1;0
C7512;RALN;CB;032000;C99;1;0
C7312;RALN;CB;032000;C03;0;1
C7850;RALN;CB;032000;C03;0;1
C5467;RALN;CB;032000;C99;1;0
C3374;RALN;CB;032000;C01;1;0
C7844;RALN;CB;032000;C99;1;0
IP10658;RALN;CB;032000;C99;0;1
C5971;RALN;CB;032000;C01;1;0
V9747;RALN;CB;032000;C01;1;0
C1647;RALN;CB;032000;C03;1;0
C8205;RALN;CB;032000;C18;1;0
P9107;RALN;CB;032000;C03;1;0
C5761;RALN;CB;032000;C03;1;1
N9018;RALN;CB;032000;C03;1;0
C2670;RALN;CB;032000;C01;1;0
C2023;RALN;CB;032000;C99;0;1
P9080;RALN;CA;0A5000;C01;1;0
C5204;RALN;CA;0A5000;C25;1;0
C1789;RALN;CA;0A5000;C01;3;0
C2353;RALN;CA;0A5000;C03;1;0
C5099;RALN;CA;0A5000;C99;1;0
C1712;RALN;CA;0A5000;C01;1;0
C696;RALN;CA;0A5000;C01;1;0
P9098;RALN;CA;0A5000;C01;1;0
C2806;RALN;CA;0A5000;C03;1;0
C3215;RALN;CA;0A5000;C03;0;1
C7973;RALN;CA;0A5000;C03;0;1
C5165;RALN;CA;0A5000;C03;1;0
C1616;RALN;CA;0A5000;C01;1;0
C3324;RALN;CA;0A5000;C03;1;0
C2695;RALN;CA;0A5000;C18;0;1
C6317;RALN;CA;0A5000;C01;1;0
C662;RALN;CA;0A5000;C99;1;0
C3468;RALN;CA;0A5000;C03;1;0
C3667;RALN;CA;0A5000;C99;1;0
C7776;RALN;CA;0A5000;C01;1;0
C6581;RALN;CA;0A5000;C03;0;1
C4877;RALN;CA;0A5000;C03;1;0
C4248;RALN;CA;0A5000;C99;1;0
C5616;RALN;CA;0A5000;C99;1;0
C6647;RALN;CA;0A5000;C99;0;1
C5950;RALN;CA;0A5000;C03;0;1
C3333;RALN;CA;0A5000;C99;2;1
C8155;RALN;CA;0A5000;C18;0;1
C250;RALN;CA;0A5000;C03;1;0
C3187;RALN;CA;0A5000;C01;1;0
C5535;RALN;CA;0A5000;C03;0;1
C7987;RALN;CA;0A5000;C17;1;0
C250;RALN;CA;0A5000;C99;1;0
C1597;RALN;CA;0A5000;C03;1;0
C6940;RALN;CA;0A5000;C99;0;1
C3042;RALN;CA;0A5000;C03;2;0
C5170;RALN;CA;0A5000;C03;0;1
C1264;RALN;CA;0A5000;C01;3;1
C1278;RALN;CA;0A5000;C99;1;0
C7140;RALN;CA;0A5000;C01;1;0
R9191;RALN;CA;0A5000;C99;1;0
C7574;RALN;CA;0A5000;C01;1;0
C615;RALN;CA;0A5000;C01;0;1
C2500;RALN;CA;0A5000;C01;0;1
C7574;RALN;CA;0A5000;C25;1;0
C344;RALN;CA;0A5000;C01;2;1
C2008;RALN;CA;0A5000;C99;1;0
C7857;RALN;CA;0A5000;C18;0;1
C3673;RALN;CA;0A5000;C99;1;0
C1264;RALN;CA;0A5000;C99;1;0
C3211;RALN;CA;0A5000;C01;1;0
C6765;RALN;CA;0A5000;C01;1;0
C3030;RALN;CA;0A5000;C01;1;0
C3425;RALN;CA;0A5000;C01;1;0
C1872;RALN;CA;0A5000;C03;1;0
P9050;RALN;CA;0A5000;C03;1;0
C6938;RALN;CA;0A5000;C03;1;0
C5676;RALN;CA;0A5000;C99;1;0
C5449;RALN;CA;0A5000;C99;1;0
C1770;RALN;CA;0A5000;C01;1;0
V9753;RALN;CA;0A5000;C01;1;0
C3480;RALN;CA;0A5000;C03;1;0
C3218;RALN;CA;0A5000;C03;0;1
C6940;RALN;CA;0A5000;C01;1;1
C2351;RALN;CA;0A5000;C03;1;0
C1085;RALN;CA;0A5000;C01;1;0
C1837;RALN;CA;0A5000;C03;1;0
C2258;RALN;CA;0A5000;C01;1;0
C8010;RALN;CA;0A5000;C03;0;1
C5841;RALN;CA;0A5000;C01;1;0
C2731;RALN;CA;0A5000;C03;0;1
R9192;RALN;CA;0A5000;C03;1;0
C344;RALN;CA;0A5000;C03;1;0
C345;RALN;CA;0A5000;C01;0;1
C5131;RALN;CA;0A5000;C99;1;1
C344;RALN;CA;0A5000;C99;1;0
C5131;RALN;CA;0A5000;C03;0;1
C5634;RALN;CA;0A5000;C01;1;0
C5794;RALN;CA;0A5000;C03;0;1
C3486;RALN;CA;0A5000;C03;0;1
C3490;RALN;CA;0A5000;C01;1;0
C6452;RALN;CA;0A5000;C01;0;1
C626;RALN;CA;0A5000;C01;1;0
C5832;RALN;CA;0A5000;C99;1;0
C7344;RALN;CA;0A5000;C01;1;1
C222;RALN;CA;0A5000;C01;1;1
C6703;RALN;CA;0A5000;C01;1;0
C2073;RALN;CA;0A5000;C01;1;1
C5732;RALN;CA;0A5000;C99;3;0
C4910;RALN;CA;0A5000;C03;0;1
P9075;RALN;CA;0A5000;C99;1;0
C7647;RALN;CA;0A5000;C03;1;0
C4803;RALN;CA;0A5000;C25;1;0
C4071;RALN;CA;0A5000;C01;1;0
C4071;RALN;CA;0A5000;C03;1;0
C7571;RALN;CA;0A5000;C01;1;0
C4803;RALN;CA;0A5000;C03;0;1
P9055;RALN;CA;0A5000;C03;0;1
C5329;RALN;CA;0A5000;C03;1;0
C4194;RALN;CA;0A5000;C01;3;0
C2309;RALN;CA;0A5000;C99;1;0
C4274;RALN;CA;0A5000;C99;3;0
V9751;RALN;CA;0A5000;C99;0;1
P9093;RALN;CA;0A5000;C03;0;2
C2097;RALN;CA;0A5000;C03;0;1
C4274;RALN;CA;0A5000;C01;8;4
C575;RALN;CA;0A5000;C99;0;1
C3973;RALN;CA;0A5000;C01;1;0
C4274;RALN;CA;0A5000;C03;2;0
P9093;RALN;CA;0A5000;C01;0;1
C5253;RALN;CA;0A5000;C03;1;0
C5917;RALN;CA;0A5000;C99;1;0
C5740;RALN;CA;0A5000;C25;0;1
C7988;RALN;CA;0A5000;C01;1;0
C6781;RALN;CA;0A5000;C01;1;0
C7056;RALN;CA;0A5000;C01;2;0
C6452;RALN;CA;0A5000;C99;1;0
C375;RALN;CA;0A5000;C01;1;0
C963;RALN;CA;0A5000;C99;1;0
C5732;RALN;CA;0A5000;C01;0;1
P9093;RALN;CA;0A5000;C99;1;0
C5616;RALN;CA;0A5000;C01;1;0
C4227;RALN;CA;0A5000;C01;1;0
C5873;RALN;CA;0A5000;C01;2;0
C2724;RALN;CA;0A5000;C03;0;1
C4187;RALN;CA;0A5000;C03;0;1
C5924;RALN;CA;0A5000;C01;1;1
C4268;RALN;CA;0A5000;C99;1;0
C5153;RALN;CA;0A5000;C01;1;0
C6637;RALN;CA;0A5000;C01;1;0
C3399;RALN;CA;0A5000;C03;1;0
C4308;RALN;CA;0A5000;C01;0;3
C3768;RALN;CA;0A5000;C99;1;0
C6796;RALN;CA;0A5000;C99;1;0
C4124;RALN;CA;0A5000;C01;1;0
C4727;RALN;CA;0A5000;C01;1;0
C6076;RALN;CA;0A5000;C01;1;0
C730;RALN;CA;0A5000;C03;0;1
C5924;RALN;CA;0A5000;C03;1;0
C5917;RALN;CA;0A5000;C01;1;1
C730;RALN;CA;0A5000;C01;2;0
C4308;RALN;CA;0A5000;C99;0;1
C963;RALN;CA;0A5000;C03;1;0
C6904;RALN;CA;0A5000;C01;1;0
P9036;RALN;CA;0A5000;C01;1;0
P9047;RALN;CA;0A5000;C99;0;1
P9115;RALN;CA;0A5000;C25;1;0
C2077;RALN;CA;0A5000;C99;1;0
C3620;RALN;CA;0A5000;C03;1;0
C5420;RALN;CA;0A5000;C01;1;0
C5234;RALN;CA;0A5000;C03;1;0
C5426;RALN;CA;0A5000;C01;1;0
C5724;RALN;CA;0A5000;C25;1;0
C7410;RALN;CA;0A5000;C01;1;0
C5590;RALN;CA;0A5000;C01;1;0
C4308;RALN;CA;0A5000;C03;0;5
C5924;RALN;CA;0A5000;C99;1;0
C257;RALN;CA;0A5000;C01;1;1
C7484;RALN;CA;0A5000;C03;1;0
C7575;RALN;CA;0A5000;C03;1;0
C6640;RALN;CA;0A5000;C01;0;1
C6665;RALN;CA;0A5000;C99;0;1
C4054;RALN;CA;0A5000;C01;0;1
C2848;RALN;CA;0A5000;C01;1;0
C3746;RALN;CA;0A5000;C99;1;0
C3065;RALN;CA;0A5000;C01;1;1
C6951;RALN;CA;0A5000;C25;1;0
C5170;RALN;CA;0A5000;C01;1;0
C5685;RALN;CA;0A5000;C01;1;0
C5505;RALN;CA;0A5000;C99;1;0
C3065;RALN;CA;0A5000;C03;1;0
C6826;RALN;CA;0A5000;C99;1;0
C5707;RALN;CA;0A5000;C03;1;0
R9202;RALN;CA;0A5000;C03;1;0
C1889;RALN;CA;0A5000;C99;2;0
C7516;RALN;CA;0A5000;C03;1;0
C1485;RALN;CA;0A5000;C01;1;0
C2807;RALN;CA;0A5000;C99;1;0
C487;RALN;CA;0A5000;C03;1;0
C5929;RALN;CA;0A5000;C01;0;1
C5023;RALN;CA;0A5000;C03;1;0
C1641;RALN;CA;0A5000;C99;1;0
C4877;RALN;CA;0A5000;C99;1;0
V9776;RALN;CA;0A5000;C01;1;0
C2958;RALN;CA;0A5000;C01;1;0
C8004;RALN;CA;0A5000;C03;0;1
C4242;RALN;CA;0A5000;C99;0;1
C6865;RALN;CA;0A5000;C01;1;0
C5994;RALN;CA;0A5000;C01;1;0
C4442;RALN;CA;0A5000;C01;1;0
C630;RALN;CA;0A5000;C01;0;1
C2072;RALN;CA;0A5000;C01;5;0
C6729;RALN;CA;0A5000;C01;1;0
C3382;RALN;CA;0A5000;C01;0;1
C4776;RALN;CA;0A5000;C99;1;0
C2076;RALN;CA;0A5000;C01;1;0
C4233;RALN;CA;0A5000;C01;1;0
C747;RALN;CA;0A5000;C01;2;0
C7978;RALN;CA;0A5000;C17;2;0
C6751;RALN;CA;0A5000;C03;1;0
C747;RALN;CA;0A5000;C99;1;0
C658;RALN;CA;0A5000;C01;4;0
C8034;RALN;CA;0A5000;C99;1;0
R9202;RALN;CA;0A5000;C01;3;0
C747;RALN;CA;0A5000;C03;1;0
C2703;RALN;CA;0A5000;C01;1;0
