ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE
U10903;SSNA;ME;SI;0;0;248;155;233;139
U10903;SSNA;ME;ST;0;0;36;13;67;15
U10903;SSNA;ME;LT;0;0;69;3;106;7
U10903;SSNA;ME;DP;0;0;1;0;1;0
U10903;SSNA;ME;DS;0;0;5;6;7;17
P9052;RALN;ND;CC;0;0;36;6;39;3
P9052;RALN;ND;CB;0;0;4;0;65;0
P9052;RALN;ND;CD;0;0;6;0;6;0
C7966;RALN;ND;CD;0;1;0;0;0;0
LS12066;LS13;NF;LI;0;0;0;0;5;0
K8643;SSNA;ME;MD;0;0;14;7;14;7
K8643;SSNA;ME;ST;0;0;3;6;3;6
K8643;SSNA;ME;LP;0;0;12;12;12;12
K8643;SSNA;ME;DS;0;0;1;2;1;2
C3214;RALN;ND;CC;0;0;1;0;0;1
UC9993;RALN;ND;CD;0;0;1;2;1;2
UC9993;RALN;ND;CC;0;0;5;7;5;7
C3212;PRBZ;NF;CB;0;0;0;0;3;0
C643;RALN;ND;CC;0;0;0;0;1;0
Q9148;UNIV;ND;CB;0;0;1;0;0;0
Q9148;UNIV;ND;CD;2;6;2;7;1;2
Q9148;UNIV;ND;CE;0;1;0;0;0;0
Q9148;UNIV;ND;CC;3;2;3;10;0;0
C4112;PRBZ;NF;CC;0;0;0;0;1;0
C1003;RALN;ND;CC;0;0;6;4;6;1
C1003;RALN;ND;CD;0;0;1;0;1;0
C1003;RALN;ND;CB;0;0;0;2;0;0
C1177;PRBZ;NF;CA;0;0;11;7;9;0
C1177;PRBZ;NF;CC;0;0;4;1;1;2
C1177;PRBZ;NF;CB;0;0;11;2;7;0
C1177;PRBZ;NF;CD;0;0;2;0;2;0
C4328;RALN;ND;CB;0;0;1;0;0;1
C4328;RALN;ND;CC;0;0;7;0;7;1
C4328;RALN;ND;CA;0;0;2;0;0;0
C4328;RALN;ND;CD;0;0;1;0;0;0
IP10690;RALN;ND;CC;0;0;0;1;0;0
IP10690;RALN;ND;CD;0;0;2;6;0;0
IP10690;RALN;ND;CB;0;0;32;152;0;0
C5873;RALN;ND;CD;0;0;23;0;20;0
C5873;RALN;ND;CA;0;0;3;0;2;0
C5873;RALN;ND;CC;0;0;53;0;55;0
C5873;RALN;ND;CB;0;0;6;0;11;0
C1514;RALN;ND;CD;0;0;0;0;1;1
C1514;RALN;ND;CB;0;0;0;0;0;1
C1514;RALN;ND;CC;0;0;1;1;1;1
IP10696;RALN;ND;CB;0;0;7;54;0;0
C1671;RALN;ND;CC;0;0;13;16;0;0
C1671;RALN;ND;CB;0;0;4;8;0;0
C1671;RALN;ND;CD;0;0;11;8;0;0
C6207;RALN;ND;CC;0;0;0;0;1;0
C6207;RALN;ND;CB;0;0;0;0;5;0
C344;RALN;ND;CD;0;0;1;0;0;0
C344;RALN;ND;CC;0;0;13;2;14;2
C344;RALN;ND;CA;0;0;3;0;7;0
C344;RALN;ND;CB;0;0;7;0;14;0
C7466;RALN;ND;CC;0;0;1;2;0;0
CS147;RALN;ND;CC;0;0;1;2;0;0
CS147;RALN;ND;CD;0;0;0;2;0;0
C3579;RALN;ND;CC;0;0;6;0;2;3
C3579;RALN;ND;CB;0;0;0;0;6;0
P10801;RALN;ND;CB;0;0;3;3;5;1
P10801;RALN;ND;CC;0;0;10;5;24;9
P10801;RALN;ND;CD;0;0;1;0;8;1
C5939;RALN;ND;CC;0;0;9;0;12;0
P9034;RALN;ND;CD;0;0;0;0;1;0
P9034;RALN;ND;CC;0;2;0;0;9;1
P9034;RALN;ND;CB;0;0;0;0;20;0
C1896;RALN;ND;CB;0;0;0;1;2;0
C1896;RALN;ND;CC;0;0;7;2;9;2
C1896;RALN;ND;CD;0;0;2;0;3;4
C963;RALN;ND;CD;29;40;20;33;13;10
C963;RALN;ND;CA;0;0;0;1;0;0
C963;RALN;ND;CB;6;10;93;381;9;4
C963;RALN;ND;CC;20;65;339;336;303;249
IP10633;RALN;ND;CB;0;0;3;21;0;0
IP10633;RALN;ND;CC;0;0;0;1;0;0
C1358;RALN;ND;CB;0;0;0;0;5;0
C1358;RALN;ND;CD;0;0;0;0;1;0
C1358;RALN;ND;CC;0;0;4;1;1;1
U10327;SSNA;ME;ST;0;0;53;86;0;0
U10327;SSNA;ME;SF;0;0;2;11;0;0
U10327;SSNA;ME;LA;0;0;2;1;0;0
U10327;SSNA;ME;LT;0;0;136;95;0;0
U10327;SSNA;ME;SI;0;0;217;552;0;0
R9207;RALN;ND;CC;0;0;0;0;4;3
R9207;RALN;ND;CD;0;0;0;0;2;2
R9207;RALN;ND;CB;0;0;12;2;10;4
C4513;RALN;ND;CD;0;0;2;0;1;0
C4513;RALN;ND;CB;0;0;0;0;1;0
C4513;RALN;ND;CC;0;0;7;2;1;0
C12485;PRTN;NF;CB;0;0;0;0;4;0
C4407;RALN;ND;CC;0;0;2;0;0;0
IP10523;RALN;ND;CA;0;0;0;5;0;0
IP10523;RALN;ND;CB;0;0;22;50;0;0
C7120;RALN;ND;CA;0;0;5;0;0;0
C7120;RALN;ND;CB;0;0;29;9;0;0
C7120;RALN;ND;CC;0;0;87;34;84;34
C7120;RALN;ND;CD;0;0;2;0;0;0
C307;RALN;ND;CC;0;0;14;4;0;0
C307;RALN;ND;CD;0;0;1;0;0;0
U10510;SSNA;ME;SV;0;0;0;0;100;16
U10510;SSNA;ME;LT;0;0;475;231;298;34
U10510;SSNA;ME;DT;0;0;0;0;1;0
U10510;SSNA;ME;ST;0;0;138;122;116;86
U10510;SSNA;ME;LA;0;0;15;4;2;0
U10510;SSNA;ME;MD;0;0;0;0;516;380
U10510;SSNA;ME;SF;0;0;0;8;0;0
U10510;SSNA;ME;MV;0;0;0;0;53;5
U10510;SSNA;ME;DS;0;0;0;0;4;14
U10510;SSNA;ME;SI;0;0;751;1425;445;514
C1965;RALN;ND;CB;0;0;0;0;4;0
C1965;RALN;ND;CC;0;0;5;0;1;0
U9475;SSNA;ME;LT;0;0;166;394;37;12
U9475;SSNA;ME;LA;0;0;1;4;0;0
U9475;SSNA;ME;DS;0;0;0;0;1;11
U9475;SSNA;ME;ST;0;0;74;123;43;57
U9475;SSNA;ME;MD;0;0;163;141;138;117
U9475;SSNA;ME;SI;0;0;334;1061;63;186
C7943;RALN;ND;CC;0;0;2;0;0;0
C7033;RALN;ND;CB;0;0;0;0;4;0
C7033;RALN;ND;CC;0;0;5;2;0;1
C3291;RALN;ND;CB;0;0;0;0;1;0
C3291;RALN;ND;CC;0;0;3;1;2;2
C7360;RALN;ND;CD;0;0;1;0;0;1
C7360;RALN;ND;CC;0;0;5;1;0;0
C6033;RALN;ND;CC;0;0;2;0;0;0
C7550;RALN;ND;CC;0;0;2;1;0;2
C7550;RALN;ND;CD;0;0;1;0;0;0
C3145;RALN;ND;CC;0;0;3;0;0;0
C6023;RALN;ND;CB;0;0;0;0;2;0
C6023;RALN;ND;CA;0;0;0;0;2;0
C6023;RALN;ND;CC;0;0;2;2;1;0
C1779;RALN;ND;CB;0;0;0;0;1;0
C4788;RALN;ND;CB;0;0;0;0;4;1
C4788;RALN;ND;CC;0;0;8;3;2;3
C4788;RALN;ND;CD;0;0;2;0;2;0
Q9144;UNIV;ND;CD;1;1;0;0;0;0
Q9144;UNIV;ND;CC;1;2;0;0;0;0
UC10148;RALN;ND;CD;0;0;0;1;0;0
UC10148;RALN;ND;CC;0;0;7;4;6;4
C601;RALN;ND;CD;0;0;3;2;0;1
C601;RALN;ND;CB;0;0;8;4;19;0
C601;RALN;ND;CA;0;0;1;10;0;0
C601;RALN;ND;CC;0;0;40;55;5;2
C5866;RALN;ND;CC;0;0;1;0;0;1
C5866;RALN;ND;CB;0;0;0;0;0;1
C3628;RALN;ND;CD;0;0;1;0;0;0
C3628;RALN;ND;CC;0;0;5;0;1;1
C5698;RALN;ND;CC;0;0;4;1;0;0
P9073;RALN;ND;CB;0;0;0;0;48;0
P9073;RALN;ND;CD;0;0;1;0;5;1
P9073;RALN;ND;CC;0;0;4;7;2;1
C855;RALN;ND;CB;0;0;0;0;1;0
C855;RALN;ND;CC;0;0;0;0;1;1
U9472;SSNA;ME;DS;0;0;3;6;3;6
U9472;SSNA;ME;MD;0;0;84;101;63;57
U9472;SSNA;ME;ST;0;0;29;9;32;10
U9472;SSNA;ME;LT;0;1;24;3;23;0
U9472;SSNA;ME;SI;0;0;46;264;41;167
C5663;RALN;ND;CB;0;0;1;0;0;0
C5663;RALN;ND;CC;0;0;1;1;0;0
C6605;RALN;ND;CB;0;0;2;16;4;0
C6605;RALN;ND;CD;0;0;0;0;1;0
C6605;RALN;ND;CC;0;0;5;3;5;0
C3036;RALN;ND;CC;0;0;4;1;0;0
C3036;RALN;ND;CB;0;0;0;1;0;0
C1154;REVA;SC;CB;0;0;0;0;2;0
C1154;REVA;SC;CC;0;0;0;0;1;0
C2225;RALN;ND;CC;0;0;0;0;2;0
C2225;RALN;ND;CD;0;0;0;0;1;1
C1930;RALN;ND;CC;0;0;0;0;1;0
C1930;RALN;ND;CB;0;0;0;0;3;1
C3771;RALN;ND;CD;0;0;1;0;0;0
C3593;RALN;ND;CC;0;0;1;4;0;0
C3593;RALN;ND;CB;1;0;0;0;0;0
C1614;RALN;ND;CC;0;0;1;0;0;0
C1614;RALN;ND;CD;0;0;2;0;0;0
C6503;RALN;ND;CC;0;0;0;0;2;0
C6503;RALN;ND;CB;0;0;0;0;4;0
C1497;RALN;ND;CC;0;0;0;0;1;2
C1497;RALN;ND;CB;0;0;0;0;2;0
V9770;RALN;ND;CB;0;2;0;0;0;0
IP10444;RALN;ND;CB;0;0;0;9;0;0
C12829;RALN;ND;CD;0;0;0;1;0;0
C12829;RALN;ND;CC;0;0;0;1;1;0
C2541;RALN;ND;CC;0;0;6;2;1;4
C6871;RALN;ND;CC;0;0;1;1;0;0
C1373;RALN;ND;CB;0;0;0;0;1;1
C1373;RALN;ND;CD;0;0;0;0;1;1
C1373;RALN;ND;CA;0;0;0;0;13;0
C5263;RALN;ND;CB;0;0;3;4;9;1
C5263;RALN;ND;CD;0;0;4;1;7;1
C5263;RALN;ND;CC;0;0;44;122;45;22
Q9141;UNIV;ND;CC;0;0;2;0;0;0
C4791;RALN;ND;CC;0;0;2;1;0;0
C311;RALN;ND;CC;0;0;2;0;1;0
C311;RALN;ND;CD;0;0;0;0;0;1
C311;RALN;ND;CB;0;0;0;0;3;0
UC11864;RALN;ND;CD;0;0;5;3;5;2
UC11864;RALN;ND;CC;0;0;17;2;16;2
C4496;RALN;ND;CC;0;0;8;3;5;0
C4496;RALN;ND;CB;0;0;0;0;12;0
C4496;RALN;ND;CD;0;0;3;0;1;0
C861;RALN;ND;CB;0;0;0;0;1;0
C861;RALN;ND;CC;0;0;2;0;1;0
C7484;RALN;ND;CB;6;14;194;580;88;83
C7484;RALN;ND;CA;0;0;3;3;0;0
C7484;RALN;ND;CC;48;168;712;1933;625;414
C7484;RALN;ND;CD;72;195;464;271;495;205
C1636;RALN;ND;CD;0;0;0;1;1;1
C1636;RALN;ND;CC;0;0;4;1;3;4
C1636;RALN;ND;CB;0;0;1;0;2;0
C6564;RALN;ND;CC;0;0;12;5;0;3
C6564;RALN;ND;CB;0;0;0;0;1;1
C6564;RALN;ND;CD;0;0;1;3;0;1
C299;PRTN;NF;CC;0;0;3;1;9;0
C7190;RALN;ND;CC;0;0;0;0;1;0
C7190;RALN;ND;CD;0;0;0;0;0;1
C3079;RALN;ND;CD;0;0;30;10;32;10
C5035;RALN;ND;CC;0;0;1;1;0;0
C6924;RALN;ND;PC;0;0;0;0;8;0
C6924;RALN;ND;CC;0;0;3;1;1;1
C6924;RALN;ND;CB;0;0;0;0;5;0
CS10450;RALN;ND;CC;0;0;0;0;2;0
CS10450;RALN;ND;CD;0;0;0;0;2;0
C6865;RALN;ND;CC;0;0;15;5;10;1
C6865;RALN;ND;CD;0;0;0;0;0;2
C6865;RALN;ND;CB;0;0;0;0;3;0
C6865;RALN;ND;CA;0;0;7;0;12;0
C3294;PRBZ;NF;CB;0;0;0;0;2;0
Q9136;UNIV;ND;CC;7;2;4;0;3;0
Q9136;UNIV;ND;CB;0;0;11;0;0;0
Q9136;UNIV;ND;CD;3;0;0;0;3;0
C6275;REVA;SC;CB;0;0;0;0;1;0
C6275;REVA;SC;CC;0;0;3;1;2;0
ER11087;RALN;ND;CB;1;1;0;0;0;0
ER11087;RALN;ND;CD;1;2;0;0;0;0
C3396;RALN;ND;CB;0;0;0;0;0;1
C5090;RALN;ND;CC;0;0;1;0;0;0
C7716;RALN;ND;CB;0;0;0;0;2;1
C7716;RALN;ND;CC;0;0;2;0;1;0
C4783;RALN;ND;CC;0;0;2;1;0;0
C1510;RALN;ND;CD;0;0;1;1;3;1
C1510;RALN;ND;CC;0;0;11;16;4;3
C1510;RALN;ND;CB;0;0;1;3;8;1
C8302;RALN;ND;CD;0;0;0;0;0;1
C8302;RALN;ND;CB;0;0;0;0;3;0
C8302;RALN;ND;CC;0;0;8;5;8;5
C3277;RALN;ND;CC;0;0;2;1;0;0
C3277;RALN;ND;CD;0;0;2;0;0;0
C6627;RALN;ND;CC;0;0;0;0;1;2
C5885;RALN;ND;CD;0;1;2;1;5;2
C5885;RALN;ND;CA;0;0;4;0;3;0
C5885;RALN;ND;CB;0;0;1;0;15;0
C5885;RALN;ND;CC;1;2;12;7;2;1
C7626;RALN;ND;CC;0;0;4;0;5;1
C5575;RALN;ND;CD;0;0;1;0;0;0
C5575;RALN;ND;CC;0;0;3;2;0;0
IP10428;RALN;ND;CD;0;0;11;11;0;0
IP10428;RALN;ND;CB;0;0;4;18;0;0
IP10428;RALN;ND;CC;0;0;0;1;0;0
IP10428;SSNA;ME;SI;0;0;2;4;0;0
IP10428;SSNA;ME;LT;0;0;4;14;0;0
C4450;RALN;ND;CC;0;0;2;1;0;0
C7397;RALN;ND;CD;0;0;2;0;0;0
C7397;RALN;ND;CC;0;0;22;4;0;0
C1530;RALN;ND;CC;0;0;5;6;2;1
C1530;RALN;ND;CB;0;0;0;0;9;2
AU12308;AUIN;ND;LI;4;4;10;0;0;0
C3136;PRBZ;NF;CB;0;0;0;0;1;0
C4832;PRBZ;NF;CA;0;0;0;0;2;0
UC12582;RALN;ND;CC;0;0;11;3;0;0
UC12582;RALN;ND;CD;0;0;2;1;0;0
C737;RALN;ND;CB;0;0;0;0;6;0
C737;RALN;ND;CC;0;0;3;4;0;0
C6542;RALN;ND;CC;0;0;0;1;0;0
C536;RALN;ND;CB;0;0;0;0;3;1
C536;RALN;ND;CA;0;0;2;0;1;0
C536;RALN;ND;CC;0;0;11;4;0;0
C536;RALN;ND;CD;0;0;2;0;1;0
IP10936;RALN;ND;CD;0;0;2;13;0;0
IP10936;RALN;ND;CC;0;0;0;1;0;0
IP10936;RALN;ND;CB;0;0;7;95;0;0
C1778;RALN;ND;CC;0;0;1;1;0;0
C3659;RALN;ND;CD;0;0;3;0;0;0
C3659;RALN;ND;CC;0;0;12;3;0;0
C6807;RALN;ND;CD;0;0;1;0;3;1
C6807;RALN;ND;CC;0;0;3;2;5;3
C6807;RALN;ND;CB;0;0;0;0;7;0
C1591;RALN;ND;CB;0;0;0;0;8;0
C1591;RALN;ND;CA;0;0;1;1;1;0
C1591;RALN;ND;CC;0;0;13;4;16;4
C5130;RALN;ND;CD;0;0;1;0;0;0
C5130;RALN;ND;CC;0;0;4;1;0;0
UC10638;RALN;ND;CC;0;1;19;17;0;0
UC10638;RALN;ND;CB;0;0;1;0;0;0
UC10638;RALN;ND;CD;0;0;6;1;0;0
C4361;RALN;ND;CC;0;0;0;0;0;1
C4361;RALN;ND;CB;0;0;0;0;4;1
C3511;RALN;ND;CB;0;0;0;0;3;0
C5964;RALN;ND;CC;0;0;1;1;5;2
C4224;RALN;ND;CB;0;0;0;0;3;0
C4224;RALN;ND;CC;0;0;4;2;4;3
P9037;RALN;ND;CC;0;0;14;2;25;5
P9037;RALN;ND;CD;0;0;2;1;12;2
C5576;RALN;ND;CD;0;0;0;0;1;0
C5576;RALN;ND;CC;0;0;0;0;1;0
C4095;PRBZ;NF;CB;0;0;0;0;4;0
C7790;PRBZ;NF;CB;0;0;0;0;2;0
C5218;PRBZ;NF;CB;0;0;0;0;6;0
C6293;RALN;ND;CB;0;0;0;0;0;1
C6293;RALN;ND;CC;0;0;5;0;0;0
C6293;RALN;ND;CD;0;0;0;0;0;1
C8072;PRBZ;NF;CB;0;0;0;0;2;0
C3526;RALN;ND;CD;0;0;0;0;1;0
C3526;RALN;ND;CC;0;0;4;1;7;1
