ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2019;UNIV;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2019;EPNE;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2019;SSNA;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2019;UCAM;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2019;RESA;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2019;UNIV;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2019;RALN;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2019;EPNE;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2019;SSNA;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2019;SSNA;U;UTILIZZO;00Z;INCARICHI DI POSIZIONE E COORDINAMENTO;+
2019;SSNA;U;UTILIZZO;01C;VALORE COMUNE EX IND QUALIF PROF.LE E IND PROF.LE SPECIFICA;+
2019;SSNA;U;UTILIZZO;01D;COMPENSI LAVORO STRAORDINARIO;+
2019;SSNA;U;UTILIZZO;01E;ART 80 C 6 L B CCNL 16-18 - INDENNITÀ PROFESS. SPECIFICA;+
2019;RALN;U;UTILIZZO;00C;DIFFERENZIALI PROGRESSIONI ECONOMICHE STORICHE;+
2019;RALN;F;FINANZIA;01U;ARTT 15 C 4, 67 C 1 CCNL 16-18 - RIS. DEST. P.O. 2017;+
2019;REFR;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;UNIV;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;MNST;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;CDIP;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;RALN;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;ENAC;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;RESA;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;SCLA;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;CNEL;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2019;RALN;U;UTILIZZO;00U;RETRIBUZIONE DI POSIZIONE;+
2019;CPRE;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;CNEL;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;RESI;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;EPNE;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;ASSI;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;PCMD;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;RALN;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;ERIC;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;SSNA;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;CDIP;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;UNIV;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;MNST;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;ENAC;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2019;RALN;F;FINANZIA;00B;ART 67 C 1 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2019;RALN;U;UTILIZZO;00D;INDENNITÀ DI COMPARTO - QUOTA CARICO FONDO;+
2019;RALN;U;UTILIZZO;00W;RETRIBUZIONE DI RISULTATO;+
2019;RALN;F;FINANZIA;10Y;ART 67 C 2 L A CCNL 16-18 - INCREM 83,20 EURO DAL 31.12.2018;+
2019;RALN;F;FINANZIA;00Z;ART 67 C 2 L B CCNL 16-18 - RIDET. PER INCREM. STIP. CCNL;+
2019;RALN;F;FINANZIA;00C;ART 67 C 2 L C CCNL 16-18 - RIA E ASS. AD PERS. CESSATO;+
2019;RALN;U;UTILIZZO;00L;COMPENSI SPECIFICHE RESPONSABILITÀ;+
2019;RALN;F;FINANZIA;03R;ART 7 C 4 L U CCNL 16-18 - INCREM. RISORSE DESTINATE P.O.;+
2019;REFR;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;CDIP;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;SSNA;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;RALN;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;ERIC;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;PCMD;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;RESA;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;ENAC;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;CNEL;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;EPNE;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;UNIV;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;MNST;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;UCAM;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2019;RALN;F;FINANZIA;01N;ART 68 C 1 CCNL 16-18-RIS FISSE NON UTILIZZATE FONDI PREC.;+
2019;RALN;U;UTILIZZO;00E;INCREMENTO INDENNITÀ PERSONALE ASILI NIDO;+
2019;RALN;F;FINANZIA;00T;ART 67 C 3 L C CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2019;RALN;F;FINANZIA;00W;ART 67 C 3 L E CCNL 16-18 -RISP. STRAORD. CONS. ANNO PREC.;+
2019;RALN;F;FINANZIA;01J;ART 67 C 3 L H CCNL 16-18 - INTEGRAZIONE 1,2% M.S. 1997;+
2019;CNEL;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;UNIV;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;RESA;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;MNST;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;ENAC;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;REFR;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;REVA;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;UCAM;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;PCMD;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;RESI;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;ERIC;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;RALN;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;EPNE;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;AFAM;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;SSNA;F;FINANZIA;27I;ART 1 C 456 L 147/2013 - DECURTAZIONE PERMANENTE;-
2019;RALN;F;FINANZIA;01K;ART 67 C 3 L I CCNL 16-18-RIS. OBIETT. ENTE ANCHE MANTEN.;+
2019;RALN;U;UTILIZZO;00J;INDENNITÀ CONDIZIONI DI LAVORO EX ART.70-BIS;+
2019;RALN;F;FINANZIA;00K;ART 67 C 2 L G CCNL 16-18 - INCREM. RIDUZ. STAB. STRAORD.;+
2019;REFR;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2019;SSNA;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2019;RALN;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2019;EPNE;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2019;UNIV;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2019;RALN;F;FINANZIA;01V;ART 56-QUATER L C CCNL 16-18 - PROV. VIOLAZ. CODICE STRADA;+
2019;RALN;F;FINANZIA;00U;ART 67 C 3 L D CCNL 16-18-RIA CESS ANNO PREC MENSIL RESIDUE;+
2019;RALN;F;FINANZIA;00X;ART 67 C 3 L F CCNL 16-18 - MESSI NOTIFICATORI;+
2019;RALN;U;UTILIZZO;00K;IND TURNO, REPERIB E LAV FEST (ART 24 C 1 CCNL 14.09.2000);+
2019;UNIV;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2019;REFR;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2019;SSNA;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2019;RALN;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2019;EPNE;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2019;RALN;U;UTILIZZO;00P;COMPENSI ISTAT ENTI E ORGANISMI PUBBLICI AUTORIZZATI;+
2019;RALN;U;UTILIZZO;00Q;ALTRE SPECIFICHE DISPOSIZIONI DI LEGGE;+
2019;RALN;U;UTILIZZO;00V;POLIZIA LOCALE - INDENNITÀ DI SERVIZIO ESTERNO;+
2019;ERIC;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;REFR;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;ENAC;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;PCMD;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;AFAM;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;REVA;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;AGFI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;RESI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;ASSI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;EPNE;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;SSNA;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;RALN;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;MNST;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;CNEL;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;UNIV;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2019;ERIC;U;UTILIZZO;03U;PROCEDURE ART. 53 CCNL 98-01;+
2019;ASSI;U;UTILIZZO;03U;PROCEDURE ART. 53 CCNL 98-01;+
2019;ERIC;U;UTILIZZO;05A;INCENT RISORSE EX ART19 C1 CCNL02-05 (PREST COMM EST);+
2019;UNIV;U;UTILIZZO;02D;RETRIBUZIONE DI POSIZIONE;+
2019;UNIV;U;UTILIZZO;02F;ART 66 C 1 L B CCNL 16-18 - PEO EP DECORR ANNO DI RIF.TO;+
2019;UNIV;U;UTILIZZO;02E;RETRIBUZIONE DI RISULTATO;+
2019;UNIV;U;UTILIZZO;02J;PROGRESSIONI ORIZZONTALI A CARICO BILANCIO - IMPIEGHI EP;+
2019;REFR;F;FINANZIA;06T;ART 32 CC 9-10 CCRL 16-18 - RIS VARIAB PERS. TRASF.TO (IN);+
2019;REFR;F;FINANZIA;06W;ART 32 C 6 - RISORSE BILANCIO STANZIATE ANNO CORRENTE;+
2019;REFR;U;UTILIZZO;02U;ART 32 C 1 CCRL 16-18 - PROGR ECON ORIZZONTALI (STORICHE);+
2019;REFR;U;UTILIZZO;02V;ART 32 C 1 CCRL 16-18 - PROGR ECON ORIZZONTALI (ANNO RIF.TO);+
2019;REFR;U;UTILIZZO;03H;ART 32 C 1 CCRL 16-18 - INCENTIVI PRODUTTIVITÀ - PERFORMANC;+
2019;REFR;U;UTILIZZO;02X;ART 26 C 3 CCRL 02-05 - SALARIO AGGIUNTIVO;+
2019;REFR;U;UTILIZZO;03E;ART 21 C 2 L E CCRL 98-01 - IND PARTICOLARI RESPONSABILITÀ;+
2019;REFR;U;UTILIZZO;03F;ART 21 C 2 L I) CCRL 98-01 - IND STATO CIV ANAGR ELET TRIBUT;+
2019;REFR;U;UTILIZZO;02Y;ARTT 3-4-5-6 CCRL 16-18 - IND CONDIZIONI DI LAVORO DIVERSE;+
2019;REFR;U;UTILIZZO;03C;ART 17 C 8 CCRL 2002 - PRESTAZIONI LAVORO STRAORDINARIO;+
2019;RALN;F;FINANZIA;400;POSIZIONE E RISULTATO ANNO 1998 (ART.26 C.1 L. A CCNL 98-01);+
2019;RALN;F;FINANZIA;65G;INCREMENTI CCNL 02-05 (ART. 23. CC. 1,3);+
2019;RALN;F;FINANZIA;66G;INCREMENTI CCNL 04-05 (ART. 4 CC. 1,4);+
2019;RALN;F;FINANZIA;940;INCREMENTI CCNL 06-09 (ART. 16 CC. 1,4);+
2019;RALN;F;FINANZIA;67G;INCREMENTI CCNL 08-09 (ART. 5 CC. 1,4);+
2019;RALN;F;FINANZIA;406;RIA E MAT. EC. PERS. CESS. (ART. 26 C. 1 L. G CCNL 98-01);+
2019;RALN;F;FINANZIA;934;DECURTAZIONE FONDO 3.356,97 EURO (ART.1 C.3 L. E CCNL 00-01);-
2019;RALN;F;FINANZIA;10L;ART 1 C 1091 L 145/2018 - REC. EV. IMU E TARI;+
2019;RALN;F;FINANZIA;00S;ART 70-TER CCNL 16-18 - CONTR ISTAT E ENTI PUBBL AUTORIZZ;+
2019;SSNA;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2019;EPNE;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2019;UNIV;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2019;REFR;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2019;RALN;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2019;RALN;U;UTILIZZO;04C;INCENTIVI RECUPERO EVASIONE IMU E TARI;+
2019;RALN;F;FINANZIA;403;INCREMENTI CCNL 98-01 (ART. 26 C. 1 L. D);+
2019;RALN;F;FINANZIA;411;RID. STABILE ORG. DIRIG. (ART. 26 C. 5 CCNL 98-01);+
2019;RALN;F;FINANZIA;408;INTEGRAZIONE 1,2% (ART. 26 C. 2 CCNL 98-01);+
2019;RALN;F;FINANZIA;943;RIORGANIZZ. (ART. 26 C. 3 - PARTE VARIAB. CCNL 98-01);+
2019;RALN;F;FINANZIA;10M;ART 9 C 3 DL 90/2014 - COMP AVVOCATI CARICO CONTROPARTI;+
2019;UNIV;F;FINANZIA;10M;ART 9 C 3 DL 90/2014 - COMP AVVOCATI CARICO CONTROPARTI;+
2019;SSNA;F;FINANZIA;10M;ART 9 C 3 DL 90/2014 - COMP AVVOCATI CARICO CONTROPARTI;+
2019;REFR;F;FINANZIA;10M;ART 9 C 3 DL 90/2014 - COMP AVVOCATI CARICO CONTROPARTI;+
2019;SSNA;F;FINANZIA;10N;ART 9 C 6 DL 90/2014 - COMP AVVOCATI SPESE COMPENSATE;+
2019;RALN;F;FINANZIA;10N;ART 9 C 6 DL 90/2014 - COMP AVVOCATI SPESE COMPENSATE;+
2019;REFR;F;FINANZIA;10N;ART 9 C 6 DL 90/2014 - COMP AVVOCATI SPESE COMPENSATE;+
2019;UNIV;F;FINANZIA;10N;ART 9 C 6 DL 90/2014 - COMP AVVOCATI SPESE COMPENSATE;+
2019;RALN;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;CNEL;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;RESI;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;SSNA;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;ENAC;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;MNST;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;RESA;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;REFR;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;ERIC;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;REVA;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;EPNE;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;UNIV;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;AGFI;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;PCMD;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2019;ENAC;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2019;AGFI;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2019;CNEL;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2019;EPNE;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2019;MNST;U;UTILIZZO;02N;INDENNITÀ CONDIZIONI DI LAVORO;+
2019;AGFI;U;UTILIZZO;02P;PROGRESSIONI ECONOMICHE ANNO DI RIFER.TO;+
2019;MNST;U;UTILIZZO;02P;PROGRESSIONI ECONOMICHE ANNO DI RIFER.TO;+
2019;EPNE;U;UTILIZZO;02P;PROGRESSIONI ECONOMICHE ANNO DI RIFER.TO;+
2019;CNEL;U;UTILIZZO;02P;PROGRESSIONI ECONOMICHE ANNO DI RIFER.TO;+
2019;ENAC;U;UTILIZZO;02P;PROGRESSIONI ECONOMICHE ANNO DI RIFER.TO;+
2019;EPNE;U;UTILIZZO;02T;QUOTA ANNUALE TFR CARICO FONDO;+
2019;RALN;U;UTILIZZO;00G;PREMI CORRELATI ALLA PERFORMANCE ORGANIZZATIVA;+
2019;RALN;U;UTILIZZO;00H;PREMI CORRELATI ALLA PERFORMANCE INDIVIDUALE;+
2019;RALN;F;FINANZIA;03Q;ART 7 C 4 L U CCNL 16-18 - DEC. RISORSE DESTINATE P.O.;-
2019;UNIV;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;UCAM;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;MNST;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;EPNE;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;ENAC;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;PCMD;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;ERIC;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2019;UNIV;F;FINANZIA;04M;ART 88 C 4 CCNL 06-09 - DEC PER PROGR ECONOM ORIZZONTALI BCD;-
2019;UNIV;F;FINANZIA;10X;ART. 65 C 2 L E CCNL 16-18 - INCR. 0,1% M.S. 2015 - EP;+
2019;UNIV;F;FINANZIA;04P;ART 65 C 2 L A CCNL 16-18 - RIA PERS. EP CESSATO MIS INTERA;+
2019;UNIV;F;FINANZIA;04R;ART 65 C 2 L D CCNL 16-18 - DIFF STIP EP CESS ANNO PREC;+
2019;REFR;U;UTILIZZO;03D;ARTT 16 E 21 C 3 CCRL 98-01 - IND SPECIFICA E DI STAFF;+
2019;REFR;F;FINANZIA;05W;ART 32 C 1,4 CCRL 16-18 - RISORSE STABILI AL 1.1.2018;+
2019;REFR;F;FINANZIA;05X;ART 32 C 3 L D) CCRL 16-18 - RIA E ASS AD PERS DIP CESSATI;+
2019;REFR;F;FINANZIA;06M;ART 32 C 1 CCRL 16-18 - RIS VAR DIP TI 31.12.2016;+
2019;REFR;F;FINANZIA;06P;ART 32  C 3 L B) CCRL 16-18 - EC. ACCERTATE FONDO ANNO PREC.;+
2019;RALN;U;UTILIZZO;00T;PROGRESSIONI ECONOMICHE ORIZZONTALI ANNO DI RIFERIMENTO;+
2019;SSNA;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2019;RALN;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2019;UNIV;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2019;RALN;U;UTILIZZO;00M;POLIZIA LOCALE - INCENTIVI PROV VIOLAZIONE CODICE STRADA;+
2019;RALN;F;FINANZIA;01T;ART 4 DL 16/2014 - DEC. ANNO PER PIANI DI RECUP.;-
2019;UNIV;F;FINANZIA;04T;ART 65 C 3 L D CCNL 16-18 - RIA CESS ANNO PREC MENS RES;+
2019;UNIV;F;FINANZIA;04U;ART 65 C 3 L D CCNL 16-18 - DIFF STIP EP CESS RATEO;+
2019;UNIV;U;UTILIZZO;01W;PROGRESSIONI ECONOMICHE ORIZZONTALI - ANNO DI RIFERIMENTO;+
2019;UNIV;U;UTILIZZO;01Z;INDENNITÀ ACCESSORIA MENSILE;+
2019;ENAC;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
