ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2018;SSNA;U;UTILIZZO;274;INDENNITÀ CONDIZIONI DI LAVORO;+
2018;RALN;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;ASSI;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;CDIP;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;RESI;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;CNEL;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;EPNE;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;ENAC;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;AFAM;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;CPRE;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;ERIC;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;PCMD;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;SSNA;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;MNST;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;UNIV;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2018;SSNA;U;UTILIZZO;281;ALTRI ISTITUTI FONDO RISULTATO;+
2018;SSNA;F;FINANZIA;01A;IMPORTO CONSOLIDATO AL 31.12.07 (ART. 9 C. 1 CCNL 08-09);+
2018;SSNA;F;FINANZIA;69G;INCREMENTI CCNL 08-09 (ART. 9 CC. 2,3);+
2018;SSNA;F;FINANZIA;950;RIA PERSONALE CESSATO (ART. 47 C. 4 CCNL 94-97);+
2018;SSNA;F;FINANZIA;951;INCR. DOT. ORG. O NUOVI SERV. (ART. 53 - POSIZ - CCNL 98-01);+
2018;SSNA;F;FINANZIA;71G;IMPORTO CONSOLIDATO AL 31.12.07 (ART. 11 C. 1 CCNL 08-09);+
2018;SSNA;F;FINANZIA;72G;INCREMENTI CCNL 08-09 (ART. 11 C. 2);+
2018;SSNA;F;FINANZIA;958;INCR. DOT. ORG. O NUOVI SERV. (ART53 -RISULTATO- CCNL 98-01);+
2018;EPNE;U;UTILIZZO;264;INDENNITÀ DI SPECIFICITÀ MEDICA;+
2018;SSNA;U;UTILIZZO;264;INDENNITÀ DI SPECIFICITÀ MEDICA;+
2018;SSNA;U;UTILIZZO;58A;SOSTITUZIONI (ART. 18 CCNL 98-01);+
2018;SSNA;U;UTILIZZO;267;SPECIFICO TRATTAMENTO ECONOMICO;+
2018;EPNE;U;UTILIZZO;267;SPECIFICO TRATTAMENTO ECONOMICO;+
2018;SSNA;U;UTILIZZO;582;COMPENSO PER QUALITÀ PRESTAZIONE INDIVIDUALE;+
2018;SSNA;F;FINANZIA;01X;ART 80 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2018;SSNA;F;FINANZIA;02S;ART 81 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2018;SSNA;F;FINANZIA;01Z;ART 81 C 3 L A CCNL 16-18 - RIDET PER INCREM STIP CCNL;+
2018;SSNA;F;FINANZIA;02W;ART 81 C 4 L A CCNL 16-18 - RIS AGG REG (1,6% M.S. 1997);+
2018;SSNA;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2018;UNIV;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2018;REFR;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2018;RALN;F;FINANZIA;00N;ART 113 DLGS 50/2016 - QUOTE INCENTIVI FUNZIONI TECNICHE;+
2018;SSNA;F;FINANZIA;02Y;ART 81 C 4 L D CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2018;SSNA;F;FINANZIA;03J;ART 81 C 4 L E CCNL 16-18 - RIA CESS ANNO PREC MENS RESIDUE;+
2018;REFR;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;SSNA;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;RALN;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;CNEL;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;ENAC;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;CDIP;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;EPNE;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;RESI;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;UNIV;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;PCMD;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;MNST;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;ERIC;F;FINANZIA;00P;ART 23 C 2 DLGS 75/2017 - DEC. FONDO RISPETTO LIMITE 2016;-
2018;SSNA;U;UTILIZZO;00Z;ART 80 C 6 1° P CCNL 16-18 - INCARICHI POS. E COORD.;+
2018;SSNA;U;UTILIZZO;01C;ART 80 C 6 L D CCNL 16-18 - VAL COM EX IND Q PROF E PROF SP;+
2018;SSNA;U;UTILIZZO;01D;ART 80 C 6 L A CCNL 16-18 - COMPENSI LAVORO STRAORDINARIO;+
2018;SSNA;U;UTILIZZO;01E;ART 80 C 6 L B CCNL 16-18 - INDENNITÀ PROFESS. SPECIFICA;+
2018;SSNA;U;UTILIZZO;01F;ART 80 C 6 L B CCNL 16-18 - INDENNITÀ CONDIZIONI DI LAVORO;+
2018;SSNA;U;UTILIZZO;01H;ART 80 C 6 L C CCNL 16-18 - IND. INCARICHI COORD. AD ESAUR.;+
2018;SSNA;U;UTILIZZO;01J;ART 81 C 6 1° P CCNL 16-18 - DIFF.LI PROGR. ECON. STORICHE;+
2018;SSNA;U;UTILIZZO;01K;ART 81 C 6 L A CCNL 16-18 - PERFORMANCE ORGANIZZATIVA;+
2018;SSNA;U;UTILIZZO;01L;ART 81 C 6 L B CCNL 16-18 - PERFORMANCE INDIVIDUALE;+
2018;SSNA;U;UTILIZZO;01M;ART 81 C 6 L C CCNL 16-18 - DIFF.LI PROGR ECON ANNO DI RIF.;+
2018;REFR;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2018;SSNA;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2018;EPNE;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2018;RALN;U;UTILIZZO;22I;ART 113 DLGS 50/2016 - INCENTIVI FUNZIONI TECNICHE;+
2018;EPNE;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;PCMD;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;ENAC;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;MNST;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;AFAM;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;REVA;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;UNIV;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;ERIC;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;CNEL;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;REFR;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;SSNA;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;ASSI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;RALN;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;RESI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2018;SSNA;F;FINANZIA;09A;IMPORTO CONSOLIDATO AL 31.12.07 (ART. 8 C. 1 CCNL 08-09);+
2018;SSNA;F;FINANZIA;73G;INCREMENTI CCNL 08-09 (ART. 8 C. 2);+
2018;SSNA;F;FINANZIA;968;RIA PERSONALE CESSATO (ART 50 C 2 L E, C 3 L D CCNL 98-01);+
2018;SSNA;F;FINANZIA;02I;INCR. CCNL 06-09 (ART. 26 C. 2, ALINEA 2 - NETTO ALINEA 1);+
2018;SSNA;F;FINANZIA;954;INCR. DOT. ORG. O NUOVI SERV (ART. 53 -COND LAV- CCNL 98-01);+
2018;RALN;U;UTILIZZO;00D;ART 68 C 1 CCNL 16-18 - IND. COMPARTO QUOTA CARICO FONDO;+
2018;RALN;U;UTILIZZO;00T;ART 68 C 2 L J CCNL 16-18 - PEO ANNO DI RIFERIMENTO;+
2018;RALN;U;UTILIZZO;00U;ART 15 C 1 CCNL 16-18 - RETRIB. DI POSIZIONE;+
2018;RALN;F;FINANZIA;00C;ART 67 C 2 L C CCNL 16-18 - RIA E ASS. AD PERS. CESSATO;+
2018;RALN;F;FINANZIA;01K;ART 67 C 3 L I CCNL 16-18-RIS. OBIETT. ENTE ANCHE MANTEN.;+
2018;RALN;F;FINANZIA;01N;ART 68 C 1 CCNL 16-18-RIS FISSE NON UTILIZZATE FONDI PREC.;+
2018;RALN;U;UTILIZZO;00C;ART 68 C 1 CCNL 16-18 - DIFFERENZIALI PROGR. EC. STORICHE;+
2018;RALN;U;UTILIZZO;00J;ART 68 C 2 L C CCNL 16-18 - IND. COND. LAV. EX ART.70-BIS;+
2018;RALN;U;UTILIZZO;00K;ART 68 C 2 L D CCNL 16-18 - TURNO - REPER. - LAV. FEST.;+
2018;RALN;U;UTILIZZO;00L;ART 68 C 2 L E CCNL 16-18 - SPECIFICHE RESPONSABILITÀ;+
2018;RALN;F;FINANZIA;01J;ART 67 C 3 L H CCNL 16-18 - INTEGRAZIONE 1,2% M.S. 1997;+
2018;RALN;U;UTILIZZO;00G;ART 68 C 2 L A CCNL 16-18 - PERFORMANCE ORGANIZZATIVA;+
2018;SSNA;F;FINANZIA;02Q;ART 80 C3 L B CCNL16-18 - DEC A FDO PREM FASCE PER RAZ SERV.;-
2018;SSNA;F;FINANZIA;02V;ART 81 C 3 L B CCNL 16-18 - INCR DA COND LAV PER RAZ SERVIZI;+
2018;ENAC;U;UTILIZZO;02I;RETRIBUZIONE DI RISULTATO (ONNICOMPRENSIVITÀ);+
2018;RALN;U;UTILIZZO;02I;RETRIBUZIONE DI RISULTATO (ONNICOMPRENSIVITÀ);+
2018;UNIV;U;UTILIZZO;02I;RETRIBUZIONE DI RISULTATO (ONNICOMPRENSIVITÀ);+
2018;CNEL;U;UTILIZZO;02I;RETRIBUZIONE DI RISULTATO (ONNICOMPRENSIVITÀ);+
2018;PCMD;U;UTILIZZO;02I;RETRIBUZIONE DI RISULTATO (ONNICOMPRENSIVITÀ);+
2018;MNST;U;UTILIZZO;02I;RETRIBUZIONE DI RISULTATO (ONNICOMPRENSIVITÀ);+
2018;RALN;U;UTILIZZO;00W;ART 15 C 1 CCNL 16-18 - RETRIB. DI RISULTATO;+
2018;RALN;F;FINANZIA;928;ART 3 C 57 L662/96 ART 59 C 1 L.P DLGS446/97 - REC. EV. ICI;+
2018;RALN;F;FINANZIA;00W;ART 67 C 3 L E CCNL 16-18 -RISP. STRAORD. CONS. ANNO PREC.;+
2018;MNST;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;RALN;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;SSNA;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;UCAM;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;ERIC;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;CNEL;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;RESA;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;EPNE;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;REFR;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;PCMD;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;REVA;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;UNIV;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;AFAM;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;SCLA;F;FINANZIA;995;ALTRE RISORSE VARIABILI;+
2018;RALN;U;UTILIZZO;00F;ART 68 C 1 CCNL 16-18 - IND. PERS. EX VIII QUALIFICA FUNZ.;+
2018;RALN;F;FINANZIA;00U;ART 67 C 3 L D CCNL 16-18-RIA CESS ANNO PREC MENSIL RESIDUE;+
2018;RALN;F;FINANZIA;400;POSIZIONE E RISULTATO ANNO 1998 (ART.26 C.1 L. A CCNL 98-01);+
2018;RALN;F;FINANZIA;65G;INCREMENTI CCNL 02-05 (ART. 23. CC. 1,3);+
2018;RALN;F;FINANZIA;66G;INCREMENTI CCNL 04-05 (ART. 4 CC. 1,4);+
2018;RALN;F;FINANZIA;940;INCREMENTI CCNL 06-09 (ART. 16 CC. 1,4);+
2018;RALN;F;FINANZIA;67G;INCREMENTI CCNL 08-09 (ART. 5 CC. 1,4);+
2018;RALN;F;FINANZIA;404;SPEC. DISP. DI LEGGE (ART. 20 C. 2 CCNL 06-09);+
2018;RALN;F;FINANZIA;934;DECURTAZIONE FONDO 3.356,97 EURO (ART.1 C.3 L. E CCNL 00-01);-
2018;RALN;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2018;CDIP;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2018;UNIV;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2018;MNST;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2018;ENAC;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2018;RESA;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2018;SSNA;F;FINANZIA;00R;ART 9 L 114/14 ART 21 C 1 R.D. 1611/33 - COMP. AVVOCATI;+
2018;RALN;F;FINANZIA;00R;ART 9 L 114/14 ART 21 C 1 R.D. 1611/33 - COMP. AVVOCATI;+
2018;UNIV;F;FINANZIA;00R;ART 9 L 114/14 ART 21 C 1 R.D. 1611/33 - COMP. AVVOCATI;+
2018;RALN;F;FINANZIA;00V;ART 56-TER CCNL 16-18 - RISORSE SERV AGG PL INIZ PRIVATA;+
2018;RALN;F;FINANZIA;00T;ART 67 C 3 L C CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2018;RALN;U;UTILIZZO;00E;ART 68 C 1 CCNL 16-18 - INCREM. IND. PERS. ASILI NIDO;+
2018;SSNA;U;UTILIZZO;00N;ART 9 L 114/14 ART 21 C 1 R.D. 1611/33 - COMP. AVVOCATI;+
2018;RALN;U;UTILIZZO;00N;ART 9 L 114/14 ART 21 C 1 R.D. 1611/33 - COMP. AVVOCATI;+
2018;UNIV;U;UTILIZZO;00N;ART 9 L 114/14 ART 21 C 1 R.D. 1611/33 - COMP. AVVOCATI;+
2018;RALN;U;UTILIZZO;00P;ART 70-TER CCNL 16-18 - COMPENSI ISTAT;+
2018;RALN;U;UTILIZZO;00Q;ART 68 C 2 L G CCNL 16-18 - ALTRE SPEC. DISP. DI LEGGE;+
2018;RALN;F;FINANZIA;00X;ART 67 C 3 L F CCNL 16-18 - MESSI NOTIFICATORI;+
2018;RALN;F;FINANZIA;01W;ART 15 C 7 CCNL 16-18 - RIDUZIONE RISORSE DESTINATE P.O.;-
2018;RALN;U;UTILIZZO;00R;ART 68 C 2 L H CCNL 16-18 - MESSI NOTIFICATORI;+
2018;RALN;F;FINANZIA;00M;ART 67 C 2 L H CCNL 16-18 - INCREM. DOT ORG E RELAT COPERT;+
2018;REFR;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;SCLA;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;PCMD;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;UNIV;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;ERIC;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;AFAM;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;MNST;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;CNEL;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;ENAC;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;RALN;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;SSNA;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;RESA;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;EPNE;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;RESI;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2018;REVA;F;FINANZIA;07J;ART 141 TUDC - ALIM PROPORZ DIP 31.12 ANNO PREC.;+
2018;REVA;F;FINANZIA;07L;ART 153 C 1 TUDC - ALIM FUA PROPORZ DIP 31.12 ANNO PREC;+
2018;REVA;F;FINANZIA;07N;ART 155 C 1 TUDC - ALIM FUA ENTI CONVENZIONI SEGRETERIA;+
2018;REVA;F;FINANZIA;07O;ART 155 C 3 TUDC - ALIM FUA EC AGG.VE ART 4-5 L 111/2011;+
2018;REVA;F;FINANZIA;07Q;ART 143 C 3 TUDC - ALIM DA FONDO PROGR ANNO PREC;+
2018;REVA;U;UTILIZZO;03J;ART 143 C 2 TUDC - VALORE POSIZ 4^ E 5^ PROGR (STORICO);+
2018;REVA;U;UTILIZZO;03L;ART 154 C 1 L A) TUDC - SALARIO DI RISULTATO;+
2018;REVA;U;UTILIZZO;03N;ART 154 C 1 L C) TUDC - PROGETTI DI GRUPPO;+
2018;REVA;U;UTILIZZO;03P;ART 154 C 1 L E) TUDC - PART. IND. ACCESS. ART. 162;+
2018;REVA;U;UTILIZZO;03Q;ART 154 C 1 L F) TUDC - INDENNITÀ STATO CIVILE ART. 18;+
2018;REFR;F;FINANZIA;06M;ART 32 C 1 CCRL 16-18 - RIS VAR DIP TI 31.12.2016;+
2018;REFR;F;FINANZIA;06P;ART 32  C 3 L B) - ECONOMIE ACCERTATE FONDO ANNO PRECEDENTE;+
2018;REFR;F;FINANZIA;06V;ART 32 C 9 CCRL 16-18 - DECURTAZIONE PERS. TRASF.TO (OUT);-
2018;REFR;F;FINANZIA;06W;ART 32 C 6 - RISORSE BILANCIO STANZIATE ANNO CORRENTE;+
2018;REFR;U;UTILIZZO;02U;ART 32 C 1 CCRL 16-18 - PROGR ECON ORIZZONTALI (STORICHE);+
2018;REFR;U;UTILIZZO;02X;ART 26 C 3 CCRL 02-05 - SALARIO AGGIUNTIVO;+
2018;REFR;U;UTILIZZO;03E;ART 21 C 2 L E CCRL 98-01 - IND PARTICOLARI RESPONSABILITÀ;+
2018;REFR;U;UTILIZZO;03F;ART 21 C 2 L I) CCRL 98-01 - IND STATO CIV ANAGR ELET TRIBUT;+
2018;REFR;U;UTILIZZO;02Y;ARTT 3-4-5-6 CCRL 16-18 - IND CONDIZIONI DI LAVORO DIVERSE;+
2018;REFR;U;UTILIZZO;03C;ART 17 C 8 CCRL 2002 - PRESTAZIONI LAVORO STRAORDINARIO;+
2018;RALN;F;FINANZIA;01Q;ART 67 C 2 L E CCNL 16-18 -DEC. PERS. TRASF. DISP. LEGGE;-
2018;SSNA;F;FINANZIA;996;ALTRE RISORSE FONDO POSIZIONE / PARTE FISSA;+
2018;RESA;F;FINANZIA;996;ALTRE RISORSE FONDO POSIZIONE / PARTE FISSA;+
2018;REFR;F;FINANZIA;05X;ART 32 C 3 L D) CCRL 16-18 - RIA E ASS AD PERS DIP CESSATI;+
2018;REFR;F;FINANZIA;05W;ART 32 C 1 CCRL 16-18 - RIS STAB DIP TI 31.12.2016;+
2018;REFR;U;UTILIZZO;03H;ART 32 C 1 CCRL 16-18 - INCENTIVI PRODUTTIVITÀ - PERFORMANC;+
2018;SSNA;F;FINANZIA;947;INCR. RID. STABILE DOT. ORG (ART.50 C.2 L.A CCNL 98-01);+
2018;SSNA;F;FINANZIA;949;ASS. PERSONALI PERS. CESS. (ART. 50 C. 2 L. D CCNL 98-01);+
2018;SSNA;F;FINANZIA;991;ALTRE RISORSE FONDO CONDIZIONI LAVORO / PARTE FISSA;+
2018;EPNE;U;UTILIZZO;02K;ART 77 C 1 CCNL 16-18 - DIFFERENZIALI PROGR EC STORICHE;+
2018;CNEL;U;UTILIZZO;02K;ART 77 C 1 CCNL 16-18 - DIFFERENZIALI PROGR EC STORICHE;+
2018;UNIV;F;FINANZIA;03N;ART 63 C 1 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2018;UNIV;F;FINANZIA;04M;ART 88 C 4 CCNL 06-09 - DEC PER PROGR ECONOM ORIZZONTALI BCD;-
