ANNO;CODI_CONTRATTO;CODI_MACROCATEGORIA;DESC_MACROCATEGORIA;CODI_CATEGORIA;DESC_CATEGORIA;CODI_QUALIFICA;DESC_QUALIFICA
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;032000;POSIZIONE ECONOMICA B2
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B8000;POSIZIONE ECONOMICA B8
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;036000;POSIZIONE ECONOMICA B4
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B9000;POSIZIONE ECONOMICA B9
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B7000;POSIZIONE ECONOMICA B7
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;038000;POSIZIONE ECONOMICA B6
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;037000;POSIZIONE ECONOMICA B5
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;030000;POSIZIONE ECONOMICA B1
2018;REFR;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;034000;POSIZIONE ECONOMICA B3
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0C8000;POSIZIONE ECONOMICA C8
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0C7000;POSIZIONE ECONOMICA C7
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;040000;POSIZIONE ECONOMICA C1
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;045000;POSIZIONE ECONOMICA C4
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;042000;POSIZIONE ECONOMICA C2
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;043000;POSIZIONE ECONOMICA C3
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;046000;POSIZIONE ECONOMICA C5
2018;REFR;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;097000;POSIZIONE ECONOMICA C6
2018;SCLA;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;012119;ASSISTENTE TECNICO
2018;SCLA;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;012117;ASSISTENTE AMMINISTRATIVO
2018;SCLA;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;098701;COLLABORATORE SCOLASTICO DEI SERVIZI/ADDETTO AZIENDE AGRARIE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;011121;COLLABORATORE SCOLASTICO
2018;SCLA;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;012125;CUOCO/INFERMIERE/GUARDAROBIERE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SA;PERSONALE A.T.A. A TEMPO INDETERMINATO;013159;DIR. SERV. GEN. ED AMM.
2018;SCLA;CO;PERSONALE DEL COMPARTO;SO;PERSONALE ATA T.D. CON CONTR. NON ANNUALE;012621;CUOCO/INFERMIERE/GUARDAROBIERE T. DETER. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SO;PERSONALE ATA T.D. CON CONTR. NON ANNUALE;012613;ASSIST.AMM.VO TEMPO DET. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SO;PERSONALE ATA T.D. CON CONTR. NON ANNUALE;013710;DIR. SERV, GEN. ED AMM. TEMPO DETER. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SO;PERSONALE ATA T.D. CON CONTR. NON ANNUALE;098712;COLL.RE SCOL. DEI SERV. /ADDETTO AZ. AGR. TEMPO DET. NON ANN
2018;SCLA;CO;PERSONALE DEL COMPARTO;SO;PERSONALE ATA T.D. CON CONTR. NON ANNUALE;012615;ASSIST.TECN. T. DETERM. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SO;PERSONALE ATA T.D. CON CONTR. NON ANNUALE;011617;COLLAB. SCOLAST. T. DETER. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;IS;DOCENTI DI SOSTEGNO A T. INDETERMINATO;016630;DOC. LAUR. SOST. IST.SEC. II GRADO
2018;SCLA;CO;PERSONALE DEL COMPARTO;IS;DOCENTI DI SOSTEGNO A T. INDETERMINATO;014714;DOC. DIPL. SOST. SCUOLA INFANZIA
2018;SCLA;CO;PERSONALE DEL COMPARTO;IS;DOCENTI DI SOSTEGNO A T. INDETERMINATO;014634;DOC. DIPL. SOST. SCUOLA PRIMARIA
2018;SCLA;CO;PERSONALE DEL COMPARTO;IS;DOCENTI DI SOSTEGNO A T. INDETERMINATO;014656;DOC. DIPL. SOST. IST. SEC. II GRADO
2018;SCLA;CO;PERSONALE DEL COMPARTO;IS;DOCENTI DI SOSTEGNO A T. INDETERMINATO;016638;DOC. LAUR. SOST. SCUOLA MEDIA
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016806;DOC.RELIG. SCUOLA MEDIA T.D. CON CONTRATTO ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016802;DOC.RELIG. SCUOLA SECOND. T. D. CON CONTR. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014144;DOC. DIPL. ISTIT. II GRADO TEMPO DETERM. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014156;DOC. SCUOLA INFANZIA TEMPO DETERM. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014803;DOC.RELIG. SCUOLA PRIM. INFAN.T.D. CON CONTR. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014152;DOC. SC.PRIMARIA E EQUIP. TEMPO DETERM. ANNUA
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;014647;PERS. EDUCAT. T. DET. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016136;DOC. SCUOLA MEDIA ED EQUIP. TEMPO DETERM. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SN;INSEGNANTI A T.D. CON CONTRATTO ANNUALE;016134;DOC. LAUR. IST. SEC. II GRADO TEMPO DETERM. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014157;DOC. SCUOLA INFANZIA TEMPO DETERM. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014145;DOC. DIPL. ISTIT. II GRADO TEMPO DETERM. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;016133;DOC. LAUR. IST. SEC. II GRADO T. DETERM. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014153;DOC. SC. PRIMARIA E EQUIP. TEMPO DETERM. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;016137;DOC. SCUOLA MEDIA ED EQUIP. TEMPO DETERM. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SL;INSEGNANTI A T.D. CON CONTRATTO NON ANNUALE;014648;PERS. EDUCAT. T. DET. NON ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SB;PERSONALE A.T.A. T. D. CON CONTRATTO ANNUALE;013160;DIR. SERV. GEN. ED AMM.TEMPO DETER. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SB;PERSONALE A.T.A. T. D. CON CONTRATTO ANNUALE;012118;ASSISTENTE AMM.VO TEMPO DET. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SB;PERSONALE A.T.A. T. D. CON CONTRATTO ANNUALE;011124;COLLABOR. SCOLASTICO TEMPO DET. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SB;PERSONALE A.T.A. T. D. CON CONTRATTO ANNUALE;012126;CUOCO/INFERMIERE/GUARDAROBIERE TEMPO DETERM. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SB;PERSONALE A.T.A. T. D. CON CONTRATTO ANNUALE;098708;COLL.RE SCOL. DEI SERV. /ADDETTO AZ. AGR. TEMPO DET. ANNUALE
2018;SCLA;CO;PERSONALE DEL COMPARTO;SB;PERSONALE A.T.A. T. D. CON CONTRATTO ANNUALE;012120;ASSISTENTE TECN. TEMPO DET. ANNUALE
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;038000;POSIZIONE ECONOMICA B6
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;037000;POSIZIONE ECONOMICA B5
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;030000;POSIZIONE ECONOMICA B1
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;032000;POSIZIONE ECONOMICA B2
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;036000;POSIZIONE ECONOMICA B4
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;034000;POSIZIONE ECONOMICA B3
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0B7000;POSIZIONE ECONOMICA B7
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;040000;POSIZIONE ECONOMICA C1
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0C7000;POSIZIONE ECONOMICA C7
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;097000;POSIZIONE ECONOMICA C6
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0C8000;POSIZIONE ECONOMICA C8
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;046000;POSIZIONE ECONOMICA C5
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;043000;POSIZIONE ECONOMICA C3
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;042000;POSIZIONE ECONOMICA C2
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;045000;POSIZIONE ECONOMICA C4
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0D7000;POSIZIONE ECONOMICA D7
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;048000;POSIZIONE ECONOMICA D1
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0D6000;POSIZIONE ECONOMICA D6
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;050000;POSIZIONE ECONOMICA D3
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;052000;POSIZIONE ECONOMICA D5
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;051000;POSIZIONE ECONOMICA D4
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;049000;POSIZIONE ECONOMICA D2
2018;UNIV;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0D8000;POSIZIONE ECONOMICA D8
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;059000;POSIZIONE ECONOMICA EP1
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;062000;POSIZIONE ECONOMICA EP4
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;061000;POSIZIONE ECONOMICA EP3
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;060000;POSIZIONE ECONOMICA EP2
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;0E6000;POSIZIONE ECONOMICA EP6
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;063000;POSIZIONE ECONOMICA EP5
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;0E7000;POSIZIONE ECONOMICA EP7
2018;UNIV;PE;PERSONALE ELEVATE PROFESSIONALITA;CE;CATEGORIA EP;0E8000;POSIZIONE ECONOMICA EP8
2018;PPSS;;;RP;;000180;ALLIEVI
2018;PPSS;ND;PERSONALE NON DIRIGENTE;AS;ASSISTENTI E AGENTI;013181;ASSISTENTE
2018;PPSS;ND;PERSONALE NON DIRIGENTE;AS;ASSISTENTI E AGENTI;013954;"ASSISTENTE CAPO ""COORDINATORE"
2018;PPSS;ND;PERSONALE NON DIRIGENTE;AS;ASSISTENTI E AGENTI;013955;ASSISTENTE CAPO + 5  ANNI QLF
2018;PPSS;ND;PERSONALE NON DIRIGENTE;AS;ASSISTENTI E AGENTI;013259;ASSISTENTE CAPO
2018;PPSS;ND;PERSONALE NON DIRIGENTE;AS;ASSISTENTI E AGENTI;013257;AGENTE
2018;PPSS;ND;PERSONALE NON DIRIGENTE;AS;ASSISTENTI E AGENTI;013179;AGENTE SCELTO
2018;UCAM;NF;DIRIGENTI;DI;DIRIGENTI;0D0164;DIRIGENTE
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AA;AREA A;023000;POSIZIONE ECONOMICA A1
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AA;AREA A;028000;POSIZIONE ECONOMICA A4
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AA;AREA A;025000;POSIZIONE ECONOMICA A2
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AB;AREA B;034000;POSIZIONE ECONOMICA B3
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AB;AREA B;032000;POSIZIONE ECONOMICA B2
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AB;AREA B;036000;POSIZIONE ECONOMICA B4
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AB;AREA B;030000;POSIZIONE ECONOMICA B1
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AC;AREA C;045000;POSIZIONE ECONOMICA C4
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AC;AREA C;042000;POSIZIONE ECONOMICA C2
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AC;AREA C;046000;POSIZIONE ECONOMICA C5
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AC;AREA C;040000;POSIZIONE ECONOMICA C1
2018;ENAC;ND;PERSONALE NON DIRIGENTE;AC;AREA C;043000;POSIZIONE ECONOMICA C3
2018;ENAC;NF;DIRIGENTI;DI;DIRIGENTI;0D0164;DIRIGENTE
2018;ENAC;NF;DIRIGENTI;DI;DIRIGENTI;0D0165;DIRIGENTE A TEMPO DETERMINATO
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AA;AREA A;027000;POSIZIONE ECONOMICA A3
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AA;AREA A;023000;POSIZIONE ECONOMICA A1
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AB;AREA B;032000;POSIZIONE ECONOMICA B2
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AB;AREA B;034000;POSIZIONE ECONOMICA B3
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AB;AREA B;030000;POSIZIONE ECONOMICA B1
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AC;AREA C;043000;POSIZIONE ECONOMICA C3
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AC;AREA C;045000;POSIZIONE ECONOMICA C4
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AC;AREA C;042000;POSIZIONE ECONOMICA C2
2018;CNEL;ND;PERSONALE NON DIRIGENTE;AC;AREA C;040000;POSIZIONE ECONOMICA C1
2018;CNEL;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0079;DIRIGENTE II FASCIA
2018;CNEL;2F;DIRIGENTI DI 2^ FASCIA;D2;DIRIGENTI DI 2^ FASCIA;0D0080;DIRIGENTE II FASCIA A TEMPO DETERM.
2018;EN60;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;CONTRATTISTI
2018;EN60;ND;PERSONALE NON DIRIGENTE;LI;PERSONALE NON DIRIGENTE;0000ND;PERSONALE NON DIRIGENTE
2018;EN60;NF;DIRIGENTI;DI;DIRIGENTI;0D00NF;PERSONALE DIRIGENTE
2018;PPSS;ND;PERSONALE NON DIRIGENTE;VD;DIRETTIVI;018182;COMMISSARIO
2018;PPSS;ND;PERSONALE NON DIRIGENTE;VD;DIRETTIVI;017256;VICE COMMISSARIO
2018;PPSS;ND;PERSONALE NON DIRIGENTE;VD;DIRETTIVI;018185;COMMISSARIO CAPO
2018;REVA;AP;ALTRO PERSONALE;RP;RESTANTE PERSONALE;000096;COLLABORATORE A TEMPO DETERMINATO
2018;PPSS;ND;PERSONALE NON DIRIGENTE;RS;SOVRINTENDENTI;015198;SOVRINTENDENTE CAPO
2018;PPSS;ND;PERSONALE NON DIRIGENTE;RS;SOVRINTENDENTI;015952;"SOVRINTENDENTE CAPO  ""COORDINATORE"""
2018;PPSS;ND;PERSONALE NON DIRIGENTE;RS;SOVRINTENDENTI;015953;SOVRINTENDENTE CAPO + 4 ANNI QLF
2018;PPSS;ND;PERSONALE NON DIRIGENTE;RS;SOVRINTENDENTI;014197;SOVRINTENDENTE
2018;PPSS;ND;PERSONALE NON DIRIGENTE;RS;SOVRINTENDENTI;014280;VICE SOVRINTENDENTE
2018;REFR;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0485;SEGRETARIO C
2018;REFR;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0103;SEGRETARIO B
2018;REFR;SC;SEGRETARI;FP;SEGRETARI COMUNALI E PROVINCIALI;0D0102;SEGRETARIO A
2018;PRTN;AP;ALTRO PERSONALE;PC;PERSONALE CONTRATTISTA;000061;PERS. CONTRATTISTA  A T. INDETERMINATO
2018;PRTN;AP;ALTRO PERSONALE;RP;RESTANTE PERSONALE;000096;COLLABORATORE A TEMPO DETERMINATO
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;016192;FORESTALI - CAT. C  LIV. EVOLUTO
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;056000;POSIZIONE ECONOMICA  C BASE
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0CE000;POSIZIONE ECONOMICA C EVOLUTA
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;015191;FORESTALI - CAT. C  LIV. BASE
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CA;CATEGORIA A;053000;POSIZIONE ECONOMICA A UNICA
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0BE000;POSIZIONE ECONOMICA B EVOLUTA
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;054000;POSIZIONE ECONOMICA B BASE
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;057000;POSIZIONE ECONOMICA  D BASE
2018;PRTN;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0DE000;POSIZIONE ECONOMICA D EVOLUTA
2018;PRTN;NF;DIRIGENTI;DI;DIRIGENTI;0D0079;DIRIGENTE I FASCIA COMUNI
2018;PRTN;NF;DIRIGENTI;DI;DIRIGENTI;0D0164;DIRIGENTE PAT
2018;PRTN;NF;DIRIGENTI;DI;DIRIGENTI;0D0077;DIRIGENTE II FASCIA COMUNI
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000716;QUALIFICA FUNZIONALE IX INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000719;QUALIFICA FUNZIONALE VII - LIV. SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000720;QUALIFICA FUNZIONALE VII - LIV. INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000718;QUALIFICA FUNZIONALE VIII - LIV. INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0F9IS3;ESPERTO ANTINCENDIO - Q.F. 9
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000733;QUALIFICA FUNZIONALE VII TER SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000715;QUALIFICA FUNZIONALE IX SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0F7IS2;ISPETTORE ANTINCENDI - Q.F. 7
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000734;QUALIFICA FUNZIONALE VII TER INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;000717;QUALIFICA FUNZIONALE VIII- LIV. SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0F9582;UFFICIALE FORESTALE - Q.F. 9
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CD;CATEGORIA D;0F7191;ISPETTORE/ISPETTRICE FORESTALE - Q.F. 7
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;000722;QUALIFICA FUNZIONALE VI  - LIV. INF.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;000721;QUALIFICA FUNZIONALE VI - LIV. SUP.
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0F6197;SOVRINTENDENTE FORESTALE - Q.F. 6
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CC;CATEGORIA C;0F6CSR;CAPO SQUADRA E REPARTO - Q.F. 6
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0F4CAN;CANTONIERE SPECIALIZZATO - Q.F 4
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;0F5CAN;CAPO CANTONIERE - Q.F  5
2018;PRBZ;ND;PERSONALE NON DIRIGENTE;CB;CATEGORIA B;000726;QUALIFICA FUNZIONALE IV - LIV. INF.
