ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;COMANDATI_DISTACCATI_UOMINI;COMANDATI_DISTACCATI_DOMME;FUORI_RUOLO_UOMINI;FUORI_RUOLO_DONNE;COMANDATI_DISTACCATI_ESTERNO_UOMINI;COMANDATI_DISTACCATI_ESTERNO_DONNE;FUORI_RUOLO_ESTERNO_UOMINI;FUORI_RUOLO_ESTERNO_DONNE;CONVENZIONI_UOMINI;CONVENZIONI_DONNE;CONVENZIONI_ESTERNO_UOMINI;CONVENZIONI_ESTERNO_DONNE;ESONERI_UOMINI;ESONERI_DONNE;ASPETTATIVE_UOMINI;ASPETTATIVE_DONNE
C2944;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC9994;RALN;CC;0C1000;0;1;0;0;0;2;0;0;0;0;4;0;0;0;0;0
C3341;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4097;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C3614;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3628;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2539;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
C4590;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C8103;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6139;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2186;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC12396;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
C1003;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C1817;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4394;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3773;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4752;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3251;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6644;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4236;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5833;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C5971;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1
C5350;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1753;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IP10690;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC14108;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
C5278;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1264;RALN;CC;0C1000;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0
C5149;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
C1894;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5444;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C3045;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C7174;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C4624;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1224;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4354;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4795;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1286;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C5349;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2837;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
C826;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7893;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3601;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C2327;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
CS14042;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C13343;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3022;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS12849;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1201;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6820;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6192;RALN;CC;0C1000;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
C1039;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2557;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2587;RALN;CC;0C1000;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C2808;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0
C1133;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC9887;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C4421;RALN;CC;0C1000;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0
C5419;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C2220;RALN;CC;0C1000;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1877;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1825;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
P9056;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5131;RALN;CC;0C1000;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
UC12401;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5524;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9112;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C235;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1811;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
UC10796;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7524;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6252;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3716;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4448;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C6452;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
UC10438;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7796;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9105;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6235;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
CM9098;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2966;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1635;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5761;RALN;CC;0C1000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C5875;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C6077;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7187;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5673;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6999;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C6144;RALN;CC;0C1000;17;48;0;0;1;1;0;0;0;0;0;0;0;0;9;11
ER11953;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
C3977;RALN;CC;0C1000;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1665;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7840;RALN;CC;0C1000;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
C3159;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5046;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
C3650;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7771;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C2234;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C8298;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6998;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4933;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7878;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1140;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2212;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC11918;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3875;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1043;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C451;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
P9052;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
D8333;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C4721;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
PA114;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6990;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
C8305;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C5694;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0
C7589;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C7093;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
UC11888;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5916;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1
C6676;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C2271;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C6121;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6935;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5990;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
UC9862;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6385;RALN;CC;0C1000;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5515;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C7955;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1145;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
P9093;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C5732;RALN;CC;0C1000;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
C5628;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C531;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0
C1074;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0
C2942;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2627;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0
C5917;RALN;CC;0C1000;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0
C1724;RALN;CC;0C1000;0;0;0;0;1;0;0;0;3;2;0;0;0;0;0;0
C5756;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CS12765;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C5806;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC11078;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7792;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7416;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C5923;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1517;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C6151;RALN;CC;0C1000;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0
C5322;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C6422;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1128;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
C1701;RALN;CC;0C1000;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1000;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1477;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1530;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4626;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C1790;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C8301;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4881;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C7097;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
C1961;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C507;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2975;RALN;CC;0C1000;0;0;0;0;0;2;0;0;3;1;0;0;0;0;0;0
C6951;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C3766;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C5340;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7628;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1507;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2037;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2080;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10187;RALN;CC;0C1000;0;0;0;0;0;0;0;0;2;7;0;0;0;0;0;0
N8884;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C253;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C1779;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0
C8155;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4989;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3465;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
IP13103;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5249;RALN;CC;0C1000;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;0
C7396;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5752;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C4408;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C7343;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1519;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3899;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C711;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC10032;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C4556;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3765;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;3;5;0;0;0;0
UC10305;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
C1728;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C3642;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C3122;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
P9034;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
UC8796;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C1978;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C2672;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
C3482;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2699;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
C7018;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4868;RALN;CC;0C1000;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0
C14135;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C1793;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C2069;RALN;CC;0C1000;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
C320;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C755;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10780;RALN;CC;0C1000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C4468;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5938;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C5360;RALN;CC;0C1000;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
C2217;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
C2007;RALN;CC;0C1000;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
C3515;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
P9121;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
UC12412;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C3819;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
C2897;RALN;CC;0C1000;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
C2947;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4190;RALN;CC;0C1000;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
C12746;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7405;RALN;CC;0C1000;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7559;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C4291;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C6860;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C754;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
C3700;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
CS10487;RALN;CC;0C1000;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
C6472;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C2139;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7653;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
C3840;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
C4442;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C952;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C561;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
UC12174;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0
C5508;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
UC10916;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C1018;RALN;CC;0C1000;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
C5634;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
C798;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C811;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C661;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
C5114;RALN;CC;0C1000;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C2073;RALN;CC;0C1000;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
C1119;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C7958;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
C6758;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C4609;RALN;CC;0C1000;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
C5805;RALN;CC;0C1000;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
C7366;RALN;CC;0C1000;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
UC11802;RALN;CC;0C1000;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
C3018;RALN;CC;0C1000;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
