ISTITUZIONE;CONTRATTO;CATEGORIA_PARTENZA;QUALIFICA_PARTENZA;CATEGORIA_ARRIVO;QUALIFICA_ARRIVO;TIPO_PASSAGGIO;NUMERO_PASSAGGI
ER14219;SSNA;LA;A12017;LA;A14005;O;2
ER14219;SSNA;LA;A14005;LA;A16028;O;4
ER14219;SSNA;LA;A12017;LT;T14007;V;1
IP10456;SSNA;MD;SD0N34;MD;SD0E34;O;3
IP10535;SSNA;LT;T13059;LA;A13870;V;1
IP10535;SSNA;LT;T12057;LA;A12017;V;3
IP10535;RALN;CC;046000;CC;097000;O;1
IP10535;RALN;CC;043000;CC;045000;O;1
IP10535;RALN;CD;099000;CD;0D7000;O;1
IP10535;RALN;CC;042000;CC;043000;O;1
IP10569;SSNA;LA;A18869;DP;PD0A09;V;1
IP10569;SSNA;LT;T12058;LT;T13660;O;6
IP10569;SSNA;LT;T12058;LT;T12057;O;2
IP10569;SSNA;ST;S18864;BI;SD0A12;V;1
IP10841;SSNA;LT;T13660;LT;T13059;O;1
J8624;SSNA;LT;T12057;LT;T14007;O;3
J8624;SSNA;BI;SD0E12;BI;SD0E13;O;2
J8624;SSNA;DP;PD0A45;DP;PD0S45;O;1
J8624;SSNA;MD;SD0E34;MD;SD0E33;O;6
J8624;SSNA;MD;SD0035;MD;SD0036;O;1
J8624;SSNA;MD;SD0035;MD;SD0E34;O;5
J8624;SSNA;DT;TD0A67;DT;TD0S67;O;1
J8624;SSNA;DA;AD0A31;DA;AD0S31;O;3
J8626;SSNA;FI;SD0E41;FI;SD0A41;O;1
J8626;SSNA;BI;SD0E12;BI;SD0E13;O;1
J8626;SSNA;DA;AD0A31;DA;AD0032;O;1
J8626;SSNA;LT;T16026;DP;PD0A45;V;1
J8626;SSNA;MD;SD0035;MD;SD0E34;O;1
J8626;SSNA;MD;SD0E34;MD;SD0E33;O;1
J8627;SSNA;MD;SD0035;MD;SD0E34;O;1
J8628;SSNA;LA;A14005;LA;A16028;O;1
J8628;SSNA;LA;A16028;LP;PSP872;V;1
J8628;SSNA;LA;A13870;LA;A14005;O;1
J8628;SSNA;MD;SD0035;MD;SD0E33;O;3
J8628;SSNA;LA;A18869;DA;AD0032;V;1
J8628;SSNA;LT;T12057;LT;T13660;O;1
J8628;SSNA;PS;SD048B;PS;SD0CO1;O;1
J8628;SSNA;LT;T12057;LT;T14007;O;1
J8628;SSNA;LT;T12058;LT;T13660;O;3
J8628;SSNA;LT;T13660;LA;A13870;V;1
J8628;SSNA;MD;SD0E34;MD;SD0E33;O;1
J8628;SSNA;MD;SD0035;MD;SD0E34;O;1
J8629;SSNA;MD;SD0035;MD;SD0036;O;1
J8630;SSNA;FM;SD0E38;FM;SD0E39;O;1
J8630;SSNA;SI;S16020;SV;S16022;V;1
J8630;SSNA;BI;SD0A12;BI;SD0E12;O;1
J8630;SSNA;SI;S16020;ST;S16021;V;3
J8630;SSNA;MD;SD0E34;MD;SD0035;O;1
J8630;SSNA;SI;S16020;SF;S16019;V;2
J8632;SSNA;MD;SD0E33;DG;0D0482;V;1
J8632;SSNA;DP;PD0A45;DP;PD0S45;O;1
J8632;SSNA;LT;T11008;LT;T13660;O;1
J8632;SSNA;DA;AD0S31;DA;AD0A31;O;1
J8632;SSNA;DA;AD0A31;DA;AD0S31;O;4
J8632;SSNA;LA;A14005;LA;A16028;O;4
J8632;SSNA;MD;SD0036;MD;SD0035;O;1
J8632;SSNA;MD;SD0035;MD;SD0036;O;3
J8632;SSNA;LT;T12057;LA;A12017;V;1
J8632;SSNA;MD;SD0035;MD;SD0E34;O;2
J8633;SSNA;MD;SD0035;MD;SD0E34;O;2
J8633;SSNA;LT;T14007;LT;T16026;O;1
J8633;SSNA;LT;T12057;LT;T13059;O;7
J8633;SSNA;MD;SD0035;MD;SD0036;O;1
J8633;SSNA;LA;A13870;LA;A14005;O;4
J8633;SSNA;DT;TD0A01;DT;TD0S01;O;1
J8634;SSNA;RR;N18694;BI;SD0A12;V;1
J8634;SSNA;RR;N16695;LA;A16028;V;3
J8634;SSNA;DA;AD0A31;DA;AD0032;O;1
J8634;SSNA;RR;N16695;BI;SD0A12;V;1
J8635;SSNA;LT;T12057;LT;T14007;O;1
J8635;SSNA;LA;A16028;LA;A18869;O;3
J8635;SSNA;LA;A14005;LA;A16028;O;6
J8636;SSNA;MD;SD0035;MD;SD0E34;O;2
J8637;SSNA;DG;0D0482;DG;0D0097;O;1
J8638;SSNA;ST;S16021;LA;A14005;V;1
J8638;SSNA;MD;SD0035;MD;SD0E33;O;1
J8638;SSNA;MD;SD0036;MD;SD0N33;O;1
J8638;SSNA;MD;SD0E34;MD;SD0E33;O;1
J8638;SSNA;LA;A12017;LA;A14005;O;2
J8638;SSNA;LT;T11008;LA;A12017;V;5
J8638;SSNA;MD;SD0036;MD;SD0035;O;5
J8638;SSNA;LA;A14005;LA;A16028;O;3
J8638;SSNA;LA;A13870;LA;A14005;O;4
J8638;SSNA;MD;SD0035;MD;SD0E34;O;1
J8638;SSNA;LT;T13660;LA;A13870;V;1
J9489;SSNA;MD;SD0036;MD;SD0035;O;3
J9489;SSNA;MD;SD0035;MD;SD0036;O;1
J9489;SSNA;LA;A14005;LA;A16028;O;14
J9489;SSNA;MD;SD0035;MD;SD0E34;O;12
J9489;SSNA;MD;SD0E34;MD;SD0035;O;1
J9489;SSNA;DP;PD0A45;DP;PD0S45;O;1
J9489;SSNA;PS;SD0AI1;PS;SD0SE1;O;1
J9489;SSNA;LA;A13870;LA;A14005;O;2
J9489;SSNA;BI;SD0A12;BI;SD0E12;O;1
J9489;SSNA;DA;AD0A31;DA;AD0S31;O;1
J10321;SSNA;LT;T16026;DP;PD0A45;V;1
J10321;SSNA;RR;N18694;BI;SD0A12;V;1
J10321;SSNA;SI;S16020;LA;A16028;V;1
J10321;SSNA;LA;A12017;LA;A14005;O;1
J10321;SSNA;LA;A13870;LA;A14005;O;1
J10321;SSNA;RR;N16695;BI;SD0A12;V;1
J10321;SSNA;MD;SD0E34;MD;SD0035;O;1
J10321;SSNA;RR;N16695;LA;A14005;V;1
J10323;SSNA;LT;T11008;LA;A11030;V;11
J10323;SSNA;LA;A16028;LA;A18869;O;1
J10323;SSNA;MO;SD0E48;MO;SD0A48;O;1
J10323;SSNA;MD;SD0035;MD;SD0036;O;3
J10323;SSNA;MD;SD0036;MD;SD0E33;O;1
J10323;SSNA;MD;SD0035;MD;SD0E34;O;31
J10323;SSNA;LA;A14005;LA;A16028;O;11
J10323;SSNA;MD;SD0036;MD;SD0035;O;1
J10323;SSNA;BI;SD0E12;BI;SD0A12;O;1
J10323;SSNA;MD;SD0E34;MD;SD0035;O;1
J10323;SSNA;LT;T11008;LT;T13660;O;1
J10323;SSNA;LA;A14005;LA;A18869;O;1
J10323;SSNA;DA;AD0032;DA;AD0A31;O;1
J10323;SSNA;LA;A13870;LA;A14005;O;4
J10551;SSNA;BI;SD0A12;BI;SD0E12;O;1
J10551;SSNA;LT;T13660;LT;T13059;O;1
J10551;SSNA;MD;SD0035;MD;SD0E33;O;2
J10551;SSNA;MD;SD0035;MD;SD0E34;O;2
J10551;SSNA;FM;SD0A38;FM;SD0E38;O;1
J10551;SSNA;MD;SD0035;MD;SD0036;O;1
J10944;SSNA;MD;SD0035;MD;SD0E34;O;8
J10944;SSNA;MD;SD0036;MD;SD0035;O;3
J10944;SSNA;MD;SD0E34;MD;SD0E33;O;1
J10944;SSNA;MD;SD0035;MD;SD0E33;O;2
J10944;SSNA;DP;PD0S03;DP;PD0A03;O;1
J10944;SSNA;LT;T12057;LT;T13059;O;2
J10944;SSNA;MD;SD0035;MD;SD0036;O;1
J10944;SSNA;FM;SD0A38;FM;SD0E38;O;1
J11101;SSNA;LA;A14005;LA;A16028;O;2
K8639;SSNA;BI;SD0A12;BI;SD0E13;O;1
K8639;SSNA;LA;A14005;LA;A16028;O;1
K8639;SSNA;BI;SD0A12;BI;SD0E12;O;1
K8639;SSNA;MV;SD0A73;MV;SD0E73;O;3
K8639;SSNA;CH;SD0A15;CH;SD0E15;O;1
K8639;SSNA;MV;SD0A73;MV;SD0E74;O;1
K8639;SSNA;CH;SD0E15;CH;SD0E16;O;1
K8639;SSNA;LT;T16026;ST;S16021;V;1
K8640;SSNA;MV;SD0E73;MV;SD0E74;O;1
K8641;SSNA;RR;N18694;MV;SD0A73;V;1
K8641;SSNA;BI;SD0A12;BI;SD0E12;O;1
K8641;SSNA;MV;SD0A73;MV;SD0E73;O;2
K8641;SSNA;RR;N16695;ST;S16021;V;1
K8642;SSNA;CH;SD0A15;CH;SD0E15;O;1
K8642;SSNA;DP;PD0A45;DP;PD0S45;O;1
K8642;SSNA;BI;SD0A12;BI;SD0E12;O;3
K8645;SSNA;BI;SD0E12;BI;SD0E13;O;1
K8645;SSNA;ST;S14054;ST;S16021;O;2
K8645;SSNA;BI;SD0A12;BI;SD0E12;O;2
K8645;SSNA;MV;SD0E73;MV;SD0A73;O;9
K8646;SSNA;MV;SD0598;MV;SD0A73;O;1
K8646;SSNA;LT;T16026;LT;T12057;O;1
K8646;SSNA;RR;N18694;RR;N16695;O;1
K8647;SSNA;LA;A12017;LA;A13870;O;5
K8647;SSNA;RR;N18694;ST;S16021;V;1
K8647;SSNA;LA;A14005;LA;A16028;O;5
K8647;SSNA;LT;T12057;LT;T13059;O;2
K8647;SSNA;LA;A12017;LA;A14005;O;1
K8647;SSNA;LT;T13059;LT;T14007;O;1
K8647;SSNA;LT;T14007;CH;SD0A15;V;1
K8648;SSNA;LT;T13059;LA;A13870;V;3
PU9818;SSNA;MD;SD0E34;MD;SD0E33;O;1
PU9818;SSNA;MD;SD0035;MD;SD0036;O;13
PU9820;SSNA;LA;A14005;LT;T13660;V;1
PU9820;SSNA;MD;SD0035;MD;SD0E34;O;2
PU9820;SSNA;LA;A14005;LA;A16028;O;1
PU9820;SSNA;SI;S16020;LA;A16028;V;1
PU9821;SSNA;DP;PD0A45;DP;PD0046;O;1
PU9828;SSNA;LA;A14005;LT;T14007;V;1
PU9828;SSNA;LT;T14007;LA;A14005;V;1
PU10539;SSNA;MD;SD0035;MD;SD0E34;O;1
PU10539;SSNA;BI;SD0A12;BI;SD0E12;O;1
PU10574;SSNA;DP;PD0A45;DP;PD0046;O;1
PU10574;SSNA;MD;SD0035;MD;SD0E33;O;1
PU10574;SSNA;MD;SD0036;MD;SD0035;O;3
PU10574;SSNA;MD;SD0035;MD;SD0E34;O;1
PU10574;SSNA;MD;SD0035;MD;SD0036;O;2
PU10744;SSNA;MD;SD0035;MD;SD0E34;O;25
PU10744;SSNA;FM;SD0A38;FM;SD0E39;O;1
PU10744;SSNA;MD;SD0036;MD;SD0N34;O;2
PU10744;SSNA;DA;AD0A31;DA;AD0S31;O;1
PU10744;SSNA;SI;S16020;LA;A14005;V;1
PU10744;SSNA;MD;SD0035;MD;SD0036;O;13
PU10744;SSNA;MD;SD0035;MD;SD0E33;O;2
PU10744;SSNA;MD;SD0E34;MD;SD0035;O;6
PU10744;SSNA;MD;SD0N34;MD;SD0036;O;2
PU10749;SSNA;BI;SD0E12;BI;SD0A12;O;1
PU10749;SSNA;ST;S16021;SF;S16019;V;3
PU10749;SSNA;DA;AD0A31;DA;AD0S31;O;3
PU10749;SSNA;DA;AD0A31;DA;AD0032;O;2
PU10749;SSNA;MD;SD0035;MD;SD0036;O;3
PU10749;SSNA;MD;SD0E34;MD;SD0035;O;4
PU10752;SSNA;LA;A13870;LT;T13059;V;1
PU10752;SSNA;DP;PD0A45;DP;PD0S45;O;1
PU10752;SSNA;DT;TD0A01;DT;TD0S01;O;1
PU10752;SSNA;MD;SD0597;MD;SD0E33;O;1
PU10752;SSNA;DA;AD0A31;DA;AD0032;O;1
PU11803;SSNA;LA;A13870;LA;A14005;O;1
PU11803;SSNA;DA;AD0A31;DA;AD0032;O;4
PU11803;SSNA;MD;SD0597;MD;SD0035;O;23
PU11803;SSNA;SI;S16020;LA;A14005;V;1
U9412;SSNA;DA;AD0612;DA;AD0S31;O;1
U9412;SSNA;MD;SD0E34;MD;SD0E33;O;2
U9412;SSNA;SI;S16020;LA;A14005;V;1
U9412;SSNA;MD;SD0597;MD;SD0E33;O;1
U9412;SSNA;LT;T13660;SI;S16020;V;1
U9412;SSNA;DA;AD0A31;DA;AD0032;O;1
U9413;SSNA;DP;PD0S03;DP;PD0004;O;1
U9413;SSNA;MD;SD0036;MD;SD0035;O;1
U9413;SSNA;MD;SD0036;MD;SD0E34;O;1
U9413;SSNA;ST;S16021;LA;A14005;V;1
U9413;SSNA;LA;A12017;LA;A14005;O;4
U9413;SSNA;MD;SD0036;MD;SD0N34;O;4
U9413;SSNA;MD;SD0035;MD;SD0036;O;4
U9413;SSNA;MD;SD0035;MD;SD0E34;O;9
U9413;SSNA;LT;T12057;LA;A14005;V;1
U9413;SSNA;DA;AD0A31;DA;AD0032;O;1
U9413;SSNA;MD;SD0035;MD;SD0E33;O;1
U9413;SSNA;LA;A13870;LA;A14005;O;2
U9413;SSNA;LT;T13059;LT;T14007;O;1
U9413;SSNA;LT;T13660;SI;S16020;V;1
U9413;SSNA;MV;SD0A73;MV;SD0E73;O;3
U9414;SSNA;LA;A14005;LA;A16028;O;1
U9414;SSNA;LT;T14063;LT;T14007;O;3
U9414;SSNA;MD;SD0035;MD;SD0E34;O;10
U9414;SSNA;DP;PD0A03;DP;PD0004;O;1
U9414;SSNA;MD;SD0E34;MD;SD0035;O;2
U9414;SSNA;MD;SD0E34;MD;SD0E33;O;2
U9414;SSNA;MV;SD0A73;MV;SD0E73;O;1
U9414;SSNA;MD;SD0036;MD;SD0N34;O;3
U9415;SSNA;LA;A12017;LA;A14005;O;1
U9415;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9415;SSNA;PL;SD0064;PL;SD0A65;O;1
U9415;SSNA;MD;SD0N34;MD;SD0E34;O;2
U9415;SSNA;MD;SD0036;MD;SD0035;O;3
U9415;SSNA;LT;T13660;LA;A13870;V;1
U9415;SSNA;MD;SD0036;MD;SD0N34;O;1
U9415;SSNA;DP;PD0A45;DP;PD0046;O;1
U9415;SSNA;LT;T16026;DP;PD0A45;V;1
U9416;SSNA;MD;SD0E34;MD;SD0E33;O;5
U9416;SSNA;LA;A12017;LA;A14005;O;1
U9416;SSNA;DT;TD0A01;DT;TD0002;O;1
U9426;SSNA;ST;S16021;ST;S18864;O;2
U9426;SSNA;SI;S16020;SI;S18863;O;17
U9426;SSNA;PL;SD0A65;PL;SD0E65;O;1
U9426;SSNA;DA;AD0A31;DA;AD0S31;O;2
U9426;SSNA;MD;SD0035;MD;SD0E34;O;11
U9426;SSNA;LT;T12057;LT;T13059;O;5
U9426;SSNA;SF;S16019;SF;S18866;O;3
U9426;SSNA;LT;T16024;LT;T18867;O;2
U9426;SSNA;SV;S16022;LT;T16026;V;1
U9426;SSNA;LT;T12058;LT;T12057;O;1
U9426;SSNA;LA;A14005;LT;T14007;V;2
U9426;SSNA;DA;AD0A31;DA;AD0032;O;1
U9426;SSNA;LA;A12017;LA;A14005;O;6
U9426;SSNA;LA;A16028;LA;A18869;O;10
U9428;SSNA;DA;AD0A31;DA;AD0S31;O;1
U9428;SSNA;LA;A16028;DA;AD0A31;V;1
U9428;SSNA;PL;SD0064;PL;SD0A65;O;2
U9428;SSNA;PL;SD0A65;PL;SD0E65;O;1
U9428;SSNA;MD;SD0E34;MD;SD0035;O;1
U9428;SSNA;MD;SD0035;MD;SD0E33;O;2
U9428;SSNA;MD;SD0035;MD;SD0E34;O;10
U9428;SSNA;DP;PD0046;DP;PD0A45;O;1
U9428;SSNA;MD;SD0036;MD;SD0035;O;8
U9428;SSNA;MD;SD0036;MD;SD0N34;O;1
U9428;SSNA;MD;SD0035;MD;SD0036;O;1
U9428;SSNA;PL;SD0A65;PL;SD0064;O;1
U9428;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9428;SSNA;LA;A14005;LA;A16028;O;1
U9428;SSNA;LA;A14005;LT;T16026;V;1
U9428;SSNA;DA;AD0A31;DA;AD0032;O;1
U9428;SSNA;DP;PD0A45;DP;PD0046;O;1
U9429;SSNA;MD;SD0035;MD;SD0E34;O;3
U9429;SSNA;MD;SD0035;MD;SD0036;O;1
U9429;SSNA;MD;SD0036;MD;SD0035;O;14
U9429;SSNA;DA;AD0A31;DA;AD0S31;O;3
U9429;SSNA;MV;SD0A73;MV;SD0E73;O;1
U9429;SSNA;PL;SD0064;PL;SD0A65;O;6
U9429;SSNA;LA;A12017;LA;A14005;O;1
U9429;SSNA;LA;A14005;LA;A16028;O;1
U9430;SSNA;MD;SD0E34;MD;SD0E33;O;1
U9430;SSNA;MD;SD0035;MD;SD0036;O;7
U9430;SSNA;LA;A16028;DA;AD0A31;V;4
U9430;SSNA;DP;PD0010;DP;PD0A09;O;1
U9430;SSNA;MD;SD0N34;MD;SD0E34;O;1
U9430;SSNA;LT;T16026;DT;TD0A01;V;1
U9430;SSNA;DA;AD0A31;DA;AD0S31;O;1
U9430;SSNA;MD;SD0035;MD;SD0E34;O;1
U9430;SSNA;MD;SD0N33;MD;SD0036;O;1
U9430;SSNA;PL;SD0A65;PL;SD0E66;O;1
U9431;SSNA;MD;SD0036;MD;SD0035;O;7
U9431;SSNA;MD;SD0035;MD;SD0E34;O;17
U9431;SSNA;MD;SD0E34;MD;SD0035;O;2
U9431;SSNA;FM;SD0A38;FM;SD0E38;O;1
U9431;SSNA;ST;S16021;LA;A14005;V;1
U9431;SSNA;LA;A14005;LA;A16028;O;6
U9431;SSNA;LT;T13059;LT;T14007;O;1
U9431;SSNA;LA;A13870;LA;A14005;O;1
U9431;SSNA;PL;SD0A65;PL;SD0E65;O;2
U9431;SSNA;LA;A14005;LT;T14007;V;1
U9431;SSNA;LT;T16026;SV;S16022;V;1
U9431;SSNA;MD;SD0035;MD;SD0036;O;9
U9431;SSNA;BI;SD0A12;BI;SD0E12;O;1
U9431;SSNA;MV;SD0A73;MV;SD0E73;O;1
U9431;SSNA;MD;SD0036;MD;SD0N34;O;5
U9431;SSNA;MD;SD0035;MV;SD0A73;V;2
U9431;SSNA;LA;A12017;LA;A13870;O;1
U9432;SSNA;LA;A14005;SI;S16020;V;3
U9432;SSNA;DT;TD0S70;DT;TD0A70;O;1
U9432;SSNA;MD;SD0036;MD;SD0E34;O;1
U9432;SSNA;MD;SD0036;MD;SD0035;O;8
U9432;SSNA;MD;SD0036;MD;SD0E33;O;1
U9432;SSNA;MD;SD0035;MD;SD0E34;O;6
U9432;SSNA;LT;T12058;LT;T13660;O;1
U9432;SSNA;PL;SD0A65;BI;SD0A12;V;1
U9432;SSNA;LT;T11008;LT;T13660;O;67
U9432;SSNA;LA;A14005;LA;A16028;O;8
U9432;SSNA;DP;PD0A45;DP;PD0S45;O;1
U9432;SSNA;MD;SD0035;MD;SD0036;O;26
U9432;SSNA;DA;AD0A31;DA;AD0S31;O;5
U9432;SSNA;LA;A14005;SI;S18863;V;1
U9432;SSNA;MD;SD0N34;MD;SD0036;O;4
U9432;SSNA;MD;SD0E34;MD;SD0035;O;16
U9432;SSNA;PL;SD0A65;PL;SD0064;O;4
U9432;SSNA;MD;SD0N34;MD;SD0E34;O;4
U9432;SSNA;MD;SD0E34;MD;SD0E33;O;5
U9432;SSNA;MD;SD0035;MD;SD0E33;O;7
U9432;SSNA;MV;SD0A73;MV;SD0072;O;1
U9433;SSNA;SI;S16020;SI;S18863;O;10
U9433;SSNA;LT;T14063;LT;T16026;O;1
U9433;SSNA;LT;T14007;LT;T16026;O;1
U9433;SSNA;BI;SD0A12;BI;SD0E12;O;1
U9433;SSNA;LT;T11008;LT;T13660;O;4
U9433;SSNA;ST;S16021;ST;S18864;O;1
U9433;SSNA;MD;SD0036;MD;SD0035;O;2
U9433;SSNA;PL;SD0A65;PL;SD0E66;O;1
U9433;SSNA;MV;SD0E73;MV;SD0E74;O;1
U9433;SSNA;DA;AD0A31;DA;AD0S31;O;4
U9433;SSNA;DT;TD0S67;DT;TD0068;O;1
U9433;SSNA;MV;SD0A73;MV;SD0E73;O;1
U9433;SSNA;LA;A14005;LA;A16028;O;9
U9433;SSNA;MD;SD0036;MD;SD0E34;O;3
U9433;SSNA;MD;SD0036;MD;SD0E33;O;5
U9434;SSNA;PS;SD0AI4;PS;SD0SE4;O;1
U9435;SSNA;MD;SD0036;MD;SD0035;O;3
U9435;SSNA;MD;SD0035;MD;SD0E34;O;1
U9435;SSNA;LA;A14005;LA;A16028;O;2
U9435;SSNA;MD;SD0035;MD;SD0E33;O;1
U9435;SSNA;PL;SD0064;PL;SD0A65;O;1
U9435;SSNA;MD;SD0035;MD;SD0036;O;2
U9435;SSNA;LA;A14005;SV;S16022;V;1
U9437;SSNA;FM;SD0A38;FM;SD0E39;O;1
