ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;TRATTAMENTO_INIZIALE_UOMINI;FASCIA1_UOMINI;FASCIA2_UOMINI;FASCIA3_UOMINI;FASCIA4_UOMINI;FASCIA5_UOMINI;FASCIA6_UOMINI;FASCIA7_UOMINI;FASCIA8_UOMINI;FASCIA9_UOMINI;FASCIA10_UOMINI;FASCIA11_UOMINI;TRATTAMENTO_INIZIALE_DONNE;FASCIA1_DONNE;FASCIA2_DONNE;FASCIA3_DONNE;FASCIA4_DONNE;FASCIA5_DONNE;FASCIA6_DONNE;FASCIA7_DONNE;FASCIA8_DONNE;FASCIA9_DONNE;FASCIA10_DONNE;FASCIA11_DONNE
CV14406;AFAM;PD;018PD1;19;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
CV14406;AFAM;PR;018P01;9;3;6;3;4;4;4;0;0;0;0;0;7;0;2;2;0;3;1;0;0;0;0;0
CV14406;AFAM;PA;012117;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;1;1;0;0;0;0;0;0
CV14406;AFAM;AR;012118;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;PA;011121;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
IA14396;AFAM;AR;011124;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;PA;013CTE;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;PA;012117;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;1;0;0;0;0;0;0;0
IA14396;AFAM;EP;013504;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IA14396;AFAM;PR;018P01;2;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14398;AFAM;AR;011124;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
CV14398;AFAM;PD;018PD1;17;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
CV14398;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CV14398;AFAM;PA;012117;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0
CV14398;AFAM;PA;011121;0;1;0;0;1;0;0;0;0;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0
CV14398;AFAM;PR;018P01;0;3;6;5;8;9;18;0;0;0;0;0;0;3;2;3;0;6;2;0;0;0;0;0
CV14398;AFAM;EP;013159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
CV14398;AFAM;AR;012118;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LT;T18868;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LT;T12057;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LA;A12017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LA;A14005;0;2;1;0;0;0;0;0;0;0;0;0;4;3;0;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LT;T16024;1;1;0;0;1;0;0;0;0;0;0;0;16;13;0;1;4;0;1;0;0;0;0;0
CS11100;SSNA;LT;T14007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LA;A18869;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
CS11100;SSNA;LA;A13870;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0
CS11100;SSNA;LA;A16028;1;0;0;0;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
P9048;AFAM;PR;018P01;0;0;0;0;5;3;6;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0
P9048;AFAM;PD;018PD1;7;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LA;A16028;11;4;2;2;6;1;2;0;0;0;0;0;8;3;1;6;6;2;1;0;0;0;0;0
U10524;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;2;0;0;0;0;0
U10524;SSNA;SF;S16019;1;11;7;5;2;2;0;0;0;0;0;0;22;50;37;11;13;3;0;0;0;0;0;0
U10524;SSNA;ST;S18864;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;5;0;0;0;0;0
U10524;SSNA;SF;S18866;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T11008;8;32;14;3;3;7;0;0;0;0;0;0;16;67;28;0;0;8;0;0;0;0;0;0
U10524;SSNA;LT;T12058;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T12057;19;19;10;3;2;11;0;0;0;0;0;0;15;5;5;0;2;1;0;0;0;0;0;0
U10524;SSNA;LT;T14007;10;3;2;1;3;2;0;0;0;0;0;0;10;3;0;0;1;1;0;0;0;0;0;0
U10524;SSNA;LP;P16006;7;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;SV;S16022;1;3;1;3;22;5;1;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0
U10524;SSNA;SF;S13051;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T14S59;2;20;24;13;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0
U10524;SSNA;LA;A13870;0;4;3;0;0;2;0;0;0;0;0;0;1;2;3;0;0;0;0;0;0;0;0;0
U10524;SSNA;LA;A11030;2;14;5;0;1;8;0;0;0;0;0;0;3;19;8;0;1;6;0;0;0;0;0;0
U10524;SSNA;SI;S14S52;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0
U10524;SSNA;LA;A14005;8;11;15;10;9;5;0;0;0;0;0;0;10;10;17;11;10;7;0;0;0;0;0;0
U10524;SSNA;LT;T16026;8;0;1;0;0;0;2;0;0;0;0;0;20;1;1;0;0;0;9;0;0;0;0;0
U10524;SSNA;ST;S16021;14;14;11;7;15;9;3;0;0;0;0;0;21;23;16;11;15;13;21;0;0;0;0;0
U10524;SSNA;LT;T16024;0;0;0;1;1;0;4;0;0;0;0;0;0;6;1;2;12;3;61;0;0;0;0;0
U10524;SSNA;LT;T18868;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;SI;S18863;0;1;5;4;4;1;0;0;0;0;0;0;3;3;2;3;2;0;0;0;0;0;0;0
U10524;SSNA;SI;S16020;89;111;78;82;98;65;24;0;0;0;0;0;151;185;161;128;166;127;18;0;0;0;0;0
U10524;SSNA;LT;T13059;23;55;19;2;0;2;0;0;0;0;0;0;1;5;5;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T14063;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LA;A18869;0;0;0;0;0;3;1;0;0;0;0;0;2;0;1;0;4;1;0;0;0;0;0;0
U10524;SSNA;LA;A12017;33;3;10;5;0;10;0;0;0;0;0;0;26;9;5;3;0;3;0;0;0;0;0;0
U10524;SSNA;LT;T13660;64;34;12;2;3;3;0;0;0;0;0;0;126;17;7;1;2;1;0;0;0;0;0;0
CV14371;AFAM;PA;011121;0;0;6;4;4;0;0;0;0;0;0;0;0;1;12;1;0;0;0;0;0;0;0;0
CV14371;AFAM;PA;012117;2;2;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0
CV14371;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
CV14371;AFAM;PD;018PD1;16;0;0;0;0;0;0;0;0;0;0;0;13;0;0;0;0;0;0;0;0;0;0;0
CV14371;AFAM;AR;011124;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14371;AFAM;EP;013159;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14371;AFAM;PR;018P01;18;9;9;16;22;22;19;0;0;0;0;0;11;2;9;12;11;8;13;0;0;0;0;0
CV14371;AFAM;AR;012118;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;PA;012117;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;EP;013504;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
CV14411;AFAM;AR;013CDE;3;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;EP;013159;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;EA;013160;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;PA;011121;0;0;0;5;3;0;0;0;0;0;0;0;0;0;2;4;0;0;0;0;0;0;0;0
CV14411;AFAM;PD;018PD1;23;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;AR;012118;3;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0
CV14411;AFAM;PR;018P01;15;12;11;7;13;17;9;0;0;0;0;0;8;7;4;4;7;9;2;0;0;0;0;0
CV14411;AFAM;AR;011124;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0
K8639;SSNA;LT;T18868;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0
K8639;SSNA;LT;T14S59;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
K8639;SSNA;LA;A16028;1;1;0;0;0;0;1;0;0;0;0;0;6;6;1;0;0;0;1;0;0;0;0;0
K8639;SSNA;LT;T14007;8;11;8;2;11;6;0;0;0;0;0;0;16;31;55;4;7;4;0;0;0;0;0;0
K8639;SSNA;LA;A14005;7;2;0;2;2;1;0;0;0;0;0;0;18;5;4;4;6;14;0;0;0;0;0;0
K8639;SSNA;RR;N18694;9;0;0;1;0;0;1;0;0;0;0;0;21;0;0;0;0;0;1;0;0;0;0;0
K8639;SSNA;LA;A18869;0;1;1;0;1;0;0;0;0;0;0;0;2;2;0;0;1;0;0;0;0;0;0;0
K8639;SSNA;ST;S16021;2;4;0;8;5;5;1;0;0;0;0;0;7;6;6;46;13;1;0;0;0;0;0;0
K8639;SSNA;ST;S18864;0;0;2;2;0;0;1;0;0;0;0;0;1;0;7;1;1;0;2;0;0;0;0;0
K8639;SSNA;LT;T16026;3;7;0;1;0;0;2;0;0;0;0;0;18;10;1;0;0;0;0;0;0;0;0;0
K8639;SSNA;LT;T12057;7;2;0;0;3;5;0;0;0;0;0;0;3;3;0;0;2;7;0;0;0;0;0;0
K8639;SSNA;LT;T14063;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;0;0
K8639;SSNA;LT;T11008;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
K8639;SSNA;LA;A13870;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
K8639;SSNA;RR;N16695;9;0;0;0;0;0;0;0;0;0;0;0;10;0;0;2;0;0;0;0;0;0;0;0
K8639;SSNA;LT;T13059;6;6;1;0;2;10;0;0;0;0;0;0;2;2;1;0;7;5;0;0;0;0;0;0
U10751;SSNA;SI;S14S52;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0
U10751;SSNA;LA;A13870;0;0;0;2;1;5;0;0;0;0;0;0;0;0;0;2;1;8;0;0;0;0;0;0
U10751;SSNA;LT;T14063;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;LT;T18867;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0
U10751;SSNA;LT;T18868;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;LT;T11008;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U10751;SSNA;SI;S13052;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0
U10751;SSNA;LT;T14S59;0;0;2;13;2;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0
U10751;SSNA;SV;S16022;4;3;0;2;2;2;30;0;0;0;0;0;2;1;0;0;0;0;3;0;0;0;0;0
U10751;SSNA;LT;T13059;1;0;0;4;22;10;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
U10751;SSNA;LA;A16028;7;0;0;3;2;1;23;0;0;0;0;0;20;0;0;1;1;1;28;0;0;0;0;0
U10751;SSNA;SF;S16019;5;3;1;1;0;1;7;0;0;0;0;0;22;7;0;10;0;1;10;0;0;0;0;0
U10751;SSNA;LT;T13660;58;14;30;5;31;16;0;0;0;0;0;0;96;8;5;7;6;1;0;0;0;0;0;0
U10751;SSNA;LT;T16026;2;0;0;0;3;3;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;ST;S18864;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;ST;S16021;25;3;9;6;9;5;48;0;0;0;0;0;44;2;2;15;5;4;22;0;0;0;0;0
U10751;SSNA;SF;S18866;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;LT;T12057;19;0;0;17;17;35;0;0;0;0;0;0;10;0;1;5;1;5;0;0;0;0;0;0
U10751;SSNA;SI;S18863;0;0;0;0;2;7;8;0;0;0;0;0;0;0;0;1;1;8;11;0;0;0;0;0
U10751;SSNA;LT;T16024;1;0;0;0;1;1;7;0;0;0;0;0;2;1;1;2;2;3;22;0;0;0;0;0
U10751;SSNA;SI;S16020;64;10;17;56;29;32;412;0;0;0;0;0;139;27;25;219;59;51;550;0;0;0;0;0
U10751;SSNA;LA;A18869;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0
U10751;SSNA;LA;A12017;12;1;3;34;5;24;0;0;0;0;0;0;12;0;0;17;6;15;0;0;0;0;0;0
U10751;SSNA;LP;P16006;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;LA;A11030;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;LT;T14007;0;0;2;6;0;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U10751;SSNA;LA;A14005;9;2;20;26;2;21;0;0;0;0;0;0;28;1;22;18;3;33;0;0;0;0;0;0
U10751;SSNA;SV;S18865;0;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP10081;SSNA;LT;T14007;10;5;1;1;12;7;0;0;0;0;0;0;3;0;0;1;2;2;0;0;0;0;0;0
AP10081;SSNA;LA;A11030;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP10081;SSNA;LT;T13059;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP10081;SSNA;LT;T14S59;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP10081;SSNA;LA;A18869;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0
AP10081;SSNA;LA;A12017;1;0;1;1;0;5;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0
AP10081;SSNA;LA;A14005;5;3;0;0;1;5;0;0;0;0;0;0;2;2;0;1;3;8;0;0;0;0;0;0
AP10081;SSNA;LT;T12057;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
AP10081;SSNA;LA;A16028;3;0;0;0;0;1;1;0;0;0;0;0;11;3;4;0;2;1;0;0;0;0;0;0
AP10081;SSNA;SV;S16022;1;1;1;0;3;1;25;0;0;0;0;0;2;0;0;1;5;1;9;0;0;0;0;0
AP10081;SSNA;LT;T16026;37;8;14;4;4;2;0;0;0;0;0;0;34;16;21;8;5;0;0;0;0;0;0;0
AP10081;SSNA;ST;S16021;0;0;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
AP10081;SSNA;LT;T18868;2;3;4;2;7;3;4;0;0;0;0;0;0;4;6;3;7;6;4;0;0;0;0;0
IP10471;SSNA;LT;T13660;0;0;0;0;0;0;0;0;0;0;0;0;5;2;3;1;7;0;0;0;0;0;0;0
IP10471;SSNA;LT;T14007;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10471;SSNA;LA;A14005;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;0;0
IP10471;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
IP10471;SSNA;SI;S16020;1;0;0;0;0;0;0;0;0;0;0;0;6;2;1;0;1;1;0;0;0;0;0;0
IP10471;SSNA;LT;T11008;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10471;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IP10471;SSNA;LT;T13059;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10471;SSNA;SF;S16019;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0
U9580;SSNA;LA;A18869;0;0;0;0;2;3;2;0;0;0;0;0;0;0;0;1;10;3;5;0;0;0;0;0
U9580;SSNA;LT;T12057;8;4;14;5;3;16;0;0;0;0;0;0;4;1;3;2;8;20;0;0;0;0;0;0
U9580;SSNA;LT;T14007;4;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9580;SSNA;LT;T16026;5;0;2;3;5;9;9;0;0;0;0;0;0;0;2;13;1;1;4;0;0;0;0;0
U9580;SSNA;LA;A13870;0;0;1;2;6;10;0;0;0;0;0;0;1;0;2;12;13;27;0;0;0;0;0;0
U9580;SSNA;LA;A14005;7;2;1;2;4;21;0;0;0;0;0;0;25;13;9;12;21;108;0;0;0;0;0;0
U9580;SSNA;LA;A12017;15;8;2;1;2;11;0;0;0;0;0;0;19;7;12;13;8;18;0;0;0;0;0;0
U9580;SSNA;SI;S18863;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;4;4;31;0;0;0;0;0
U9580;SSNA;ST;S16021;23;13;11;15;3;5;14;0;0;0;0;0;45;22;13;19;13;19;34;0;0;0;0;0
U9580;SSNA;SI;S14056;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9580;SSNA;LA;A11030;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;2;4;1;0;0;0;0;0;0
U9580;SSNA;LT;T14063;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
U9580;SSNA;LT;T11008;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0
U9580;SSNA;SF;S18866;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;0
U9580;SSNA;SV;S16022;25;2;3;0;1;2;19;0;0;0;0;0;50;7;5;0;1;0;33;0;0;0;0;0
U9580;SSNA;SF;S16019;28;9;3;3;1;7;17;0;0;0;0;0;81;26;17;21;19;20;81;0;0;0;0;0
U9580;SSNA;LT;T14S59;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9580;SSNA;LT;T12058;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2;2;16;0;0;0;0;0;0
U9580;SSNA;LA;A16028;2;1;4;2;3;5;8;0;0;0;0;0;1;0;8;5;18;12;34;0;0;0;0;0
U9580;SSNA;LT;T18868;0;1;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9580;SSNA;SI;S16020;155;61;30;28;39;60;70;0;0;0;0;0;534;234;129;162;129;264;633;0;0;0;0;0
U9580;SSNA;LT;T13059;2;1;4;4;8;25;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
U9580;SSNA;SV;S18865;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9580;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;0;0;0
U9580;SSNA;LT;T13660;55;8;9;11;9;30;0;0;0;0;0;0;251;134;53;91;81;168;0;0;0;0;0;0
U9580;SSNA;ST;S18864;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9580;SSNA;LT;T16024;2;0;0;2;2;2;4;0;0;0;0;0;60;8;7;12;14;15;29;0;0;0;0;0
CS10888;SSNA;LA;A16028;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
CS10888;SSNA;LT;T16024;1;0;0;0;0;0;0;0;0;0;0;0;7;1;4;1;0;1;1;0;0;0;0;0
CS10888;SSNA;SF;S16019;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
U9545;SSNA;LT;T14063;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9545;SSNA;LA;A18869;0;3;1;2;0;0;0;0;0;0;0;0;0;4;4;6;1;1;1;0;0;0;0;0
U9545;SSNA;SF;S14S51;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
