ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
C1131;PRBZ;NF;CB;0;0;7;2;8;0;0;8;0;0
C1131;PRBZ;NF;CD;0;0;0;0;1;0;3;5;0;0
C1131;PRBZ;NF;CC;0;0;0;0;0;0;11;22;0;0
IP10471;SSNA;ND;LP;0;0;0;0;0;15;0;0;0;0
IP10471;SSNA;ND;SI;0;0;1;11;0;0;0;0;0;0
IP10471;SSNA;ND;LT;0;0;0;0;3;0;0;0;0;0
N8776;PRBZ;NF;CC;0;0;1;2;2;0;1;7;0;0
N8776;PRBZ;NF;CB;0;0;6;26;4;3;0;1;0;0
N8776;PRBZ;NF;CD;0;0;0;2;0;5;1;2;0;0
C2869;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C2869;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C3825;REFR;SC;XA;0;0;11;10;0;0;0;0;0;0
C3825;REFR;SC;XB;0;0;2;0;0;0;0;0;0;0
C3825;REFR;SC;CB;0;0;0;0;0;0;0;2;0;0
C3825;REFR;SC;CC;0;0;0;0;1;1;7;18;0;0
C3825;REFR;SC;CD;0;0;0;0;0;0;6;0;0;0
PA94;RALN;ND;CD;0;0;3;2;0;0;0;0;0;0
PA94;RALN;ND;CC;0;0;17;4;0;0;0;0;0;0
LS12197;LS13;NF;LI;0;0;0;0;0;0;82;172;0;0
UC10142;RALN;ND;CC;0;0;8;2;0;0;0;0;0;0
UC10142;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C4071;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C4071;RALN;ND;CA;0;0;0;0;10;0;0;0;0;0
C4071;RALN;ND;CD;0;0;2;0;3;1;0;0;0;0
C4071;RALN;ND;CC;0;0;17;5;19;4;0;0;0;0
C3560;RALN;ND;CA;0;0;0;0;2;0;0;0;0;0
C3560;RALN;ND;CC;0;0;1;0;0;0;0;0;0;0
C3560;RALN;ND;CB;0;0;1;0;1;1;0;0;0;0
C3560;RALN;ND;CD;0;0;1;0;0;1;0;0;0;0
C7359;RALN;ND;CC;0;0;0;0;0;0;1;0;0;0
C7254;RALN;ND;CC;0;0;2;3;0;0;0;1;0;0
C7254;RALN;ND;CB;0;0;1;0;0;0;0;0;0;0
C5559;RALN;ND;CC;0;0;2;1;0;2;0;0;0;0
AG10325;MNST;MM;AT;0;0;5;4;3;0;57;62;0;0
AG10325;MNST;MM;FU;0;0;3;7;1;0;44;112;0;0
AG10325;MNST;MM;OP;0;0;1;0;1;0;2;6;0;0
AG10325;MNST;MM;RM;0;0;0;0;0;0;58;198;0;0
C249;RALN;ND;CB;0;0;1;0;4;1;0;0;0;0
C249;RALN;ND;CC;0;0;14;2;8;2;0;0;0;0
C771;PRTN;NF;CB;0;0;0;0;5;0;0;0;0;0
C5971;RALN;ND;CD;0;0;13;9;9;4;5;14;0;0
C5971;RALN;ND;CB;0;0;8;7;1;0;0;5;0;0
C5971;RALN;ND;CC;0;0;117;81;34;19;5;23;0;0
V9774;RALN;ND;CB;0;0;0;0;0;0;3;5;0;0
V9774;RALN;ND;CC;0;0;0;0;0;0;7;14;0;0
V9774;RALN;ND;CD;0;0;0;0;0;0;0;3;0;0
C5179;RALN;ND;CC;0;0;6;3;6;3;0;0;0;0
C5179;RALN;ND;CB;0;0;0;0;6;3;0;1;0;0
C5179;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C5179;RALN;ND;CA;0;0;0;0;4;0;0;0;0;0
C1756;RALN;ND;CC;0;0;2;0;2;0;0;0;0;0
C1756;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C7180;PRTN;NF;CC;0;0;0;0;0;0;0;1;0;0
C7461;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C3326;REFR;SC;XA;0;0;5;0;0;0;0;0;0;0
C3326;REFR;SC;CB;0;0;0;2;8;0;0;0;0;0
C3326;REFR;SC;XB;0;0;1;0;0;0;0;0;0;0
C3762;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C3762;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C3762;RALN;ND;CC;0;0;5;1;6;1;0;0;0;0
C7616;RALN;ND;CC;0;0;5;1;5;1;0;0;0;0
C7616;RALN;ND;CB;0;0;0;0;4;0;1;0;0;0
C6540;RALN;ND;CD;0;0;3;0;0;0;0;0;0;0
C6540;RALN;ND;CC;0;0;2;1;0;0;0;0;0;0
P9042;RALN;ND;CC;0;0;0;0;8;2;13;25;0;0
P9042;RALN;ND;CB;0;0;0;0;3;0;7;3;0;0
P9042;RALN;ND;CA;0;0;0;0;2;0;0;0;0;0
P9042;RALN;ND;CD;0;0;0;0;3;0;9;4;0;0
C4095;PRBZ;NF;CC;0;1;0;0;0;0;0;0;0;0
C4095;PRBZ;NF;CB;0;0;0;0;4;0;0;0;0;0
C1824;RALN;ND;CC;0;0;4;2;0;0;2;5;0;0
C1824;RALN;ND;CD;0;0;1;0;0;0;0;1;0;0
C970;PRBZ;NF;CB;0;0;100;31;120;3;10;55;0;0
C970;PRBZ;NF;CA;0;0;1;0;1;0;0;0;0;0
C970;PRBZ;NF;CD;0;0;0;0;14;2;42;67;0;0
C970;PRBZ;NF;CC;0;0;13;1;19;3;39;121;0;0
C5120;RALN;ND;CA;0;0;2;0;0;0;0;0;0;0
C5120;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C7957;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C635;PRTN;NF;CB;0;0;0;0;7;0;0;0;0;0
C635;PRTN;NF;CD;0;0;0;0;0;0;0;1;0;0
IP10709;RALN;ND;CB;0;0;6;25;0;0;0;0;0;0
IP10709;RALN;ND;CD;0;0;1;2;0;0;0;0;0;0
C2601;RALN;ND;CD;0;0;2;0;0;0;1;0;0;0
C2601;RALN;ND;CC;0;0;8;2;6;2;1;0;0;0
D8403;PRBZ;NF;CB;0;0;0;0;9;0;12;13;0;0
D8403;PRBZ;NF;CC;0;0;0;0;0;0;19;37;0;0
D8403;PRBZ;NF;CD;0;0;0;0;0;0;26;21;0;0
C859;RALN;ND;CB;0;0;2;6;17;1;2;30;0;0
C859;RALN;ND;CA;0;0;1;0;1;0;0;0;0;0
C859;RALN;ND;CC;0;0;59;21;44;20;14;56;0;0
C859;RALN;ND;CD;0;0;7;1;6;4;13;57;0;0
C5867;RALN;ND;CC;0;0;0;0;0;0;1;0;0;0
C1013;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C1013;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C1013;RALN;ND;CC;1;0;0;0;0;0;0;0;0;0
C6580;PRBZ;NF;CC;0;1;0;0;0;0;0;0;0;0
C6580;PRBZ;NF;CB;0;0;1;0;1;0;0;0;0;0
C6316;RALN;ND;CD;0;0;1;0;1;0;0;1;0;0
C6316;RALN;ND;CC;0;0;5;3;7;2;1;1;0;0
C6316;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C6316;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C425;RALN;ND;CC;0;0;2;2;0;0;1;0;0;0
C567;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
C6361;PRBZ;NF;CA;0;0;0;0;4;0;0;0;0;0
C6361;PRBZ;NF;CB;0;0;0;0;1;0;0;0;0;0
C6361;PRBZ;NF;CC;0;0;0;0;0;0;0;2;0;0
N8723;REVA;NF;CB;0;0;2;45;2;22;0;0;0;0
C2371;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C2371;RALN;ND;CC;0;0;0;0;0;0;0;6;0;0
C2371;RALN;ND;CD;0;0;0;0;0;0;1;4;0;0
C7395;PRBZ;NF;CB;0;0;0;0;5;0;0;0;0;0
C12892;RALN;ND;CD;6;14;0;0;0;0;0;0;0;0
C12892;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C12892;RALN;ND;CC;0;8;0;0;0;0;0;0;0;0
C4125;RALN;ND;CD;0;0;1;1;0;0;0;0;0;0
C4125;RALN;ND;CC;0;0;3;3;1;2;0;0;0;0
C7929;RALN;ND;CC;0;0;136;59;56;21;18;58;0;0
C7929;RALN;ND;CD;0;0;24;5;18;5;5;35;0;0
C7929;RALN;ND;CB;1;0;17;5;9;4;10;21;0;0
C3724;REVA;NF;CB;0;0;5;0;0;0;0;1;0;0
C3724;REVA;NF;CC;0;0;2;0;0;0;1;0;0;0
C3724;REVA;NF;CD;0;0;0;0;0;0;1;0;0;0
C2392;PRTN;NF;CB;0;0;0;0;4;0;0;0;0;0
C2392;PRTN;NF;CC;0;0;0;0;1;0;0;0;0;0
LS11956;LS13;NF;LI;0;0;0;0;0;0;66;99;0;0
C8139;PRBZ;NF;CB;0;0;8;0;8;0;0;0;0;0
C8139;PRBZ;NF;CC;0;0;1;0;1;0;0;0;0;0
C6682;RALN;ND;CA;0;0;0;0;0;2;0;0;0;0
C6682;RALN;ND;CC;0;0;4;1;4;1;0;0;0;0
C6682;RALN;ND;CB;0;0;0;0;3;3;0;0;0;0
C6682;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C5761;RALN;ND;CD;0;0;11;2;10;1;39;76;0;0
C5761;RALN;ND;CB;0;0;1;8;0;0;8;18;0;0
C5761;RALN;ND;CA;0;0;0;0;0;0;1;0;0;0
C5761;RALN;ND;CC;0;0;95;85;73;52;79;191;0;0
AU10076;AUIN;ND;LI;0;0;0;0;0;0;6;3;0;0
C5009;RALN;ND;CC;0;0;0;0;0;0;0;3;0;0
C5009;RALN;ND;CD;0;0;0;0;0;0;0;2;0;0
C5009;RALN;ND;CB;0;0;0;0;0;0;0;2;0;0
C931;RALN;ND;CD;0;0;1;0;1;0;1;1;0;0
C931;RALN;ND;CA;0;0;0;0;0;1;0;0;0;0
C931;RALN;ND;CB;0;0;0;0;3;3;2;2;0;0
C931;RALN;ND;CC;0;0;24;8;20;7;2;1;0;0
C5318;RALN;ND;CC;0;0;1;2;0;0;0;0;0;0
LS12007;LS13;NF;LI;85;41;0;0;0;0;0;0;0;0
FL11988;LS13;NF;LI;0;0;59;27;0;0;2;2;0;0
C4290;PRTN;NF;CB;0;0;0;0;5;0;0;0;0;0
C1277;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C1277;RALN;ND;CD;0;0;2;0;0;0;1;4;0;0
C1277;RALN;ND;CC;0;0;4;4;3;0;0;10;0;0
C1989;PRBZ;NF;CB;0;0;0;0;11;0;0;0;0;0
C1658;RALN;ND;CC;5;12;34;21;41;14;0;0;0;0
C1658;RALN;ND;CB;0;1;5;0;3;1;0;1;0;0
C1658;RALN;ND;CA;0;0;0;2;0;0;0;0;0;0
C1658;RALN;ND;CD;6;10;3;4;3;1;0;2;0;0
C7249;RALN;ND;CD;0;0;2;1;0;0;0;2;0;0
C7249;RALN;ND;CC;0;0;18;14;0;0;2;3;0;0
C5873;RALN;ND;CB;0;0;4;3;6;2;11;18;0;0
C5873;RALN;ND;CD;0;0;11;4;9;3;26;48;0;0
C5873;RALN;ND;CA;0;0;1;0;1;0;2;2;0;0
C5873;RALN;ND;CC;0;0;30;16;30;8;29;75;0;0
C3378;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C3378;RALN;ND;CC;0;0;0;0;2;0;0;0;0;0
C3378;RALN;ND;CB;0;0;0;0;4;0;0;0;0;0
C818;RALN;ND;CC;0;0;1;1;1;1;0;0;0;0
C2761;RALN;ND;CD;0;0;0;0;0;0;1;0;0;0
C2761;RALN;ND;CC;0;0;0;0;0;0;1;0;0;0
IP10474;RALN;ND;CC;0;0;1;3;0;0;0;0;0;0
C968;RALN;ND;CC;0;0;1;1;0;2;0;0;0;0
C2748;RALN;ND;CC;0;0;2;1;0;0;0;0;0;0
C2748;RALN;ND;CA;0;0;1;0;0;0;0;0;0;0
C323;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C5056;PRBZ;NF;CB;0;0;3;1;5;0;0;0;0;0
C5056;PRBZ;NF;CA;0;0;0;0;1;0;0;0;0;0
C1591;RALN;ND;CC;0;0;11;5;0;0;0;0;0;0
C4321;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C7701;PRBZ;NF;CB;0;0;1;0;1;0;0;0;0;0
IR8563;ERIC;ND;RI;1;1;61;52;94;59;160;115;0;0
IR8563;ERIC;ND;7L;0;0;5;1;5;0;12;32;0;0
IR8563;UNIV;ND;RI;0;0;0;0;1;0;1;1;0;0
IR8563;ERIC;ND;6L;2;0;33;3;50;5;80;31;0;0
IR8563;ERIC;ND;TC;1;4;36;20;51;21;118;56;0;0
IR8563;ERIC;ND;5L;0;3;16;4;18;2;34;41;0;0
IR8563;ERIC;ND;8L;0;1;7;0;11;0;16;13;0;0
IR8563;ERIC;ND;4L;1;0;20;2;25;1;35;13;0;0
C573;REFR;SC;XA;0;0;0;1;0;0;0;0;0;0
C2567;RALN;ND;CC;0;0;11;6;4;1;8;6;0;0
C2567;RALN;ND;CD;0;0;0;1;3;3;4;4;0;0
C2567;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C3135;RALN;ND;CD;0;0;3;1;0;0;0;0;0;0
C3135;RALN;ND;CC;0;0;6;13;0;0;0;0;0;0
C2581;RALN;ND;CC;0;0;1;4;0;1;0;0;0;0
C2581;RALN;ND;CB;0;0;0;0;0;2;0;0;0;0
C2127;RALN;ND;CC;1;1;11;4;11;6;0;0;0;0
C1398;RALN;ND;CC;3;3;2;0;0;0;0;0;0;0
C1398;RALN;ND;CB;0;4;0;0;0;0;0;0;0;0
C1398;RALN;ND;CD;3;2;0;0;0;0;0;0;0;0
C3769;RALN;ND;CB;0;0;0;1;0;0;0;0;0;0
C3769;RALN;ND;CC;0;0;14;2;0;0;0;4;0;0
C3769;RALN;ND;CD;0;0;2;0;0;0;0;4;0;0
C2506;RALN;ND;CD;1;3;0;0;0;0;0;0;0;0
C2506;RALN;ND;CC;0;2;0;0;0;0;0;0;0;0
C5142;REFR;SC;CC;0;0;0;0;0;0;0;62;0;0
C7294;RALN;ND;CC;0;0;4;2;7;1;0;0;0;0
C1635;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C6120;RALN;ND;CC;0;0;1;1;0;0;1;3;0;0
C6120;RALN;ND;CB;0;0;0;0;0;0;0;4;0;0
C6120;RALN;ND;CD;0;0;0;0;0;0;1;3;0;0
C7099;PRBZ;NF;CD;0;0;0;0;1;0;0;0;0;0
C7099;PRBZ;NF;CA;0;0;0;0;3;0;0;0;0;0
C7099;PRBZ;NF;CC;0;2;0;0;0;0;0;0;0;0
C7099;PRBZ;NF;CB;0;1;0;0;11;0;0;0;0;0
C4815;PRBZ;NF;CB;0;0;2;0;2;0;0;0;0;0
C7525;RALN;ND;CC;0;0;5;4;3;1;0;0;0;0
C7525;RALN;ND;CB;0;0;1;0;1;0;0;0;0;0
C4779;RALN;ND;CC;0;0;2;1;0;2;3;6;0;0
C4779;RALN;ND;CD;0;0;0;0;0;0;1;2;0;0
C4779;RALN;ND;CB;0;0;0;0;0;0;1;3;0;0
Q9130;UNIV;ND;CD;0;0;0;3;0;2;24;71;0;0
Q9130;UNIV;ND;RI;0;0;0;0;14;12;0;0;0;0
Q9130;UNIV;ND;PR;0;0;0;0;33;14;0;0;0;0
Q9130;UNIV;ND;CB;0;0;1;0;0;0;17;21;0;0
Q9130;UNIV;ND;CC;0;0;0;0;0;0;38;78;0;0
Q9130;UNIV;ND;CE;0;0;0;0;0;0;10;10;0;0
C5152;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C5152;RALN;ND;CC;0;0;5;10;0;0;5;5;0;0
C5152;RALN;ND;CD;0;0;3;4;0;0;3;3;0;0
C8018;RALN;ND;CC;0;0;4;4;0;0;1;0;0;0
C8018;RALN;ND;CB;0;0;0;0;7;0;0;0;0;0
C8018;RALN;ND;CD;0;0;1;0;0;0;1;0;0;0
AA8548;EPNE;ME;AT;0;0;0;0;0;0;2;2;0;0
AA8548;EPNE;ME;FU;0;0;0;0;0;0;4;7;0;0
LS8525;LS13;NF;LI;0;0;0;0;0;0;27;35;0;0
C7731;RALN;ND;CB;0;0;9;0;9;1;0;0;0;0
C7731;RALN;ND;CD;0;1;2;0;2;1;0;0;0;0
C7731;RALN;ND;CC;1;2;8;1;8;2;0;0;0;0
C5039;RALN;ND;CC;0;0;0;0;0;2;0;0;0;0
C5039;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
P9089;RALN;ND;CD;0;0;1;0;8;1;6;17;0;0
P9089;RALN;ND;CB;0;0;0;0;23;5;4;21;0;0
P9089;RALN;ND;CC;0;0;6;4;24;9;15;22;0;0
U10812;SSNA;ND;SI;0;0;330;1351;101;319;0;3;0;0
U10812;SSNA;ND;LA;2;8;3;2;1;0;2;10;0;0
U10812;SSNA;ND;LT;1;2;135;453;56;40;1;1;0;0
U10812;SSNA;ND;MD;0;0;201;230;204;174;0;0;0;0
U10812;SSNA;ND;BI;0;1;2;7;2;9;0;0;0;0
U10812;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
U10812;SSNA;ND;FM;0;0;0;0;1;10;0;0;0;0
U10812;SSNA;ND;ST;0;0;78;97;68;89;0;0;0;0
C7864;RALN;ND;CB;0;0;0;0;1;1;0;0;0;0
C7864;RALN;ND;CC;0;0;4;4;0;3;1;7;0;0
C7864;RALN;ND;CD;0;0;1;1;0;0;1;2;0;0
LS11942;LS13;NF;LI;269;264;0;0;10;0;0;0;0;0
C609;RALN;ND;CB;0;0;1;0;6;1;0;0;0;0
C609;RALN;ND;CC;4;1;4;2;0;2;0;0;0;0
C609;RALN;ND;CD;1;1;1;0;0;1;0;0;0;0
C6216;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C6216;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
C6555;RALN;ND;CD;0;1;2;0;5;2;0;0;0;0
C6555;RALN;ND;CC;0;0;8;8;9;6;0;0;0;0
C6555;RALN;ND;CB;0;0;2;2;4;1;6;0;0;0
IP11007;PRTN;NF;CC;0;0;7;25;0;0;0;0;0;0
IP11007;PRTN;NF;CA;0;0;0;11;0;0;0;0;0;0
IP11007;PRTN;NF;CB;0;0;36;112;3;0;0;0;0;0
C2997;RALN;ND;CA;0;0;4;0;0;0;0;0;0;0
C2997;RALN;ND;PC;0;0;0;1;0;0;0;0;0;0
C2997;RALN;ND;CB;0;0;6;0;0;0;0;0;0;0
C2997;RALN;ND;CC;0;0;1;0;0;0;0;0;0;0
C6130;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
J10321;SSNA;ND;LT;0;0;10;82;6;14;0;0;0;0
J10321;SSNA;ND;ST;0;0;22;23;8;11;0;0;0;0
J10321;SSNA;ND;LA;0;0;1;2;0;0;0;0;0;0
J10321;SSNA;ND;FM;0;0;0;0;2;5;0;0;0;0
J10321;SSNA;ND;MD;0;0;19;35;45;51;0;0;0;0
J10321;SSNA;ND;SI;0;0;39;157;19;49;0;0;0;0
J10321;SSNA;ND;PS;0;0;0;0;1;0;0;0;0;0
D8380;EN60;ND;LI;0;0;0;0;0;0;0;1;0;0
C4338;RALN;ND;CC;0;0;5;8;4;0;0;0;0;0
C4338;RALN;ND;CD;0;0;1;0;2;0;0;0;0;0
C4338;RALN;ND;CB;0;0;0;0;7;0;0;0;0;0
C7716;RALN;ND;CB;0;0;0;0;2;1;0;0;0;0
C7716;RALN;ND;CC;0;0;2;0;1;0;3;5;0;0
Q9184;UNIV;ND;CD;2;10;0;0;0;0;34;67;0;0
Q9184;UNIV;ND;CE;0;2;0;0;0;0;8;8;0;0
Q9184;UNIV;ND;CC;2;15;1;1;0;0;20;79;0;0
Q9184;UNIV;ND;CB;0;0;0;0;0;0;1;1;0;0
UC9885;RALN;ND;CC;0;0;1;0;0;0;0;0;0;0
UC9885;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
ES10815;RALN;ND;CC;0;0;15;2;0;0;0;0;0;0
ES10815;RALN;ND;CD;0;0;27;46;0;0;0;1;0;0
C5396;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
C5396;RALN;ND;CC;0;1;0;0;1;1;0;0;0;0
T10845;REVA;NF;CD;0;0;0;0;0;0;0;2;0;0
T10845;REVA;NF;CB;0;0;0;0;0;0;0;1;0;0
T10845;REVA;NF;CC;0;0;0;0;0;0;1;7;0;0
LS12184;LS13;NF;LI;4;11;0;0;0;0;57;62;0;0
C5893;RALN;ND;CC;0;0;7;0;0;0;2;2;0;0
C5893;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C5893;RALN;ND;CD;0;0;1;0;0;3;0;2;0;0
D8414;EN60;ND;LI;0;0;0;0;0;0;2;3;0;0
PN8568;EPNE;ME;FU;9;5;0;0;0;0;0;0;0;0
PN8568;EPNE;ME;AT;3;5;0;0;0;0;0;0;0;0
C2163;RALN;ND;CB;0;0;0;0;2;0;0;0;0;0
C2163;RALN;ND;CC;0;0;2;1;3;0;0;0;0;0
R9199;RALN;ND;CB;5;15;13;7;13;2;74;104;0;0
R9199;RALN;ND;CA;0;0;0;0;0;0;0;1;0;0
R9199;RALN;ND;CC;12;25;14;5;20;7;164;281;0;0
R9199;RALN;ND;CD;11;24;16;6;27;10;215;363;0;0
U9475;SSNA;ND;ST;0;0;83;164;41;73;0;0;0;0
U9475;SSNA;ND;LT;0;0;197;480;30;3;5;19;0;0
U9475;SSNA;ND;SI;0;0;391;1196;81;173;3;3;0;0
U9475;SSNA;ND;DP;0;0;0;0;0;0;0;1;0;0
U9475;SSNA;ND;DA;0;0;0;0;0;0;1;2;0;0
U9475;SSNA;ND;BI;0;0;0;6;1;11;1;0;0;0
U9475;SSNA;ND;FM;0;0;0;0;0;11;0;0;0;0
U9475;SSNA;ND;MD;0;0;215;238;168;164;0;3;0;0
U9475;SSNA;ND;LA;0;0;2;1;0;0;11;73;0;0
U9475;SSNA;ND;PL;0;0;0;0;0;0;0;4;0;0
U9475;SSNA;ND;PS;0;0;0;0;2;7;0;0;0;0
U9475;SSNA;ND;DT;0;0;0;0;0;0;1;0;0;0
C3504;RALN;ND;CC;0;0;0;0;0;0;0;2;0;0
IP10846;RALN;ND;CB;0;0;0;2;0;0;0;0;0;0
C1523;RALN;ND;CD;0;0;0;1;0;0;0;0;0;0
C1523;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C1523;RALN;ND;CC;0;0;10;1;2;1;0;0;0;0
C4318;RALN;ND;CD;0;0;0;0;0;0;0;1;0;0
C4318;RALN;ND;CC;0;0;1;1;0;0;0;0;0;0
C728;PRBZ;NF;CB;0;0;2;0;2;0;0;0;0;0
Q9143;UNIV;ND;CC;0;0;0;0;0;0;20;61;0;0
Q9143;UNIV;ND;CE;0;0;0;0;0;0;2;2;0;0
Q9143;UNIV;ND;CD;0;0;0;0;0;0;24;34;0;0
Q9143;UNIV;ND;CB;0;0;6;1;0;0;6;15;0;0
C7264;REFR;SC;CC;0;0;0;0;0;0;2;8;0;0
C7264;REFR;SC;CD;0;0;0;0;0;0;0;2;0;0
C7264;REFR;SC;CB;0;0;0;0;0;0;0;1;0;0
P9032;RALN;ND;CB;0;0;0;0;0;0;6;2;0;0
P9032;RALN;ND;CD;0;0;0;0;0;0;10;11;0;0
P9032;RALN;ND;CC;0;0;0;0;0;0;12;10;0;0
C7354;RALN;ND;CC;0;0;0;1;0;0;1;1;0;0
C7354;RALN;ND;CD;0;0;0;0;0;0;1;1;0;0
ER10715;RALN;ND;CC;0;0;0;0;0;0;3;11;0;0
ER10715;RALN;ND;CD;0;0;0;0;0;0;6;15;0;0
C7316;RALN;ND;CC;0;0;2;0;1;0;0;0;0;0
C2724;RALN;ND;CC;0;0;3;0;0;0;0;2;0;0
C2724;RALN;ND;CD;0;0;1;0;0;0;1;2;0;0
C2724;RALN;ND;CB;0;0;0;0;0;0;1;0;0;0
C1309;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
C12278;RALN;ND;CB;0;0;0;0;0;0;0;1;0;0
C12278;RALN;ND;CD;0;0;0;0;0;0;1;0;0;0
P9069;RALN;ND;CD;0;0;3;0;4;0;11;31;0;0
P9069;RALN;ND;CC;0;0;10;3;16;2;10;16;0;0
P9069;RALN;ND;CB;0;0;0;0;19;0;2;5;0;0
C3050;RALN;ND;CB;0;0;2;0;0;0;0;0;0;0
C3050;RALN;ND;CC;0;0;6;0;5;0;0;0;0;0
C3057;RALN;ND;CC;0;0;2;1;2;1;0;0;0;0
C642;RALN;ND;CC;0;0;0;0;0;0;0;1;0;0
C4814;PRTN;NF;CD;0;0;0;0;0;0;1;1;0;0
C4814;PRTN;NF;CC;0;0;0;0;0;0;1;6;0;0
C4814;PRTN;NF;CB;0;0;0;0;4;0;0;1;0;0
AG12611;ERIC;ND;4L;1;2;0;0;0;0;3;9;0;0
AG12611;ERIC;ND;TC;1;1;0;0;0;0;3;3;0;0
AG12611;ERIC;ND;5L;4;6;0;0;0;0;2;3;0;0
AG12611;ERIC;ND;6L;3;14;0;0;0;0;4;7;0;0
AG12611;ERIC;ND;RI;2;6;0;0;0;0;6;20;0;0
AG12611;MNST;MM;AT;1;5;1;0;0;0;3;17;0;0
AG12611;MNST;MM;FU;3;4;0;0;0;0;7;6;0;0
