ANNO;CODI_CONTRATTO;CODI_MACROCATEGORIA;CODI_FONDO;DESC_FONDO;CODI_NATURA;DESC_NATURA;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA
2021;ASSI;ND;26;Risorse per il trattamento accessorio;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ASSI;ND;26;Risorse per il trattamento accessorio;9;Risorse variabili;F;FINANZIA
2021;ASSI;ND;26;Risorse per il trattamento accessorio;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ASSI;ND;26;Risorse per il trattamento accessorio;81;Decurtazioni;F;FINANZIA
2021;ASSI;ND;60;Fondo per le progressioni economiche di livello;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ASSI;ND;60;Fondo per le progressioni economiche di livello;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ASSI;ND;60;Fondo per le progressioni economiche di livello;81;Decurtazioni;F;FINANZIA
2021;ASSI;ND;61;Poste temporaneamente allocate all'esterno del Fondo risorse accessorie;10;Risorse temporaneamente allocate all'esterno del Fondo;F;FINANZIA
2021;ASSI;ND;61;Poste temporaneamente allocate all'esterno del Fondo risorse accessorie;11;Destinazioni temp allocate all'esterno del Fondo effettivamente erogate;U;UTILIZZO
2021;ASSI;ND;62;Poste temporaneamente allocate all'esterno del Fondo art. 90;10;Risorse temporaneamente allocate all'esterno del Fondo;F;FINANZIA
2021;ASSI;ND;62;Poste temporaneamente allocate all'esterno del Fondo art. 90;11;Destinazioni temp allocate all'esterno del Fondo effettivamente erogate;U;UTILIZZO
2021;ASSI;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ASSI;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;9;Risorse variabili;F;FINANZIA
2021;ASSI;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ASSI;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;81;Decurtazioni;F;FINANZIA
2021;ASSI;RT;23;Risorse attività prestazioni committenti esterni;9;Risorse variabili;F;FINANZIA
2021;ASSI;RT;23;Risorse attività prestazioni committenti esterni;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ASSI;1F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ASSI;1F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;ASSI;1F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ASSI;1F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;ASSI;2F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ASSI;2F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;ASSI;2F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ASSI;2F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;CDIP;CD;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;CDIP;CD;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;CDIP;CD;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;CDIP;CD;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;CNEL;ND;52;Fondo risorse decentrate;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;CNEL;ND;52;Fondo risorse decentrate;9;Risorse variabili;F;FINANZIA
2021;CNEL;ND;52;Fondo risorse decentrate;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;CNEL;ND;52;Fondo risorse decentrate;81;Decurtazioni;F;FINANZIA
2021;CNEL;ND;78;Straordinario (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;CNEL;ND;78;Straordinario (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;CNEL;1F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;CNEL;1F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;CNEL;1F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;CNEL;1F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;CNEL;2F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;CNEL;2F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;CNEL;2F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;CNEL;2F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;CPRE;CP;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;CPRE;CP;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;CPRE;CP;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;CPRE;CP;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;ENAC;ND;52;Fondo risorse decentrate;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ENAC;ND;52;Fondo risorse decentrate;9;Risorse variabili;F;FINANZIA
2021;ENAC;ND;52;Fondo risorse decentrate;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ENAC;ND;52;Fondo risorse decentrate;81;Decurtazioni;F;FINANZIA
2021;ENAC;ND;78;Straordinario (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;ENAC;ND;78;Straordinario (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ENAC;NF;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ENAC;NF;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;ENAC;NF;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ENAC;NF;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;ENAC;R1;27;Risorse politiche di sviluppo professionisti I qualifica;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ENAC;R1;27;Risorse politiche di sviluppo professionisti I qualifica;9;Risorse variabili;F;FINANZIA
2021;ENAC;R1;27;Risorse politiche di sviluppo professionisti I qualifica;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ENAC;R1;27;Risorse politiche di sviluppo professionisti I qualifica;81;Decurtazioni;F;FINANZIA
2021;ENAC;R2;35;Risorse politiche di sviluppo professionisti II qualifica;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ENAC;R2;35;Risorse politiche di sviluppo professionisti II qualifica;9;Risorse variabili;F;FINANZIA
2021;ENAC;R2;35;Risorse politiche di sviluppo professionisti II qualifica;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ENAC;R2;35;Risorse politiche di sviluppo professionisti II qualifica;81;Decurtazioni;F;FINANZIA
2021;EPNE;ME;45;Fondo Area Medica;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;EPNE;ME;45;Fondo Area Medica;9;Risorse variabili;F;FINANZIA
2021;EPNE;ME;45;Fondo Area Medica;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;EPNE;ME;45;Fondo Area Medica;81;Decurtazioni;F;FINANZIA
2021;EPNE;ND;52;Fondo risorse decentrate;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;EPNE;ND;52;Fondo risorse decentrate;9;Risorse variabili;F;FINANZIA
2021;EPNE;ND;52;Fondo risorse decentrate;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;EPNE;ND;52;Fondo risorse decentrate;81;Decurtazioni;F;FINANZIA
2021;EPNE;ND;78;Straordinario (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;EPNE;ND;78;Straordinario (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;EPNE;PR;28;Fondo Area dei Professionisti;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;EPNE;PR;28;Fondo Area dei Professionisti;9;Risorse variabili;F;FINANZIA
2021;EPNE;PR;28;Fondo Area dei Professionisti;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;EPNE;PR;28;Fondo Area dei Professionisti;81;Decurtazioni;F;FINANZIA
2021;EPNE;1F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;EPNE;1F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;EPNE;1F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;EPNE;1F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;EPNE;2F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;EPNE;2F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;EPNE;2F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;EPNE;2F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;ERIC;ND;23;Risorse attività prestazioni committenti esterni;9;Risorse variabili;F;FINANZIA
2021;ERIC;ND;23;Risorse attività prestazioni committenti esterni;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;ND;26;Risorse per il trattamento accessorio;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ERIC;ND;26;Risorse per il trattamento accessorio;9;Risorse variabili;F;FINANZIA
2021;ERIC;ND;26;Risorse per il trattamento accessorio;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;ND;26;Risorse per il trattamento accessorio;81;Decurtazioni;F;FINANZIA
2021;ERIC;ND;60;Fondo per le progressioni economiche di livello;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ERIC;ND;60;Fondo per le progressioni economiche di livello;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;ND;60;Fondo per le progressioni economiche di livello;81;Decurtazioni;F;FINANZIA
2021;ERIC;ND;61;Poste temporaneamente allocate all'esterno del Fondo risorse accessorie;10;Risorse temporaneamente allocate all'esterno del Fondo;F;FINANZIA
2021;ERIC;ND;61;Poste temporaneamente allocate all'esterno del Fondo risorse accessorie;11;Destinazioni temp allocate all'esterno del Fondo effettivamente erogate;U;UTILIZZO
2021;ERIC;ND;62;Poste temporaneamente allocate all'esterno del Fondo art. 90;10;Risorse temporaneamente allocate all'esterno del Fondo;F;FINANZIA
2021;ERIC;ND;62;Poste temporaneamente allocate all'esterno del Fondo art. 90;11;Destinazioni temp allocate all'esterno del Fondo effettivamente erogate;U;UTILIZZO
2021;ERIC;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ERIC;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;9;Risorse variabili;F;FINANZIA
2021;ERIC;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;RT;7;Risorse trattamento accessorio e valorizzazione profess.le;81;Decurtazioni;F;FINANZIA
2021;ERIC;RT;23;Risorse attività prestazioni committenti esterni;9;Risorse variabili;F;FINANZIA
2021;ERIC;RT;23;Risorse attività prestazioni committenti esterni;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;1F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ERIC;1F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;ERIC;1F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;1F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;ERIC;2F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;ERIC;2F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;ERIC;2F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;ERIC;2F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;MNST;MM;79;Fondo risorse decentrate dei dirigenti sanitari;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;MNST;MM;79;Fondo risorse decentrate dei dirigenti sanitari;9;Risorse variabili;F;FINANZIA
2021;MNST;MM;79;Fondo risorse decentrate dei dirigenti sanitari;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;MNST;MM;79;Fondo risorse decentrate dei dirigenti sanitari;81;Decurtazioni;F;FINANZIA
2021;MNST;ND;30;Poste temporaneamente allocate all'esterno del Fondo;2;Risorse a carico del bilancio;F;FINANZIA
2021;MNST;ND;30;Poste temporaneamente allocate all'esterno del Fondo;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;MNST;ND;52;Fondo risorse decentrate;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;MNST;ND;52;Fondo risorse decentrate;9;Risorse variabili;F;FINANZIA
2021;MNST;ND;52;Fondo risorse decentrate;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;MNST;ND;52;Fondo risorse decentrate;81;Decurtazioni;F;FINANZIA
2021;MNST;ND;78;Straordinario (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;MNST;ND;78;Straordinario (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;MNST;1F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;MNST;1F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;MNST;1F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;MNST;1F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;MNST;2F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;MNST;2F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;MNST;2F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;MNST;2F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;PCMD;ND;19;Fondo Unico della Presidenza;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;PCMD;ND;19;Fondo Unico della Presidenza;9;Risorse variabili;F;FINANZIA
2021;PCMD;ND;19;Fondo Unico della Presidenza;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;PCMD;ND;19;Fondo Unico della Presidenza;81;Decurtazioni;F;FINANZIA
2021;PCMD;ND;30;Poste temporaneamente allocate all'esterno del Fondo;10;Risorse temporaneamente allocate all'esterno del Fondo;F;FINANZIA
2021;PCMD;ND;30;Poste temporaneamente allocate all'esterno del Fondo;16;Destinazioni temporaneamente allocate all'esterno del Fondo;U;UTILIZZO
2021;PCMD;1F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;PCMD;1F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;PCMD;1F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;PCMD;1F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;PCMD;2F;44;Fondo retribuzione di posizione e risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;PCMD;2F;44;Fondo retribuzione di posizione e risultato;9;Risorse variabili;F;FINANZIA
2021;PCMD;2F;44;Fondo retribuzione di posizione e risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;PCMD;2F;44;Fondo retribuzione di posizione e risultato;81;Decurtazioni;F;FINANZIA
2021;RALN;ND;52;Fondo risorse decentrate;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;RALN;ND;52;Fondo risorse decentrate;9;Risorse variabili;F;FINANZIA
2021;RALN;ND;52;Fondo risorse decentrate;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RALN;ND;52;Fondo risorse decentrate;81;Decurtazioni;F;FINANZIA
2021;RALN;ND;53;Posizioni organizzative (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;RALN;ND;53;Posizioni organizzative (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RALN;ND;53;Posizioni organizzative (bilancio);81;Decurtazioni;F;FINANZIA
2021;RALN;ND;78;Straordinario (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;RALN;ND;78;Straordinario (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RALN;ND;78;Straordinario (bilancio);81;Decurtazioni;F;FINANZIA
2021;RALN;NF;8;Risorse per la retribuzione di posizione e di risultato;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;RALN;NF;8;Risorse per la retribuzione di posizione e di risultato;9;Risorse variabili;F;FINANZIA
2021;RALN;NF;8;Risorse per la retribuzione di posizione e di risultato;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RALN;NF;8;Risorse per la retribuzione di posizione e di risultato;81;Decurtazioni;F;FINANZIA
2021;RALN;SC;77;Segretario comunale e provinciale (bilancio);2;Risorse a carico del bilancio;F;FINANZIA
2021;RALN;SC;77;Segretario comunale e provinciale (bilancio);61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;REFR;ND;57;Fondo contrattazione collettiva decentrata integrativa;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;REFR;ND;57;Fondo contrattazione collettiva decentrata integrativa;9;Risorse variabili;F;FINANZIA
2021;REFR;ND;57;Fondo contrattazione collettiva decentrata integrativa;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;REFR;ND;57;Fondo contrattazione collettiva decentrata integrativa;81;Decurtazioni;F;FINANZIA
2021;REFR;ND;58;Oneri voci stipendiali diverse;9;Risorse variabili;F;FINANZIA
2021;REFR;ND;58;Oneri voci stipendiali diverse;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;REFR;ND;58;Oneri voci stipendiali diverse;81;Decurtazioni;F;FINANZIA
2021;REFR;NF;40;Fondo contrattazione integrativa dirigenti della Regione;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;REFR;NF;40;Fondo contrattazione integrativa dirigenti della Regione;9;Risorse variabili;F;FINANZIA
2021;REFR;NF;40;Fondo contrattazione integrativa dirigenti della Regione;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;REFR;NF;40;Fondo contrattazione integrativa dirigenti della Regione;81;Decurtazioni;F;FINANZIA
2021;REFR;NF;41;Fondo contrattazione integrativa dirigenti Enti Locali;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;REFR;NF;41;Fondo contrattazione integrativa dirigenti Enti Locali;9;Risorse variabili;F;FINANZIA
2021;REFR;NF;41;Fondo contrattazione integrativa dirigenti Enti Locali;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;REFR;NF;41;Fondo contrattazione integrativa dirigenti Enti Locali;81;Decurtazioni;F;FINANZIA
2021;RESA;ND;5;Fondo per le progressioni professionali;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;RESA;ND;5;Fondo per le progressioni professionali;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RESA;ND;5;Fondo per le progressioni professionali;81;Decurtazioni;F;FINANZIA
2021;RESA;ND;22;Fondo retribuzione di posizione;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;RESA;ND;22;Fondo retribuzione di posizione;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RESA;ND;22;Fondo retribuzione di posizione;81;Decurtazioni;F;FINANZIA
2021;RESA;ND;37;Fondo per la retribuzione di rendimento;7;Risorse fisse aventi carattere di certezza e stabilità;F;FINANZIA
2021;RESA;ND;37;Fondo per la retribuzione di rendimento;9;Risorse variabili;F;FINANZIA
2021;RESA;ND;37;Fondo per la retribuzione di rendimento;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
2021;RESA;ND;37;Fondo per la retribuzione di rendimento;81;Decurtazioni;F;FINANZIA
2021;RESA;ND;50;Poste temp. esterne al Fondo progressioni professionali;2;Risorse a carico del bilancio;F;FINANZIA
2021;RESA;ND;50;Poste temp. esterne al Fondo progressioni professionali;61;Destinazioni erogate per prestazioni rese nell'anno di riferimento;U;UTILIZZO
