ANNO|CODI_CONTRATTO|CODI_MACROCATEGORIA|DESC_MACROCATEGORIA|CODI_CATEGORIA|DESC_CATEGORIA|CODI_QUALIFICA|DESC_QUALIFICA
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|EA|PERSONALE ELEVATE PROFESS. T.DET. CONTRATTO ANNUALE|013EP2|DIRETTORE AMMINISTRATIVO TEMPO DET.ANNUALE (EP2)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|EA|PERSONALE ELEVATE PROFESS. T.DET. CONTRATTO ANNUALE|013160|DIRETTORE DELL UFFICIO DI RAGIONERIA TEMPO DET.ANNUALE (EP1)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|EP|PERSONALE ELEVATE PROFESSIONALITA|013159|DIRETTORE DELL UFFICIO DI RAGIONERIA (EP1)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|EP|PERSONALE ELEVATE PROFESSIONALITA|013504|DIRETTORE AMMINISTRATIVO EP2
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|NA|PERSONALE DELLE AREE A TEMPO DET. FINO TERMINE ATTIV DIDATT|011CNA|COADIUTORE TEMPO DET. TERMINE ATTIV DIDATT
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|NA|PERSONALE DELLE AREE A TEMPO DET. FINO TERMINE ATTIV DIDATT|016509|ASSISTENTE AMMINISTRATIVO TEM.DET. TERMINE ATTIV DIDATT
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PA|PERSONALE DELLE AREE|011121|COADIUTORE (A)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PA|PERSONALE DELLE AREE|012117|ASSISTENTE AMMINISTRATIVO (B)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PA|PERSONALE DELLE AREE|013CTE|COLLABORATORE TEC. AMMIN. DI BIBLIOT. E DI LAB. (C)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PA|PERSONALE DELLE AREE|013DTE|COORDINATORE DI BIBLIOTECA TECNICO E AMMINISTRATIVO(D)
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PD|PROFESSORI A TEMPO DET. CONTRATTO ANNUALE|016PD2|PROFESSORI DI SECONDA FASCIA TEMPO DET.ANNUALE
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PD|PROFESSORI A TEMPO DET. CONTRATTO ANNUALE|018PD1|PROFESSORI DI PRIMA FASCIA TEMPO DET.ANNUALE
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PN|PROFESSORI A TEMPO DET. FINO TERMINE ATTIV DIDATT|016DD2|PROFESSORI DI SECONDA FASCIA T. DET. TERMINE ATTIV DIDATT
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PN|PROFESSORI A TEMPO DET. FINO TERMINE ATTIV DIDATT|018DD1|PROFESSORI DI PRIMA FASCIA T. DET. TERMINE ATTIV DIDATT
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PR|PROFESSORI|016P02|PROFESSORI DI SECONDA FASCIA
2016|AFAM|AT|PERSONALE DOCENTE E PERSONALE TECNICO AMMINISTRATIVO|PR|PROFESSORI|018P01|PROFESSORI DI PRIMA FASCIA
2016|AFAM|NF|DIRIGENTI|DI|DIRIGENTI |0D0158|DIRIGENTE SCOLASTICO
2016|AGFI|AP|ALTRO PERSONALE|DG|DIRETTORI GENERALI|0D0097|DIRETTORE GENERALE
2016|AGFI|ND|PERSONALE NON DIRIGENTE|1A|PRIMA AREA|023F01|PRIMA AREA - FASCIA 1
2016|AGFI|ND|PERSONALE NON DIRIGENTE|1A|PRIMA AREA|024F02|PRIMA AREA - FASCIA 2
2016|AGFI|ND|PERSONALE NON DIRIGENTE|2A|SECONDA AREA|030F01|SECONDA AREA - FASCIA 1
2016|AGFI|ND|PERSONALE NON DIRIGENTE|2A|SECONDA AREA|032F02|SECONDA AREA - FASCIA 2
2016|AGFI|ND|PERSONALE NON DIRIGENTE|2A|SECONDA AREA|034F03|SECONDA AREA - FASCIA 3
2016|AGFI|ND|PERSONALE NON DIRIGENTE|2A|SECONDA AREA|035F04|SECONDA AREA - FASCIA 4
2016|AGFI|ND|PERSONALE NON DIRIGENTE|2A|SECONDA AREA|035F05|SECONDA AREA - FASCIA 5
2016|AGFI|ND|PERSONALE NON DIRIGENTE|2A|SECONDA AREA|035F06|SECONDA AREA - FASCIA 6
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3A|TERZA AREA|040F01|TERZA AREA - FASCIA 1
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3A|TERZA AREA|041F02|TERZA AREA - FASCIA 2
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3A|TERZA AREA|042F03|TERZA AREA - FASCIA 3
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3A|TERZA AREA|043F04|TERZA AREA - FASCIA 4
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3A|TERZA AREA|044F05|TERZA AREA - FASCIA 5
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3A|TERZA AREA|044F06|TERZA AREA - FASCIA 6
2016|AGFI|ND|PERSONALE NON DIRIGENTE|3S|TERZA AREA POSIZIONI ORGANIZZATIVE SPECIALI NON CONTRATTUALI|0PO3AP|TERZA AREA POSIZIONI ORGANIZZATIVE SPECIALI NON CONTRATTUALI
2016|AGFI|1F|DIRIGENTI DI 1^ FASCIA|D1|DIRIGENTI DI 1^ FASCIA|0D0077|DIRIGENTE I FASCIA
2016|AGFI|1F|DIRIGENTI DI 1^ FASCIA|D1|DIRIGENTI DI 1^ FASCIA|0D0078|DIRIGENTE I FASCIA A TEMPO DETERM.
2016|AGFI|2F|DIRIGENTI DI 2^ FASCIA|D2|DIRIGENTI DI 2^ FASCIA|0D0079|DIRIGENTE II FASCIA
2016|AGFI|2F|DIRIGENTI DI 2^ FASCIA|D2|DIRIGENTI DI 2^ FASCIA|0D0080|DIRIGENTE II FASCIA A TEMPO DETERM.
2016|ASSI|AP|ALTRO PERSONALE|DG|DIRETTORI GENERALI|0D0097|DIRETTORE  GENERALE
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|012088|COLLABORATORE TER  IV
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|012091|FUNZIONARIO AMMINISTRATIVO  IV
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|013087|COLLABORATORE AMMINISTRATIVO  V
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|013088|COLLABORATORE TER  V
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|013091|FUNZIONARIO AMMINISTRATIVO  V
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|014087|COLLABORATORE AMMINISTRATIVO  VI
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|014088|COLLABORATORE TER  VI
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|014092|OPERATORE TECNICO VI
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|016087|COLLABORATORE AMMINISTRATIVO VII
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|016092|OPERATORE TECNICO  VII
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|016396|OPERATORE AMMINISTRATIVO  VII
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|018092|OPERATORE TECNICO  VIII
2016|ASSI|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|018396|OPERATORE AMMINISTRATIVO  VIII
2016|ASSI|RT|RICERCATORI E TECNOLOGI|RI|RICERCATORI|0D0093|RICERCATORE
2016|ASSI|RT|RICERCATORI E TECNOLOGI|TC|TECNOLOGI|0D0090|DIRIGENTE TECNOLOGO
2016|ASSI|RT|RICERCATORI E TECNOLOGI|TC|TECNOLOGI|0D0094|TECNOLOGO
2016|ASSI|RT|RICERCATORI E TECNOLOGI|TC|TECNOLOGI|0D0398|PRIMO TECNOLOGO
2016|ASSI|1F|DIRIGENTI DI 1^ FASCIA|D1|DIRIGENTI DI 1^ FASCIA|0D0077|DIRIGENTE I FASCIA
2016|ASSI|2F|DIRIGENTI DI 2^ FASCIA|D2|DIRIGENTI DI 2^ FASCIA|0D0079|DIRIGENTE II FASCIA
2016|AUIN|ND|PERSONALE NON DIRIGENTE|LI|PERSONALE NON DIRIGENTE|0000ND|PERSONALE NON DIRIGENTE
2016|AUIN|NF|DIRIGENTI|DI|DIRIGENTI |0D00NF|PERSONALE DIRIGENTE
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0A1E|AVVOCATO I CLASSE ED EQUIP.
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0A2E|AVVOCATO II CLASSE ED EQUIP.
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0379|AVVOCATO III CLASSE
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0380|AVVOCATO IV CLASSE
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0381|AVVOCATO GENERALE
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0382|PROCURATORE I CLASSE
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0383|PROCURATORE II CLASSE
2016|AVST|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0845|AVVOCATO GENERALE AGGIUNTO
2016|CCON|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0COE|CONSIGLIERE CORTE DEI CONTI ED EQUIP.
2016|CCON|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0PGE|PROCURATORE GENERALE ED EQUIP.
2016|CCON|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0PSE|PRESIDENTE DI SEZIONE ED EQUIP.
2016|CCON|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0362|I REFERENDARIO
2016|CCON|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0364|PRESIDENTE
2016|CCON|MG|PERSONALE DELLA MAGISTRATURA|G1|MAGISTRATI|0D0376|REFERENDARIO
2016|CCSS|AP|ALTRO PERSONALE|RP|RESTANTE PERSONALE|000180|ALLIEVI
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|014324|MARESCIALLO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|015238|MARESCIALLO ORDINARIO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|016MC0|MARESCIALLO CAPO CON 10 ANNI
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|016224|MARESCIALLO CAPO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|017237|MARESCIALLO AIUTANTE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|017836|MARESCIALLO AIUTANTE S.U.P.S. LUOGOTENENTE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|017837|MARESCIALLO AIUTANTE S.UPS CON 8 ANNI NEL GRADO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|PP|APPUNTATI|013210|APPUNTATO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|PP|APPUNTATI|013214|CARABINIERE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|PP|APPUNTATI|013216|CARABINIERE SCELTO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|PP|APPUNTATI|013231|APPUNTATO SCELTO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|PP|APPUNTATI|013842|APPUNTATO SCELTO CON 8 ANNI NEL GRADO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|014211|BRIGADIERE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|014230|VICE BRIGADIERE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|015212|BRIGADIERE CAPO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|015839|BRIGADIERE CAPO CON 8 ANNI NEL GRADO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|017225|SOTTOTENENTE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|018213|CAPITANO
2016|CCSS|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|018226|TENENTE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|019222|MAGGIORE
2016|CCSS|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|019312|TENENTE COLONNELLO
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0217|COLONNELLO
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0218|COLONNELLO + 25 ANNI
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0219|COMANDANTE GENERALE
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0220|GENERALE DI BRIGATA
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0221|GENERALE DI DIVISIONE
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0524|COLONNELLO + 23 ANNI
2016|CCSS|NF|DIRIGENTI|DI|DIRIGENTI |0D0554|GENERALE CORPO DI ARMATA
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0228|TENENTE COLONNELLO + 15 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0229|TENENTE COLONNELLO + 25 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0232|CAPITANO + 15 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0302|MAGGIORE + 15 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0525|TENENTE COLONNELLO + 23 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0526|TENENTE COLONNELLO + 13 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0527|MAGGIORE + 23 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0528|MAGGIORE + 13 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0529|CAPITANO + 23 ANNI
2016|CCSS|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0530|CAPITANO + 13 ANNI
2016|CDIP|CD|PERSONALE CARR. DIPLOMATICA|E1|CARRIERA DIPLOMATICA|0D0106|AMBASCIATORE
2016|CDIP|CD|PERSONALE CARR. DIPLOMATICA|E1|CARRIERA DIPLOMATICA|0D0107|CONSIGLIERE D'AMBASCIATA
2016|CDIP|CD|PERSONALE CARR. DIPLOMATICA|E1|CARRIERA DIPLOMATICA|0D0108|CONSIGLIERE DI LEGAZIONE
2016|CDIP|CD|PERSONALE CARR. DIPLOMATICA|E1|CARRIERA DIPLOMATICA|0D0109|MINISTRO PLENIPOTENZIARIO
2016|CDIP|CD|PERSONALE CARR. DIPLOMATICA|E1|CARRIERA DIPLOMATICA|0D0110|SEGRETARIO DI LEGAZIONE
2016|CFOR|AP|ALTRO PERSONALE|PC|PERSONALE CONTRATTISTA|000061|CONTRATTISTI
2016|CFOR|ND|PERSONALE NON DIRIGENTE|AS|ASSISTENTI E AGENTI|013181|ASSISTENTE/COLLABORATORE
2016|CFOR|ND|PERSONALE NON DIRIGENTE|AS|ASSISTENTI E AGENTI|013259|ASSISTENTE CAPO/COLLABORATORE CAPO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|AS|ASSISTENTI E AGENTI|013560|AGENTE SCELTO/OPERATORE SCELTO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|AS|ASSISTENTI E AGENTI|013561|AGENTE/OPERATORE
2016|CFOR|ND|PERSONALE NON DIRIGENTE|AS|ASSISTENTI E AGENTI|013842|ASSISTENTE CAPO/COLLABORATORE CAPO CON 8 ANNI NELLA QUALIFIC
2016|CFOR|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|014201|VICE ISPETTORE/VICE PERITO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|015191|ISPETTORE/PERITO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|016192|ISPETTORE CAPO/PERITO  CAPO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|017268|ISPETTORE SUPERIORE/PERITO  SUPERIORE
2016|CFOR|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|017836|ISPETTORE SUPERIORE SCELTO/PERITO SUPERIORE SCELTO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|IP|ISPETTORI|017837|ISPETTORE/PERITO SUPERIORE CON 8 ANNI NELLA QUALIFICA
2016|CFOR|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|014197|SOVRINTENDENTE/REVISORE
2016|CFOR|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|014280|VICE SOVRINTENDENTE/VICE REVISORE
2016|CFOR|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|015198|SOVRINTENDENTE CAPO/REVISORE CAPO
2016|CFOR|ND|PERSONALE NON DIRIGENTE|RS|SOVRINTENDENTI|015839|SOVRINTENDENTE/REVISORE CAPO CON 8 ANNI NELLA QUALIFICA
2016|CFOR|ND|PERSONALE NON DIRIGENTE|VD|DIRETTIVI|018581|COMMISS. CAPO FOR.
2016|CFOR|ND|PERSONALE NON DIRIGENTE|VD|DIRETTIVI|019580|VICE QUESTORE AGGIUNTO FORESTALE
2016|CFOR|NF|DIRIGENTI|DI|DIRIGENTI |0D0189|DIRIGENTE SUPERIORE
2016|CFOR|NF|DIRIGENTI|DI|DIRIGENTI |0D0194|PRIMO DIRIGENTE
2016|CFOR|NF|DIRIGENTI|DI|DIRIGENTI |0D0274|PRIMO DIRIGENTE + 25 ANNI
2016|CFOR|NF|DIRIGENTI|DI|DIRIGENTI |0D0399|DIRIGENTE GENERALE B
2016|CFOR|NF|DIRIGENTI|DI|DIRIGENTI |0D0400|DIRIGENTE GENERALE C
2016|CFOR|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0572|VICE QUESTORE AGG. FOREST. + 25 ANNI
2016|CFOR|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0573|VICE QUESTORE AGG. FOREST. + 23 ANNI
2016|CFOR|PS|PERSONALE TRATTAMENTO SUPERIORE|TS|PERSONALE CON TRATTAMENTO SUPERIORE|0D0574|VICE QUESTORE AGG. FOREST. + 15 ANNI
2016|CM09|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|018281|CAPPELLANO ADDETTO
2016|CM09|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|018284|CAPPELLANO CAPO
2016|CM09|ND|PERSONALE NON DIRIGENTE|UF|UFFICIALI|019287|I CAPPELLANO CAPO
2016|CM09|NF|DIRIGENTI|DI|DIRIGENTI |0D0358|III CAPPELLANO CAPO + 25 ANNI
