ANNO|CODI_TIPO_VOCE_SPESA|CODI_VOCE_SPESA|DESC_VOCE_SPESA|FLAG_SEGNO
2016|I|305|INDENNITA' DI POSIZIONE|+
2016|I|307|SUPERMINIMO|+
2016|I|320|MAGGIORAZIONI INDENNITA' DI RISCHIO|+
2016|I|400|INDENNITA' FISSE|+
2016|I|402|IND.SECONDA LINGUA|+
2016|I|418|ASSEGNO AD PERSONAM|+
2016|I|421|INDENNITA' DE MARIA|+
2016|I|426|INDENNITA' PROFESSIONALI|+
2016|I|507|RETRIBUZIONE DI POSIZIONE - QUOTA VARIABILE|+
2016|I|513|ASSEGNO FUNZIONALE|+
2016|I|514|IND. PENSIONABILE|+
2016|I|515|ASS. FUNZIONALE E OMOGEN. STIP.|+
2016|I|517|IND. PROV. DA PROVV. SPECIFICI|+
2016|I|518|IND. EXTRACONTR. NON FINANZ. CON FUA|+
2016|I|521|IMPORTO AGGIUNTIVO PENSIONABILE|+
2016|I|530|INDENNITA' RETTORALE|+
2016|I|602|ASSEGNO AGGIUNTIVO|+
2016|I|807|SPECIALE TRATTAMENTO ECONOMICO|+
2016|I|836|INDENNITA' OPERATIVE SUPPLEMENTARI|+
2016|I|837|INDENNITA' DI POSIZIONE E PEREQUATIVA|+
2016|I|840|ASSEGNO OMNICOMPRENSIVO|+
2016|L|005|ASSEGNI PER IL NUCLEO FAMILIARE|+
2016|L|010|GESTIONE MENSE |+
2016|L|011|EROGAZIONE BUONI PASTO|+
2016|L|020|FORMAZIONE DEL PERSONALE|+
2016|L|090|BENESSERE DEL PERSONALE|+
2016|L|100|EQUO INDENNIZZO AL PERSONALE|+
2016|L|105|SOMME CORRISPOSTE AD AGENZIA DI SOMMINISTRAZIONE(INTERINALI)|+
2016|L|107|COPERTURE ASSICURATIVE|+
2016|L|108|CONTRATTI DI COLLABORAZIONE COORDINATA E CONTINUATIVA|+
2016|L|110|ALTRE SPESE|+
2016|P|015|RETRIBUZIONI PERSONALE  A TEMPO DETERMINATO|+
2016|P|016|RETRIBUZIONI PERSONALE CON CONTRATTO DI FORMAZIONE E LAVORO|+
2016|P|030|INDENNITA' DI MISSIONE E TRASFERIMENTO|+
2016|P|055|CONTRIBUTI A CARICO DELL'AMM.NE SU COMP. FISSE E ACCESSORIE|+
2016|P|058|QUOTE ANNUE ACCANTONAMENTO TFR O ALTRA IND. FINE SERVIZIO|+
2016|P|061|IRAP|+
2016|P|062|ONERI PER I CONTRATTI DI SOMMINISTRAZIONE(INTERINALI)|+
2016|P|091|ACCANTONAMENTI PER RINNOVI CONTRATTUALI|+
2016|P|092|COMPENSI AGGIUNTIVI PER LA DIRIGENZA MEDICA E VETERINARIA|+
2016|P|093|COMPENSI AGGIUNTIVI PER LA DIRIGENZA DEL RUOLO SANITARIO|+
2016|P|094|COMP.AGGIUNTIVI PERS.INFERM.CO E TECN.SAN.DI RADIOL.MED.|+
2016|P|095|RIMBORSI RICEVUTI  DALLA REGIONE PER LA PEREQUAZIONE STIPEND|-
2016|S|124|INDENNITA' DI ESAME|+
2016|S|127|ATTIVITA' AGGIUNTIVE|+
2016|S|128|IND. DI FUNZIONI SUP. E DI REGGENZA|+
2016|S|129|IND. DIREZIONE INCARIC. DELLA DIRIG.|+
2016|S|130|INDENNITA' DI AMMINISTRAZIONE|+
2016|S|135|COMP. IND. MIGLIORAMENTO OFFERTA FORMATIVA|+
2016|S|201|INDENNITA' DI TURNO|+
2016|S|204|PRONTA DISPONIBILITA'|+
2016|S|207|INDENNITA' SERVIZIO NOTTURNO E FESTIVO|+
2016|S|212|ALTRI COMPENSI PER PARTICOLARI CONDIZIONI DI LAVORO|+
2016|S|219|COMPENSI SERVIZI ESTERNI|+
2016|S|305|INDENNITA' DI ORDINE PUBBLICO E SICUREZZA PUBBLICA|+
2016|S|308|INDENNITA' NOTTURNA|+
2016|S|309|INDENNITA' FESTIVA|+
2016|S|315|INDENNITA' AERONAUTICA|+
2016|S|400|COMPENSI ACCESSORI|+
2016|S|603|TRATTAM. ACCESS. ALL'ESTERO|+
2016|S|604|COMPENSI ONERI RISCHI E DISAGI|+
2016|S|611|SUPPLENZE|+
2016|S|615|FONDO SPECIF. RESPONSAB.|+
2016|S|616|INDENNITA'  FUNZIONE POSIZIONI ORGANIZZATIVE|+
2016|S|619|IND. SERVIZIO ALL'ESTERO|+
2016|S|625|FESTIVITA' PARTICOLARI|+
2016|S|630|COMPENSI PRODUTTIVITA' |+
2016|S|635|COMPENSO FORFETTARIO DI GUARDIA E IMPIEGO|+
2016|S|708|INCENTIVI ALLA MOBILITA'|+
2016|S|806|INDENNITA' DI COORDINAMENTO|+
2016|S|998|ARRETRATI ANNI PRECEDENTI|+
2016|S|999|ALTRE SPESE ACCESSORIE ED INDENNITA' VARIE|+
2016|T|101|STRAORDINARIO|+
2016|I|105|INDENNITA' PROVINCIALE|+
2016|S|997|ARRETRATI A.P. PER COMPENSI RISULTATO/PRODUTTIVITÀ|+
2016|L|109|INCARICHI LIBERO PROFESSIONALI/STUDIO/RICERCA/CONSULENZA|+
2016|S|820|COMPENSO PER TURNI DI GUARDIA NOTTURNI DIRIGENTI|+
2016|P|065|COMPENSI PER PERSONALE LSU/LPU|+
2016|P|071|SOMME RIMBORSATE PER PERSONALE COMAND./FUORI RUOLO/IN CONV.|+
2016|P|090|RIMBORSI RICEVUTI PER PERS. COMAND./FUORI RUOLO/IN CONV. (-)|-
2016|I|516|IND. OPERATIVE FONDAMENTALI|+
2016|I|147|INDENNITA' RESPONSABILITA' PROFESSIONALE|+
2016|I|149|INDENN. STRUTTURE PARTIC. RILIEVO E ART. 22 DPR 171/91|+
2016|I|152|C.I.A. COMP. INDIV. ACCESSORIO-INDENN. DIREZ. DSGA P. FISSA|+
2016|S|629|FONDO EFFICIENZA SERVIZI ISTITUZIONALI|+
2016|I|303|INDENNITA' DI RISCHIO|+
2016|I|519|IND. PERSONALE ALL'ESTERO (L.642/61 E L.1114/62)|+
2016|I|533|INDENNITA' PROFESSIONALE SPECIFICA|+
2016|P|072|SOMME RIMBORSATE ALLE UNIVERSITÀ PER INDENNITÀ DE MARIA|+
2016|P|096|RIMBORSI RICEVUTI DA ENTI SSN PER IND. DE MARIA (-)|-
2016|L|115|CONTRATTI PER RESA SERVIZI/ADEMPIMENTI OBBLIGATORI PER LEGGE|+
2016|S|720|INCENTIVI PER FUNZIONI TECNICHE|+
2016|S|670|PROGETTI SPECIALI ( ART.18 L.88/89 )|+
2016|S|740|DIRITTI DI ROGITO-SEGRETERIA CONV.- IND.SCAVALCO|+
2016|S|750|ONORARI AVVOCATI|+
2016|I|436|INDENNITA' FORESTALE|+
2016|S|760|INDENNITA' UFFICI DIRETTA COLLABORAZIONE MINISTRO|+
2016|S|761|COMPETENZE PERSONALE COMANDATO/DISTACCATO PRESSO L'AMM.NE|+
2016|S|230|SPECIFICO COMP. ACCESS. ART.83 C.6  CCNL 02/05|+
2016|S|250|INDENNITA' OPERATIVA PER IL SOCCORSO ESTERNO|+
2016|I|240|UNA TANTUM PROFESSORI E RICERCATORI|+
2016|I|470|INDENNITA' PENSIONABILE L.121/81|+
2016|T|105|STRAORDINARIO PERSONALE MILITARE|+
2016|P|098|SOMME RICEVUTE DA U.E. E/O PRIVATI (-)|-
2016|S|290|ASSEGNI UNA TANTUM EX DPCM 27.10.2011|+
2016|P|074|ALTRE SOMME RIMBORSATE ALLE AMMINISTRAZIONI|+
2016|P|099|ALTRI RIMBORSI RICEVUTI DALLE AMMINISTRAZIONI (-)|-
2016|I|153|ORE ECCEDENTI ISTITUZIONALI|+
2016|I|154|ALTRE ORE ECCEDENTI|+
2016|I|424|INDENNITÀ ART. 42, COMMA 5-TER, D.LGS. 151/2001|+
2016|I|315|INDENNITA' ACCESSORIA MENSILE|+
2016|I|227|MAGGIORAZIONE RETRIB. DI POSIZIONE DIRETTORE DIPARTIMENTO|+
2016|I|330|INDENNITA' DI ENTE ANNUALE|+
2016|I|340|INDENNITA' DI ENTE MENSILE|+
2016|S|203|ALTRI COMPENSI ACCESSORI PERSONALE UNIVERSITARIO|+
2016|S|190|INDENNITA' DI STAFF/COLLABORAZIONE|+
2016|P|035|CONTRIBUTI A CARICO DELL'AMM. PER FONDI PREV. COMPLEMENTARE|+
2016|S|710|COMPENSO AGGIUNTIVO AL SEGR. COMUNALE QUALE DIR. GENERALE|+
