ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2013;RESI;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;UNIV;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;MNST;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;REFR;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;ERIC;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;SSNA;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;AFAM;F;FINANZIA;85H;DEC FONDO/PARTE FISSA RID PROP PERS (ART.9 C2BIS L.122/10);-
2013;UNIV;F;FINANZIA;930;QUOTE PER LA PROGETTAZIONE (ART. 92 CC. 5-6  D.LGS. 163/06);+
2013;SSNA;F;FINANZIA;930;QUOTE PER LA PROGETTAZIONE (ART. 92 CC. 5-6  D.LGS. 163/06);+
2013;RALN;F;FINANZIA;930;QUOTE PER LA PROGETTAZIONE (ART. 92 CC. 5-6  D.LGS. 163/06);+
2013;RALN;F;FINANZIA;928;ART 3 C 57 L662/96 ART 59 C 1 L.P DLGS446/97 - REC. EV. ICI;+
2013;RALN;F;FINANZIA;932;INTEGRAZIONE 1,2% (ART. 15 C. 2 CCNL 98-01);+
2013;REFR;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;RALN;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;SSNA;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;MNST;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;ERIC;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;UCAM;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;EPNE;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;UNIV;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;SCLA;F;FINANZIA;999;SOMME NON UTILIZZATE FONDO ANNO PRECEDENTE;+
2013;MNST;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;EPNE;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;PCMD;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;RESA;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;ERIC;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;REFR;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;UCAM;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;SSNA;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;UNIV;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;RALN;F;FINANZIA;90H;DEC FONDO/PARTE VARIAB. RID PROP PERS(ART.9 C.2BIS L.122/10);-
2013;RALN;U;UTILIZZO;07A;INDENNITÀ DI COMPARTO QUOTA CARICO FONDO;+
2013;AGFI;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;SSNA;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;EPNE;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;UCAM;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;ENAC;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;RALN;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;CNEL;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;MNST;U;UTILIZZO;255;PROGRESSIONI ORIZZONTALI STORICHE;+
2013;EPNE;U;UTILIZZO;893;POSIZIONI ORGANIZZATIVE;+
2013;MNST;U;UTILIZZO;893;POSIZIONI ORGANIZZATIVE;+
2013;RALN;U;UTILIZZO;893;POSIZIONI ORGANIZZATIVE;+
2013;SSNA;U;UTILIZZO;893;POSIZIONI ORGANIZZATIVE;+
2013;EPNE;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;ENAC;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;ERIC;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;UCAM;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;UNIV;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;CNEL;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;PCMD;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;MNST;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;AGFI;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2013;AGFI;U;UTILIZZO;885;POSIZIONI ORGANIZZATIVE - CONTR;+
2013;EPNE;U;UTILIZZO;885;POSIZIONI ORGANIZZATIVE - CONTR;+
2013;RALN;U;UTILIZZO;885;POSIZIONI ORGANIZZATIVE - CONTR;+
2013;SSNA;U;UTILIZZO;885;POSIZIONI ORGANIZZATIVE - CONTR;+
2013;MNST;U;UTILIZZO;885;POSIZIONI ORGANIZZATIVE - CONTR;+
2013;RESI;U;UTILIZZO;885;POSIZIONI ORGANIZZATIVE - CONTR;+
2013;REFR;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;CNEL;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;VVFF;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;SCLA;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;AFAM;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;RALN;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;RESI;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;EPNE;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;MNST;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;ERIC;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;AGFI;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;UNIV;F;FINANZIA;998;ALTRE RISORSE FISSE CON CARATTERE DI CERTEZZA E STABILITÀ;+
2013;RALN;U;UTILIZZO;08A;INDENNITÀ DI RESPONSABILITÀ / PROFESSIONALITÀ;+
2013;REFR;U;UTILIZZO;08A;INDENNITÀ DI RESPONSABILITÀ / PROFESSIONALITÀ;+
2013;SSNA;U;UTILIZZO;08A;INDENNITÀ DI RESPONSABILITÀ / PROFESSIONALITÀ;+
2013;UNIV;U;UTILIZZO;08A;INDENNITÀ DI RESPONSABILITÀ / PROFESSIONALITÀ;+
2013;CNEL;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;ENAC;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;UNIV;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;UCAM;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;RESI;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;EPNE;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;MNST;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;RALN;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;SSNA;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;VVFF;U;UTILIZZO;257;INDENNITÀ TURNO, RISCHIO, DISAGIO ECC.;+
2013;RALN;F;FINANZIA;925;NUOVI SERVIZI O RIORG. (ART. 15 C. 5 - P.VARIAB. CCNL 98-01);+
2013;RALN;F;FINANZIA;934;DECURTAZIONE FONDO 3.356,97 EURO (ART.1 C.3 L. E CCNL 00-01);-
2013;CNEL;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;REFR;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;EPNE;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;UNIV;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;ERIC;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;RESI;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;ENAC;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;REVA;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;RALN;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;SSNA;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;CDIP;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;PCMD;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;MNST;F;FINANZIA;84H;DEC FONDO/PARTE FISSA LIMITE 2010 (ART.9 C.2BIS L.122/10);-
2013;PCMD;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;SCLA;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;EPNE;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;REVA;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;RALN;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;ENAC;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;ERIC;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;AGFI;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;RESI;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;MNST;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;UNIV;U;UTILIZZO;995;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI - CONTR;+
2013;RALN;U;UTILIZZO;10A;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2013;SSNA;U;UTILIZZO;10A;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2013;UCAM;U;UTILIZZO;10A;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2013;UNIV;U;UTILIZZO;10A;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE;+
2013;RALN;F;FINANZIA;64G;RIDET PER INCREM STIP (DICH CONG 14 CCNL 0205 E 1 CCNL08-09);+
2013;RALN;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;MNST;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;CDIP;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;REFR;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;UNIV;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;ENAC;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;PCMD;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;EPNE;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;ERIC;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;SSNA;F;FINANZIA;91H;ALTRE DECURTAZIONI DEL FONDO /  PARTE VARIABILE;-
2013;RESI;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;SSNA;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;UNIV;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;MNST;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;EPNE;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;CNEL;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;RALN;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;ENAC;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;AGFI;U;UTILIZZO;252;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA - CONTR;+
2013;RALN;F;FINANZIA;83H;INCREM DOTAZ ORG E RELAT COPERT (ART15 C5 P.FISSA CCNL98-01);+
2013;RALN;F;FINANZIA;926;RISP DA STRAORD ACCERT A CONSUNT (ART14 C. 1 CCNL 98-01);+
2013;RESI;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;MNST;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;SSNA;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;RALN;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;UNIV;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;CNEL;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;ENAC;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;EPNE;U;UTILIZZO;253;PRODUTTIVITÀ / PERFORMANCE INDIVIDUALE - CONTR;+
2013;RALN;F;FINANZIA;400;POSIZIONE E RISULTATO ANNO 1998 (ART.26 C.1 L. A CCNL 98-01);+
2013;RALN;F;FINANZIA;403;INCREMENTI CCNL 98-01 (ART. 26 C. 1 L. D);+
2013;RALN;F;FINANZIA;65G;INCREMENTI CCNL 02-05 (ART. 23. CC. 1,3);+
2013;RALN;F;FINANZIA;66G;INCREMENTI CCNL 04-05 (ART. 4 CC. 1,4);+
2013;RALN;F;FINANZIA;940;INCREMENTI CCNL 06-09 (ART. 16 CC. 1,4);+
2013;RALN;F;FINANZIA;67G;INCREMENTI CCNL 08-09 (ART. 5 CC. 1,4);+
2013;RALN;F;FINANZIA;405;PROCESSI DI DECENTRAMENTO (ART. 26 C. 1 L. F CCNL 98-01);+
2013;RALN;F;FINANZIA;406;RIA E MAT. EC. PERS. CESS. (ART. 26 C. 1 L. G CCNL 98-01);+
2013;RALN;F;FINANZIA;942;INCR DOT ORG/RIORG STAB SERV (ART26 C3 - P.FISSA CCNL 98-01);+
2013;RALN;F;FINANZIA;411;RID. STABILE ORG. DIRIG. (ART. 26 C. 5 CCNL 98-01);+
2013;RALN;F;FINANZIA;408;INTEGRAZIONE 1,2% (ART. 26 C. 2 CCNL 98-01);+
2013;RALN;F;FINANZIA;944;"LIQUID. SENTENZE FAVOREVOLI ALL'ENTE (ART. 37 CCNL 98-01)";+
2013;RALN;U;UTILIZZO;445;RETRIBUZIONE DI POSIZIONE - CONTR.;+
2013;RESA;U;UTILIZZO;445;RETRIBUZIONE DI POSIZIONE - CONTR.;+
2013;UNIV;U;UTILIZZO;445;RETRIBUZIONE DI POSIZIONE - CONTR.;+
2013;REFR;U;UTILIZZO;445;RETRIBUZIONE DI POSIZIONE - CONTR.;+
2013;MNST;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;EPNE;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;ENAC;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;ERIC;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;AGFI;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;RALN;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;SSNA;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;UNIV;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;PCMD;U;UTILIZZO;446;RETRIBUZIONE DI RISULTATO - CONTR.;+
2013;SSNA;U;UTILIZZO;09A;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2013;UNIV;U;UTILIZZO;09A;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2013;UCAM;U;UTILIZZO;09A;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2013;RALN;U;UTILIZZO;09A;PRODUTTIVITÀ / PERFORMANCE COLLETTIVA;+
2013;RALN;F;FINANZIA;82H;INCREM PER PROC DEC.TO TRASF FUNZ (ART15 C1 L.L CCNL 98-01);+
2013;RALN;F;FINANZIA;88H;"LIQUID. SENTENZE FAVOREVOLI ALL'ENTE (ART. 27 CCNL 14.9.00)";+
2013;AGFI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;ENAC;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;REVA;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;RALN;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;CNEL;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;UCAM;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;UNIV;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;VVFF;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;MNST;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;EPNE;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;RESI;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;PCMD;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;ERIC;U;UTILIZZO;998;ALTRI ISTITUTI NON COMPRESI FRA I PRECEDENTI;+
2013;CDIP;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2013;UNIV;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2013;RESA;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2013;RALN;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2013;ENAC;U;UTILIZZO;448;RETRIBUZIONE DI POSIZIONE;+
2013;RESA;U;UTILIZZO;270;RISORSE ANCORA DA CONTRATTARE FONDO POSIZIONE;+
2013;SSNA;U;UTILIZZO;270;RISORSE ANCORA DA CONTRATTARE FONDO POSIZIONE;+
2013;ERIC;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;CDIP;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;PCMD;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;REFR;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;SSNA;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;UNIV;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;MNST;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;RALN;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
2013;REVA;F;FINANZIA;89H;DEC FONDO/PARTE VARIAB. LIMITE 2010(ART.9 C.2BIS L.122/10);-
