ANNO;CODI_CONTRATTO;CODI_TIPO_VOCE_SPESA;TIPO_VOCE_SPESA;CODI_VOCE_SPESA;DESC_VOCE_SPESA;FLAG_SEGNO
2020;RALN;F;FINANZIA;00Q;ART 92 CC 5-6  DLGS 163/06 - QUOTE PROG.NE AD ESAURIMENTO;+
2020;UNIV;F;FINANZIA;00Q;ART 92 CC 5-6  DLGS 163/06 - QUOTE PROG.NE AD ESAURIMENTO;+
2020;ENAC;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;PCMD;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;ERIC;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;EPNE;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;CNEL;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;MNST;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;UCAM;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;UNIV;F;FINANZIA;76G;FONDO 2004 CERT ORG CONTR./PARTE FISSA (ART1 C189 L266/05);+
2020;UNIV;F;FINANZIA;17A;INCREMENTI CCNL 04-05 (ART. 7 C. 1 ALINEA 2 E 3);+
2020;PCMD;F;FINANZIA;17A;INCREMENTI CCNL 04-05 (ART. 7 C. 1 ALINEA 2 E 3);+
2020;ERIC;F;FINANZIA;85G;INCREMENTI CCNL 06-09 (ART. 22 C. 1);+
2020;UNIV;F;FINANZIA;85G;INCREMENTI CCNL 06-09 (ART. 22 C. 1);+
2020;PCMD;F;FINANZIA;86G;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2020;UNIV;F;FINANZIA;86G;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2020;EPNE;F;FINANZIA;86G;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2020;ENAC;F;FINANZIA;86G;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2020;ERIC;F;FINANZIA;86G;INCREMENTI CCNL 08-09 (ART. 7 C. 1);+
2020;UNIV;F;FINANZIA;10V;INCREMENTI CCNL 16-18 (ART. 47, C. 2);+
2020;ERIC;F;FINANZIA;10V;INCREMENTI CCNL 16-18 (ART. 47, C. 2);+
2020;UNIV;F;FINANZIA;19A;INCR DOT ORG O RIORG STABILE SERVIZI (ART.62 C.7 CCNL 02-05);+
2020;UCAM;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;UNIV;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;ERIC;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;SSNA;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;CPRE;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;EPNE;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;MNST;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;RALN;F;FINANZIA;50H;ART 43 L 449/1997 - ENTR. CONTO TERZI O UTENZA O SPONSOR.;+
2020;EPNE;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;UCAM;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;PCMD;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;ERIC;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;MNST;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;UNIV;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;ENAC;F;FINANZIA;02P;ART 1 C 189 L 266/05 - DEC. FONDO RISPETTO LIMITE 2004-10%;-
2020;UNIV;F;FINANZIA;03N;ART 63 C 1 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2020;UNIV;F;FINANZIA;10W;ART. 63 C 2 L F CCNL 16-18 - INCR. 0,1% M.S. 2015 - BCD;+
2020;UNIV;F;FINANZIA;03S;ART 63 C 2 L B CCNL 16-18 - INCR. RID. STAB. STRAORDINARIO;+
2020;UNIV;F;FINANZIA;03O;ART 63 C 2 L A CCNL 16-18 - RIA PERS. BCD CESSATO MIS INTERA;+
2020;UNIV;F;FINANZIA;03U;ART 63 C 2 L E CCNL 16-18 - DIFF STIP BCD CESS ANNO PREC;+
2020;RALN;U;UTILIZZO;05R;STRAORDINARIO PER EVENTI STRAORDINARI E CALAMITÀ NATURALI;+
2020;RALN;U;UTILIZZO;05S;STRAORDINARIO POLIZIA LOCALE EMERG COVID-19;+
2020;RALN;U;UTILIZZO;00G;PREMI CORRELATI ALLA PERFORMANCE ORGANIZZATIVA;+
2020;REFR;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;MNST;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;SSNA;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;UNIV;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;RALN;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;ERIC;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;CDIP;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;EPNE;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;ENAC;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;RESA;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;REVA;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;RESI;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;PCMD;F;FINANZIA;01P;ALTRE DECURTAZIONI NON COMPRESE FRA LE PRECEDENTI;-
2020;RALN;F;FINANZIA;15O;ART 39 CCNL 14.9.00 - RIS STRAORD ELETTORALE;+
2020;RALN;U;UTILIZZO;00E;INCREMENTO INDENNITÀ PERSONALE ASILI NIDO;+
2020;RALN;U;UTILIZZO;00F;INDENNITÀ PERSONALE EX VIII QUALIFICA FUNZIONALE;+
2020;RALN;U;UTILIZZO;00K;IND TURNO, REPERIB E LAV FEST (ART 24 C 1 CCNL 14.09.2000);+
2020;UNIV;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2020;EPNE;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2020;RALN;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2020;REFR;U;UTILIZZO;23I;ART 92 CC 5-6 DLGS 163/2006 - INCENTIVI PROG.NE AD ES.TO;+
2020;RALN;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2020;UNIV;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2020;SSNA;U;UTILIZZO;00N;ART 9, CC 3,6 DL 90/2014 - COMP. AVVOCATI;+
2020;RALN;U;UTILIZZO;00P;COMPENSI ISTAT ENTI E ORGANISMI PUBBLICI AUTORIZZATI;+
2020;RALN;U;UTILIZZO;01B;POLIZIA LOCALE - SERVIZI AGGIUNTIVI INIZIATIVA PRIVATA;+
2020;RALN;U;UTILIZZO;00Y;POLIZIA LOCALE - INDENNITÀ DI FUNZIONE;+
2020;RALN;F;FINANZIA;01K;ART 67 C 3 L I CCNL 16-18-RIS. OBIETT. ENTE ANCHE MANTEN.;+
2020;REFR;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2020;RALN;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2020;UNIV;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2020;SSNA;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2020;REVA;F;FINANZIA;01S;ART 40 C 3-Q DLGS 165/2001 - DEC. ANNO PER PIANI DI RECUP.;-
2020;RALN;F;FINANZIA;03R;ART 7 C 4 L U CCNL 16-18 - INCREM. RISORSE DESTINATE P.O.;+
2020;RALN;F;FINANZIA;15T;ALTRE RISORSE A CARICO DEL BILANCIO;+
2020;SSNA;U;UTILIZZO;265;RETRIBUZIONE DI POSIZIONE UNIFICATA;+
2020;SSNA;U;UTILIZZO;45A;RETRIBUZIONE DI POSIZIONE PARTE VARIABILE AZIENDALE;+
2020;EPNE;U;UTILIZZO;45A;RETRIBUZIONE DI POSIZIONE PARTE VARIABILE AZIENDALE;+
2020;SSNA;U;UTILIZZO;268;INDENNITÀ DI INCARICO DI DIREZIONE DI STRUTTURA COMPLESSA;+
2020;SSNA;U;UTILIZZO;273;STRAORDINARIO;+
2020;SSNA;U;UTILIZZO;274;INDENNITÀ CONDIZIONI DI LAVORO;+
2020;MNST;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;REVA;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;PCMD;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;SSNA;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;ENAC;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;EPNE;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;RALN;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;RESI;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;RESA;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;CNEL;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;UNIV;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;CPRE;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;ASSI;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;CDIP;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;ERIC;U;UTILIZZO;449;RETRIBUZIONE DI RISULTATO;+
2020;SSNA;U;UTILIZZO;582;COMPENSO PER QUALITÀ PRESTAZIONE INDIVIDUALE;+
2020;ENAC;F;FINANZIA;05L;ART 76 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2020;CNEL;F;FINANZIA;05L;ART 76 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2020;EPNE;F;FINANZIA;05L;ART 76 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2020;MNST;F;FINANZIA;05L;ART 76 C 2 CCNL 16-18 - UNICO IMPORTO CONSOLIDATO 2017;+
2020;EPNE;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2020;MNST;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2020;ENAC;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2020;CNEL;F;FINANZIA;05N;ART 76 C 3 L B) CCNL 16-18 - RIA PERS CESSATO MISURA INTERA;+
2020;MNST;U;UTILIZZO;02L;PERFORMANCE ORGANIZZATIVA;+
2020;EPNE;U;UTILIZZO;02L;PERFORMANCE ORGANIZZATIVA;+
