REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00054;E8535;EPNE;AB;032000;1;2
R00125;E8535;EPNE;AB;030000;1;0
R00205;E8535;EPNE;AB;030000;3;1
R00143;E8535;EPNE;AB;032000;0;2
R00134;E8535;EPNE;AC;046000;17;17
R00027;E8535;EPNE;AC;046000;2;2
R00161;E8535;EPNE;AB;034000;15;18
R00081;E8535;EPNE;AA;027000;0;1
R00214;E8535;EPNE;AC;045000;2;2
R00027;E8535;EPNE;AA;027000;2;0
R00081;E8535;EPNE;AB;034000;9;5
R00198;E8535;EPNE;AA;027000;0;1
R00081;E8535;EPNE;AC;043000;0;1
R00189;E8535;EPNE;AC;042000;0;2
R00081;E8535;EPNE;AB;030000;0;2
R00036;E8535;EPNE;AC;042000;0;2
R00090;E8535;EPNE;AC;042000;5;3
R00072;E8535;EPNE;AC;042000;9;24
R00189;E8535;EPNE;AB;032000;1;0
R00063;E8535;EPNE;AC;043000;0;1
R00018;E8535;EPNE;AC;046000;6;8
R00063;E8535;EPNE;AC;042000;0;1
R00152;E8535;EPNE;AC;040000;2;1
R00063;E8535;EPNE;AC;045000;7;12
R00027;E8535;EPNE;AC;045000;0;4
R00134;E8535;EPNE;AC;040000;1;0
R00018;E8535;EPNE;AB;034000;12;9
R00045;E8535;EPNE;AB;034000;23;15
R00205;E8535;EPNE;AB;034000;19;28
R00189;E8535;EPNE;AC;045000;4;10
R00018;E8535;EPNE;D2;0D0079;1;0
R00036;E8535;EPNE;AC;040000;0;1
R00072;E8535;EPNE;AB;032000;4;3
R00116;E8535;EPNE;AC;045000;0;1
R00125;E8535;EPNE;AC;045000;11;41
R00054;E8535;EPNE;AC;045000;11;31
R00036;E8535;EPNE;AB;034000;20;8
R00125;E8535;EPNE;AC;043000;1;7
R00054;E8535;EPNE;AC;046000;11;41
R00072;E8535;EPNE;AB;034000;42;64
R00116;E8535;EPNE;AB;034000;2;3
R00143;E8535;EPNE;AC;045000;8;18
R00161;E8535;EPNE;AC;042000;1;4
R00063;E8535;EPNE;AC;046000;6;12
R00161;E8535;EPNE;AC;040000;0;1
R00134;E8535;EPNE;AB;032000;3;3
R00072;E8535;EPNE;D2;0D0080;4;3
R00027;E8535;EPNE;AC;043000;0;3
R00214;E8535;EPNE;AC;046000;0;4
R00107;E8535;EPNE;AC;043000;0;1
R00072;E8535;EPNE;PC;000061;6;0
R00161;E8535;EPNE;D2;0D0079;2;0
R00143;E8535;EPNE;AC;040000;0;1
R00045;E8535;EPNE;AC;042000;4;7
R00072;E8535;EPNE;AP;0D0472;0;2
R00090;E8535;EPNE;AA;027000;2;0
R00045;E8535;EPNE;AC;043000;1;3
R00205;E8535;EPNE;AC;040000;0;1
R00125;E8535;EPNE;AC;046000;16;28
R00072;E8535;EPNE;AC;040000;3;4
R00189;E8535;EPNE;AC;043000;0;1
R00152;E8535;EPNE;AC;042000;3;5
R00205;E8535;EPNE;AC;046000;14;25
R00107;E8535;EPNE;AB;030000;1;2
R00223;E8535;EPNE;AA;027000;1;0
R00125;E8535;EPNE;AC;042000;2;5
R00214;E8535;EPNE;AC;043000;0;2
R00027;E8535;EPNE;AC;042000;0;1
R00143;E8535;EPNE;AC;043000;0;5
R00018;E8535;EPNE;AA;027000;2;0
R00018;E8535;EPNE;AC;042000;2;5
R00223;E8535;EPNE;AC;045000;1;4
R00045;E8535;EPNE;AC;045000;19;29
R00054;E8535;EPNE;AC;043000;2;7
R00161;E8535;EPNE;D1;0D0077;0;1
R00161;E8535;EPNE;AA;027000;1;0
R00205;E8535;EPNE;AC;043000;2;2
R00072;E8535;EPNE;AP;0D0480;1;1
R00045;M8655;VVFF;DI;0D0850;3;1
R00063;M8655;PPSS;DI;0D0194;0;2
R00081;M8655;MNST;2A;035F05;5;28
R00081;M8655;PPSS;AS;013259;133;27
R00134;M8655;PPSS;VD;018185;20;9
R00223;M8655;PPSS;IP;014201;8;4
R00081;M8655;CPRE;I1;0D0112;5;9
R00143;M8655;VVFF;VD;D43857;2;0
R00189;M8655;VVFF;OP;O25OP4;0;1
R00018;M8655;VVFF;CR;V30VF1;118;2
R00054;M8655;PPSS;AV;000180;442;111
R00018;M8655;MNST;3A;040F01;2;17
R00152;M8655;PPSS;DI;0D0516;5;0
R00027;M8655;MNST;3A;043F04;3;15
R00205;M8655;PPSS;RS;015198;87;9
R00205;M8655;MNST;1A;024F02;1;0
R00189;M8655;VVFF;AT;E32AS1;6;2
R00063;M8655;VVFF;VD;D43854;6;1
R00214;M8655;PPSS;DI;0D0400;1;0
R00189;M8655;VVFF;VT;D43VTP;3;6
R00063;M8655;PPSS;RS;014280;89;27
R00018;M8655;VVFF;CR;V30891;72;0
R00116;M8655;VVFF;DI;0D0188;1;0
R00054;M8655;VVFF;CR;Q34890;69;0
R00063;M8655;PPSS;DI;0D0189;4;1
R00189;M8655;MNST;3A;043F04;3;14
R00063;M8655;VVFF;OP;O25OP4;1;0
R00214;M8655;CPRE;I1;0D0112;1;4
R00125;M8655;MNST;3A;044F05;1;5
R00018;M8655;MNST;1A;024F02;1;2
R00027;M8655;VVFF;OP;O25OP1;0;1
R00189;M8655;PPSS;DI;0D0949;3;4
R00161;M8655;MNST;2A;035F06;2;8
R00152;M8655;PPSS;IP;016IC0;6;0
R00054;M8655;VVFF;VD;D43853;7;1
R00045;M8655;PPSS;RS;015953;434;34
R00125;M8655;CPRE;I1;0D0113;6;7
R00143;M8655;MNST;2A;034F03;33;49
R00223;M8655;PPSS;DI;0D0511;4;1
R00205;M8655;PPSS;AS;013257;409;63
R00054;M8655;MNST;3A;044F05;7;10
R00223;M8655;PPSS;IP;017268;40;3
R00116;M8655;PPSS;IP;014201;97;54
R00045;M8655;PPSS;DI;019207;19;5
R00214;M8655;PPSS;IP;017836;3;0
R00054;M8655;MNST;2A;030F01;34;69
R00027;M8655;VVFF;CR;Q34890;7;1
R00027;M8655;PPSS;DI;0D0948;1;1
R00134;M8655;PPSS;VD;017256;13;7
R00152;M8655;PPSS;IP;017268;469;77
R00134;M8655;VVFF;CR;V30VF4;335;0
R00072;M8655;VVFF;IA;I42880;2;0
R00116;M8655;PPSS;RS;015953;25;8
R00161;M8655;PPSS;VD;018185;32;18
R00027;M8655;PPSS;DI;0D0400;0;1
R00045;M8655;VVFF;VT;D43VTP;20;21
R00189;M8655;CPRE;I1;0D0112;4;2
R00161;M8655;VVFF;IF;I42FTP;7;5
R00081;M8655;PPSS;AS;013179;239;37
R00072;M8655;MNST;2A;032F02;257;176
R00161;M8655;PPSS;RS;015198;65;16
R00072;M8655;VVFF;DI;0D0852;16;4
R00134;M8655;VVFF;IF;I42TPE;41;31
R00161;M8655;VVFF;IF;I42TPE;30;36
R00090;M8655;MNST;3A;044F05;7;5
R00081;M8655;VVFF;CR;Q32CS1;67;0
R00081;M8655;VVFF;VT;D43FTP;0;1
R00081;M8655;PPSS;AS;013181;54;7
R00189;M8655;VVFF;VD;D43855;10;0
R00143;M8655;MNST;2A;035F04;22;51
R00116;M8655;PPSS;VD;018185;7;1
R00054;M8655;VVFF;VT;D43FTP;0;1
R00072;M8655;VVFF;IA;I42883;3;0
R00189;M8655;VVFF;AT;E32892;1;3
R00107;M8655;MNST;2A;035F05;3;38
R00054;M8655;VVFF;CR;Q34CR1;294;0
R00214;M8655;PPSS;IP;017951;5;0
R00036;M8655;PPSS;AS;013954;881;122
R00054;M8655;PPSS;AS;013955;409;136
R00161;M8655;PPSS;VD;017256;4;5
R00134;M8655;MNST;2A;032F02;73;54
R00036;M8655;MNST;1A;024F02;1;0
R00116;M8655;MNST;1A;024F03;3;2
R00018;M8655;PPSS;DI;0D0189;3;0
R00125;M8655;RALN;FP;0D0102;0;2
R00134;M8655;PPSS;RS;015953;273;22
R00018;M8655;PPSS;AS;013259;35;17
R00107;M8655;CPRE;I1;0D0113;5;2
R00054;M8655;PPSS;IP;017268;233;42
R00072;M8655;MNST;3A;042F03;283;623
R00027;M8655;MNST;3A;044F05;1;5
R00054;M8655;CPRE;I1;0D0112;14;18
R00198;M8655;PPSS;RS;015953;8;1
R00189;M8655;VVFF;CR;Q32CS1;26;0
R00081;M8655;MNST;2A;030F01;8;18
R00081;M8655;PPSS;RS;015953;138;28
R00054;M8655;PPSS;DI;0D0194;3;0
R00107;M8655;VVFF;VD;D43856;3;0
R00161;M8655;PPSS;RS;015953;230;26
R00036;M8655;PPSS;DI;0D0949;18;1
R00027;M8655;VVFF;AT;E32892;4;1
R00189;M8655;PPSS;DI;0D0950;1;1
R00036;M8655;VVFF;VD;D43857;1;0
R00116;M8655;VVFF;CR;V30VF4;49;0
R00063;M8655;CPRE;I1;0D0111;3;1
R00081;M8655;CPRE;I1;0D0113;3;3
R00036;M8655;PPSS;AS;013259;366;21
R00090;M8655;MNST;2A;032F02;97;133
R00161;M8655;VVFF;DI;0D0852;5;2
R00134;M8655;VVFF;DI;0D0851;3;0
R00214;M8655;PPSS;AV;000180;5;2
R00045;M8655;MNST;3A;044F06;25;24
R00125;M8655;PPSS;DI;0D0950;2;2
R00072;M8655;PPSS;RS;015952;707;178
R00036;M8655;PPSS;AV;000180;186;39
R00134;M8655;PPSS;DI;0D0189;7;1
R00072;M8655;MNST;D2;0D0079;38;30
R00036;M8655;PPSS;RS;015953;201;15
R00152;M8655;VVFF;OP;O25OP1;1;2
R00036;M8655;MNST;2A;035F05;15;17
R00152;M8655;MNST;3A;043F04;39;68
R00054;M8655;PPSS;DI;019207;7;3
R00107;M8655;RALN;FP;0D0103;2;2
R00045;M8655;VVFF;OP;O25893;17;10
R00143;M8655;MNST;2A;035F06;1;5
R00189;M8655;MNST;2A;035F04;4;19
R00214;M8655;PPSS;RS;015952;15;1
R00152;M8655;PPSS;RS;015198;194;33
R00045;M8655;VVFF;AT;E32892;7;10
R00054;M8655;VVFF;CR;Q32CS2;197;1
R00054;M8655;VVFF;IA;I42884;27;0
R00152;M8655;PPSS;AS;013257;44;9
R00018;M8655;CPRE;I1;0D0113;2;4
R00223;M8655;MNST;3A;042F03;5;8
R00161;M8655;MNST;2A;035F04;29;77
R00063;M8655;CPRE;I1;0D0112;9;4
R00161;M8655;RALN;FP;0D0102;3;2
R00072;M8655;MNST;D1;0D0CDP;4;1
R00018;M8655;PPSS;VD;017256;1;3
R00189;M8655;PPSS;DI;0D0189;1;0
R00189;M8655;VVFF;VD;D43854;1;0
R00223;M8655;PPSS;DI;0D0400;1;0
R00063;M8655;VVFF;AT;E32892;0;6
R00054;M8655;PPSS;RS;015198;75;11
R00189;M8655;PPSS;IP;017268;55;11
R00072;M8655;MNST;3A;044F06;43;69
R00018;M8655;CPRE;I1;0D0112;8;9
R00027;M8655;VVFF;CR;V30VF4;89;0
R00134;M8655;VVFF;IF;I42FTP;0;2
R00134;M8655;PPSS;RS;014197;322;28
R00223;M8655;PPSS;RS;015952;25;0
R00116;M8655;PPSS;AS;013955;54;10
R00161;M8655;VVFF;VD;D43857;4;0
R00063;M8655;MNST;3A;043F04;5;15
R00161;M8655;VVFF;DI;0D0851;5;0
R00205;M8655;MNST;1A;024F03;30;11
R00161;M8655;VVFF;VD;D43856;2;0
R00054;M8655;MNST;1A;024F02;1;2
R00189;M8655;PPSS;AS;013181;4;0
R00045;M8655;PPSS;VD;017256;14;10
R00116;M8655;PPSS;RS;015198;15;4
R00134;M8655;VVFF;CR;V30VF5;195;0
R00018;M8655;VVFF;DI;0D0850;1;0
R00125;M8655;MNST;2A;030F01;28;59
R00081;M8655;MNST;3A;043F04;6;15
R00116;M8655;VVFF;OP;O25OP1;0;1
R00045;M8655;PPSS;IP;017268;409;74
R00116;M8655;PPSS;VD;017256;1;0
R00081;M8655;PPSS;IP;017268;181;41
R00214;M8655;MNST;2A;035F04;2;9
R00189;M8655;VVFF;VT;D43FTP;0;1
R00205;M8655;PPSS;AS;013954;1187;243
R00063;M8655;PPSS;IP;017268;134;34
R00116;M8655;PPSS;DI;0D0947;3;1
R00036;M8655;RALN;FP;0D0103;3;6
R00143;M8655;MNST;2A;030F01;9;16
R00054;M8655;PPSS;IP;017951;75;21
R00205;M8655;VVFF;CR;V30VF4;207;2
R00036;M8655;MNST;3A;044F05;10;16
R00045;M8655;PPSS;IP;014201;186;23
R00125;M8655;PPSS;AS;013955;436;117
R00134;M8655;VVFF;CR;Q34890;64;0
R00152;M8655;PPSS;RS;014280;365;53
R00090;M8655;MNST;2A;035F04;45;130
R00125;M8655;MNST;2A;035F06;1;5
R00036;M8655;VVFF;AT;E32AS1;12;4
R00090;M8655;VVFF;DI;0D0850;4;1
R00143;M8655;VVFF;IF;I42TPE;19;9
R00205;M8655;PPSS;AS;013955;418;116
R00054;M8655;VVFF;IF;I42FTP;4;1
R00116;M8655;MNST;2A;035F04;10;13
R00027;M8655;PPSS;IP;017268;31;3
R00143;M8655;PPSS;DI;0D0516;2;1
R00107;M8655;PPSS;DI;0D0950;1;2
R00152;M8655;MNST;D2;0D0079;6;6
R00054;M8655;VVFF;OP;O25OP4;1;0
R00090;M8655;VVFF;CR;Q34890;89;0
R00063;M8655;PPSS;DI;0D0947;5;4
R00143;M8655;PPSS;IP;016IC0;3;0
R00063;M8655;PPSS;AS;013954;621;200
R00090;M8655;PPSS;IP;017951;63;13
R00090;M8655;VVFF;CR;Q34CR1;295;0
R00198;M8655;PPSS;RS;015198;4;0
R00134;M8655;PPSS;IP;017951;41;9
R00036;M8655;PPSS;IP;017837;2;0
R00090;M8655;MNST;1A;023F01;1;0
R00214;M8655;PPSS;RS;014280;32;2
R00214;M8655;MNST;3A;044F06;0;2
R00072;M8655;VVFF;VD;D43853;11;1
R00081;M8655;PPSS;DI;0D0189;2;3
R00090;M8655;VVFF;IF;I42FTP;10;16
R00063;M8655;PPSS;AS;013181;24;7
R00081;M8655;PPSS;IP;017836;35;3
R00152;M8655;VVFF;IF;I42TPE;60;41
R00205;M8655;MNST;2A;032F02;77;78
R00116;M8655;MNST;2A;035F05;3;8
R00090;M8655;VVFF;IF;I42TPE;23;19
R00081;M8655;PPSS;DI;0D0400;1;0
R00072;M8655;PPSS;AS;013954;5190;1086
R00018;M8655;PPSS;DI;0D0511;9;6
R00134;M8655;PPSS;DI;0D0400;1;0
R00063;M8655;PPSS;DI;0D0516;1;0
R00054;M8655;VVFF;AT;E32892;4;3
R00090;M8655;MNST;3A;042F03;36;79
R00081;M8655;VVFF;AT;E32AS1;10;6
R00018;M8655;MNST;2A;035F04;15;30
R00036;M8655;PPSS;DI;0D0194;4;0
R00125;M8655;CPRE;I1;0D0111;6;2
R00063;M8655;MNST;1A;024F03;12;4
R00054;M8655;MNST;1A;024F03;27;15
R00143;M8655;VVFF;IF;I42FTP;2;2
R00090;M8655;VVFF;IF;I42TPS;1;0
R00045;M8655;MNST;3A;040F01;34;59
R00081;M8655;VVFF;OP;O25893;10;10
R00027;M8655;PPSS;DI;0D0950;2;0
R00036;M8655;PPSS;IP;017836;36;2
R00081;M8655;VVFF;AT;E32892;1;3
R00125;M8655;MNST;2A;032F02;62;111
R00214;M8655;PPSS;AS;013955;18;6
R00143;M8655;PPSS;RS;015198;22;11
R00090;M8655;PPSS;VD;017256;2;3
R00107;M8655;PPSS;DI;0D0194;1;1
R00134;M8655;MNST;3A;043F04;40;52
R00054;M8655;MNST;3A;044F07;2;0
R00161;M8655;MNST;2A;030F01;30;54
R00161;M8655;VVFF;CR;Q32CS2;259;0
R00223;M8655;MNST;2A;035F04;7;6
R00036;M8655;VVFF;OP;O25OP1;0;1
R00090;M8655;VVFF;CR;Q32CS2;234;0
R00198;M8655;PPSS;IP;017836;2;0
R00152;M8655;VVFF;VT;D43TPL;2;5
R00090;M8655;VVFF;DI;0D0852;6;1
R00072;M8655;VVFF;CR;Q32CS2;311;0
R00134;M8655;MNST;1A;023F01;0;1
R00090;M8655;VVFF;DI;0D0851;4;0
R00152;M8655;VVFF;VT;D43VTP;20;13
R00090;M8655;VVFF;VD;D43853;5;0
R00018;M8655;CPRE;I1;0D0111;1;2
R00152;M8655;PPSS;AS;013181;365;15
R00189;M8655;PPSS;AS;013954;392;83
R00125;M8655;MNST;3A;042F03;34;80
R00063;M8655;PPSS;DI;0D0948;3;0
R00152;M8655;PPSS;DI;0D0948;27;11
R00143;M8655;VVFF;CR;Q34890;46;0
R00090;M8655;VVFF;IA;I42884;23;0
R00090;M8655;PPSS;VD;018182;39;20
R00072;M8655;VVFF;DI;0D0850;20;1
R00205;M8655;CPRE;I1;0D0111;4;3
R00045;M8655;VVFF;CR;V30VF1;123;1
R00161;M8655;VVFF;DI;0D0188;1;0
R00161;M8655;MNST;3A;040F01;24;54
R00072;M8655;PPSS;IP;014201;498;215
R00090;M8655;VVFF;DI;0D0188;1;0
R00063;M8655;MNST;2A;030F01;15;8
R00063;M8655;VVFF;OP;O25893;11;10
R00081;M8655;VVFF;VD;D43854;1;0
R00036;M8655;MNST;D2;0D0079;5;1
R00072;M8655;VVFF;VD;D43857;51;17
R00045;M8655;RALN;FP;0D0102;4;5
R00125;M8655;MNST;3A;040F01;26;51
R00189;M8655;PPSS;IP;016192;3;3
R00063;M8655;PPSS;IP;016IC0;1;0
R00143;M8655;PPSS;IP;014201;64;11
R00125;M8655;MNST;2A;034F03;59;118
R00134;M8655;MNST;1A;024F02;1;1
R00081;M8655;VVFF;VT;D43TPL;2;1
R00018;M8655;PPSS;AS;013955;142;52
R00081;M8655;PPSS;RS;014280;89;38
R00189;M8655;PPSS;RS;015952;72;7
R00081;M8655;VVFF;VD;D43857;1;0
R00116;M8655;VVFF;CR;V30VF1;47;1
R00223;M8655;PPSS;AS;013181;13;3
R00152;M8655;VVFF;VT;D43FTP;1;1
R00189;M8655;PPSS;AS;013179;18;2
R00081;M8655;PPSS;DI;0D0948;10;5
R00072;M8655;PPSS;AS;013259;964;187
R00189;M8655;VVFF;CR;V30VF4;96;0
R00036;M8655;MNST;1A;024F03;37;10
R00189;M8655;PPSS;DI;0D0947;2;3
R00152;M8655;PPSS;DI;0D0194;9;1
R00045;M8655;CPRE;I1;0D0111;3;2
R00081;M8655;RALN;FP;0D0102;0;1
R00134;M8655;PPSS;AS;013954;1611;247
R00161;M8655;MNST;D2;0D0079;4;3
R00081;M8655;VVFF;VT;D43VTP;6;6
R00018;M8655;PPSS;DI;0D0948;4;5
R00063;M8655;MNST;2A;032F02;36;44
R00143;M8655;PPSS;AS;013257;129;10
R00045;M8655;PPSS;RS;015198;203;21
R00107;M8655;PPSS;IP;016IC0;1;0
R00214;M8655;PPSS;IP;014201;4;1
R00189;M8655;PPSS;IP;015191;2;0
R00116;M8655;VVFF;VD;D43855;4;1
R00018;M8655;PPSS;AS;013954;593;192
R00054;M8655;VVFF;VD;D43856;1;0
R00107;M8655;VVFF;CR;V30VF4;111;0
R00027;M8655;MNST;1A;024F03;6;3
R00090;M8655;MNST;D2;0D0079;3;7
R00045;M8655;MNST;1A;024F03;89;17
R00018;M8655;VVFF;DI;0D0188;1;0
R00027;M8655;PPSS;AS;013955;88;7
R00036;M8655;VVFF;OP;O25893;20;9
R00161;M8655;PPSS;AS;013257;349;62
R00214;M8655;MNST;2A;030F01;2;4
R00063;M8655;VVFF;VD;D43855;12;0
R00214;M8655;MNST;3A;042F03;0;11
R00036;M8655;PPSS;DI;0D0511;21;7
R00054;M8655;RALN;FP;0D0103;1;2
R00116;M8655;VVFF;IF;I42TPE;2;9
R00223;M8655;PPSS;DI;0D0194;1;0
R00018;M8655;VVFF;CR;V30VF5;143;0
R00205;M8655;MNST;3A;044F06;13;5
R00090;M8655;PPSS;VD;018185;64;27
R00027;M8655;VVFF;CR;Q34CR1;73;0
R00018;M8655;PPSS;AS;013179;4;1
R00107;M8655;PPSS;AS;013257;26;4
R00205;M8655;PPSS;RS;014197;219;28
R00152;M8655;MNST;2A;035F05;32;55
R00072;M8655;VVFF;CR;Q32CS1;222;0
R00045;M8655;PPSS;AS;013257;60;23
R00116;M8655;PPSS;AS;013179;2;3
R00152;M8655;VVFF;IF;I42FTP;5;4
R00027;M8655;MNST;3A;044F06;3;2
R00161;M8655;VVFF;VD;D43853;7;0
R00081;M8655;PPSS;IP;017837;1;0
R00063;M8655;VVFF;CR;Q32CS1;43;0
R00205;M8655;VVFF;DI;0D0851;1;0
R00072;M8655;MNST;1A;024F02;3;7
R00054;M8655;PPSS;RS;015952;210;30
R00063;M8655;PPSS;AS;013259;67;12
R00116;M8655;MNST;3A;043F04;3;13
R00198;M8655;MNST;3A;041F02;0;1
R00090;M8655;MNST;2A;035F05;4;23
R00107;M8655;PPSS;RS;015198;45;11
R00045;M8655;PPSS;DI;0D0947;25;15
R00152;M8655;PPSS;VD;018185;51;28
R00081;M8655;VVFF;VD;D43855;30;4
R00143;M8655;VVFF;IA;I42884;15;0
R00116;M8655;RALN;FP;0D0103;0;1
R00090;M8655;CPRE;I1;0D0111;8;4
R00152;M8655;MNST;2A;034F03;144;95
R00063;M8655;PPSS;AS;013179;63;10
R00205;M8655;MNST;3A;044F07;2;0
R00143;M8655;PPSS;VD;018185;21;6
R00143;M8655;PPSS;IP;017951;21;3
R00189;M8655;PPSS;AS;013259;44;7
R00152;M8655;PPSS;DI;0D0950;13;5
R00125;M8655;VVFF;VD;D43856;8;0
R00107;M8655;PPSS;AS;013181;23;4
R00152;M8655;RALN;FP;0D0103;0;3
R00027;M8655;VVFF;IF;I42FTP;0;1
R00036;M8655;PPSS;RS;014197;202;19
R00134;M8655;VVFF;CR;Q32CS2;222;0
R00036;M8655;VVFF;CR;Q34890;20;0
R00152;M8655;MNST;3A;044F07;13;6
R00161;M8655;MNST;1A;024F02;1;0
R00152;M8655;MNST;3A;044F06;23;18
R00161;M8655;PPSS;AS;013954;1039;366
R00036;M8655;VVFF;CR;Q32CS2;183;0
R00134;M8655;MNST;2A;034F03;76;72
R00223;M8655;PPSS;AS;013955;42;9
R00125;M8655;RALN;FP;0D0103;2;0
R00161;M8655;PPSS;DI;0D0511;30;10
R00036;M8655;VVFF;IF;I42TPE;32;30
R00214;M8655;PPSS;RS;015953;27;1
R00063;M8655;VVFF;VD;D43857;1;0
R00143;M8655;PPSS;AS;013259;248;10
R00063;M8655;VVFF;CR;V30891;57;0
