ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE
U12259;SSNA;ME;ST;0;0;51;73;23;19
C12761;RALN;ND;CB;0;0;0;0;9;0
C12761;RALN;ND;CC;0;0;1;2;2;0
C12761;RALN;ND;CD;0;0;1;0;0;0
C7776;RALN;ND;CA;0;0;5;0;0;0
C7776;RALN;ND;CC;0;0;1;0;3;2
C7776;RALN;ND;CB;0;0;2;0;0;0
U9416;SSNA;ME;LA;0;0;2;6;0;0
U9416;SSNA;ME;SV;0;0;0;0;18;3
U9416;SSNA;ME;LT;0;0;16;21;8;0
U9416;SSNA;ME;SI;0;0;93;325;103;338
U9416;SSNA;ME;PS;0;0;0;0;1;1
U9416;SSNA;ME;ST;0;0;9;21;31;42
U9416;SSNA;ME;DS;0;0;0;0;3;9
U9416;SSNA;ME;MD;0;0;0;0;127;107
C5218;PRBZ;NF;CB;0;0;6;0;6;0
C2038;RALN;ND;CB;0;0;0;0;7;0
C2038;RALN;ND;CC;0;0;9;3;8;2
C2038;RALN;ND;CD;0;0;1;0;1;0
P9126;RALN;ND;CD;0;0;2;0;2;0
P9126;RALN;ND;CC;0;0;9;2;9;2
C1749;RALN;ND;CC;0;0;2;0;0;0
C8302;RALN;ND;CC;0;0;8;4;8;4
C8302;RALN;ND;CD;0;0;0;0;0;1
C8302;RALN;ND;CB;0;0;0;0;2;0
IP10710;SSNA;ME;SF;0;0;4;39;0;0
IP10710;SSNA;ME;LT;0;0;8;8;0;0
ER14012;SSNA;ME;SI;0;0;17;20;0;0
J8636;SSNA;ME;SI;0;0;9;67;10;64
J8636;SSNA;ME;PS;0;0;0;0;0;1
J8636;SSNA;ME;ST;0;0;6;7;10;22
J8636;SSNA;ME;DS;0;0;0;0;1;3
J8636;SSNA;ME;SV;0;0;0;0;1;0
J8636;SSNA;ME;MD;0;0;19;17;33;23
J8636;SSNA;ME;LT;0;0;19;36;16;16
J8636;SSNA;ME;LA;0;0;0;1;0;0
C3480;RALN;ND;CC;0;0;3;0;0;0
C2203;RALN;ND;CC;0;0;1;1;0;0
P9031;RALN;ND;CB;0;0;0;0;19;0
P9031;RALN;ND;CC;0;0;4;0;11;0
P9031;RALN;ND;CD;0;0;10;0;17;0
C3808;RALN;ND;CB;0;0;0;0;0;1
C517;RALN;ND;CB;0;0;0;0;1;0
C517;RALN;ND;CC;0;0;3;3;0;2
C517;RALN;ND;CD;0;0;1;1;0;0
C8036;RALN;ND;CD;0;0;0;1;0;0
C8036;RALN;ND;CB;0;0;0;0;1;0
C8036;RALN;ND;CC;0;0;4;1;0;2
C5182;RALN;ND;CA;0;0;0;0;1;0
C5182;RALN;ND;CC;0;0;0;0;1;2
U9577;SSNA;ME;LT;0;0;161;459;54;25
U9577;SSNA;ME;LA;0;0;0;1;0;0
U9577;SSNA;ME;SV;0;0;0;0;2;0
U9577;SSNA;ME;DS;0;0;0;0;4;17
U9577;SSNA;ME;SI;0;0;279;1305;104;276
U9577;SSNA;ME;MD;0;0;145;143;207;193
U9577;SSNA;ME;ST;0;0;57;51;47;43
U12388;SSNA;ME;SI;0;0;393;925;75;133
U12388;SSNA;ME;MV;0;0;0;0;15;1
U12388;SSNA;ME;MD;0;0;0;0;126;62
U12388;SSNA;ME;LA;0;0;8;5;2;0
U12388;SSNA;ME;ST;0;0;71;113;18;16
U12388;SSNA;ME;LT;0;0;108;107;16;1
U12388;SSNA;ME;SF;0;0;1;3;0;0
U12388;SSNA;ME;DP;0;0;0;0;1;0
U12388;SSNA;ME;SV;0;0;8;2;48;12
C2863;REFR;SC;XA;0;0;3;2;0;0
C2863;REFR;SC;XS;0;0;5;1;0;0
C4224;RALN;ND;CB;0;0;0;0;1;0
C4224;RALN;ND;CC;0;0;3;3;4;3
Q9184;UNIV;ND;CC;2;7;2;1;0;0
Q9184;UNIV;ND;CD;2;6;0;0;0;0
Q9184;UNIV;ND;CB;0;0;0;1;0;0
C4349;RALN;ND;CB;0;0;0;0;4;0
C4349;RALN;ND;CC;0;0;0;0;0;2
C4349;RALN;ND;CD;0;0;0;0;0;1
C1348;RALN;ND;CB;0;0;0;1;14;0
C1348;RALN;ND;CC;0;0;15;14;2;0
C1348;RALN;ND;CD;0;0;0;1;2;0
C7921;RALN;ND;CB;0;0;0;0;0;1
C7921;RALN;ND;CC;0;0;0;0;1;1
M8666;MNST;MM;2A;9;14;14;1;15;1
M8666;MNST;MM;3A;8;27;2;1;6;9
M8666;MNST;MM;1A;0;0;2;0;2;0
CM9058;RALN;ND;CB;0;1;2;0;21;0
CM9058;RALN;ND;CD;0;0;9;0;1;2
CM9058;RALN;ND;CC;0;0;23;14;9;3
CM9058;RALN;ND;CA;0;0;2;0;0;0
CM9058;RALN;ND;PC;0;0;0;0;10;0
C3770;RALN;ND;CA;0;0;0;4;1;0
C3770;RALN;ND;CB;0;0;2;8;4;1
C3770;RALN;ND;CC;0;0;37;25;24;10
C3770;RALN;ND;CD;0;0;5;3;4;1
C878;RALN;ND;CB;0;0;0;0;2;0
C878;RALN;ND;CD;0;0;2;0;0;0
C878;RALN;ND;CC;0;0;4;0;0;0
C3042;RALN;ND;CC;2;1;349;432;30;1
C3042;RALN;ND;CB;0;3;133;166;9;0
C3042;RALN;ND;CD;1;2;102;153;1;0
C3042;RALN;ND;CA;0;0;8;2;0;0
AG12246;MNST;MM;3A;7;4;0;0;0;0
AG12246;MNST;MM;2A;2;3;0;0;0;0
C5677;REFR;SC;XA;0;0;39;17;25;15
C5677;REFR;SC;CD;0;0;0;0;0;10
C5677;REFR;SC;CB;0;0;8;4;15;0
C5677;REFR;SC;XB;0;0;4;2;1;2
C5677;REFR;SC;CC;0;0;0;0;15;6
K8641;SSNA;ME;LT;1;2;0;0;10;0
K8641;SSNA;ME;ST;0;0;0;0;0;1
K8641;SSNA;ME;LA;0;5;0;0;0;0
K8641;SSNA;ME;MV;0;5;0;0;4;4
K8641;SSNA;ME;DS;0;1;0;0;1;1
K8641;SSNA;ME;DT;1;0;0;0;0;0
LS11930;LS13;NF;LI;0;0;22;2;5;0
C4818;RALN;ND;CB;0;0;410;16;68;2
C4818;RALN;ND;PC;0;0;85;11;0;0
C4818;RALN;ND;CA;0;0;0;0;5;0
C4818;RALN;ND;CD;0;0;272;45;81;11
C4818;RALN;ND;CC;0;0;1189;369;202;22
C5891;PRBZ;NF;CB;0;0;3;0;3;0
C2520;RALN;ND;CB;0;0;6;0;24;0
C2520;RALN;ND;CD;0;0;1;0;1;0
C2520;RALN;ND;CC;0;0;16;9;18;8
C6514;RALN;ND;CC;0;0;4;5;5;6
C6514;RALN;ND;CA;0;0;0;0;1;0
C6514;RALN;ND;CB;0;0;0;0;2;0
C2128;RALN;ND;CD;0;0;0;0;1;1
C2128;RALN;ND;CC;0;0;6;6;1;0
C5864;RALN;ND;CC;0;0;0;0;1;2
C5591;RALN;ND;CA;0;0;0;0;2;0
C5591;RALN;ND;CD;0;0;0;0;1;0
C5591;RALN;ND;CB;0;0;1;0;3;0
C5591;RALN;ND;CC;0;0;4;0;0;0
C2819;RALN;ND;CC;0;0;0;0;1;0
C2819;RALN;ND;CB;0;0;0;0;0;2
C1417;RALN;ND;CC;0;0;0;0;3;1
C1417;RALN;ND;CB;0;0;0;0;3;0
C2064;RALN;ND;CA;0;0;0;0;2;0
C2064;RALN;ND;CB;0;0;0;0;0;1
C2064;RALN;ND;CC;0;0;10;7;0;0
C6424;PRBZ;NF;CB;0;0;3;0;3;0
C12894;PRTN;NF;CC;0;0;2;1;0;0
C2235;REFR;SC;XA;0;0;6;3;0;0
C2235;REFR;SC;CB;0;0;0;3;0;0
C6687;RALN;ND;CB;0;0;1;0;2;0
C6687;RALN;ND;CA;0;0;0;0;2;0
C6687;RALN;ND;CC;0;0;7;2;12;2
IR8598;ERIC;ND;RI;0;1;0;0;0;0
IR8598;ERIC;ND;6L;0;1;0;0;0;0
IR8598;ERIC;ND;7L;1;1;0;0;0;0
P9092;RALN;ND;CC;0;0;8;1;20;5
P9092;RALN;ND;CB;0;0;0;0;31;0
P9092;RALN;ND;CD;0;0;1;0;1;0
C4082;RALN;ND;CC;0;0;2;2;1;5
C4082;RALN;ND;CD;0;0;0;1;0;0
C2357;RALN;ND;CC;0;0;1;0;0;0
C3636;RALN;ND;CB;0;0;0;1;0;1
C3636;RALN;ND;CD;0;0;1;1;2;0
C3636;RALN;ND;CC;0;0;4;3;0;0
C2644;RALN;ND;CC;0;0;2;1;0;0
C3940;RALN;ND;CD;0;0;1;1;0;0
C3940;RALN;ND;CB;0;0;0;0;0;1
C3940;RALN;ND;CC;0;0;6;1;5;4
AP10042;SSNA;ME;ST;0;0;15;16;8;6
AP10042;SSNA;ME;LA;0;0;49;42;0;0
AP10042;SSNA;ME;DS;0;0;0;0;2;12
AP10042;SSNA;ME;LT;0;0;99;71;70;29
AP10042;SSNA;ME;DT;0;0;0;0;9;2
ER9954;RALN;ND;CB;0;3;0;0;0;0
ER9954;RALN;ND;CD;3;3;0;0;5;0
ER9954;RALN;ND;CC;0;1;0;0;0;0
C4113;RALN;ND;CB;0;0;0;0;2;0
C4113;RALN;ND;CC;0;0;1;0;1;0
C5386;RALN;ND;CB;0;0;1;1;0;0
C5386;RALN;ND;CA;0;1;0;0;0;0
C5386;RALN;ND;CC;0;3;41;38;11;9
C5386;RALN;ND;CD;1;2;13;5;5;2
C5183;RALN;ND;CC;0;0;2;1;0;0
C7272;PRTN;NF;CB;0;0;0;0;1;0
C7057;RALN;ND;CC;0;0;3;0;0;0
C7057;RALN;ND;CD;0;0;1;0;0;0
C7057;RALN;ND;CB;0;0;1;0;0;0
C7925;RALN;ND;CB;0;0;0;0;2;0
C7925;RALN;ND;CC;0;0;2;0;0;0
C1658;RALN;ND;CC;0;0;42;22;47;22
C1658;RALN;ND;CD;0;0;6;7;7;2
C1658;RALN;ND;CA;0;0;0;2;0;0
C1658;RALN;ND;CB;0;0;8;4;6;1
C7896;RALN;ND;CC;0;0;0;0;1;2
C7896;RALN;ND;CD;0;0;0;0;1;0
C4669;RALN;ND;CC;0;0;0;0;0;4
C4669;RALN;ND;CD;0;0;0;0;0;1
C4669;RALN;ND;CB;0;0;0;0;13;0
AG9845;EN60;ND;LI;55;64;0;0;0;0
C4223;RALN;ND;CB;0;0;0;1;0;0
C4223;RALN;ND;CC;0;0;5;7;1;2
C4223;RALN;ND;CD;0;0;4;0;1;1
AS12027;LS13;NF;LI;0;0;0;0;7;0
C3907;RALN;ND;CC;0;0;0;0;0;2
C3907;RALN;ND;CD;0;0;0;0;0;1
C3907;RALN;ND;CB;0;0;0;0;1;0
C5212;RALN;ND;CB;0;0;0;0;6;0
C5212;RALN;ND;CC;0;0;6;4;10;4
C5212;RALN;ND;CA;0;0;0;0;1;0
C5212;RALN;ND;CD;0;0;0;0;1;0
Q9168;UNIV;ND;CD;4;20;0;0;0;0
Q9168;UNIV;ND;CE;2;4;0;0;0;0
Q9168;UNIV;ND;CC;4;17;13;7;0;0
Q9168;UNIV;ND;CB;0;3;11;14;0;0
C3936;RALN;ND;CB;0;0;0;0;3;0
C3936;RALN;ND;CC;0;0;6;6;7;5
C3936;RALN;ND;CD;0;0;0;0;2;0
IR14006;ERIC;ND;TC;1;1;0;0;16;2
IR14006;ERIC;ND;4L;1;0;0;0;1;0
IR14006;ERIC;ND;5L;0;0;0;0;1;0
C2546;RALN;ND;CC;0;0;17;5;4;0
C2546;RALN;ND;CB;0;0;0;0;14;0
C2546;RALN;ND;CD;0;0;4;0;0;0
C4496;RALN;ND;CC;0;0;9;3;5;0
C4496;RALN;ND;CB;0;0;0;0;12;0
C4496;RALN;ND;CD;0;0;3;0;1;0
C8306;RALN;ND;CB;0;0;0;0;3;0
IR8550;ERIC;ND;RI;0;1;0;0;0;0
IR8550;ERIC;ND;5L;1;0;0;0;0;0
IP10625;RALN;ND;CB;0;0;6;44;0;0
IP10625;RALN;ND;CA;0;0;0;1;0;0
C2525;RALN;ND;CC;1;0;37;56;51;17
C2525;RALN;ND;CA;0;0;1;22;3;0
C2525;RALN;ND;CB;0;0;1;2;6;0
C2525;RALN;ND;CD;0;1;4;2;13;6
P9125;RALN;ND;CC;0;0;12;3;1;0
P9125;RALN;ND;CD;0;0;1;0;0;0
C5897;RALN;ND;CC;0;0;86;69;78;53
C5897;RALN;ND;CB;0;0;2;4;0;0
C5897;RALN;ND;CD;0;0;34;22;27;18
C5897;RALN;ND;CA;0;0;2;0;0;0
LS11932;LS13;NF;LI;0;0;30;3;3;0
U9563;SSNA;ME;SV;0;0;0;0;19;19
U9563;SSNA;ME;ST;0;0;14;35;17;15
U9563;SSNA;ME;MV;0;0;0;0;10;3
U9563;SSNA;ME;DS;0;0;0;0;1;7
U9563;SSNA;ME;LA;0;1;0;0;0;0
U9563;SSNA;ME;LT;0;0;9;167;7;3
U9563;SSNA;ME;SI;0;0;64;327;9;39
U9563;SSNA;ME;MD;0;0;56;45;71;58
IP10428;SSNA;ME;LT;0;0;3;12;0;0
IP10428;SSNA;ME;SI;0;0;2;4;0;0
IP10428;RALN;ND;CB;0;0;8;21;0;0
IP10428;RALN;ND;CD;0;0;9;11;0;0
IP10428;RALN;ND;CC;0;0;0;1;0;0
C1674;RALN;ND;CB;0;0;0;0;1;0
C3118;RALN;ND;CD;0;0;2;0;0;1
C3118;RALN;ND;CB;0;0;0;0;1;0
C3118;RALN;ND;CC;0;0;0;5;0;2
C2778;RALN;ND;CC;0;0;1;1;0;0
C385;RALN;ND;CB;0;0;0;1;0;0
C385;RALN;ND;CD;0;0;1;1;2;3
C385;RALN;ND;CC;0;0;7;2;7;9
C3294;PRBZ;NF;CA;0;0;1;0;1;0
C3294;PRBZ;NF;CB;0;0;1;0;1;0
IP10580;RALN;ND;CC;0;0;1;3;0;0
IP10580;RALN;ND;CB;0;0;2;42;0;0
ES10242;RALN;ND;CC;0;0;7;1;0;0
ES10242;RALN;ND;CB;0;0;6;0;0;0
UC11819;RALN;ND;CD;0;0;1;0;0;0
UC11819;RALN;ND;CC;0;0;8;4;4;1
C6325;RALN;ND;CC;0;0;2;0;0;0
C6325;RALN;ND;CA;0;0;0;0;1;0
C6325;RALN;ND;CB;0;0;0;0;2;0
C3906;RALN;ND;CC;0;0;8;2;7;2
C1737;RALN;ND;CD;0;0;4;0;10;0
C4821;RALN;ND;CD;0;0;0;1;1;1
C4821;RALN;ND;CC;0;0;8;9;13;9
C8024;RALN;ND;CB;0;0;0;0;2;0
C5015;RALN;ND;CD;0;1;4;0;4;0
C5015;RALN;ND;CB;0;0;0;2;0;0
C5015;RALN;ND;CC;0;1;14;7;13;3
C6495;RALN;ND;CC;2;3;12;16;9;6
C6495;RALN;ND;CD;0;3;6;2;7;1
C6495;RALN;ND;CB;0;0;5;4;0;0
V9714;RALN;ND;CC;1;0;0;0;0;0
C1514;RALN;ND;CC;0;0;2;1;2;1
C1514;RALN;ND;CB;0;0;0;0;0;1
C1514;RALN;ND;CD;0;0;0;0;0;1
C5678;RALN;ND;CC;0;0;1;1;0;0
C738;RALN;ND;CB;0;0;4;0;4;0
C738;RALN;ND;CC;0;0;4;0;2;2
C5560;RALN;ND;CC;0;0;8;6;8;9
C5560;RALN;ND;CB;0;0;1;2;0;1
C5560;RALN;ND;CD;0;0;5;0;5;1
C8300;RALN;ND;CB;0;0;0;0;2;1
C8300;RALN;ND;CC;0;0;8;5;0;3
C8300;RALN;ND;CD;0;0;0;0;0;2
C3224;RALN;ND;CD;0;0;1;0;0;1
C3224;RALN;ND;CB;0;0;0;0;5;0
C3224;RALN;ND;CC;0;0;2;4;4;2
UC10476;RALN;ND;CD;0;0;1;0;0;0
UC10476;RALN;ND;CC;0;0;5;0;0;0
C2433;RALN;ND;CC;0;1;4;0;0;0
P9103;RALN;ND;CD;0;0;1;0;11;0
P9103;RALN;ND;CC;0;0;3;0;0;0
IP11847;RALN;ND;CD;0;0;0;2;0;0
IP11847;RALN;ND;CB;0;0;1;5;0;0
IP11847;RALN;ND;CC;0;0;1;3;0;0
U10521;SSNA;ME;SI;0;0;158;828;109;537
U10521;SSNA;ME;LT;0;0;78;520;55;38
U10521;SSNA;ME;SV;0;0;0;0;33;11
U10521;SSNA;ME;MD;0;0;76;101;185;180
U10521;SSNA;ME;ST;0;0;32;87;33;82
U10521;SSNA;ME;DS;0;0;0;0;7;6
U10521;SSNA;ME;MV;0;0;2;1;18;3
C6385;RALN;ND;CC;0;0;2;4;0;0
C6385;RALN;ND;CB;0;0;0;0;1;0
ER10171;RALN;ND;CB;1;2;4;2;9;5
ER10171;RALN;ND;CD;1;4;0;0;28;11
ER10171;RALN;ND;CC;1;6;1;0;68;20
C7582;RALN;ND;CB;0;0;0;0;2;0
C7582;RALN;ND;CC;0;0;4;0;4;0
C4513;RALN;ND;CB;0;0;0;0;1;0
C4513;RALN;ND;CC;0;0;8;2;1;0
C4513;RALN;ND;CD;0;0;2;0;1;0
LS11943;LS13;NF;LI;1;2;0;0;0;0
C7880;RALN;ND;CB;0;0;0;0;2;0
C8250;RALN;ND;CC;0;0;4;16;4;16
C4021;RALN;ND;CD;0;0;1;0;1;0
C4021;RALN;ND;CC;0;0;1;0;2;0
C4021;RALN;ND;CB;0;0;0;2;5;0
C492;RALN;ND;CD;0;0;7;2;6;2
C492;RALN;ND;CB;1;0;0;0;50;1
C492;RALN;ND;CC;0;0;22;10;26;6
C7918;PRTN;NF;CB;0;0;0;0;2;0
C5439;RALN;ND;CC;0;0;2;4;0;1
C5439;RALN;ND;CB;0;0;0;0;7;1
C5439;RALN;ND;CD;0;0;4;0;1;0
C5784;RALN;ND;CB;0;0;0;0;3;0
C5784;RALN;ND;CC;0;0;0;0;1;0
U9413;SSNA;ME;LT;0;0;53;326;43;2
U9413;SSNA;ME;ST;0;0;24;43;1;17
U9413;SSNA;ME;SV;0;0;0;0;19;6
U9413;SSNA;ME;SF;0;0;1;14;0;0
U9413;SSNA;ME;DS;0;0;0;0;2;12
U9413;SSNA;ME;MV;0;0;0;0;13;2
U9413;SSNA;ME;SI;0;0;134;699;9;66
U9413;SSNA;ME;MD;0;0;0;0;192;161
LS12307;LS13;NF;LI;30;56;0;0;8;6
C12748;RALN;ND;CC;0;0;0;0;0;3
C2202;RALN;ND;CA;0;0;0;0;1;0
C2202;RALN;ND;CB;0;0;0;0;1;0
C2202;RALN;ND;CC;0;0;2;1;2;1
C6316;RALN;ND;CB;0;0;0;0;5;0
C6316;RALN;ND;CD;0;0;0;0;1;0
C6316;RALN;ND;CC;1;2;6;2;3;0
C6460;RALN;ND;CB;0;0;0;0;1;0
C6460;RALN;ND;CC;0;0;0;0;1;0
C12296;RALN;ND;CD;0;0;3;1;2;0
C12296;RALN;ND;CB;0;0;4;3;11;0
C12296;RALN;ND;CC;0;0;10;12;9;5
C12296;RALN;ND;CA;0;0;0;1;0;0
C2975;RALN;ND;CB;0;0;0;0;8;0
C2975;RALN;ND;CC;0;0;8;3;3;0
C2975;RALN;ND;CD;0;0;1;0;1;0
C4778;RALN;ND;CA;0;0;0;0;3;0
C4778;RALN;ND;CC;0;0;4;1;5;1
C4778;RALN;ND;CD;0;0;1;0;0;0
C4778;RALN;ND;CB;0;0;0;0;2;2
D8367;RALN;ND;CC;0;0;0;0;4;0
UC11918;RALN;ND;CC;1;0;0;0;0;0
LS11979;LS13;NF;LI;3;4;0;0;12;1
C5336;RALN;ND;CC;0;0;39;160;34;26
C5336;RALN;ND;CB;0;0;2;0;51;1
C5336;RALN;ND;CD;0;0;25;18;32;13
C4321;RALN;ND;CC;0;0;1;1;0;0
C4321;RALN;ND;CA;0;0;1;1;0;0
C4321;RALN;ND;CD;0;0;1;1;0;0
C6758;RALN;ND;CC;0;0;0;0;0;2
C6758;RALN;ND;CD;0;0;0;0;0;1
C4536;RALN;ND;CB;0;0;0;0;4;1
C4536;RALN;ND;CD;0;0;0;0;1;0
C4536;RALN;ND;CC;0;0;1;2;0;0
C5513;RALN;ND;CC;0;0;12;17;11;15
C5513;RALN;ND;CB;0;0;1;2;12;0
C5513;RALN;ND;CD;0;0;3;1;7;1
OL12971;EPNE;ME;AC;0;0;0;0;1;0
UC10643;RALN;ND;CC;0;0;27;27;13;11
UC10643;RALN;ND;CD;0;0;5;6;3;4
C2250;RALN;ND;CC;0;0;15;19;0;0
C2250;RALN;ND;CD;0;0;3;1;0;0
C263;RALN;ND;CC;0;0;3;6;4;3
C263;RALN;ND;CD;0;0;0;1;2;2
C263;RALN;ND;CB;0;0;2;1;3;1
P9049;RALN;ND;CC;0;0;15;1;22;2
P9049;RALN;ND;CD;0;0;0;0;4;0
P9049;RALN;ND;CB;0;0;0;0;93;1
C624;PRBZ;NF;CB;0;0;2;0;2;0
C6923;RALN;ND;CB;0;0;0;1;0;0
C6923;RALN;ND;CC;0;0;0;2;0;0
J8626;SSNA;ME;DS;0;0;0;0;2;4
J8626;SSNA;ME;MD;0;0;0;0;87;60
J8626;SSNA;ME;ST;0;0;8;14;11;13
J8626;SSNA;ME;SI;0;0;72;190;10;30
J8626;SSNA;ME;LT;0;1;45;72;38;11
C1299;RALN;ND;CC;0;0;3;1;2;1
U12357;SSNA;ME;DS;0;0;0;0;3;6
U12357;SSNA;ME;LA;0;0;0;0;1;0
U12357;SSNA;ME;SI;0;0;93;522;43;138
U12357;SSNA;ME;SF;0;0;3;2;2;1
U12357;SSNA;ME;MD;0;0;50;88;106;100
U12357;SSNA;ME;ST;0;0;13;25;17;36
U12357;SSNA;ME;LT;0;0;70;191;21;8
IR9963;ERIC;ND;RI;14;13;0;0;0;0
IR9963;ERIC;ND;TC;7;8;0;0;0;0
IR9963;ERIC;ND;6L;2;5;2;3;6;1
IR9963;ERIC;ND;8L;0;0;1;1;0;0
IR9963;ERIC;ND;7L;2;4;1;0;1;0
IR9963;ERIC;ND;4L;5;7;19;0;14;0
IR9963;ERIC;ND;5L;5;11;1;0;3;0
C6022;RALN;ND;CB;0;0;0;0;0;1
C6022;RALN;ND;CD;0;0;1;0;0;0
C6022;RALN;ND;CC;0;0;3;1;0;1
U10899;SSNA;ME;DP;0;0;0;0;1;0
U10899;SSNA;ME;LA;0;0;7;7;0;0
U10899;SSNA;ME;LT;0;1;30;130;13;3
U10899;SSNA;ME;DS;0;0;0;0;3;6
U10899;SSNA;ME;SI;0;1;41;297;5;23
U10899;SSNA;ME;MD;0;0;0;0;129;136
U10899;SSNA;ME;ST;0;0;10;21;0;14
U10899;SSNA;ME;SV;0;0;0;0;1;0
C2326;RALN;ND;CC;0;0;10;1;0;0
C7316;RALN;ND;CB;0;0;0;0;0;1
C7316;RALN;ND;PC;0;0;0;0;1;1
C7316;RALN;ND;CC;0;0;2;0;1;0
C968;RALN;ND;CC;0;0;0;0;0;2
C991;RALN;ND;CC;0;0;0;0;1;0
C5869;RALN;ND;CB;0;0;0;2;0;0
C5869;RALN;ND;CC;0;0;1;0;0;0
C7900;RALN;ND;CB;0;0;0;0;3;0
C7900;RALN;ND;CD;0;1;0;0;0;0
C7900;RALN;ND;CC;0;0;2;1;1;0
C1342;RALN;ND;CB;0;0;0;0;0;1
C1342;RALN;ND;CD;0;0;0;0;0;1
P9118;RALN;ND;CB;0;0;0;2;18;0
P9118;RALN;ND;CC;1;0;15;1;12;0
P9118;RALN;ND;CD;1;1;0;0;7;0
IP11015;PRTN;NF;CA;0;0;1;10;0;0
IP11015;PRTN;NF;CB;0;0;7;23;0;0
IP11015;PRTN;NF;CC;0;0;0;5;0;0
C1200;RALN;ND;CD;0;0;1;0;0;0
C1200;RALN;ND;CC;0;0;3;2;1;1
Q9135;UNIV;ND;CB;0;0;0;0;1;0
Q9135;UNIV;ND;CC;0;0;0;0;4;0
Q9135;UNIV;ND;CD;0;0;0;0;1;0
V9757;RALN;ND;CD;0;0;0;0;1;1
V9757;RALN;ND;CC;0;0;0;0;1;0
J8632;SSNA;ME;LA;1;2;0;0;0;0
J8632;SSNA;ME;SF;0;0;14;25;0;0
J8632;SSNA;ME;LT;0;1;55;100;13;9
J8632;SSNA;ME;ST;0;1;11;14;20;10
J8632;SSNA;ME;MD;0;0;59;25;91;40
J8632;SSNA;ME;DP;0;0;0;0;1;0
J8632;SSNA;ME;DS;0;0;0;0;3;2
J8632;SSNA;ME;SI;0;0;69;186;33;57
C3686;RALN;ND;CC;0;0;1;0;0;0
