ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C4712;RALN;CD;099000;A24;0;1
C12925;RALN;CD;099000;A23;1;0
C6277;RALN;CD;099000;A30;0;1
C232;RALN;CD;099000;A30;0;1
C6293;RALN;CD;099000;A30;1;0
C8279;RALN;CD;099000;A24;0;1
C528;RALN;CD;099000;A24;0;1
R9194;RALN;CD;099000;A24;0;1
C8223;RALN;CD;099000;A30;0;1
C4274;RALN;CD;099000;A30;0;1
C4890;RALN;CD;099000;A30;1;0
C538;RALN;CD;099000;A24;1;0
C2244;RALN;CD;099000;A30;0;1
C2379;RALN;CD;099000;A24;1;0
C896;RALN;CD;099000;A30;1;0
C8128;RALN;CB;034000;A23;1;0
IP10470;RALN;CB;034000;A23;0;4
C5158;RALN;CB;034000;A23;0;1
C1490;RALN;CB;034000;A23;3;0
C1218;RALN;CB;034000;A30;1;0
IP10611;RALN;CB;034000;A30;0;1
C1658;RALN;CB;034000;A30;1;0
C4442;RALN;CB;034000;A30;1;0
C2171;RALN;CB;034000;A23;1;0
C2698;RALN;CB;034000;A23;1;0
C470;RALN;CB;034000;A23;1;1
C4519;RALN;CB;034000;A24;1;0
C2030;RALN;CB;034000;A23;1;0
C5483;RALN;CB;034000;A23;1;0
C3722;RALN;CB;034000;A23;1;0
C6136;RALN;CB;034000;A23;0;1
C6178;RALN;CB;034000;A23;1;0
C3362;RALN;CB;034000;A23;1;0
C1874;RALN;CB;034000;A23;1;0
C3333;RALN;CB;034000;A31;0;1
C4683;RALN;CB;034000;A23;1;0
C3812;RALN;CB;034000;A23;1;0
C7631;RALN;CB;034000;A30;1;0
C5741;RALN;CB;034000;A24;1;0
C1392;RALN;CB;034000;A31;1;0
C2768;RALN;CB;034000;A24;1;0
R9197;RALN;CB;034000;A30;1;0
C6608;RALN;CB;034000;A27;2;1
C5210;RALN;CB;034000;A23;1;0
C436;RALN;CB;034000;A30;1;0
C2013;RALN;CB;034000;A24;2;0
C6898;RALN;CB;034000;A30;1;0
C1017;RALN;CB;034000;A23;1;0
C2239;RALN;CB;034000;A23;3;0
C5119;RALN;CB;034000;A23;2;0
C6618;RALN;CB;034000;A23;1;0
C268;RALN;CB;034000;A24;1;0
C8302;RALN;CB;034000;A23;2;0
C6999;RALN;CB;034000;A30;1;0
C1772;RALN;CB;034000;A23;1;0
C1772;RALN;CB;034000;A27;1;0
C681;RALN;CB;034000;A35;1;0
C5170;RALN;CB;034000;A30;0;1
C3345;RALN;CB;034000;A23;1;0
RA69;RALN;CB;034000;A30;3;1
C1122;RALN;CB;034000;A23;1;0
C208;RALN;CB;034000;A24;1;0
CS9921;RALN;CB;034000;A24;0;1
C5340;RALN;CB;034000;A31;1;0
C2611;RALN;CB;034000;A23;1;0
C9911;RALN;CB;034000;A23;1;1
R9197;RALN;CB;034000;A31;1;0
C3742;RALN;CB;034000;A23;3;0
C523;RALN;CB;034000;A27;4;0
C5956;RALN;CB;034000;A23;1;0
C5243;RALN;CB;034000;A27;0;1
C575;RALN;CB;034000;A23;1;0
C1271;RALN;CB;034000;A27;1;0
C1483;RALN;CB;034000;A23;1;0
C6742;RALN;CB;034000;A24;0;1
C3267;RALN;CB;034000;A35;1;0
C930;RALN;CB;034000;A23;1;0
C5571;RALN;CB;034000;A35;1;0
C392;RALN;CB;034000;A24;3;0
C5981;RALN;CB;034000;A23;0;1
C876;RALN;CB;034000;A30;1;0
C6135;RALN;CB;034000;A27;0;2
C7795;RALN;CB;034000;A27;3;3
C6125;RALN;CB;034000;A23;1;0
C1145;RALN;CB;034000;A24;0;2
ER9951;RALN;CB;034000;A30;1;0
C966;RALN;CB;034000;A23;2;0
C2175;RALN;CB;034000;A27;2;0
C3410;RALN;CB;034000;A35;2;0
C6110;RALN;CB;034000;A27;1;0
C6867;RALN;CB;034000;A24;2;0
C6564;RALN;CB;034000;A24;1;1
C6043;RALN;CB;034000;A24;1;0
C3594;RALN;CB;034000;A23;1;0
C848;RALN;CB;034000;A24;1;0
C4142;RALN;CB;034000;A23;1;0
C581;RALN;CB;034000;A30;1;0
C6473;RALN;CB;034000;A35;0;1
C443;RALN;CB;034000;A23;2;0
C1499;RALN;CB;034000;A23;1;0
C6462;RALN;CB;034000;A27;1;0
C3172;RALN;CB;034000;A41;0;1
C3420;RALN;CB;034000;A27;3;0
C12917;RALN;CB;034000;A30;1;0
C4855;RALN;CB;034000;A23;1;0
C6521;RALN;CB;034000;A27;3;0
C6794;RALN;CB;034000;A24;1;0
C4249;RALN;CB;034000;A23;1;0
C1482;RALN;CB;034000;A24;1;0
C3316;RALN;CB;034000;A23;1;0
R9205;RALN;CB;034000;A30;1;0
C1323;RALN;CB;034000;A27;1;0
N8919;RALN;CB;034000;A27;0;2
C2071;RALN;CB;034000;A27;0;3
C5640;RALN;CB;034000;A23;1;0
C6153;RALN;CB;034000;A23;0;1
C4323;RALN;CB;034000;A24;3;4
C283;RALN;CB;034000;A23;2;0
C6194;RALN;CB;034000;A27;1;0
C5250;RALN;CB;034000;A23;0;3
C2922;RALN;CB;034000;A23;1;0
C6180;RALN;CB;034000;A23;0;1
ER12889;RALN;CB;034000;A30;1;0
C2386;RALN;CB;034000;A23;1;0
C4120;RALN;CB;034000;A30;0;2
C3054;RALN;CB;034000;A23;1;0
R9190;RALN;CB;034000;A30;1;0
C3866;RALN;CB;034000;A24;1;1
C6294;RALN;CB;034000;A23;0;1
C2420;RALN;CB;034000;A23;1;0
C743;RALN;CB;034000;A23;2;0
C3382;RALN;CB;034000;A30;0;1
C2625;RALN;CB;054000;A35;1;0
C7846;RALN;CB;054000;A23;2;0
C4094;RALN;CB;054000;A23;2;1
C6704;RALN;CB;054000;A23;1;0
C2028;RALN;CB;054000;A23;4;8
C4712;RALN;CB;054000;A23;1;0
CM9061;RALN;CB;054000;A23;18;0
C5642;RALN;CB;054000;A23;1;0
C6437;RALN;CB;054000;A24;2;0
R9200;RALN;CB;054000;A41;1;0
C4329;RALN;CB;054000;A41;1;0
CM9061;RALN;CB;054000;A28;1;0
R9193;RALN;CB;054000;A27;2;1
C3147;RALN;CB;054000;A27;0;2
C2458;RALN;CB;054000;A27;0;2
C8223;RALN;CB;054000;A23;1;0
ER9954;RALN;CB;054000;A23;1;0
C2791;RALN;CB;054000;A24;0;3
C8275;RALN;CB;054000;A23;2;0
C6444;RALN;CB;054000;A28;0;1
C3603;RALN;CB;054000;A23;0;1
C3062;RALN;CB;054000;A23;1;0
C4097;RALN;CB;054000;A23;1;0
C4420;RALN;CB;054000;A23;2;1
C6704;RALN;CB;054000;A27;21;0
C5518;RALN;CB;054000;A23;1;0
C658;RALN;CB;054000;A30;0;1
C5338;RALN;CB;054000;A29;1;0
C2618;RALN;CB;054000;A24;3;0
C662;RALN;CB;054000;A27;0;1
C5303;RALN;CB;054000;A30;0;2
C4009;RALN;CB;054000;A23;1;0
C14069;RALN;CB;054000;A24;1;0
CM9098;RALN;CB;054000;A41;0;1
C6004;RALN;CB;054000;A23;2;0
C2547;RALN;CB;054000;A23;1;0
CS14042;RALN;CB;054000;A31;0;1
C2878;RALN;CB;054000;A23;0;1
C452;RALN;CB;054000;A29;1;0
C14069;RALN;CB;054000;A23;1;0
C6837;RALN;CB;054000;A27;0;2
C3231;RALN;CB;054000;A23;1;0
C4573;RALN;CB;054000;A23;1;1
C5562;RALN;CB;054000;A23;0;1
C3840;RALN;CB;054000;A24;0;1
C5562;RALN;CB;054000;A29;1;0
ER12889;RALN;CB;054000;A29;1;0
C2249;RALN;CB;054000;A28;1;1
C2399;RALN;CB;054000;A24;1;0
C4875;RALN;CB;054000;A23;0;6
P9028;RALN;CB;054000;A27;44;41
C6450;RALN;CB;054000;A23;1;0
C779;RALN;CB;054000;A23;3;0
C2369;RALN;CB;054000;A23;2;0
C2019;RALN;CB;054000;A23;0;2
CS9919;RALN;CB;054000;A29;2;0
C7192;RALN;CB;054000;A27;1;1
C492;RALN;CB;054000;A41;0;1
C1198;RALN;CB;054000;A23;1;0
C5337;RALN;CB;054000;A23;1;0
C1010;RALN;CB;054000;A24;3;0
C225;RALN;CB;054000;A27;0;1
C3770;RALN;CB;054000;A23;0;1
C1323;RALN;CB;054000;A27;2;4
C3321;RALN;CB;054000;A23;1;0
C2543;RALN;CB;054000;A27;2;2
C6109;RALN;CB;054000;A24;1;0
C7071;RALN;CB;054000;A23;1;0
C492;RALN;CB;054000;A23;1;0
C1046;RALN;CB;054000;A23;0;1
C3115;RALN;CB;054000;A27;0;3
C2013;RALN;CB;054000;A24;2;1
C10363;RALN;CB;054000;A41;0;1
C3115;RALN;CB;054000;A23;0;4
C6596;RALN;CB;054000;A27;1;6
C7978;RALN;CB;054000;A31;0;1
C1135;RALN;CB;054000;A23;1;0
C2249;RALN;CB;054000;A23;4;0
C5393;RALN;CB;054000;A24;0;1
C3115;RALN;CB;054000;A28;1;0
C1819;RALN;CB;054000;A24;1;0
C3115;RALN;CB;054000;A29;2;0
C2109;RALN;CB;054000;A24;0;1
C7097;RALN;CB;054000;A23;1;0
C3695;RALN;CB;054000;A24;2;0
C4409;RALN;CB;054000;A29;1;0
CM9036;RALN;CB;054000;A28;0;1
C3665;RALN;CB;054000;A23;2;0
C3196;RALN;CB;054000;A27;1;0
C5131;RALN;CB;054000;A23;25;0
C3251;RALN;CB;054000;A41;1;0
C7518;RALN;CB;054000;A24;0;1
C6135;RALN;CB;054000;A27;1;0
C754;RALN;CB;054000;A28;0;1
C4646;RALN;CB;054000;A27;1;0
C6763;RALN;CB;054000;A23;1;0
C866;RALN;CB;054000;A28;0;1
C6826;RALN;CB;054000;A27;0;1
C307;RALN;CB;054000;A23;2;1
C3409;RALN;CB;054000;A27;1;0
C7616;RALN;CB;054000;A23;2;0
C649;RALN;CB;054000;A24;0;1
C359;RALN;CB;054000;A23;1;1
C5495;RALN;CB;054000;A35;1;0
C5428;RALN;CB;054000;A27;0;2
C7462;RALN;CB;054000;A24;1;0
CM9036;RALN;CB;054000;A23;3;1
C348;RALN;CB;054000;A23;0;2
C2500;RALN;CB;054000;A29;0;1
CM9058;RALN;CB;054000;A23;1;0
C7749;RALN;CB;054000;A23;0;1
C4272;RALN;CB;054000;A27;1;0
C4400;RALN;CB;054000;A27;0;3
C3151;RALN;CB;054000;A23;1;0
C1690;RALN;CB;054000;A30;1;0
C8154;RALN;CB;054000;A23;6;0
C5545;RALN;CB;054000;A27;1;1
C3367;RALN;CB;054000;A23;1;0
C4053;RALN;CB;054000;A29;0;1
C4308;RALN;CB;054000;A28;3;3
C1597;RALN;CB;054000;A27;2;1
C5861;RALN;CB;054000;A27;3;1
C4308;RALN;CB;054000;A23;35;10
C7292;RALN;CB;054000;A23;1;0
C2690;RALN;CB;054000;A28;0;1
C6476;RALN;CB;054000;A23;3;5
C6372;RALN;CB;054000;A27;3;0
C6504;RALN;CB;054000;A27;3;6
CM9114;RALN;CB;054000;A24;13;0
C2035;RALN;CB;054000;A23;3;0
CM9114;RALN;CB;054000;A28;1;0
C4109;RALN;CB;054000;A23;9;7
C7892;RALN;CB;054000;A24;2;0
C5548;RALN;CB;054000;A28;1;0
C7892;RALN;CB;054000;A23;3;0
C2690;RALN;CB;054000;A24;1;0
C2077;RALN;CB;054000;A23;1;0
C324;RALN;CB;054000;A23;1;0
C649;RALN;CB;054000;A23;17;1
IP10641;RALN;CB;054000;A24;1;13
C3737;RALN;CB;054000;A28;3;1
C4371;RALN;CB;054000;A28;0;2
C5688;RALN;CB;054000;A24;1;0
C3195;RALN;CB;054000;A27;3;0
C2381;RALN;CB;054000;A29;1;0
C4246;RALN;CB;054000;A27;2;1
C1770;RALN;CB;054000;A27;1;1
C3569;RALN;CB;054000;A29;1;0
C6348;RALN;CB;054000;A23;0;1
P9076;RALN;CB;054000;A23;2;0
C5490;RALN;CB;054000;A24;1;0
C1336;RALN;CB;054000;A27;0;1
PA104;RALN;CB;054000;A35;1;0
C860;RALN;CB;054000;A24;1;0
C1278;RALN;CB;054000;A27;4;1
C445;RALN;CB;054000;A23;1;0
C4983;RALN;CB;054000;A23;1;0
C3777;RALN;CB;054000;A23;2;0
P9097;RALN;CB;054000;A23;3;0
C4056;RALN;CB;054000;A27;1;1
C7995;RALN;CB;054000;A23;1;1
C2876;RALN;CB;054000;A23;0;2
C2383;RALN;CB;054000;A24;1;0
C3489;RALN;CB;054000;A30;1;0
C3566;RALN;CB;054000;A28;1;0
C4920;RALN;CB;054000;A28;1;0
UC10784;RALN;CB;054000;A23;4;0
C1120;RALN;CB;054000;A35;1;0
C7259;RALN;CB;054000;A28;0;1
C6020;RALN;CB;054000;A23;1;0
C5439;RALN;CB;054000;A31;0;1
C7025;RALN;CB;054000;A27;9;7
C2232;RALN;CB;054000;A23;3;1
C6976;RALN;CB;054000;A27;0;1
P9069;RALN;CB;054000;A23;3;0
C5439;RALN;CB;054000;A23;2;0
C1167;RALN;CB;054000;A24;1;0
C979;RALN;CB;054000;A23;1;0
C4035;RALN;CB;054000;A29;0;1
C4648;RALN;CB;054000;A27;1;3
C4476;RALN;CB;054000;A24;1;0
C8007;RALN;CB;054000;A24;1;0
C7015;RALN;CB;054000;A23;1;0
C7015;RALN;CB;054000;A28;1;0
C2602;RALN;CB;054000;A23;1;0
C1315;RALN;CB;054000;A27;2;1
C1249;RALN;CB;054000;A28;0;2
C3569;RALN;CB;054000;A41;2;0
UC12798;RALN;CB;054000;A23;1;0
CS13950;RALN;CB;054000;A28;0;1
C7967;RALN;CB;054000;A23;1;3
C7095;RALN;CB;054000;A27;6;13
UC10147;RALN;CB;054000;A29;0;1
C4820;RALN;CB;054000;A23;1;0
C2286;RALN;CB;054000;A23;1;0
P9045;RALN;CB;054000;A24;0;1
C3307;RALN;CB;054000;A23;1;0
C1890;RALN;CB;054000;A41;1;0
C7895;RALN;CB;054000;A27;1;0
C5266;RALN;CB;054000;A23;1;0
C3537;RALN;CB;054000;A35;1;0
C4177;RALN;CB;054000;A28;0;1
C6151;RALN;CB;054000;A23;1;0
UC12749;RALN;CB;054000;A23;1;0
C2767;RALN;CB;054000;A23;2;0
C6043;RALN;CB;054000;A27;2;3
C4836;RALN;CB;054000;A23;1;0
C1115;RALN;CB;054000;A41;1;0
C2160;RALN;CB;054000;A23;1;10
C6667;RALN;CB;054000;A24;0;1
C2160;RALN;CB;054000;A41;8;5
C6667;RALN;CB;054000;A27;0;1
C6457;RALN;CB;054000;A23;0;1
C314;RALN;CB;054000;A27;1;0
C747;RALN;CB;054000;A24;13;13
IP10920;RALN;CB;054000;A30;0;1
C2319;RALN;CB;054000;A24;1;0
C2751;RALN;CB;054000;A35;1;0
C3381;RALN;CB;054000;A27;3;4
UC12804;RALN;CB;054000;A23;1;0
C3224;RALN;CB;054000;A23;1;0
C5697;RALN;CB;054000;A23;1;0
C8284;RALN;CB;054000;A24;1;0
C5048;RALN;CB;054000;A24;16;9
IP10920;RALN;CB;054000;A41;1;4
C7552;RALN;CB;054000;A27;0;7
C6521;RALN;CB;054000;A27;4;0
C7862;RALN;CB;054000;A27;4;0
C2665;RALN;CB;054000;A23;1;0
N10838;RALN;CB;054000;A27;2;4
P10790;RALN;CB;054000;A24;1;0
C6127;RALN;CB;054000;A27;1;0
C5600;RALN;CB;054000;A24;0;5
C4870;RALN;CB;054000;A28;0;1
C3573;RALN;CB;054000;A28;0;1
C2768;RALN;CB;054000;A27;3;5
C7805;RALN;CB;054000;A41;0;1
C2572;RALN;CB;054000;A23;1;0
C5336;RALN;CB;054000;A23;4;5
C5579;RALN;CB;054000;A23;1;0
C6921;RALN;CB;054000;A24;2;0
C797;RALN;CB;054000;A23;1;0
C6441;RALN;CB;054000;A27;2;4
C230;RALN;CB;054000;A27;2;0
C524;RALN;CB;054000;A27;2;2
C6475;RALN;CB;054000;A23;1;0
C5740;RALN;CB;054000;A23;1;0
C8011;RALN;CB;054000;A24;1;0
C4085;RALN;CB;054000;A27;1;1
C3620;RALN;CB;054000;A23;1;0
C3598;RALN;CB;054000;A23;1;0
C4045;RALN;CB;054000;A23;0;1
R9209;RALN;CB;054000;A28;0;1
C7460;RALN;CB;054000;A24;0;2
C7705;RALN;CB;054000;A23;1;0
C7164;RALN;CB;054000;A23;1;2
R9209;RALN;CB;054000;A23;0;1
P9077;RALN;CB;054000;A23;1;0
C1851;RALN;CB;054000;A23;1;0
C4013;RALN;CB;054000;A27;2;1
C5250;RALN;CB;054000;A27;0;2
C5659;RALN;CB;054000;A23;1;0
C2111;RALN;CB;054000;A29;0;1
C7973;RALN;CB;054000;A23;6;2
C7460;RALN;CB;054000;A23;3;1
C7861;RALN;CB;054000;A23;1;0
C6885;RALN;CB;054000;A41;0;1
C1736;RALN;CB;054000;A23;2;1
R9201;RALN;CB;054000;A23;2;1
P9043;RALN;CB;054000;A29;1;0
C6390;RALN;CB;054000;A27;1;5
C4669;RALN;CB;054000;A24;1;0
IP10428;RALN;CB;054000;A27;0;1
C1348;RALN;CB;054000;A35;3;0
C3659;RALN;CB;054000;A23;2;0
C246;RALN;CB;054000;A29;0;1
C7551;RALN;CB;054000;A30;1;0
C7551;RALN;CB;054000;A29;0;1
C3832;RALN;CB;054000;A28;0;1
R9202;RALN;CB;054000;A24;1;0
C5714;RALN;CB;054000;A23;1;0
C5175;RALN;CB;054000;A27;6;5
P9043;RALN;CB;054000;A23;2;9
IP10428;RALN;CB;054000;A23;0;1
C4811;RALN;CB;054000;A23;2;0
C4821;RALN;CB;054000;A28;0;2
C1083;RALN;CB;054000;A23;4;2
C7388;RALN;CB;054000;A29;4;0
C1604;RALN;CB;054000;A23;2;0
C5955;RALN;CB;054000;A41;0;2
C3392;RALN;CB;054000;A23;0;2
C1992;RALN;CB;054000;A23;0;2
C5955;RALN;CB;054000;A28;0;1
C6339;RALN;CB;054000;A24;2;0
C2350;RALN;CB;054000;A23;1;0
C5213;RALN;CB;054000;A27;0;6
C3033;RALN;CB;054000;A23;1;0
C1348;RALN;CB;054000;A29;0;1
C2986;RALN;CB;054000;A27;2;0
C5318;RALN;CB;054000;A23;0;1
P9121;RALN;CB;054000;A23;1;0
C7426;RALN;CB;054000;A24;0;1
C935;RALN;CB;054000;A27;4;1
C12277;RALN;CB;054000;A24;1;0
C2952;RALN;CB;054000;A23;0;1
C8112;RALN;CB;054000;A35;0;1
C1797;RALN;CB;054000;A27;10;0
C8218;RALN;CB;054000;A23;1;0
P9094;RALN;CB;054000;A23;1;0
C2134;RALN;CB;054000;A23;0;1
C859;RALN;CB;054000;A41;5;0
C849;RALN;CB;054000;A23;1;0
C4043;RALN;CB;054000;A27;2;3
C4441;RALN;CB;054000;A23;1;0
C2427;RALN;CB;054000;A24;1;0
C5916;RALN;CB;054000;A23;1;3
C1538;RALN;CB;054000;A23;0;1
C7327;RALN;CB;054000;A23;1;0
C6657;RALN;CB;054000;A23;1;0
P9118;RALN;CB;054000;A23;1;0
C2735;RALN;CB;054000;A23;1;0
C1797;RALN;CB;054000;A28;1;0
C5085;RALN;CB;054000;A23;1;0
C8149;RALN;CB;054000;A41;0;3
C5235;RALN;CB;054000;A23;1;0
C4878;RALN;CB;054000;A24;1;0
C3359;RALN;CB;054000;A23;1;0
C5448;RALN;CB;054000;A23;0;1
C1693;RALN;CB;054000;A23;1;0
C6377;RALN;CB;054000;A23;1;0
C5157;RALN;CB;054000;A23;4;0
C5888;RALN;CB;054000;A23;1;0
ER9951;RALN;CB;054000;A28;0;1
C819;RALN;CB;054000;A28;0;3
C2233;RALN;CB;054000;A27;0;2
V12905;RALN;CB;054000;A29;0;1
C12913;RALN;CB;054000;A29;0;1
C7781;RALN;CB;054000;A23;1;0
C7929;RALN;CB;054000;A23;23;18
C12913;RALN;CB;054000;A23;25;4
C5828;RALN;CB;054000;A24;0;2
C6380;RALN;CB;054000;A23;0;3
C7902;RALN;CB;054000;A29;1;0
D8325;RALN;CB;054000;A28;0;1
C7902;RALN;CB;054000;A23;1;0
C3757;RALN;CB;054000;A23;1;0
C7174;RALN;CB;054000;A23;1;0
C2923;RALN;CB;054000;A23;2;0
C4941;RALN;CB;054000;A35;1;0
C8057;RALN;CB;054000;A23;1;0
C337;RALN;CB;054000;A24;1;0
C4462;RALN;CB;054000;A27;1;7
C3155;RALN;CB;054000;A29;1;0
C1815;RALN;CB;054000;A23;1;0
UC10925;RALN;CB;054000;A23;1;0
C7229;RALN;CB;054000;A27;2;0
C5062;RALN;CB;054000;A23;1;0
C5715;RALN;CB;054000;A28;2;6
C12748;RALN;CB;054000;A23;1;0
P9078;RALN;CB;054000;A23;1;0
C3073;RALN;CB;054000;A29;0;1
C5525;RALN;CB;054000;A31;3;4
P9079;RALN;CB;054000;A23;0;2
C1384;RALN;CB;054000;A27;0;1
C6999;RALN;CB;054000;A30;0;1
C2684;RALN;CB;054000;A23;4;0
C3073;RALN;CB;054000;A23;4;1
C344;RALN;CB;054000;A41;11;78
C7716;RALN;CB;054000;A23;1;0
C7484;RALN;CB;054000;A28;1;3
C7484;RALN;CB;054000;A23;6;2
C2527;RALN;CB;054000;A28;1;0
C877;RALN;CB;054000;A23;0;1
C6739;RALN;CB;054000;A27;0;1
C204;RALN;CB;054000;A23;1;0
C2225;RALN;CB;054000;A27;2;4
C1709;RALN;CB;054000;A23;1;0
C4339;RALN;CB;054000;A27;1;8
C447;RALN;CB;054000;A23;1;0
D8321;RALN;CB;054000;A27;1;0
C7839;RALN;CB;054000;A30;0;1
C7305;RALN;CB;054000;A24;3;0
P9047;RALN;CB;054000;A24;1;1
C840;RALN;CB;054000;A27;1;5
C363;RALN;CB;054000;A23;1;1
C3972;RALN;CB;054000;A24;4;0
C5832;RALN;CB;054000;A23;18;7
C3140;RALN;CB;054000;A23;1;0
C12746;RALN;CB;054000;A23;1;0
C6407;RALN;CB;054000;A23;1;0
C5906;RALN;CB;054000;A23;1;0
RA12291;RALN;CB;054000;A27;4;3
C1006;RALN;CB;054000;A35;1;0
C3526;RALN;CB;054000;A27;0;1
C6651;RALN;CB;054000;A24;2;0
C7200;RALN;CB;054000;A28;0;1
C1465;RALN;CB;054000;A23;1;2
C6233;RALN;CB;054000;A29;1;0
C6233;RALN;CB;054000;A23;1;0
C1245;RALN;CB;054000;A41;1;0
C4357;RALN;CB;054000;A23;1;0
C3313;RALN;CB;054000;A23;0;2
C4352;RALN;CB;054000;A30;1;0
C1463;RALN;CB;054000;A35;1;0
C5560;RALN;CB;054000;A23;1;0
C5541;RALN;CB;054000;A27;1;0
C287;RALN;CB;054000;A27;2;2
UC10893;RALN;CB;054000;A31;0;1
C4973;RALN;CB;054000;A41;0;1
C3146;RALN;CB;054000;A23;1;0
C2823;RALN;CB;054000;A27;0;2
C6843;RALN;CB;054000;A24;1;0
