ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;PERSONALE_TEMPO_PIENO_UOMINI;PERSONALE_TEMPO_PIENO_DONNE;PART_TIME_INF50%_UOMINI;PART_TIME_INF50%_DONNE;PART_TIME_SUP50%_UOMINI;PART_TIME_SUP50%_DONNE
ER12585;RESA;CC;040000;98;24;0;0;1;2
ER12585;RESA;CC;045000;1;2;0;0;0;0
ER12585;EN60;DI;0D00NF;10;1;0;0;0;0
ER12585;RESA;CB;030000;3025;624;7;3;5;23
ER12585;RESA;CC;043000;68;20;0;0;1;0
ER12585;RESA;CD;052000;7;0;0;0;0;0
ER12585;RESA;CD;051000;3;0;0;0;0;0
ER12585;RESA;CC;046000;15;8;1;0;0;0
ER12585;RESA;CD;0D6000;11;6;0;0;0;0
ER12585;RESA;CB;034000;97;4;0;0;1;0
ER12585;RESA;CD;048000;0;3;0;0;0;0
ER12585;RESA;CD;050000;21;16;0;0;0;0
IP11018;PRTN;DI;0D0077;1;0;0;0;0;0
IP11018;PRTN;CC;056000;0;0;0;0;0;2
IP11018;PRTN;CC;0CE000;1;5;0;5;0;6
IP11018;PRTN;CB;054000;2;0;0;0;0;1
IP11018;PRTN;CB;0BE000;0;16;0;4;0;20
IP11018;PRTN;CD;057000;0;1;0;0;0;0
OL14075;EPNE;AB;030000;0;0;0;1;0;0
CS12838;RALN;CD;0D7000;1;0;0;0;0;0
CS12838;RALN;CC;043000;1;0;0;0;0;0
C2151;RALN;CC;043000;0;1;0;0;0;0
C2151;RALN;CC;045000;1;1;0;0;0;2
C2151;RALN;CC;097000;0;1;0;0;0;1
C2151;RALN;CB;055000;0;0;1;0;0;0
C2151;RALN;CD;050000;0;1;0;0;0;0
CS10168;RALN;CB;036495;0;1;0;0;0;0
CS10168;RALN;CD;049000;1;4;0;0;0;3
CS10168;RALN;CD;050000;0;1;0;1;0;1
CS10168;RALN;DI;0D0165;0;1;0;0;0;0
CS10168;RALN;CC;0C1000;0;5;0;0;0;0
CS10168;RALN;CB;032000;0;0;0;0;1;1
CS10168;RALN;CC;042000;0;1;0;0;0;1
CS10168;RALN;CD;0D1000;1;12;0;0;0;0
C6341;RALN;CB;038490;1;0;0;0;0;0
C6341;RALN;CA;0A5000;1;0;0;0;0;0
C6341;RALN;CB;034000;0;0;0;0;1;0
C6341;RALN;CB;054000;0;0;0;0;2;0
C6341;RALN;CC;046000;1;0;0;0;0;0
C6341;RALN;CC;0C1000;0;0;1;0;0;2
C6341;RALN;CA;0A1000;0;0;1;4;0;0
C6341;RALN;CC;042000;1;0;0;0;0;0
C6341;RALN;CD;0D1000;0;0;0;0;0;1
C2074;RALN;CB;034000;0;1;0;0;0;0
C2074;RALN;CB;037492;0;1;0;0;0;0
C2074;RALN;CC;046000;2;0;0;0;0;0
C2074;RALN;CD;050000;1;0;0;0;0;0
C2074;RALN;CA;028000;1;0;0;0;0;0
C2074;RALN;CC;0C1000;0;0;0;0;12;15
C2074;RALN;CD;0D1000;1;0;0;0;0;1
C2074;RALN;CD;099000;1;0;0;0;0;0
C2074;RALN;CC;045000;2;5;0;0;0;0
C2074;RALN;CB;036494;6;1;0;0;0;0
C2074;RALN;CC;043000;0;3;0;0;0;0
C2074;RALN;CB;054000;1;0;0;0;10;6
C6841;PRTN;CB;0BE000;1;0;0;0;0;0
C6841;PRTN;CC;0CE000;1;1;0;0;0;0
C6841;PRTN;CB;054000;1;0;0;0;0;0
C6841;PRTN;CC;056000;0;2;0;0;0;0
C6841;PRTN;FP;0D0S4C;0;1;0;0;0;0
C2426;RALN;CD;099000;0;1;0;0;0;0
C2426;RALN;CB;034000;1;0;0;0;0;0
C2426;RALN;CD;0D1000;1;0;0;0;0;0
C2426;RALN;SP;0D0I96;0;0;1;1;0;0
C2426;RALN;CB;036495;1;0;0;0;0;0
C2426;RALN;CB;032000;2;0;0;0;0;0
OL12986;EPNE;AB;034000;0;1;0;0;0;0
C3916;RALN;CB;032000;1;0;0;0;0;0
C3916;RALN;CC;045000;1;0;0;0;0;0
C3916;RALN;CC;043000;1;0;0;0;0;0
C5812;RALN;CC;042000;1;2;0;0;0;0
C5260;RALN;FP;0D0103;1;0;0;0;0;0
C5260;RALN;CD;0D4000;1;1;0;0;0;0
C5260;RALN;CC;045000;0;4;0;0;0;3
C5260;RALN;CB;0B7A00;0;1;0;0;0;0
C5260;RALN;CD;049000;1;1;0;0;0;0
C5260;RALN;CB;036494;2;2;0;0;1;0
C5260;RALN;CC;046000;2;3;0;1;0;3
C5260;RALN;CD;0D1000;1;1;0;0;0;0
C5260;RALN;CC;042000;1;1;0;0;0;0
C5260;RALN;CC;0C1000;3;2;0;0;0;0
C5260;RALN;CD;0D5000;2;1;0;0;0;0
C5260;RALN;CB;037492;2;0;0;0;0;0
C5260;RALN;CB;054000;0;1;0;0;0;2
C12759;RALN;CA;028000;1;0;0;0;0;0
C12759;RALN;CB;0B8000;4;4;0;0;0;0
C12759;RALN;CD;099000;0;2;0;0;0;0
C12759;RALN;CB;038490;2;0;0;0;0;0
C12759;RALN;CC;046000;0;1;0;0;0;0
C12759;RALN;CB;055000;6;0;0;0;0;0
C12759;RALN;CD;0D4000;1;2;0;0;0;0
C12759;RALN;CC;043000;0;4;0;0;0;0
C12759;RALN;CD;0D1000;1;2;0;0;0;0
C12759;RALN;CC;097000;1;5;0;0;0;0
C12759;RALN;CD;0D7000;0;1;0;0;0;0
C12759;RALN;CB;038491;1;0;0;0;0;0
C12759;RALN;CC;042000;0;1;0;0;0;0
C12759;RALN;CC;0C1000;0;6;0;0;0;0
C12759;RALN;CB;054000;2;0;0;0;0;0
C12759;RALN;CD;0D5000;2;2;0;0;0;0
C12759;RALN;CC;045000;0;2;0;0;0;0
C249;RALN;CB;032000;3;0;0;0;0;0
C249;RALN;CD;050000;1;1;0;0;0;0
C249;RALN;CC;043000;0;1;0;0;0;0
C249;RALN;CB;034000;4;1;0;0;0;0
C249;RALN;CC;045000;1;2;0;0;0;0
C249;RALN;CB;036495;2;2;0;0;0;0
C249;RALN;CD;099000;0;1;0;0;0;0
C249;RALN;CB;0B7A00;1;0;0;0;0;0
C249;RALN;CD;0D1000;1;2;0;0;0;0
C249;RALN;CC;042000;1;1;0;0;0;0
C249;RALN;CD;0D4000;1;0;0;0;0;0
C249;RALN;CC;0C1000;5;2;0;0;0;0
C249;RALN;CC;046000;4;1;1;0;0;0
C6907;RALN;CC;097000;2;0;0;0;0;0
C6907;RALN;CB;0B8000;1;0;0;0;0;0
C6907;RALN;CC;043000;1;1;0;0;0;0
C6907;RALN;FP;0D0103;0;1;0;0;0;0
C6907;RALN;CC;042000;0;0;1;0;0;0
C1346;RALN;CB;038491;1;0;0;0;0;0
C1346;RALN;CB;036495;0;0;0;0;3;1
C1346;RALN;CC;097000;1;1;0;0;0;0
C1346;RALN;CD;0D5000;4;0;0;0;0;0
C1346;RALN;CD;0D4000;1;0;0;0;0;0
C1346;RALN;CD;0D7000;1;2;0;0;0;0
C1346;RALN;CC;0C1000;1;0;0;0;1;1
C1346;RALN;FP;0D0103;0;1;0;0;0;0
C1346;RALN;CD;0D1000;0;0;0;0;0;1
C1346;RALN;CB;054000;0;0;0;0;8;2
C1346;RALN;CB;034000;0;0;0;0;4;0
C1382;RALN;CB;037493;0;0;0;0;0;1
C1382;RALN;CC;043000;0;0;0;1;0;0
C1382;RALN;SP;0D0I95;0;0;0;1;0;0
C1382;RALN;CB;037492;1;0;0;0;0;1
C1474;RALN;CD;099000;1;0;0;0;0;0
C1474;RALN;CB;0B7000;1;0;0;0;0;0
C1474;RALN;CA;0A5000;2;0;0;0;0;0
C1474;RALN;CD;049000;0;1;0;0;0;0
P9046;RALN;CA;0A6000;1;0;0;0;0;0
P9046;RALN;CD;050000;1;2;0;0;0;0
P9046;RALN;CB;0B8000;4;1;0;0;0;0
P9046;RALN;CC;046000;5;0;0;0;0;0
P9046;RALN;CB;0B7000;8;1;0;0;0;0
P9046;RALN;CD;0D4000;4;4;1;0;0;0
P9046;RALN;CB;034000;0;1;0;0;0;0
P9046;RALN;CC;042000;17;3;0;0;0;0
P9046;RALN;DI;0D0164;2;1;0;0;0;0
P9046;RALN;CD;0D7000;12;2;0;0;0;0
P9046;RALN;CB;0B7A00;2;1;0;0;0;0
P9046;RALN;CD;049000;1;3;0;0;0;0
P9046;RALN;CB;036495;1;2;0;0;0;0
P9046;RALN;CB;054000;1;0;0;0;0;0
P9046;RALN;CB;037493;2;0;0;0;0;0
P9046;RALN;CD;099000;4;1;0;0;0;0
P9046;RALN;CB;032000;2;0;0;0;0;0
P9046;RALN;CB;038490;1;0;0;0;0;0
P9046;RALN;FP;0D0102;0;1;0;0;0;0
P9046;RALN;CC;043000;7;7;0;0;0;0
P9046;RALN;CC;097000;28;0;0;0;0;0
P9046;RALN;PC;000061;20;2;0;0;0;0
P9046;RALN;CC;045000;16;5;0;0;0;0
C4891;RALN;CC;0C1000;0;1;0;0;0;0
C4891;RALN;SP;0D0I96;0;0;1;0;0;0
AG9899;SSNA;LT;T12057;1;1;0;0;0;0
AG9899;SSNA;DA;AD0S31;0;1;0;0;0;0
AG9899;SSNA;MD;SD0035;2;1;0;0;0;0
AG9899;SSNA;LA;A18869;0;1;0;0;0;0
AG9899;SSNA;DT;TD0S70;0;1;0;0;0;0
AG9899;SSNA;LT;T14007;2;0;0;0;0;0
AG9899;SSNA;LA;A16028;22;42;0;1;0;0
AG9899;SSNA;DA;AD0032;2;1;0;0;0;0
AG9899;SSNA;LT;T18868;0;1;0;0;0;0
AG9899;SSNA;DG;0D0097;1;0;0;0;0;0
AG9899;SSNA;DA;AD0A31;0;4;0;0;0;0
AG9899;SSNA;LT;T13059;0;0;0;0;1;0
AG9899;SSNA;PS;SD0SE1;0;1;0;0;0;0
AG9899;SSNA;SI;S16020;3;2;0;0;0;0
AG9899;SSNA;PS;SD0CO1;1;0;0;0;0;0
AG9899;SSNA;MD;SD0E34;1;0;0;0;0;0
AG9899;SSNA;DP;PD0046;1;0;0;0;0;0
AG9899;SSNA;LT;T16026;3;8;0;0;0;0
AG9899;SSNA;LA;A12017;1;4;0;0;0;0
AG9899;SSNA;LT;T14063;2;0;0;0;0;0
AG9899;SSNA;LA;A14005;7;5;0;0;0;0
AG9899;SSNA;MD;SD0E33;1;0;0;0;0;0
C7661;RALN;CC;046000;0;1;0;0;0;0
C7661;RALN;CC;043000;1;0;0;0;0;0
C7661;RALN;CD;0D1000;0;0;0;1;0;0
C7661;RALN;CA;0A1000;1;0;0;0;0;0
C7661;RALN;CB;036494;0;1;0;0;0;0
C2337;RALN;CC;042000;0;0;0;0;0;1
C2337;RALN;CD;0D7000;1;0;0;0;0;0
C6296;RALN;CB;036494;1;0;0;0;0;0
C6296;RALN;CC;043000;18;15;0;0;0;0
C6296;RALN;CB;032000;2;3;0;0;0;0
C6296;RALN;CC;046000;6;4;0;0;0;1
C6296;RALN;CC;097000;169;79;0;0;1;2
C6296;RALN;CB;0B7000;33;1;0;0;0;0
C6296;RALN;CB;036495;2;0;0;0;0;0
C6296;RALN;CC;0C1000;27;9;9;2;52;26
C6296;RALN;CB;038491;13;1;0;0;0;0
C6296;RALN;CC;042000;7;8;0;0;0;0
C6296;RALN;RP;000096;2;3;1;0;0;0
C6296;RALN;CD;0D7000;16;26;0;0;0;1
C6296;RALN;CB;037492;1;0;1;0;0;0
C6296;RALN;CD;049000;1;2;0;0;0;0
C6296;RALN;CD;099000;2;3;0;0;0;0
C6296;RALN;CC;045000;19;6;0;0;0;0
C6296;RALN;CB;037493;4;1;0;0;0;0
C6296;RALN;CD;0D4000;24;5;0;0;0;0
C6296;RALN;DI;0D0164;7;3;0;0;0;0
C6296;RALN;CB;034000;5;0;0;0;0;0
C6296;RALN;CD;0D1000;24;20;20;11;2;1
C6296;RALN;CB;055000;0;1;0;0;0;0
C6296;RALN;CB;0B8000;68;8;0;0;0;0
C6296;RALN;DI;0D0165;5;1;0;0;0;0
C6296;RALN;CB;0B7A00;4;0;0;0;0;0
C6296;RALN;CD;050000;25;21;0;0;0;0
C6296;RALN;CB;038490;2;1;0;0;0;0
C6296;RALN;CD;0D5000;0;2;1;0;0;1
C6296;RALN;FP;0D0102;0;1;0;0;0;0
OL13047;EPNE;AB;032000;0;0;0;0;0;1
OL13047;EPNE;AA;025000;0;0;0;0;0;1
OL13047;EPNE;AB;034000;0;1;0;0;0;0
C4531;RALN;FP;0D0103;0;0;0;0;0;1
C4531;RALN;CB;036494;1;0;0;0;0;0
C4531;RALN;CB;055000;0;0;1;0;0;0
C4531;RALN;CC;042000;0;0;0;0;0;1
C4531;RALN;CC;045000;1;0;0;0;0;0
C4531;RALN;CD;0D4000;1;1;0;0;0;0
C4531;RALN;CD;0D1000;0;1;0;0;0;2
C4531;RALN;CC;046000;0;0;0;0;0;1
C4531;RALN;CB;0B7A00;1;0;0;0;0;0
C4263;RALN;CB;037492;1;0;0;0;0;0
C4263;RALN;CC;097000;0;2;0;0;0;0
C4263;RALN;CD;0D5000;1;0;0;0;0;0
C4263;RALN;CC;045000;0;2;0;0;0;0
C4263;RALN;CB;0B8000;0;1;0;0;0;0
C4263;RALN;CC;046000;1;0;0;0;0;0
C4263;RALN;CC;0C1000;1;0;0;0;0;0
OR13848;EPNE;AA;025000;0;1;0;0;0;0
U9460;SSNA;LA;A12017;7;4;0;0;0;0
U9460;SSNA;LT;T13660;50;48;0;0;0;0
U9460;SSNA;DA;AD0S31;1;0;0;0;0;0
U9460;SSNA;MD;SD0E33;17;2;0;0;0;0
U9460;SSNA;ST;S16021;35;35;0;1;0;0
U9460;SSNA;LP;P16006;1;0;0;0;0;0
U9460;SSNA;LT;T12057;12;4;0;0;0;0
U9460;SSNA;PL;SD0A65;0;1;0;0;0;0
U9460;SSNA;ST;S18864;5;3;0;0;0;0
U9460;SSNA;LT;T16026;2;0;0;0;0;0
U9460;SSNA;DG;0D0482;1;0;0;0;0;0
U9460;SSNA;SI;S18863;9;15;0;0;0;0
U9460;SSNA;DP;PD0S45;1;0;0;0;0;0
U9460;SSNA;LA;A13870;1;1;0;0;0;0
U9460;SSNA;DA;AD0A31;1;3;0;0;0;0
U9460;SSNA;DP;PD0046;1;0;0;0;0;0
U9460;SSNA;LA;A18869;1;0;0;0;0;0
U9460;SSNA;DT;TD0002;1;0;0;0;0;0
U9460;SSNA;DP;PD0A45;2;1;0;0;0;0
U9460;SSNA;LA;A16028;9;5;0;0;0;0
U9460;SSNA;LA;A14005;11;27;1;0;0;0
U9460;SSNA;SV;S18865;1;0;0;0;0;0
U9460;SSNA;SF;S16019;7;14;0;0;0;0
U9460;SSNA;MD;SD0E34;8;1;0;0;0;0
U9460;SSNA;LT;T11008;10;10;0;0;0;0
U9460;SSNA;DP;PD0A09;0;1;0;0;0;0
U9460;SSNA;DA;AD0032;1;4;0;0;0;0
U9460;SSNA;FI;SD0A41;1;1;0;0;0;0
U9460;SSNA;DG;0D0097;1;0;0;0;0;0
U9460;SSNA;SI;S16020;188;373;1;0;0;2
U9460;SSNA;MD;SD0035;115;92;0;0;0;0
U9460;SSNA;MO;SD0047;4;0;0;0;0;0
U9460;SSNA;LT;T14007;8;0;1;0;0;0
U9460;SSNA;MD;SD0N33;2;0;0;0;0;0
U9460;SSNA;LT;T13059;1;0;0;0;0;0
U9460;SSNA;FM;SD0A38;1;6;0;0;0;0
U9460;SSNA;FM;SD0E39;0;1;0;0;0;0
U9460;SSNA;LT;T14063;6;0;0;0;0;0
U9460;SSNA;LT;T14S59;5;0;0;0;0;0
U9460;SSNA;MD;SD0N34;5;0;0;0;0;0
U9460;SSNA;DG;0D0163;0;1;0;0;0;0
U9460;SSNA;BI;SD0011;0;1;0;0;0;0
U9460;SSNA;MD;SD0036;21;5;0;0;0;0
U9460;SSNA;MO;SD0N48;1;0;0;0;0;0
U9460;SSNA;BI;SD0A12;2;12;0;0;0;0
C2146;RALN;CC;0C1000;0;0;0;0;1;0
C2146;RALN;CD;050000;0;1;0;0;0;0
C2146;RALN;CD;049000;0;1;0;0;0;0
C2146;RALN;FP;0D0103;1;0;0;0;0;0
C2146;RALN;CD;0D1000;0;1;0;0;0;0
C2146;RALN;CB;037492;1;0;0;0;3;0
C6167;PRTN;CC;0CE000;2;0;0;0;0;0
C6167;PRTN;CB;0BE000;1;0;0;0;0;0
CS9926;RALN;CD;049000;0;2;0;0;0;1
CS9926;RALN;CC;046000;1;1;0;0;0;0
CS9926;RALN;CD;0D4000;0;1;0;0;0;1
CS9926;RALN;CB;034000;1;0;0;0;0;0
CS9926;RALN;CD;050000;0;5;0;0;0;1
CS9926;RALN;CD;0D5000;0;1;0;0;0;1
CS9926;RALN;CC;0C1000;1;4;0;0;0;0
CS9926;RALN;DI;0D0164;0;1;0;0;0;0
CS9926;RALN;CB;054000;0;1;0;0;0;0
CS9926;RALN;CC;043000;1;6;0;1;0;0
CS9926;RALN;CD;0D1000;0;6;0;0;0;0
CS9926;RALN;CC;042000;0;2;0;0;0;0
CS10800;RALN;CB;037492;1;0;0;0;0;0
CS10800;RALN;CD;049000;0;1;0;0;0;0
CS10800;RALN;CC;042000;0;1;0;0;0;0
CS10800;RALN;CB;034000;0;0;0;0;0;1
CS10800;RALN;CD;0D1000;0;0;0;0;0;1
C3722;RALN;CB;036495;0;1;0;0;0;0
C3722;RALN;CB;034000;2;0;0;0;0;0
C3722;RALN;CB;055000;0;1;0;0;0;0
C3722;RALN;CC;042000;1;0;0;0;0;0
C3722;RALN;CC;0C1000;2;2;0;1;0;0
C3722;RALN;CC;043000;0;1;0;0;0;0
C3722;RALN;CC;045000;2;1;0;0;0;0
C3722;RALN;FP;0D0103;1;0;0;0;0;0
C2208;RALN;CB;034000;1;1;0;0;0;0
C2208;RALN;CB;0B7A00;1;0;0;0;0;0
C2208;RALN;CB;055000;1;0;0;0;0;0
C2208;RALN;CD;050000;1;0;0;0;0;0
C2208;RALN;CD;0D1000;0;1;0;0;0;0
C2208;RALN;CC;042000;2;1;0;0;0;0
C2208;RALN;CC;0C1000;1;0;0;0;0;0
E8472;EPNE;AB;030000;0;1;0;0;0;0
C5804;RALN;CC;046000;1;0;0;0;0;0
C5804;RALN;CA;028000;1;0;0;0;0;0
C5804;RALN;CC;0C1000;0;0;0;1;0;0
C5804;RALN;SP;0D0I96;0;0;1;0;0;0
C6278;RALN;CD;0D1000;0;0;0;0;0;1
C6278;RALN;CC;042000;0;0;0;0;1;0
C6278;RALN;CC;0C1000;0;0;1;0;0;0
C4616;RALN;CC;042000;2;0;0;0;0;0
C4616;RALN;CB;054000;0;0;0;0;1;0
C4616;RALN;CC;046000;0;2;0;0;0;0
C4616;RALN;CD;049000;0;2;0;0;0;0
C4616;RALN;CB;0B7A00;1;0;0;0;0;1
C4616;RALN;CC;043000;0;1;0;0;0;0
C4616;RALN;CD;0D4000;1;1;0;0;0;0
ER12545;LS13;DI;0D00NF;1;0;0;0;0;0
C10363;RALN;CD;049000;1;0;0;0;0;0
C10363;RALN;CB;037492;1;3;0;0;0;0
C10363;RALN;CD;0D1000;2;2;0;0;0;0
C10363;RALN;CA;027000;0;0;0;0;0;1
C10363;RALN;CD;050000;0;1;0;0;0;0
C10363;RALN;CC;042000;1;1;0;0;0;1
C10363;RALN;CC;043000;2;2;0;0;0;1
C10363;RALN;CD;099000;0;2;0;0;0;0
C10363;RALN;CB;054000;1;2;0;0;0;0
C10363;RALN;CC;045000;0;4;0;0;0;0
C10363;RALN;CD;0D4000;3;0;0;0;0;0
C10363;RALN;CA;028000;1;0;0;0;0;0
C10363;RALN;CD;0D5000;0;1;0;0;0;0
C10363;RALN;CA;0A6000;0;1;0;0;0;0
C10363;RALN;SP;0D0I95;1;0;0;0;0;0
C10363;RALN;CB;055000;0;1;0;0;0;1
C10363;RALN;CC;046000;0;0;0;0;0;2
C10363;RALN;CB;036494;1;1;0;0;0;0
C10363;RALN;CC;0C1000;4;5;0;0;0;0
IP10343;RALN;DI;0D0164;0;2;0;0;0;0
IP10343;RALN;CD;099000;0;3;0;0;0;0
IP10343;RALN;DI;0D0165;1;0;0;0;0;0
IP10343;RALN;DG;0D0097;1;0;0;0;0;0
IP10343;RALN;CD;0D4000;0;2;0;0;0;0
IP10343;RALN;CC;046000;0;2;0;0;0;0
IP10343;RALN;CC;0C1000;4;8;1;1;0;0
IP10343;RALN;CB;054000;0;1;0;0;0;0
IP10343;RALN;CC;042000;0;1;0;0;0;1
IP10343;RALN;CD;0D1000;0;5;0;0;0;0
IP10343;RALN;CD;0D5000;1;2;0;0;0;0
IP10343;RALN;CC;043000;0;1;0;0;0;1
IP10343;RALN;CB;036494;1;0;0;0;0;0
IP10343;RALN;CD;050000;0;2;0;0;0;0
IP10343;RALN;CC;045000;1;0;0;0;0;0
C3199;REFR;CB;030000;1;0;0;0;0;0
C3199;REFR;CC;040000;0;1;0;0;0;0
C3199;REFR;CC;045000;0;1;0;0;0;0
C3199;REFR;CD;048000;0;2;0;0;0;0
C3199;REFR;CD;051000;0;1;0;0;0;0
PA139;RALN;CC;043000;1;0;0;0;0;0
PA139;RALN;CD;0D5000;1;0;0;0;0;0
PA139;RALN;CD;050000;1;0;0;0;0;0
PA139;RALN;DG;0D0097;0;1;0;0;0;0
PA139;RALN;CB;0B8000;0;1;0;0;0;0
C6632;RALN;CB;0B7A00;1;1;0;0;0;0
C6632;RALN;CB;037493;1;0;0;0;0;0
C6632;RALN;CC;046000;0;3;0;0;0;0
C6632;RALN;CD;050000;1;0;0;0;0;0
C6632;RALN;CD;0D1000;0;2;0;0;0;0
C6632;RALN;CC;097000;1;2;0;0;0;0
C6632;RALN;CC;042000;0;1;0;0;0;0
C509;RALN;CD;050000;0;2;0;0;0;0
C509;RALN;CC;042000;1;0;0;0;0;0
C509;RALN;CD;049000;1;0;0;0;0;0
C509;RALN;CA;028000;1;0;0;0;0;0
C509;RALN;CC;0C1000;1;2;0;0;0;0
C509;RALN;CA;027000;0;1;0;0;0;0
C509;RALN;CD;0D4000;0;1;0;0;0;0
C509;RALN;CA;0A5000;1;0;0;0;0;0
C509;RALN;CC;045000;1;0;0;0;0;0
C509;RALN;CC;043000;0;2;0;0;0;0
C509;RALN;CB;0B7A00;0;1;0;0;0;0
IP10968;PRTN;CB;0BE000;3;18;0;2;0;2
IP10968;PRTN;CC;0CE000;0;6;0;1;0;1
IP10968;PRTN;CC;056000;1;0;0;0;0;0
IP10968;PRTN;CB;054000;1;0;0;0;0;2
C4837;RALN;CC;042000;0;1;0;0;0;0
C4837;RALN;CD;0D1000;2;0;0;0;0;0
C4837;RALN;CD;050000;0;1;0;0;0;0
