ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
U10899;SSNA;ND;SI;0;0;144;618;83;249;0;0;0;0
U10899;SSNA;ND;ST;0;0;37;60;17;23;0;0;0;0
U10899;SSNA;ND;BI;0;0;0;0;1;1;0;0;0;0
U10899;SSNA;ND;FI;0;0;0;0;3;4;0;0;0;0
C4276;RALN;ND;CD;1;3;1;0;1;0;0;0;0;0
C4276;RALN;ND;CC;2;4;7;3;6;4;0;0;0;0
C4276;RALN;ND;CB;2;0;0;0;1;0;0;0;0;0
C3615;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C3615;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C7441;RALN;ND;CC;0;1;2;0;0;0;0;0;0;0
C2731;RALN;ND;CD;2;7;1;0;1;0;0;0;0;0
C2731;RALN;ND;CC;12;36;26;9;24;6;0;0;0;0
C2731;RALN;ND;CB;2;13;0;0;0;0;0;0;0;0
C2731;RALN;ND;CA;1;0;0;0;0;0;0;0;0;0
C2237;RALN;ND;CC;1;1;1;0;2;1;0;0;0;0
C1950;RALN;ND;CC;0;1;3;0;0;1;0;0;0;0
C1950;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C1950;RALN;ND;CB;0;0;0;0;0;2;0;0;0;0
C3307;RALN;ND;CC;0;0;2;2;0;0;0;0;0;0
C7164;RALN;ND;CB;0;0;1;1;0;1;0;0;0;0
C7164;RALN;ND;CC;0;3;4;5;0;1;0;0;0;0
C7164;RALN;ND;CD;0;0;3;0;0;0;0;0;0;0
C3598;RALN;ND;CB;1;1;0;0;3;0;0;0;0;0
C3598;RALN;ND;CC;1;2;4;0;4;2;0;0;0;0
C4518;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
C4518;RALN;ND;CC;0;0;6;3;8;3;0;0;0;0
C4518;RALN;ND;CB;1;0;0;0;4;0;0;0;0;0
C3591;RALN;ND;CC;3;12;0;0;0;0;0;0;0;0
C3591;RALN;ND;CD;3;12;0;0;0;0;0;0;0;0
C3591;RALN;ND;CB;1;7;1;1;0;0;0;0;0;0
C1039;RALN;ND;CC;12;38;9;11;9;10;0;0;0;0
C1039;RALN;ND;CB;2;12;1;2;4;0;0;0;0;0
C1039;RALN;ND;CD;3;20;1;1;3;1;0;0;0;0
C7726;RALN;ND;CC;0;0;1;2;0;0;0;0;0;0
C7726;RALN;ND;CD;0;0;1;0;0;1;0;0;0;0
C4177;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C4177;RALN;ND;CC;0;0;4;6;0;2;0;0;0;0
C4177;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C6389;REFR;SC;CC;1;3;0;0;1;0;0;0;0;0
C6389;REFR;SC;CA;0;0;0;0;1;0;0;0;0;0
C6389;REFR;SC;XA;0;0;3;1;0;0;0;0;0;0
C6389;REFR;SC;CD;1;0;0;0;0;0;0;0;0;0
C6389;REFR;SC;CB;0;1;0;1;8;0;0;0;0;0
OR13493;EPNE;ME;AB;1;0;0;0;0;0;0;0;0;0
OR13493;EPNE;ME;AC;1;0;0;0;0;0;0;0;0;0
C4543;RALN;ND;CA;0;0;0;0;3;0;0;0;0;0
C4543;RALN;ND;CC;0;0;3;2;2;2;0;0;0;0
C4543;RALN;ND;CB;0;0;0;1;3;1;0;0;0;0
C4543;RALN;ND;CD;0;0;0;0;0;2;0;0;0;0
C6312;RALN;ND;CC;0;4;0;0;0;0;0;0;0;0
Q9132;UNIV;ND;CB;9;39;0;0;1;0;0;0;0;0
Q9132;UNIV;ND;CE;10;14;0;0;0;0;0;0;0;0
Q9132;UNIV;ND;CC;66;172;0;0;6;0;0;0;0;0
Q9132;UNIV;ND;CD;43;75;0;0;4;0;0;0;0;0
AG12333;RALN;ND;CD;4;7;0;0;0;0;0;0;0;0
LS11936;LS13;NF;LI;75;88;4;3;0;0;0;0;0;0
C1226;RALN;ND;CC;1;2;0;0;0;0;0;0;0;0
C1226;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C1226;RALN;ND;CB;1;1;0;0;0;0;0;0;0;0
C4788;RALN;ND;CD;0;0;1;0;1;0;0;0;0;0
C4788;RALN;ND;CB;0;1;0;0;1;0;0;0;0;0
C4788;RALN;ND;CC;0;0;10;1;0;2;0;0;0;0
C2665;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C2665;RALN;ND;CC;1;3;0;0;3;4;0;0;0;0
C2665;RALN;ND;CD;0;2;0;0;0;0;0;0;0;0
UC10777;RALN;ND;CC;3;13;24;17;21;14;0;0;0;0
UC10777;RALN;ND;CD;2;3;5;4;4;4;0;0;0;0
V9710;RALN;ND;CC;0;3;0;0;0;0;0;0;0;0
V9710;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C5187;RALN;ND;CD;0;0;7;2;7;2;0;0;0;0
C5187;RALN;ND;CB;0;0;0;0;1;1;0;0;0;0
U9493;SSNA;ND;DT;0;0;1;0;0;0;0;0;0;0
U9493;SSNA;ND;DP;1;0;0;0;3;0;0;0;0;0
U9493;SSNA;ND;LT;2;1;46;225;16;40;0;0;0;0
U9493;SSNA;ND;LA;3;15;1;5;0;0;0;0;0;0
U9493;SSNA;ND;FI;0;1;0;0;0;0;0;0;0;0
U9493;SSNA;ND;BI;0;0;4;5;3;4;0;0;0;0
U9493;SSNA;ND;SI;0;4;159;602;38;174;0;0;0;0
U9493;SSNA;ND;SV;0;0;0;1;2;1;0;0;0;0
U9493;SSNA;ND;MD;0;0;98;168;95;96;0;0;0;0
U9493;SSNA;ND;ST;0;1;31;73;12;21;0;0;0;0
U9493;SSNA;ND;FM;0;0;0;0;3;5;0;0;0;0
C7796;RALN;ND;CC;0;0;2;1;1;0;0;0;0;0
C1392;RALN;ND;CD;4;6;1;1;1;1;0;0;0;0
C1392;RALN;ND;CC;3;7;3;2;2;0;0;0;0;0
C1392;RALN;ND;CB;3;4;0;0;8;1;0;0;0;0
D8362;EN60;ND;LI;2;1;0;0;0;0;0;0;0;0
C4811;RALN;ND;CC;3;2;4;4;0;2;0;0;0;0
C4811;RALN;ND;CD;0;2;1;0;0;0;0;0;0;0
C4811;RALN;ND;CA;0;0;1;0;1;0;0;0;0;0
C4811;RALN;ND;CB;1;5;0;0;5;3;0;0;0;0
N8776;PRBZ;NF;CC;0;1;0;0;2;0;0;0;0;0
N8776;PRBZ;NF;CB;0;0;7;27;6;3;0;0;0;0
N8776;PRBZ;NF;CD;0;0;1;2;0;5;0;0;0;0
C1297;RALN;ND;CC;1;11;0;0;0;1;0;0;0;0
C1297;RALN;ND;CB;2;3;0;0;5;1;0;0;0;0
C1297;RALN;ND;CD;1;5;0;0;0;2;0;0;0;0
OL13237;EPNE;ME;AB;0;1;0;1;0;0;0;0;0;0
C7626;RALN;ND;CC;0;0;4;0;2;1;0;0;0;0
IC10832;AFAM;AT;PA;1;4;0;0;0;0;0;0;0;0
C7173;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C7173;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C1048;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C1048;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
LS12810;LS13;NF;LI;105;169;0;0;0;0;0;0;0;0
C1647;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C1647;RALN;ND;CD;13;16;1;3;0;0;0;0;0;0
C1647;RALN;ND;CC;9;23;2;3;0;0;0;0;0;0
C1647;RALN;ND;CB;2;9;11;5;3;0;0;0;0;0
C3659;RALN;ND;CD;2;9;1;0;0;0;0;0;0;0
C3659;RALN;ND;CC;4;25;10;4;0;0;0;0;0;0
C3659;RALN;ND;CB;1;1;0;0;0;0;0;0;0;0
IP10428;SSNA;ND;SI;0;0;2;3;0;0;0;0;0;0
IP10428;SSNA;ND;LT;0;0;1;13;0;0;0;0;0;0
IP10428;RALN;ND;CB;0;0;9;18;0;0;0;0;0;0
IP10428;RALN;ND;CD;0;0;12;13;0;0;0;0;0;0
P9121;RALN;ND;CD;4;8;1;0;1;0;0;0;0;0
P9121;RALN;ND;CB;3;4;0;0;7;1;0;0;0;0
P9121;RALN;ND;CC;4;12;8;1;4;7;0;0;0;0
C1482;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
C350;RALN;ND;CD;28;118;8;0;10;1;0;0;0;0
C350;RALN;ND;CB;20;33;3;14;31;0;0;0;0;0
C350;RALN;ND;CC;60;155;29;44;37;25;0;0;0;0
C350;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C1877;RALN;ND;CD;0;0;1;1;1;0;0;0;0;0
C1877;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C1877;RALN;ND;CC;0;0;1;2;1;0;0;0;0;0
C5579;RALN;ND;CC;0;0;4;0;0;1;0;0;0;0
C8076;RALN;ND;CC;0;0;2;0;0;0;0;0;0;0
C4820;RALN;ND;CC;0;0;0;0;0;2;0;0;0;0
C4820;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C7758;RALN;ND;CC;3;9;1;1;0;2;0;0;0;0
C7758;RALN;ND;CB;0;3;0;0;3;2;0;0;0;0
C7758;RALN;ND;CD;2;7;1;0;0;0;0;0;0;0
C2601;RALN;ND;CD;1;3;2;0;0;0;0;0;0;0
C2601;RALN;ND;CC;0;3;6;3;0;0;0;0;0;0
C2601;RALN;ND;CB;0;3;4;0;0;0;0;0;0;0
ES12977;RALN;ND;CA;0;0;2;1;0;0;0;0;0;0
ES12977;RALN;ND;CB;0;0;6;1;0;0;0;0;0;0
C1373;RALN;ND;CA;0;0;0;0;12;0;0;0;0;0
C1373;RALN;ND;CD;0;0;0;0;0;1;0;0;0;0
C1373;RALN;ND;CB;1;0;0;0;0;1;0;0;0;0
C1373;RALN;ND;CC;44;0;0;0;10;7;0;0;0;0
C5523;RALN;ND;CD;0;0;1;0;1;1;0;0;0;0
C5523;RALN;ND;CC;0;0;6;3;6;4;0;0;0;0
C3009;PRBZ;NF;CA;0;0;1;0;1;0;0;0;0;0
C3009;PRBZ;NF;CB;0;0;2;0;2;0;0;0;0;0
AP9855;SSNA;ND;LT;0;0;0;0;66;45;0;0;0;0
C7415;RALN;ND;CB;0;2;0;0;0;0;0;0;0;0
C7415;RALN;ND;CC;0;2;0;0;0;0;0;0;0;0
IP10550;RALN;ND;CB;0;1;2;7;0;0;0;0;0;0
IP10550;RALN;ND;CD;1;1;0;0;0;0;0;0;0;0
IP10550;RALN;ND;CC;0;0;0;3;0;0;0;0;0;0
C6243;RALN;ND;CB;3;2;0;0;1;0;0;0;0;0
C6243;RALN;ND;CD;2;1;0;0;0;0;0;0;0;0
C6243;RALN;ND;CC;3;6;2;2;1;1;0;0;0;0
C6787;RALN;ND;CB;0;0;1;0;0;0;0;0;0;0
C6787;RALN;ND;CC;0;0;1;0;1;0;0;0;0;0
AS12805;LS13;NF;LI;42;32;0;0;0;0;0;0;0;0
C4171;RALN;ND;CD;0;0;2;0;3;0;0;0;0;0
C4171;RALN;ND;CC;0;0;13;6;19;6;0;0;0;0
U9548;SSNA;ND;MV;1;0;0;0;5;2;0;0;0;0
U9548;SSNA;ND;LA;3;6;0;0;0;0;0;0;0;0
U9548;SSNA;ND;MD;0;1;0;0;90;106;0;0;0;0
U9548;SSNA;ND;LT;1;1;0;0;16;15;0;0;0;0
U9548;SSNA;ND;PS;0;0;0;0;0;2;0;0;0;0
U9548;SSNA;ND;BI;0;0;0;0;0;2;0;0;0;0
U9548;SSNA;ND;ST;0;1;0;0;27;35;0;0;0;0
U9548;SSNA;ND;SV;0;0;0;0;18;3;0;0;0;0
U9548;SSNA;ND;SF;1;2;0;0;0;0;0;0;0;0
U9548;SSNA;ND;SI;1;7;0;0;77;267;0;0;0;0
C375;RALN;ND;CC;0;0;3;0;4;0;0;0;0;0
C3387;RALN;ND;CD;0;0;0;0;3;0;0;0;0;0
C6035;RALN;ND;CC;0;0;4;0;0;0;0;0;0;0
C222;RALN;ND;CC;5;2;44;0;4;0;0;0;0;0
C222;RALN;ND;CB;5;3;0;0;0;0;0;0;0;0
C222;RALN;ND;CD;7;7;5;3;6;1;0;0;0;0
LS11956;LS13;NF;LI;65;101;0;0;0;0;0;0;0;0
C2441;RALN;ND;CC;0;0;7;2;0;0;0;0;0;0
C3980;RALN;ND;CD;0;0;4;0;7;0;0;0;0;0
C3980;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C3980;RALN;ND;CC;0;0;17;6;20;6;0;0;0;0
C5557;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C4256;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C4256;RALN;ND;CD;1;1;0;0;0;0;0;0;0;0
C4256;RALN;ND;CC;3;3;0;0;0;0;0;0;0;0
C7076;RALN;ND;CC;0;3;10;0;0;7;0;0;0;0
C7076;RALN;ND;CD;0;0;2;0;0;0;0;0;0;0
P9037;RALN;ND;CC;28;42;16;1;27;4;0;0;0;0
P9037;RALN;ND;CB;17;56;0;0;0;0;0;0;0;0
P9037;RALN;ND;CD;17;50;1;1;10;2;0;0;0;0
UC12493;REFR;SC;CB;0;4;0;0;0;0;0;0;0;0
C3214;RALN;ND;CB;0;2;2;0;0;0;0;0;0;0
C3214;RALN;ND;CD;1;2;0;0;0;0;0;0;0;0
C3214;RALN;ND;CC;3;9;1;2;1;1;0;0;0;0
P9108;RALN;ND;CD;5;10;0;0;1;0;0;0;0;0
P9108;RALN;ND;CC;5;32;0;0;6;3;0;0;0;0
P9108;RALN;ND;CB;1;4;0;0;17;0;0;0;0;0
C8016;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C8016;RALN;ND;CD;0;0;0;0;1;2;0;0;0;0
LS12184;LS13;NF;LI;73;76;0;0;0;0;0;0;0;0
C6626;RALN;ND;CC;0;1;0;0;0;0;0;0;0;0
C2582;RALN;ND;CD;0;0;0;1;0;0;0;0;0;0
C2582;RALN;ND;CC;0;0;5;0;0;0;0;0;0;0
C7166;RALN;ND;CC;0;4;0;0;1;0;0;0;0;0
C7166;RALN;ND;CD;0;3;0;0;0;0;0;0;0;0
C7166;RALN;ND;CB;0;2;0;0;4;0;0;0;0;0
UC10784;RALN;ND;CD;51;110;9;2;13;3;0;0;0;0
UC10784;RALN;ND;CC;44;108;36;19;43;20;0;0;0;0
UC10784;RALN;ND;CB;2;7;0;1;30;0;0;0;0;0
ER9951;RALN;ND;CD;34;85;0;0;0;0;0;0;0;0
ER9951;RALN;ND;CC;55;172;0;0;0;0;0;0;0;0
ER9951;RALN;ND;CB;5;8;0;0;0;0;0;0;0;0
C1045;RALN;ND;CC;0;0;4;2;0;0;0;0;0;0
Q9158;UNIV;ND;CE;47;89;0;0;0;0;0;0;0;0
Q9158;UNIV;ND;CC;347;570;59;15;0;0;0;0;0;0
Q9158;UNIV;ND;CB;74;82;41;17;0;0;0;0;0;0
Q9158;UNIV;ND;CD;299;475;18;6;0;0;0;0;0;0
UC10954;RALN;ND;CC;3;6;0;0;0;0;0;0;0;0
UC10954;RALN;ND;CD;2;21;0;0;0;0;0;0;0;0
C1446;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
C2773;RALN;ND;CC;7;3;0;0;0;0;0;0;0;0
C2773;RALN;ND;CD;3;3;0;0;0;0;0;0;0;0
C2773;RALN;ND;CB;1;1;0;0;0;0;0;0;0;0
U11805;SSNA;ND;DP;0;0;0;0;1;0;0;0;0;0
U11805;SSNA;ND;SI;2;1;267;701;122;243;0;0;0;0
U11805;SSNA;ND;ST;0;0;54;61;53;43;0;0;0;0
U11805;SSNA;ND;SV;0;2;0;1;38;22;0;0;0;0
U11805;SSNA;ND;PS;0;0;0;0;1;0;0;0;0;0
U11805;SSNA;ND;PL;0;2;0;0;0;0;0;0;0;0
U11805;SSNA;ND;SF;0;1;1;1;0;0;0;0;0;0
U11805;SSNA;ND;LA;14;3;1;7;0;0;0;0;0;0
U11805;SSNA;ND;FI;0;0;0;0;2;0;0;0;0;0
U11805;SSNA;ND;LT;6;2;121;218;56;10;0;0;0;0
U11805;SSNA;ND;MD;0;0;0;0;141;136;0;0;0;0
U11805;SSNA;ND;CH;0;1;0;0;0;0;0;0;0;0
U11805;SSNA;ND;MV;0;0;0;0;26;21;0;0;0;0
U11805;SSNA;ND;BI;1;1;0;0;4;9;0;0;0;0
C7656;RALN;ND;CC;2;3;0;0;0;0;0;0;0;0
C7656;RALN;ND;CD;0;1;4;0;0;0;0;0;0;0
C5528;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
C5212;RALN;ND;CC;0;0;2;5;7;5;0;0;0;0
C5212;RALN;ND;CB;0;0;0;0;7;0;0;0;0;0
C5212;RALN;ND;CD;0;0;0;0;1;0;0;0;0;0
D8389;EN60;ND;LI;160;201;0;0;0;0;0;0;0;0
CS12591;LS13;NF;LI;2;29;0;0;0;0;0;0;0;0
C6463;REFR;SC;CC;1;2;0;0;0;0;0;0;0;0
C6463;REFR;SC;CD;0;2;0;0;0;0;0;0;0;0
CS10805;RALN;ND;CD;1;1;0;0;0;0;0;0;0;0
CS10805;RALN;ND;CC;2;1;0;0;0;0;0;0;0;0
C2902;RALN;ND;CC;0;0;7;0;7;0;0;0;0;0
U9416;SSNA;ND;FM;0;0;0;0;4;11;0;0;0;0
U9416;SSNA;ND;SF;0;0;0;1;0;0;0;0;0;0
U9416;SSNA;ND;MV;0;0;0;0;6;4;0;0;0;0
U9416;SSNA;ND;SV;0;0;0;0;16;4;0;0;0;0
U9416;SSNA;ND;SI;0;0;162;531;135;500;0;0;0;0
U9416;SSNA;ND;LT;0;0;25;31;6;0;0;0;0;0
U9416;SSNA;ND;ST;0;0;32;35;29;49;0;0;0;0
U9416;SSNA;ND;LA;0;0;2;9;1;0;0;0;0;0
U9416;SSNA;ND;MD;0;0;0;0;125;113;0;0;0;0
C6492;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
AP193;SSNA;ND;SV;0;0;0;0;2;0;0;0;0;0
AP193;SSNA;ND;LT;0;0;0;0;3;8;0;0;0;0
C1400;RALN;ND;CC;0;0;22;13;2;0;0;0;0;0
C1400;RALN;ND;CB;1;1;0;0;4;0;0;0;0;0
P9077;RALN;ND;PC;2;0;0;0;0;0;0;0;0;0
P9077;RALN;ND;CC;19;29;10;2;10;1;0;0;0;0
P9077;RALN;ND;CB;0;2;0;0;34;0;0;0;0;0
P9077;RALN;ND;CD;25;37;4;0;2;1;0;0;0;0
IP10456;SSNA;ND;ST;0;0;0;21;0;0;0;0;0;0
IP10456;SSNA;ND;LA;1;4;0;0;0;0;0;0;0;0
IP10456;SSNA;ND;SI;0;0;6;11;0;0;0;0;0;0
IP10456;SSNA;ND;LT;0;0;0;0;6;0;0;0;0;0
C4200;PRTN;NF;CB;0;1;0;1;0;0;0;0;0;0
C4200;PRTN;NF;CC;1;1;0;0;0;0;0;0;0;0
C5843;RALN;ND;CB;0;0;4;0;3;2;0;0;0;0
C5843;RALN;ND;CC;0;0;32;19;1;2;0;0;0;0
C5843;RALN;ND;CD;0;0;6;0;0;1;0;0;0;0
UC12749;RALN;ND;CB;1;0;0;0;0;0;0;0;0;0
UC12749;RALN;ND;CC;0;2;2;1;0;0;0;0;0;0
UC12749;RALN;ND;CD;1;2;0;0;0;0;0;0;0;0
C7998;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C5305;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C4057;REFR;SC;CD;1;1;0;0;0;0;0;0;0;0
C4057;REFR;SC;CB;0;0;0;4;6;0;0;0;0;0
C4057;REFR;SC;CC;0;7;0;0;0;0;0;0;0;0
C7580;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C7580;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C1824;RALN;ND;CC;0;0;4;2;0;0;0;0;0;0
C1824;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C7430;RALN;ND;CD;0;0;0;1;0;0;0;0;0;0
C7430;RALN;ND;CC;0;0;4;1;0;0;0;0;0;0
C1222;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C1222;RALN;ND;CC;0;3;2;1;0;1;0;0;0;0
C1222;RALN;ND;CD;0;1;1;0;0;0;0;0;0;0
C7631;RALN;ND;CB;12;43;12;10;21;0;0;0;0;0
C7631;RALN;ND;CA;2;1;5;6;1;0;0;0;0;0
C7631;RALN;ND;CD;27;62;8;3;10;2;0;0;0;0
C7631;RALN;ND;CC;30;103;43;25;14;4;0;0;0;0
C3406;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C3406;RALN;ND;CC;3;4;36;15;5;3;0;0;0;0
C3406;RALN;ND;CB;5;7;0;0;11;0;0;0;0;0
C3406;RALN;ND;CD;4;3;1;1;0;0;0;0;0;0
C6984;PRBZ;NF;CB;0;0;1;0;1;0;0;0;0;0
C6875;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C1216;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C1216;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
C4326;RALN;ND;CC;6;2;4;2;0;0;0;0;0;0
C4326;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C4326;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C5008;RALN;ND;CC;0;0;0;1;0;0;0;0;0;0
C5008;RALN;ND;CD;0;0;1;0;0;0;0;0;0;0
C2494;REFR;SC;XA;0;0;1;0;0;0;0;0;0;0
CS11806;RALN;ND;CD;2;2;0;0;0;0;0;0;0;0
CS11806;RALN;ND;CB;0;1;0;0;0;0;0;0;0;0
C2035;RALN;ND;CB;0;0;0;0;17;0;0;0;0;0
C2035;RALN;ND;CD;2;3;2;1;0;0;0;0;0;0
C2035;RALN;ND;CC;2;5;5;3;0;4;0;0;0;0
IP10579;RALN;ND;CB;0;5;16;26;0;0;0;0;0;0
IP10579;RALN;ND;CD;4;45;0;0;0;0;0;0;0;0
IP10579;RALN;ND;CC;0;4;4;6;0;0;0;0;0;0
IP11859;RALN;ND;CB;0;0;0;1;0;0;0;0;0;0
C6630;RALN;ND;CB;9;6;8;0;7;1;0;0;0;0
C6630;RALN;ND;CA;0;0;14;1;7;0;0;0;0;0
C6630;RALN;ND;CC;10;39;30;17;26;12;0;0;0;0
C6630;RALN;ND;CD;13;12;3;0;7;0;0;0;0;0
C597;RALN;ND;CB;0;0;0;0;15;1;0;0;0;0
C597;RALN;ND;CC;0;0;15;7;3;1;0;0;0;0
C597;RALN;ND;CD;0;0;1;1;2;1;0;0;0;0
C4549;RALN;ND;CD;0;0;1;0;2;0;0;0;0;0
C4549;RALN;ND;CB;0;0;4;0;0;0;0;0;0;0
C4549;RALN;ND;CC;0;0;2;2;6;2;0;0;0;0
C3788;RALN;ND;PC;0;0;2;1;9;2;0;0;0;0
C3788;RALN;ND;CB;0;0;1;0;4;0;0;0;0;0
C3788;RALN;ND;CD;2;0;0;0;0;0;0;0;0;0
C3788;RALN;ND;CC;0;0;3;5;1;1;0;0;0;0
C3499;RALN;ND;CD;2;9;0;2;0;0;0;0;0;0
C3499;RALN;ND;CC;3;6;4;3;5;0;0;0;0;0
C3499;RALN;ND;CB;1;2;0;0;7;1;0;0;0;0
C3499;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C3862;RALN;ND;CB;0;4;2;1;0;0;0;0;0;0
C3862;RALN;ND;CC;4;9;11;6;0;0;0;0;0;0
C3862;RALN;ND;CD;0;4;0;0;0;0;0;0;0;0
C1785;RALN;ND;CC;0;0;0;0;2;2;0;0;0;0
C1785;RALN;ND;CB;0;0;0;0;3;0;0;0;0;0
C5675;REFR;SC;XA;0;0;5;4;5;4;0;0;0;0
C4504;RALN;ND;CC;1;1;1;2;0;2;0;0;0;0
C4504;RALN;ND;CB;0;0;0;0;0;1;0;0;0;0
CS10052;RALN;ND;CD;4;27;0;0;2;36;0;0;0;0
CS10052;RALN;ND;CB;1;0;0;4;1;27;0;0;0;0
CS10052;RALN;ND;CC;1;16;0;2;0;1;0;0;0;0
C4889;RALN;ND;CC;0;0;2;2;0;0;0;0;0;0
C1164;PRBZ;NF;CA;0;0;0;0;3;0;0;0;0;0
C1164;PRBZ;NF;CB;0;0;1;1;0;0;0;0;0;0
CM9102;RALN;ND;CD;114;162;17;5;41;15;0;0;0;0
CM9102;RALN;ND;CC;162;222;84;36;148;60;0;0;0;0
CM9102;RALN;ND;CB;59;96;40;17;164;31;0;0;0;0
C3623;RALN;ND;CC;1;0;6;2;0;1;0;0;0;0
C3623;RALN;ND;CB;1;0;1;0;0;0;0;0;0;0
C3623;RALN;ND;CD;1;3;0;0;0;1;0;0;0;0
C7070;RALN;ND;CC;0;0;16;7;0;0;0;0;0;0
C7070;RALN;ND;CD;0;0;2;3;0;0;0;0;0;0
C7070;RALN;ND;CB;0;0;4;0;0;0;0;0;0;0
C7191;RALN;ND;CC;0;0;1;0;0;0;0;0;0;0
C5891;PRBZ;NF;CB;0;0;3;0;3;0;0;0;0;0
C3526;RALN;ND;CD;0;0;0;0;2;0;0;0;0;0
C3526;RALN;ND;CC;0;0;3;1;3;1;0;0;0;0
C3526;RALN;ND;CA;0;0;0;0;1;0;0;0;0;0
C1612;RALN;ND;CC;0;0;2;1;1;0;0;0;0;0
C1612;RALN;ND;CD;0;0;1;0;2;1;0;0;0;0
C1612;RALN;ND;CB;0;0;0;0;3;0;0;0;0;0
D8309;EN60;ND;LI;1;0;0;0;0;0;0;0;0;0
C522;RALN;ND;CB;0;0;0;0;1;0;0;0;0;0
C522;RALN;ND;CC;0;0;0;0;1;0;0;0;0;0
C4910;RALN;ND;CB;15;25;11;24;15;0;0;0;0;0
C4910;RALN;ND;CD;28;78;8;5;6;4;0;0;0;0
C4910;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C4910;RALN;ND;CC;23;70;48;32;34;20;0;0;0;0
C7220;RALN;ND;CD;0;1;0;0;0;0;0;0;0;0
C7220;RALN;ND;CC;0;0;4;2;4;4;0;0;0;0
C2928;RALN;ND;PC;0;1;0;0;0;0;0;0;0;0
C2928;RALN;ND;CB;5;4;0;0;10;0;0;0;0;0
C2928;RALN;ND;CC;5;18;13;3;16;5;0;0;0;0
C2928;RALN;ND;CD;7;19;7;0;8;6;0;0;0;0
C7388;RALN;ND;CB;4;9;0;0;7;0;0;0;0;0
C7388;RALN;ND;CD;4;9;1;0;6;3;0;0;0;0
C7388;RALN;ND;CC;9;20;18;5;5;1;0;0;0;0
C7388;RALN;ND;CA;0;0;0;0;6;1;0;0;0;0
C2109;RALN;ND;CB;0;0;0;0;5;0;0;0;0;0
C2109;RALN;ND;CD;1;2;0;0;0;0;0;0;0;0
C2109;RALN;ND;CC;0;6;0;0;0;0;0;0;0;0
C492;RALN;ND;CA;0;1;0;0;0;0;0;0;0;0
C492;RALN;ND;CD;36;54;4;3;6;5;0;0;0;0
C492;RALN;ND;CB;17;18;0;0;47;1;0;0;0;0
C492;RALN;ND;CC;55;63;25;15;34;11;0;0;0;0
C4221;RALN;ND;CD;0;3;0;0;0;4;0;0;0;0
C4221;RALN;ND;CC;2;6;0;0;1;0;0;0;0;0
C4221;RALN;ND;CB;0;1;0;7;0;0;0;0;0;0
C1661;RALN;ND;CD;1;0;0;0;0;0;0;0;0;0
V14138;RALN;ND;CD;7;13;0;0;0;0;0;0;0;0
V14138;RALN;ND;CB;1;5;0;0;0;0;0;0;0;0
