"Istituzione","Contratto","Macrocategoria","Categoria","Tele Lavoro Uomini","Tele Lavoro Donne","Soggetti Turnazione Uomini","Soggetti Turnazione Donne","Soggetti Reperibilità Uomini","Soggeti Reperibilità Donne"
"C2474","RALN","ND","CA","0","0","0","0","2","0"
"C2483","RALN","ND","CA","0","0","0","0","1","0"
"C2525","RALN","ND","CA","0","0","2","23","5","0"
"C2560","RALN","ND","CA","0","0","0","0","0","2"
"C2567","RALN","ND","CA","0","0","0","0","1","0"
"C2581","RALN","ND","CA","0","0","0","0","1","0"
"C2587","RALN","ND","CA","0","0","0","0","3","0"
"C2596","RALN","ND","CA","0","0","1","2","0","0"
"C1631","PRBZ","ND","CA","0","0","0","3","0","0"
"C2617","PRBZ","ND","CA","0","0","0","4","0","0"
"C2642","RALN","ND","CA","0","0","17","0","5","0"
"C2704","RALN","ND","CA","0","0","0","0","0","1"
"C2712","RALN","ND","CA","0","0","0","0","0,83","0"
"C2724","RALN","ND","CA","0","0","0","0","3","0"
"C2731","RALN","ND","CA","0","1","0","0","0","0"
"C2746","RALN","ND","CA","0","0","0","0","1","0"
"C2868","RALN","ND","CA","0","0","3","0","2","0"
"C2890","RALN","ND","CA","0","0","1","0","0","0"
"C2908","RALN","ND","CA","0","0","0","0","2","0"
"C2920","RALN","ND","CA","0","0","0","0","1","0"
"C2941","RALN","ND","CA","0","0","0","0","0","1"
"C2966","RALN","ND","CA","0","0","0","0","1","0"
"C2980","RALN","ND","CA","0","0","0","0","1","0"
"C2989","RALN","ND","CA","0","0","2","2","0","1"
"C3009","PRBZ","ND","CA","0","0","0","0","1","0"
"C3038","RALN","ND","CA","0","0","2","0","2","1"
"C3042","RALN","ND","CA","0","0","8","9","0","0"
"C3050","RALN","ND","CA","0","0","0","0","4","0"
"C3059","RALN","ND","CA","0","0","0","0","4","0"
"C3065","RALN","ND","CA","0","0","6","0","7","1"
"C3146","RALN","ND","CA","0","0","0","0","1","0"
"C3251","RALN","ND","CA","0","0","1","4","0","0"
"C3294","PRBZ","ND","CA","0","0","0","0","1","0"
"C3296","RALN","ND","CA","0","0","0","0","2","0"
"C3308","RALN","ND","CA","0","0","0","0","2","0"
"C3333","RALN","ND","CA","0","0","4","2","0","0"
"C3373","RALN","ND","CA","0","0","0","0","1","0"
"C3387","RALN","ND","CA","0","0","0","0","2","0"
"C3392","RALN","ND","CA","0","0","0","0","5","0"
"C3399","RALN","ND","CA","0","0","0","0","3","0"
"C3443","REFR","ND","CA","0","0","4","3","0","0"
"C3466","RALN","ND","CA","0","0","0","0","9","0"
"C3488","RALN","ND","CA","0","0","2","1","3","0"
"C3525","RALN","ND","CA","0","0","0","0","19","0"
"C3527","RALN","ND","CA","0","0","0","0","0","1"
"C3560","RALN","ND","CA","0","0","0","0","1","0"
"C3584","RALN","ND","CA","0","0","3","3","0","0"
"C3609","RALN","ND","CA","0","0","0","0","1","0"
"C3615","RALN","ND","CA","0","0","0","0","1","0"
"C3623","RALN","ND","CA","0","0","0","0","3","0"
"C2101","RALN","ND","CA","0","0","0","13","0","0"
"C3754","PRBZ","ND","CA","0","0","0","0","1","0"
"C3675","PRBZ","ND","CA","0","0","1","0","1","0"
"C3685","PRBZ","ND","CA","0","0","0","0","2","0"
"C8245","RALN","ND","CA","0","0","4","1","5","0"
"C492","RALN","ND","CA","0","0","0","0","1","0"
"C3737","RALN","ND","CA","0","0","2","3","0","1"
"C3746","RALN","ND","CA","0","0","2","0","2","0"
"C3770","RALN","ND","CA","0","0","1","6","1","0"
"C3786","RALN","ND","CA","0","0","0","0","2","0"
"C3814","PRTN","ND","CA","0","0","0","0","2","0"
"C3819","RALN","ND","CA","0","0","33","0","11","0"
"C3842","RALN","ND","CA","0","0","0","0","1","0"
"C3850","RALN","ND","CA","0","0","1","1","0","0"
"C3873","RALN","ND","CA","0","0","0","0","1","0"
"C3952","RALN","ND","CA","0","0","0","0","1","0"
"C3973","RALN","ND","CA","0","0","0","0","1","0"
"C4034","PRBZ","ND","CA","0","0","0","0","1","0"
"C4054","RALN","ND","CA","0","0","2","0","3","0"
"C4071","RALN","ND","CA","0","0","6","0","11","0"
"C4091","RALN","ND","CA","0","0","0","0","1","0"
"C4108","RALN","ND","CA","0","0","0","0","1","0"
"C4112","PRBZ","ND","CA","0","0","0","0","1","0"
"C4124","RALN","ND","CA","0","0","12","0","12","0"
"C4135","RALN","ND","CA","0","0","6","0","0","0"
"C4144","RALN","ND","CA","0","0","0","0","2","0"
"C4167","RALN","ND","CA","0","0","0","0","1","0"
"C4174","RALN","ND","CA","0","0","0","0","7","0"
"C4188","RALN","ND","CA","0","0","2","0","0","0"
"C4194","RALN","ND","CA","0","0","6","0","15","0"
"C4197","RALN","ND","CA","0","0","2","0","7","0"
"C4207","RALN","ND","CA","0","0","0","0","0","1"
"C4212","RALN","ND","CA","0","0","0","1","0","0"
"C4223","RALN","ND","CA","0","0","0","1","0","0"
"C4229","RALN","ND","CA","0","0","3","1","10","2"
"C4233","RALN","ND","CA","0","0","1","0","2","0"
"C4242","RALN","ND","CA","0","0","0","0","1","0"
"C4247","RALN","ND","CA","0","0","5","0","5","0"
"C4251","PRBZ","ND","CA","0","0","14","0","2","0"
"C4257","RALN","ND","CA","0","0","0","0","4","0"
"C4260","RALN","ND","CA","0","0","0","0","4","0"
"C4273","RALN","ND","CA","0","0","0","0","1","0"
"C4276","RALN","ND","CA","0","0","0","0","1","0"
"C4308","RALN","ND","CA","0","0","20","28","0","0"
"C4312","RALN","ND","CA","0","0","0","0","3","0"
"C4339","RALN","ND","CA","0","0","2","0","7","0"
"C4343","RALN","ND","CA","0","0","3","0","3","0"
"C4347","RALN","ND","CA","0","0","3","13","0","0"
"C4361","RALN","ND","CA","0","0","0","0","1","0"
"C4371","RALN","ND","CA","0","0","0","1","0","1"
"C4378","RALN","ND","CA","0","0","0","0","3","0"
"C4421","RALN","ND","CA","0","0","3","0","0","0"
"C8300","RALN","ND","CA","0","0","0","0","1","0"
"C4487","RALN","ND","CA","0","0","0","0","1","0"
"C4527","RALN","ND","CA","0","0","0","0","2","0"
"C4543","RALN","ND","CA","0","0","0","0","7","0"
"C4571","RALN","ND","CA","0","0","0","0","1","0"
"C4601","RALN","ND","CA","0","0","0","0","3","0"
"C4635","RALN","ND","CA","0","0","0","0","1","0"
"C4660","RALN","ND","CA","1","0","0","0","2","0"
"C4778","RALN","ND","CA","0","0","0","0","4","0"
"C4780","RALN","ND","CA","0","0","0","0","3","0"
"C4790","RALN","ND","CA","0","0","0","2","3","1"
"C4803","RALN","ND","CA","0","0","0","0","1","0"
"C4818","RALN","ND","CA","0","0","190","13","4","0"
"C4847","RALN","ND","CA","0","0","0","0","1","0"
"C4862","RALN","ND","CA","0","0","0","0","2","0"
"C4877","RALN","ND","CA","0","0","4","0","4","0"
"C4878","RALN","ND","CA","0","0","0","0","26","1"
"C4881","RALN","ND","CA","0","0","0","0","1","0"
"C4907","PRBZ","ND","CA","0","0","0","0","1","0"
"C4908","PRBZ","ND","CA","0","0","0","0","3","0"
"C4910","RALN","ND","CA","0","0","1","0","0","0"
"C5012","PRBZ","ND","CA","0","0","0","0","1","0"
"C5023","RALN","ND","CA","0","0","0","0","1","1"
"C5032","RALN","ND","CA","0","0","0","0","4","0"
"C5038","RALN","ND","CA","0","0","0","0","1","0"
"C5056","PRBZ","ND","CA","0","0","2","0","1","0"
"C5099","RALN","ND","CA","0","0","2","0","2","0"
"C5127","RALN","ND","CA","0","0","0","5","0","0"
"C5131","RALN","ND","CA","0","0","3","3","0","0"
"C5162","RALN","ND","CA","0","0","0","0","2","0"
"C5165","RALN","ND","CA","0","0","3","0","3","0"
"C5170","RALN","ND","CA","0","0","65","7","29","2"
"C5171","RALN","ND","CA","0","0","0","0","1","0"
"C5179","RALN","ND","CA","0","0","0","0","5","0"
"C5182","RALN","ND","CA","0","0","0","0","1","0"
"C5187","RALN","ND","CA","0","0","0","0","1","0"
"C5222","RALN","ND","CA","0","0","1","0","0","0"
"C5234","RALN","ND","CA","0","0","0","0","10","0"
"C5263","RALN","ND","CA","0","0","1","0","1","0"
"C5337","RALN","ND","CA","0","0","3","1","1","0"
"C5340","RALN","ND","CA","0","0","0","0","11","0"
"C5411","RALN","ND","CA","0","0","3","0","3","0"
"C5457","RALN","ND","CA","0","0","4","0","2","0"
"C5498","RALN","ND","CA","0","0","1","0","0","0"
"C4811","RALN","ND","CA","0","0","0","0","2","0"
"C5540","RALN","ND","CA","0","0","0","0","1","0"
"C5591","RALN","ND","CA","0","0","0","0","1","0"
"C5611","RALN","ND","CA","0","0","0","0","1","0"
"C5617","RALN","ND","CA","0","0","1","0","11","0"
"C5665","RALN","ND","CA","0","0","5","0","0","0"
"C5684","RALN","ND","CA","0","0","2","0","0","0"
"C5702","RALN","ND","CA","0","0","0","0","2","0"
"C5715","RALN","ND","CA","0","0","1","0","10","0"
"C5723","RALN","ND","CA","0","0","1","3","0","0"
"C5732","RALN","ND","CA","0","0","31","1","3","0"
"C5774","PRTN","ND","CA","0","0","0","0","2","0"
"C5794","RALN","ND","CA","0","0","0","0","2","0"
"C5808","RALN","ND","CA","0","0","3","0","3","0"
"C5810","RALN","ND","CA","0","0","0","0","1","0"
"C8286","RALN","ND","CA","0","0","0","0","6","0"
"C5862","RALN","ND","CA","0","0","0","0","0","1"
"C5871","REFR","ND","CA","0","0","2","0","0","0"
"C5873","RALN","ND","CA","0","0","8","2","2","0"
"C5876","RALN","ND","CA","0","0","1","0","6","0"
"C5885","RALN","ND","CA","0","0","0","0","1","0"
"C5897","RALN","ND","CA","0","0","2","0","0","0"
"C5917","RALN","ND","CA","0","0","1","1","10","0"
"C5916","RALN","ND","CA","0","0","0","2","0","0"
"C5925","PRBZ","ND","CA","0","0","0","0","3","0"
"C5950","RALN","ND","CA","0","0","4","0","0","0"
"C6023","RALN","ND","CA","0","0","0","0","2","0"
"C6133","RALN","ND","CA","0","0","2","0","0","0"
"C6201","RALN","ND","CA","0","0","0","0","6","1"
"C6309","PRBZ","ND","CA","0","0","0","0","1","0"
"C6324","RALN","ND","CA","0","0","0","2","2","0"
"C6345","RALN","ND","CA","0","0","2","3","1","0"
"C6361","PRBZ","ND","CA","0","0","1","2","3","0"
"C6405","RALN","ND","CA","0","0","0","1","0","0"
"C6454","RALN","ND","CA","0","0","0","0","1","0"
"C3104","RALN","ND","CA","0","0","0","0","1","0"
"C6483","RALN","ND","CA","0","0","0","0","4","0"
"C6501","PRBZ","ND","CA","0","0","0","0","1","0"
"C6528","PRBZ","ND","CA","0","0","0","0","0","1"
"C6546","RALN","ND","CA","0","0","0","0","3","0"
"C6596","RALN","ND","CA","0","0","0","0","2","0"
"C6613","RALN","ND","CA","0","0","0","0","2","0"
"C6640","RALN","ND","CA","0","0","3","0","0","0"
"C6819","RALN","ND","CA","0","0","0","0","6","0"
"C6821","RALN","ND","CA","0","0","0","0","2","0"
"C6830","RALN","ND","CA","0","0","0","0","1","0"
"C6630","RALN","ND","CA","0","0","26","3","9","1"
"C6671","RALN","ND","CA","0","0","0","0","1","0"
"C6684","RALN","ND","CA","0","0","0","0","0","1"
"C6696","RALN","ND","CA","0","0","0","0","1","0"
"C6698","RALN","ND","CA","0","0","0","0","2","0"
"C2360","RALN","ND","CA","0","0","0","0","1","0"
"C6708","RALN","ND","CA","0","0","1","0","6","1"
"C6712","RALN","ND","CA","0","0","0","0","1","0"
"C6763","RALN","ND","CA","0","0","0","0","1","0"
"C6765","RALN","ND","CA","0","0","0","0","5","0"
"C6680","RALN","ND","CA","0","0","2","0","0","0"
"C6687","RALN","ND","CA","0","0","0","0","2","0"
"C6725","RALN","ND","CA","0","0","2","0","0","0"
"C6752","RALN","ND","CA","0","0","0","0","1","0"
"C6801","RALN","ND","CA","0","0","0","0","6","0"
"C6858","PRBZ","ND","CA","0","0","0","0","1","0"
"C6865","RALN","ND","CA","0","0","0","0","9","0"
"C6876","RALN","ND","CA","0","0","2","0","5","0"
"C6884","RALN","ND","CA","0","0","0","1","0","0"
"C6894","RALN","ND","CA","0","0","1","0","0","0"
"C6902","RALN","ND","CA","0","0","3","0","0","0"
"C6940","RALN","ND","CA","0","0","0","0","1","0"
"C6951","RALN","ND","CA","0","0","0","0","6","0"
"C6966","RALN","ND","CA","0","0","0","2","0","0"
"C6975","RALN","ND","CA","0","0","0","0","1","0"
"C6994","PRBZ","ND","CA","0","0","0","0","1","0"
"C6997","RALN","ND","CA","0","0","0","0","1","0"
"C7025","RALN","ND","CA","0","0","0","0","3","0"
"C7038","RALN","ND","CA","0","0","0","0","1","0"
"C7056","RALN","ND","CA","0","0","0","0","6","0"
"C7092","RALN","ND","CA","0","0","0","0","1","0"
"C7099","PRBZ","ND","CA","0","0","0","0","3","0"
"C7118","RALN","ND","CA","0","0","0","0","2","0"
"C7120","RALN","ND","CA","0","0","5","0","0","0"
"C7130","PRBZ","ND","CA","0","0","0","0","1","0"
"C7152","RALN","ND","CA","0","0","0","0","2","0"
"C7172","RALN","ND","CA","0","0","0","0","1","0"
"C7173","RALN","ND","CA","0","0","0","0","2","0"
"C7191","RALN","ND","CA","0","0","0","0","0","1"
"C7194","RALN","ND","CA","0","0","0","1","0","0"
"C7202","RALN","ND","CA","0","0","4","0","2","0"
"C7156","RALN","ND","CA","0","0","2","0","0","0"
"C7349","RALN","ND","CA","0","0","17","8","5","0"
"C7448","PRBZ","ND","CA","0","0","0","2","0","2"
"C7484","RALN","ND","CA","0","0","2","4","1","1"
"C7516","RALN","ND","CA","0","0","9","0","0","0"
"C7542","RALN","ND","CA","0","0","0","0","2","0"
"C7552","RALN","ND","CA","0","0","0","0","1","0"
"C7554","RALN","ND","CA","0","0","0","2","0","1"
"C7574","RALN","ND","CA","0","0","9","0","13","2"
"C7580","RALN","ND","CA","0","0","0","0","1","0"
"C7608","RALN","ND","CA","0","0","0","0","1","0"
"C7619","RALN","ND","CA","0","0","0","0","1","0"
"C7631","RALN","ND","CA","0","0","8","7","1","0"
"C7641","RALN","ND","CA","0","0","0","0","1","0"
"C7646","REFR","ND","CA","0","0","6","4","1","1"
"C7655","RALN","ND","CA","0","0","0","0","1","0"
"C7677","RALN","ND","CA","0","0","0","0","1","0"
"C7695","REFR","ND","CA","0","0","7","1","6","1"
"C7747","RALN","ND","CA","0","0","0","0","2","0"
"C5212","RALN","ND","CA","0","0","0","0","5","0"
"C7776","RALN","ND","CA","0","0","4","0","0","0"
"C7792","RALN","ND","CA","0","0","0","0","3","0"
"C7839","RALN","ND","CA","0","0","0","1","0","0"
"C7840","RALN","ND","CA","0","0","0","0","1","0"
"C7850","RALN","ND","CA","0","0","0","0","10","0"
"C7853","PRBZ","ND","CA","0","0","0","0","1","0"
"C7881","PRBZ","ND","CA","0","0","0","2","1","0"
"C7892","RALN","ND","CA","0","1","0","1","1","0"
"C7901","PRBZ","ND","CA","0","0","3","0","0","0"
"C7916","RALN","ND","CA","0","0","0","1","2","0"
"C7924","RALN","ND","CA","0","0","0","0","1","0"
"C7973","RALN","ND","CA","0","0","1","0","0","0"
"C7995","RALN","ND","CA","0","0","0","1","1","0"
"C8109","RALN","ND","CA","0","0","3","0","16","0"
"C8055","RALN","ND","CA","0","0","0","0","2","0"
"C5204","RALN","ND","CA","0","0","4","0","9","0"
"C1584","RALN","ND","CA","0","0","0","0","1","0"
"C8130","RALN","ND","CA","0","0","0","0","2","0"
"C8139","PRBZ","ND","CA","0","0","0","0","1","0"
"C8150","RALN","ND","CA","0","0","11","5","6","1"
"C8154","RALN","ND","CA","0","0","18","0","4","0"
"C8172","RALN","ND","CA","0","0","0","0","2","0"
"C8182","RALN","ND","CA","0","0","0","0","1","0"
"C8194","RALN","ND","CA","0","0","0","0","5","0"
"R9192","RALN","ND","CA","0","0","1","0","1","0"
"R9202","RALN","ND","CA","0","0","1","0","25","3"
"R9205","RALN","ND","CA","0","0","1","1","1","0"
"D8344","RALN","ND","CA","0","0","2","0","0","0"
"N8780","PRBZ","ND","CA","0","0","0","0","0","2"
"N8775","PRBZ","ND","CA","0","0","0","5,25","0","0"
"N8779","PRBZ","ND","CA","0","0","4,37","10,43","0,75","0"
"N8776","PRBZ","ND","CA","0","0","1","2","0","0"
"N8778","PRBZ","ND","CA","0","0","0","0","2","0"
"AA10255","RESA","ND","CA","0","0","0","0","1","0"
"ER10538","RESA","ND","CA","1","0","0","0","0","0"
"ER12127","PRBZ","ND","CA","0","0","0","0","1","0"
"AP198","PRBZ","ND","CA","0","0","3","2","0","0"
"P9040","RALN","ND","CA","0","0","2","2","1","0"
"P9038","RALN","ND","CA","0","0","0","0","5","1"
"P9042","RALN","ND","CA","0","0","0","0","2","0"
"P9048","RALN","ND","CA","0","0","0","0","1","0"
"P9066","RALN","ND","CA","0","0","0","0","1","0"
"P9060","RALN","ND","CA","0","0","0","0","3","3"
"P9108","RALN","ND","CA","0","0","0","0","1","0"
"P9068","RALN","ND","CA","0","0","1","0","0","0"
"P9072","RALN","ND","CA","0","0","0","4","0","1"
"P10337","RALN","ND","CA","0","0","0","0","3","1"
"P9092","RALN","ND","CA","0","1","0","0","0","0"
"P9087","RALN","ND","CA","0","0","0","0","11","0"
"P9100","RALN","ND","CA","0","0","0","0","3","1"
"P9101","RALN","ND","CA","0","0","0","0","1","0"
"P9103","RALN","ND","CA","0","0","2","0","0","0"
"P9120","RALN","ND","CA","0","0","0","0","2","0"
"UC11812","RALN","ND","CA","0","0","0","0","1","0"
"IP10963","PRTN","ND","CA","0","0","0","0","0","2"
"IP11004","PRTN","ND","CA","0","0","1","9","0","0"
"IP11015","PRTN","ND","CA","0","0","0","9","0","0"
"IP10259","RALN","ND","CA","0","0","0","5","0","0"
"IP11049","PRTN","ND","CA","0","0","0","1","0","0"
"IP10996","PRTN","ND","CA","0","0","0","1","0","0"
"IP11052","PRTN","ND","CA","0","0","0","2","0","0"
"IP11017","PRTN","ND","CA","0","0","0","2","0","0"
"IP11007","PRTN","ND","CA","0","0","0","3","0","0"
"IP11040","PRTN","ND","CA","0","0","0","4","0","0"
"IP11001","PRTN","ND","CA","0","0","2","3","0","0"
"IP11021","PRTN","ND","CA","0","0","0","1","0","0"
"IP10785","RALN","ND","CA","0","0","1","4","0","1"
"IP10194","RALN","ND","CA","0","0","0","1","0","0"
"IP10523","RALN","ND","CA","0","0","0","5","0","0"
"IP10786","RALN","ND","CA","0","0","0","1","0","0"
"IP10580","RALN","ND","CA","0","0","1","0","0","0"
"IP10222","RALN","ND","CA","0","0","0","3","0","0"
"IP10655","RALN","ND","CA","0","0","0","1","0","0"
"IP10625","RALN","ND","CA","0","0","0","1","0","0"
"IP10920","RALN","ND","CA","0","0","1","1","0","0"
"IP10969","PRTN","ND","CA","0","0","0","5","0","0"
"IP11030","PRTN","ND","CA","0","0","1","1","0","0"
"IP11003","PRTN","ND","CA","0","0","1","23","0","0"
"CM9036","RALN","ND","CA","0","0","1","0","0","0"
"CM9058","RALN","ND","CA","0","0","1","0","0","0"
"CM12343","RALN","ND","CA","0","0","0","0","1","0"
"V9717","RALN","ND","CA","0","0","0","3","0","0"
"RS9211","PRBZ","ND","CA","0","0","0","0","222","0"
"RS9830","PRTN","ND","CA","0","0","11","2","0","0"
"RS9203","RESA","ND","CA","0","0","686","103","669","101"
"RS9204","RESI","ND","CA","0","0","216","161","31","13"
"RS9206","RETN","ND","CA","0","0","2","1","0","0"
"RS9208","REVA","ND","CA","0","0","10","55","0","0"
"CS10072","RALN","ND","CC","0","1","0","0","0","0"
"CS10359","RALN","ND","CC","0","0","0","3","0","0"
"CS10915","RALN","ND","CC","0","0","13","10","0","0"
"CS10307","RALN","ND","CC","0","1","0","0","0","0"
"CS10052","RALN","ND","CC","0","0","0","3","0","4"
"CS10487","RALN","ND","CC","0","0","28","7","0","0"
"CS10373","RALN","ND","CC","0","0","2","2","0","0"
"C207","RALN","ND","CC","0","0","0","0","2","4"
"C210","RALN","ND","CC","0","0","14","7","3","2"
"C211","RALN","ND","CC","0","0","0","0","0","1"
"C213","RALN","ND","CC","0","0","6","1","7","2"
"C222","RALN","ND","CC","0","0","4","2","0","0"
"C223","RALN","ND","CC","0","0","3","0","1","1"
"C224","RALN","ND","CC","0","0","9","5","16","7"
"C226","RALN","ND","CC","0","0","50","3","56","5"
"C232","RALN","ND","CC","0","0","2","0","0","0"
"C235","RALN","ND","CC","0","0","2","2","0","1"
"C236","RALN","ND","CC","0","0","1","0","0","0"
"C237","RALN","ND","CC","0","0","0","0","1","0"
"C242","RALN","ND","CC","0","0","12","2","0","0"
"C246","RALN","ND","CC","0","0","17","4","6","4"
"C250","RALN","ND","CC","0","0","4","1","5","1"
"C253","RALN","ND","CC","0","0","4","4","4","4"
"C257","RALN","ND","CC","0","0","47","7","0","7"
"C258","RALN","ND","CC","0","0","0","0","1","0"
"C261","RALN","ND","CC","0","0","0","0","0","2"
"C269","RALN","ND","CC","0","0","0","0","5","0"
"C272","RALN","ND","CC","0","0","0","4","0","0"
"C275","RALN","ND","CC","0","0","10","3","0","2"
"C278","RALN","ND","CC","0","0","4","4","0","0"
"C282","RALN","ND","CC","0","0","1","0","0","0"
"C294","RALN","ND","CC","0","0","4","1","0","0"
"C299","PRTN","ND","CC","0","0","3","1","0","0"
"C305","RALN","ND","CC","0","0","6","6","7","8"
"C306","RALN","ND","CC","0","0","5","10","14","10"
"C307","RALN","ND","CC","0","0","15","4","0","0"
