ANNO,CODI_CONTRATTO,CODI_MACROCATEGORIA,CODI_FONDO,DESC_FONDO,CODI_NATURA,DESC_NATURA,CODI_TIPO_VOCE_SPESA,TIPO_VOCE_SPESA
2015,ENAC,ND,14,Risorse sviluppo personale e produttività,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ENAC,NF,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ENAC,NF,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,ENAC,NF,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,ENAC,NF,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ENAC,R1,27,Risorse politiche di sviluppo professionisti I qualifica,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,ENAC,R1,27,Risorse politiche di sviluppo professionisti I qualifica,9,Risorse variabili,F,FINANZIA
2015,ENAC,R1,27,Risorse politiche di sviluppo professionisti I qualifica,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ENAC,R1,27,Risorse politiche di sviluppo professionisti I qualifica,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ENAC,R2,35,Risorse politiche di sviluppo professionisti II qualifica,9,Risorse variabili,F,FINANZIA
2015,ENAC,R2,35,Risorse politiche di sviluppo professionisti II qualifica,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,ENAC,R2,35,Risorse politiche di sviluppo professionisti II qualifica,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ENAC,R2,35,Risorse politiche di sviluppo professionisti II qualifica,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,EPNE,ES,10,Fondo trattamenti accessori personale ad esaurimento,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,EPNE,ES,10,Fondo trattamenti accessori personale ad esaurimento,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,EPNE,ES,10,Fondo trattamenti accessori personale ad esaurimento,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,EPNE,ES,10,Fondo trattamenti accessori personale ad esaurimento,9,Risorse variabili,F,FINANZIA
2015,EPNE,ME,45,Fondo Area Medica,9,Risorse variabili,F,FINANZIA
2015,EPNE,ME,45,Fondo Area Medica,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,EPNE,ME,45,Fondo Area Medica,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,EPNE,ME,45,Fondo Area Medica,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,EPNE,ND,16,Fondo trattamenti accessori per il personale delle aree,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,EPNE,ND,16,Fondo trattamenti accessori per il personale delle aree,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,EPNE,ND,16,Fondo trattamenti accessori per il personale delle aree,9,Risorse variabili,F,FINANZIA
2015,EPNE,ND,16,Fondo trattamenti accessori per il personale delle aree,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,EPNE,ND,30,Poste temporaneamente allocate all'esterno del Fondo,16,Destinazioni temporaneamente allocate all'esterno del Fondo,U,UTILIZZO
2015,EPNE,ND,30,Poste temporaneamente allocate all'esterno del Fondo,10,Risorse temporaneamente allocate all'esterno del Fondo,F,FINANZIA
2015,EPNE,PR,28,Fondo Area dei Professionisti,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,EPNE,PR,28,Fondo Area dei Professionisti,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,EPNE,PR,28,Fondo Area dei Professionisti,9,Risorse variabili,F,FINANZIA
2015,EPNE,PR,28,Fondo Area dei Professionisti,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,EPNE,1F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,EPNE,1F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,EPNE,1F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,EPNE,1F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,EPNE,2F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,EPNE,2F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,EPNE,2F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,EPNE,2F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ERIC,ND,23,Risorse attività prestazioni committenti esterni,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ERIC,ND,23,Risorse attività prestazioni committenti esterni,9,Risorse variabili,F,FINANZIA
2015,ERIC,ND,26,Risorse per il trattamento accessorio,9,Risorse variabili,F,FINANZIA
2015,ERIC,ND,26,Risorse per il trattamento accessorio,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,ERIC,ND,26,Risorse per il trattamento accessorio,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ERIC,ND,26,Risorse per il trattamento accessorio,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ERIC,ND,30,Poste temporaneamente allocate all'esterno del Fondo,10,Risorse temporaneamente allocate all'esterno del Fondo,F,FINANZIA
2015,ERIC,ND,30,Poste temporaneamente allocate all'esterno del Fondo,16,Destinazioni temporaneamente allocate all'esterno del Fondo,U,UTILIZZO
2015,ERIC,RT,23,Risorse attività prestazioni committenti esterni,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ERIC,RT,23,Risorse attività prestazioni committenti esterni,9,Risorse variabili,F,FINANZIA
2015,ERIC,RT,7,Risorse trattamento accessorio e valorizzazione profess.le,9,Risorse variabili,F,FINANZIA
2015,ERIC,RT,7,Risorse trattamento accessorio e valorizzazione profess.le,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,ERIC,RT,7,Risorse trattamento accessorio e valorizzazione profess.le,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ERIC,RT,7,Risorse trattamento accessorio e valorizzazione profess.le,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ERIC,1F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,ERIC,1F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ERIC,1F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,ERIC,1F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ERIC,2F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,ERIC,2F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,ERIC,2F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,ERIC,2F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,MNST,ND,15,Fondo Unico di Amministrazione,9,Risorse variabili,F,FINANZIA
2015,MNST,ND,15,Fondo Unico di Amministrazione,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,MNST,ND,15,Fondo Unico di Amministrazione,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,MNST,ND,15,Fondo Unico di Amministrazione,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,MNST,ND,30,Poste temporaneamente allocate all'esterno del Fondo,16,Destinazioni temporaneamente allocate all'esterno del Fondo,U,UTILIZZO
2015,MNST,ND,30,Poste temporaneamente allocate all'esterno del Fondo,10,Risorse temporaneamente allocate all'esterno del Fondo,F,FINANZIA
2015,MNST,1F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,MNST,1F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,MNST,1F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,MNST,1F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,MNST,2F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,MNST,2F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,MNST,2F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,MNST,2F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,PCMD,ND,19,Fondo Unico della Presidenza,9,Risorse variabili,F,FINANZIA
2015,PCMD,ND,19,Fondo Unico della Presidenza,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,PCMD,ND,19,Fondo Unico della Presidenza,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,PCMD,ND,19,Fondo Unico della Presidenza,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,PCMD,ND,30,Poste temporaneamente allocate all'esterno del Fondo,16,Destinazioni temporaneamente allocate all'esterno del Fondo,U,UTILIZZO
2015,PCMD,ND,30,Poste temporaneamente allocate all'esterno del Fondo,10,Risorse temporaneamente allocate all'esterno del Fondo,F,FINANZIA
2015,PCMD,1F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,PCMD,1F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,PCMD,1F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,PCMD,1F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,PCMD,2F,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,PCMD,2F,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,PCMD,2F,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,PCMD,2F,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RALN,ND,25,Fondo unico per le risorse decentrate,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RALN,ND,25,Fondo unico per le risorse decentrate,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RALN,ND,25,Fondo unico per le risorse decentrate,9,Risorse variabili,F,FINANZIA
2015,RALN,ND,25,Fondo unico per le risorse decentrate,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RALN,NF,8,Risorse per la retribuzione di posizione e di risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RALN,NF,8,Risorse per la retribuzione di posizione e di risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RALN,NF,8,Risorse per la retribuzione di posizione e di risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RALN,NF,8,Risorse per la retribuzione di posizione e di risultato,9,Risorse variabili,F,FINANZIA
2015,REFR,ND,1,Fondo contratt. integrativa forme ass.ve e serv. sociali,9,Risorse variabili,F,FINANZIA
2015,REFR,ND,1,Fondo contratt. integrativa forme ass.ve e serv. sociali,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REFR,ND,1,Fondo contratt. integrativa forme ass.ve e serv. sociali,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,REFR,ND,1,Fondo contratt. integrativa forme ass.ve e serv. sociali,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REFR,ND,21,Fondo contrattazione integrativa personale Enti locali,9,Risorse variabili,F,FINANZIA
2015,REFR,ND,21,Fondo contrattazione integrativa personale Enti locali,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REFR,ND,21,Fondo contrattazione integrativa personale Enti locali,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,REFR,ND,21,Fondo contrattazione integrativa personale Enti locali,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REFR,ND,6,Fondo contrattazione integrativa personale regionale,9,Risorse variabili,F,FINANZIA
2015,REFR,ND,6,Fondo contrattazione integrativa personale regionale,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REFR,ND,6,Fondo contrattazione integrativa personale regionale,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,REFR,ND,6,Fondo contrattazione integrativa personale regionale,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REFR,NF,40,Fondo contrattazione integrativa dirigenti della Regione,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,REFR,NF,40,Fondo contrattazione integrativa dirigenti della Regione,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REFR,NF,40,Fondo contrattazione integrativa dirigenti della Regione,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REFR,NF,40,Fondo contrattazione integrativa dirigenti della Regione,9,Risorse variabili,F,FINANZIA
2015,REFR,NF,41,Fondo contrattazione integrativa dirigenti Enti Locali,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,REFR,NF,41,Fondo contrattazione integrativa dirigenti Enti Locali,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REFR,NF,41,Fondo contrattazione integrativa dirigenti Enti Locali,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REFR,NF,41,Fondo contrattazione integrativa dirigenti Enti Locali,9,Risorse variabili,F,FINANZIA
2015,RESA,ND,22,Fondo per la retribuzione di posizione,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RESA,ND,22,Fondo per la retribuzione di posizione,9,Risorse variabili,F,FINANZIA
2015,RESA,ND,22,Fondo per la retribuzione di posizione,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RESA,ND,22,Fondo per la retribuzione di posizione,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RESA,ND,37,Fondo per la retribuzione di rendimento,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RESA,ND,37,Fondo per la retribuzione di rendimento,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RESA,ND,37,Fondo per la retribuzione di rendimento,9,Risorse variabili,F,FINANZIA
2015,RESA,ND,37,Fondo per la retribuzione di rendimento,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RESA,ND,5,Fondo per le progressioni professionali,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RESA,ND,5,Fondo per le progressioni professionali,9,Risorse variabili,F,FINANZIA
2015,RESA,ND,5,Fondo per le progressioni professionali,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RESA,ND,5,Fondo per le progressioni professionali,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RESI,ND,30,Poste temporaneamente allocate all'esterno del Fondo,10,Risorse temporaneamente allocate all'esterno del Fondo,F,FINANZIA
2015,RESI,ND,30,Poste temporaneamente allocate all'esterno del Fondo,16,Destinazioni temporaneamente allocate all'esterno del Fondo,U,UTILIZZO
2015,RESI,ND,43,Fondo di Amm.ne per il Miglioramento delle Prestazioni,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RESI,ND,43,Fondo di Amm.ne per il Miglioramento delle Prestazioni,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RESI,ND,43,Fondo di Amm.ne per il Miglioramento delle Prestazioni,9,Risorse variabili,F,FINANZIA
2015,RESI,ND,43,Fondo di Amm.ne per il Miglioramento delle Prestazioni,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RESI,ND,48,FAMP personale tempo determinato,9,Risorse variabili,F,FINANZIA
2015,RESI,ND,48,FAMP personale tempo determinato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,RESI,ND,48,FAMP personale tempo determinato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RESI,ND,48,FAMP personale tempo determinato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RESI,NF,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,RESI,NF,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,RESI,NF,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,RESI,NF,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REVA,ND,42,Fondo per la progressione orizzontale nella quarta posizione,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,REVA,ND,42,Fondo per la progressione orizzontale nella quarta posizione,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REVA,ND,46,Fondo Unico Aziendale (FUA),7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,REVA,ND,46,Fondo Unico Aziendale (FUA),9,Risorse variabili,F,FINANZIA
2015,REVA,ND,46,Fondo Unico Aziendale (FUA),42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,REVA,ND,46,Fondo Unico Aziendale (FUA),41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SCLA,CO,3,Fondo dell'istituzione scolastica,9,Risorse variabili,F,FINANZIA
2015,SCLA,CO,3,Fondo dell'istituzione scolastica,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SCLA,CO,3,Fondo dell'istituzione scolastica,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,SCLA,CO,3,Fondo dell'istituzione scolastica,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SCLA,NF,44,Fondo retribuzione di posizione e risultato,41,Destinazioni erogate a valere su risorse fisse,U,UTILIZZO
2015,SCLA,NF,44,Fondo retribuzione di posizione e risultato,9,Risorse variabili,F,FINANZIA
2015,SCLA,NF,44,Fondo retribuzione di posizione e risultato,7,Risorse fisse aventi carattere di certezza e stabilità,F,FINANZIA
2015,SCLA,NF,44,Fondo retribuzione di posizione e risultato,42,Destinazioni erogate a valere su risorse variabili,U,UTILIZZO
2015,SSNA,ME,2,Fondo retrib. risultato e qualità prestazione individuale,9,Risorse variabili,F,FINANZIA
