ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_ASSUNZIONE;UOMINI;DONNE
C4051;RALN;CD;057000;A31;1;0
C4932;RALN;CD;057000;A30;0;1
C3766;RALN;CD;057000;A23;0;1
C6336;RALN;CD;057000;A23;1;1
C4187;RALN;CD;057000;A23;0;1
C7316;RALN;CD;057000;A35;0;1
C2684;RALN;CD;057000;A23;0;1
C4836;RALN;CD;057000;A23;0;1
C5245;RALN;CD;057000;A30;0;1
D8325;RALN;CD;057000;A23;0;1
C8127;RALN;CD;057000;A30;1;0
UC12542;RALN;CD;057000;A24;0;1
C8286;RALN;CD;057000;A30;1;0
C6395;RALN;CD;057000;A30;0;1
C1889;RALN;CD;057000;A31;1;0
C2615;RALN;CD;057000;A23;0;1
C6365;RALN;CD;057000;A30;0;1
C6671;RALN;CD;057000;A30;1;1
C4343;RALN;CD;057000;A23;1;0
R9199;RALN;CD;057000;A23;1;1
C4035;RALN;CD;057000;A23;2;0
C1568;RALN;CD;057000;A23;1;0
C3235;RALN;CD;057000;A24;1;2
C6792;RALN;CD;057000;A23;0;1
UC12393;RALN;CD;057000;A23;0;1
C591;RALN;CD;057000;A30;0;1
C6020;RALN;CD;057000;A31;0;1
C7696;RALN;CD;057000;A23;1;0
UC12749;RALN;CD;057000;A23;1;0
C6436;RALN;CD;057000;A30;0;1
C8092;RALN;CD;057000;A24;1;0
C754;RALN;CD;057000;A30;2;3
UC12749;RALN;CD;057000;A30;1;0
C6020;RALN;CD;057000;A30;1;0
R9197;RALN;CD;057000;A30;1;1
D8341;RALN;CD;057000;A23;3;3
C1117;RALN;CD;057000;A30;0;1
C6478;RALN;CD;057000;A30;0;2
C5513;RALN;CD;057000;A23;2;0
IP10120;RALN;CD;057000;A31;0;1
C5885;RALN;CD;057000;A23;0;2
C7033;RALN;CD;057000;A23;0;2
C307;RALN;CD;057000;A23;0;2
C1106;RALN;CD;057000;A24;0;1
C3578;RALN;CD;057000;A30;1;0
C2841;RALN;CD;057000;A24;1;0
C310;RALN;CD;057000;A30;1;0
C430;RALN;CD;057000;A31;1;0
UC12471;RALN;CD;057000;A28;0;1
C6074;RALN;CD;057000;A23;0;1
C5439;RALN;CD;057000;A23;0;1
C4531;RALN;CD;057000;A30;0;1
C7711;RALN;CD;057000;A30;0;1
C1047;RALN;CD;057000;A30;1;0
C7249;RALN;CD;057000;A23;0;1
C931;RALN;CD;057000;A24;1;0
C531;RALN;CD;057000;A23;1;1
IP10580;RALN;CD;057000;A23;1;1
C3977;RALN;CD;057000;A23;1;0
C430;RALN;CD;057000;A23;2;0
C1307;RALN;CD;057000;A30;0;1
C2598;RALN;CD;057000;A31;0;1
IP10709;RALN;CD;057000;A23;1;5
IP10600;RALN;CD;057000;A23;0;1
C7286;RALN;CD;057000;A23;1;0
C1128;RALN;CD;057000;A23;0;4
C3431;RALN;CD;057000;A23;0;1
C6575;RALN;CD;057000;A23;0;1
CS12849;RALN;CD;057000;A24;0;1
UC10607;RALN;CD;057000;A24;0;1
C5215;RALN;CD;057000;A23;1;0
C6317;RALN;CD;057000;A23;1;0
C4941;RALN;CD;057000;A23;0;1
C5915;RALN;CD;057000;A23;1;0
C430;RALN;CD;057000;A30;0;2
C3436;RALN;CD;057000;A30;0;1
UC12423;RALN;CD;057000;A30;0;1
C7450;RALN;CD;057000;A23;0;1
C6199;RALN;CD;057000;A23;1;0
C766;RALN;CD;057000;A24;0;1
C1128;RALN;CD;057000;A30;3;2
UC9893;RALN;CD;057000;A23;1;0
UC10840;RALN;CD;057000;A31;1;0
C4629;RALN;CD;057000;A23;0;1
C3390;RALN;CD;057000;A23;0;3
C4629;RALN;CD;057000;A30;1;0
C6369;RALN;CD;057000;A40;0;1
C3605;RALN;CD;057000;A30;1;0
ER9953;RALN;CD;057000;A23;2;0
C2665;RALN;CD;057000;A23;1;0
P9082;RALN;CD;057000;A30;12;3
C2049;RALN;CD;057000;A30;1;0
CS10052;RALN;CD;057000;A23;0;1
C6399;RALN;CD;057000;A30;0;1
C2783;RALN;CD;057000;A23;0;1
C6408;RALN;CD;057000;A23;0;1
C5741;RALN;CD;057000;A23;3;1
C4795;RALN;CD;057000;A23;0;1
C3697;RALN;CD;057000;A23;0;1
C7015;RALN;CD;057000;A23;0;2
C4473;RALN;CD;057000;A31;0;1
C6699;RALN;CD;057000;A23;1;0
C2670;RALN;CD;057000;A23;1;3
C2404;RALN;CD;057000;A23;0;1
C3314;RALN;CD;057000;A30;0;1
C1543;RALN;CD;057000;A23;0;1
C6368;RALN;CD;057000;A23;0;1
C4473;RALN;CD;057000;A23;0;1
C2567;RALN;CD;057000;A30;0;1
IP10522;RALN;CD;057000;A23;2;6
C6963;RALN;CD;057000;A30;0;1
C6851;RALN;CD;057000;A23;1;0
C786;RALN;CD;057000;A30;0;1
C2045;RALN;CD;057000;A30;1;0
C7507;RALN;CD;057000;A30;1;0
C6178;RALN;CD;057000;A24;0;1
C5136;RALN;CD;057000;A30;2;1
C7397;RALN;CD;057000;A23;0;1
C1173;RALN;CD;057000;A23;0;1
C7327;RALN;CD;057000;A23;0;1
C1595;RALN;CD;057000;A30;0;1
C1041;RALN;CD;057000;A23;1;0
C3535;RALN;CD;057000;A23;1;2
C204;RALN;CD;057000;A23;0;2
C1041;RALN;CD;057000;A30;0;1
C593;RALN;CD;057000;A23;0;1
C204;RALN;CD;057000;A30;1;0
C2597;RALN;CD;057000;A30;0;1
C4619;RALN;CD;057000;A23;0;1
C4347;RALN;CD;057000;A23;3;5
C5955;RALN;CD;057000;A23;0;2
C6752;RALN;CD;057000;A30;1;0
UC10890;RALN;CD;057000;A30;0;1
C1038;RALN;CD;057000;A30;1;0
C2204;RALN;CD;057000;A23;1;1
C4347;RALN;CD;057000;A30;0;1
C2601;RALN;CD;057000;A23;0;2
C6638;RALN;CD;057000;A23;1;0
C5955;RALN;CD;057000;A30;0;2
C3557;RALN;CD;057000;A24;0;1
UC10795;RALN;CD;057000;A23;1;0
C1880;RALN;CD;057000;A30;1;0
C5593;RALN;CD;057000;A24;1;0
C6188;RALN;CD;057000;A23;1;0
C754;RALN;CD;057000;A31;1;0
C2895;RALN;CD;057000;A23;0;1
C8011;RALN;CD;057000;A30;0;1
C3146;RALN;CD;057000;A23;1;0
C6704;RALN;CD;057000;A23;2;0
C850;RALN;CD;057000;A23;1;0
C1574;RALN;CD;057000;A30;0;1
C737;RALN;CD;057000;A30;1;0
C3665;RALN;CD;057000;A23;0;1
C913;RALN;CD;057000;A30;0;1
UC8803;RALN;CD;057000;A23;0;1
C3665;RALN;CD;057000;A30;0;1
C924;RALN;CD;057000;A23;2;1
UC12798;RALN;CD;057000;A30;2;0
C5598;RALN;CD;057000;A23;1;0
C6725;RALN;CD;057000;A24;2;1
UC10310;RALN;CD;057000;A30;1;0
C1234;RALN;CD;057000;A23;0;1
C2540;RALN;CD;057000;A24;0;1
UC8856;RALN;CD;057000;A23;0;1
C5269;RALN;CD;057000;A30;0;1
C8150;RALN;CD;057000;A23;0;2
C6780;RALN;CD;057000;A30;1;0
C355;RALN;CD;057000;A23;1;0
C2481;RALN;CD;057000;A30;2;0
C2440;RALN;CD;057000;A30;2;0
C7425;RALN;CD;057000;A23;0;1
C1387;RALN;CD;057000;A23;0;1
C8271;RALN;CD;057000;A23;0;1
C1234;RALN;CD;057000;A31;0;1
C12296;RALN;CD;057000;A23;3;1
C1711;RALN;CD;057000;A30;1;0
N8740;RALN;CD;057000;A30;0;1
UC12752;RALN;CD;057000;A30;1;0
C6223;RALN;CD;057000;A30;0;1
C1235;RALN;CD;057000;A30;1;0
C1645;RALN;CD;057000;A30;1;0
P9083;RALN;CD;057000;A30;0;1
R9202;RALN;CD;057000;A23;37;55
C1759;RALN;CD;057000;A30;1;1
C5379;RALN;CD;057000;A23;0;1
R9202;RALN;CD;057000;A30;2;0
C4207;RALN;CD;057000;A23;1;0
C1595;RALN;CD;057000;A29;1;0
C1028;RALN;CD;057000;A23;0;1
C7080;RALN;CD;057000;A24;1;0
ER12309;RALN;CD;057000;A30;1;0
C3972;RALN;CD;057000;A23;0;1
C2360;RALN;CD;057000;A30;1;0
C1102;RALN;CD;057000;A23;0;1
C3972;RALN;CD;057000;A30;0;1
C2525;RALN;CD;057000;A23;1;1
C2360;RALN;CD;057000;A23;1;2
C6356;RALN;CD;057000;A30;0;1
C6755;RALN;CD;057000;A23;0;1
UC9862;RALN;CD;057000;A23;0;1
C5438;RALN;CD;057000;A23;1;0
C1826;RALN;CD;057000;A30;1;0
C1298;RALN;CD;057000;A23;0;1
C6966;RALN;CD;057000;A31;1;0
C7154;RALN;CD;057000;A23;0;2
C4910;RALN;CD;057000;A30;0;1
C7551;RALN;CD;057000;A23;0;4
C6277;RALN;CD;057000;A30;1;0
C5018;RALN;CD;057000;A23;1;0
C1510;RALN;CD;057000;A23;3;0
C3439;RALN;CD;057000;A23;0;1
C2249;RALN;CD;057000;A23;1;0
UC10484;RALN;CD;057000;A23;0;3
C4910;RALN;CD;057000;A23;0;3
UC10484;RALN;CD;057000;A30;0;1
C6966;RALN;CD;057000;A23;0;1
C6152;RALN;CD;057000;A23;1;0
C1075;RALN;CD;057000;A23;0;1
C4409;RALN;CD;057000;A31;0;1
C2648;RALN;CD;057000;A23;1;0
C2648;RALN;CD;057000;A30;1;0
C1352;RALN;CD;057000;A30;0;1
C5669;RALN;CD;057000;A30;0;1
C359;RALN;CD;057000;A23;1;2
C359;RALN;CD;057000;A30;0;1
C1510;RALN;CD;057000;A30;0;1
C5210;RALN;CD;057000;A30;0;1
C5210;RALN;CD;057000;A24;2;0
C1158;RALN;CD;057000;A23;0;1
C7453;RALN;CD;057000;A23;0;1
CS9913;RALN;CD;057000;A23;0;1
C3975;RALN;CD;057000;A23;0;1
C7708;RALN;CD;057000;A23;1;0
C1892;RALN;CD;057000;A23;0;2
C4409;RALN;CD;057000;A23;2;1
C6483;RALN;CD;057000;A24;1;0
C526;RALN;CD;057000;A30;0;1
C358;RALN;CD;057000;A30;0;1
CS10800;RALN;CD;057000;A23;0;1
C5716;RALN;CD;057000;A23;1;0
UC11811;RALN;CD;057000;A23;0;2
UC9696;RALN;CD;057000;A24;1;0
V9753;RALN;CD;057000;A30;1;0
UC11811;RALN;CD;057000;A40;0;1
C319;RALN;CD;057000;A23;0;1
C7063;RALN;CD;057000;A30;1;0
C5861;RALN;CD;057000;A24;0;1
C4643;RALN;CD;057000;A23;0;1
C6222;RALN;CD;057000;A23;1;0
C6999;RALN;CD;057000;A24;1;1
C7063;RALN;CD;057000;A23;0;1
C6662;RALN;CD;057000;A24;0;1
P12464;RALN;CD;057000;A30;16;18
C3069;RALN;CD;057000;A23;0;1
C7731;RALN;CD;057000;A30;0;1
C4583;RALN;CD;057000;A30;0;1
C518;RALN;CD;057000;A23;0;1
C6726;RALN;CD;057000;A23;0;1
C3627;RALN;CD;057000;A30;1;0
C4442;RALN;CD;057000;A30;1;2
C908;RALN;CD;057000;A30;0;1
C7973;RALN;CD;057000;A23;0;2
C5021;RALN;CD;057000;A23;1;0
C6756;RALN;CD;057000;A35;1;0
CS9926;RALN;CD;057000;A23;0;1
C1612;RALN;CD;057000;A23;0;1
R9196;RALN;CD;057000;A23;0;2
UC8794;RALN;CD;057000;A23;1;0
C7995;RALN;CD;057000;A29;0;2
C868;RALN;CD;057000;A23;0;1
P9105;RALN;CD;057000;A24;0;1
ES155;RALN;CD;057000;A23;0;1
C4213;RALN;CD;057000;A23;1;0
C12757;RALN;CD;057000;A30;1;0
C4868;RALN;CD;057000;A35;1;0
C7026;RALN;CD;057000;A23;0;1
C3563;RALN;CD;057000;A29;0;1
C1110;RALN;CD;057000;A30;1;0
C2101;RALN;CD;057000;A24;1;0
C452;RALN;CD;057000;A23;1;0
C8264;RALN;CD;057000;A30;0;1
V12813;RALN;CD;057000;A30;0;5
C2101;RALN;CD;057000;A30;0;1
C752;RALN;CD;057000;A23;1;2
C6282;RALN;CD;057000;A24;1;0
C6482;RALN;CD;057000;A30;1;1
C7504;RALN;CD;057000;A31;0;1
C5069;RALN;CD;057000;A23;1;0
C6549;RALN;CD;057000;A23;0;1
C3463;RALN;CD;057000;A30;0;1
C4855;RALN;CD;057000;A30;1;0
C2815;RALN;CD;057000;A23;1;0
C7686;RALN;CD;057000;A23;0;1
C6333;RALN;CD;057000;A23;0;1
C6627;RALN;CD;057000;A30;0;1
ER11898;RALN;CD;057000;A23;0;2
C7651;RALN;CD;057000;A23;0;1
UC11816;RALN;CD;057000;A23;1;1
C2460;RALN;CD;057000;A23;0;1
UC9862;RALN;CD;057000;A30;1;0
C12746;RALN;CD;057000;A30;0;3
C792;RALN;CD;057000;A24;0;1
C2525;RALN;CD;057000;A30;0;2
IP10259;RALN;CD;057000;A23;0;1
C210;RALN;CD;057000;A23;1;1
C2794;RALN;CD;057000;A23;1;6
ER12802;RALN;CD;057000;A30;3;6
C3251;RALN;CD;057000;A30;1;0
C7222;RALN;CD;057000;A30;0;1
C7049;RALN;CD;057000;A23;0;1
C4533;RALN;CD;057000;A30;1;0
C3095;RALN;CD;057000;A30;1;0
C3913;RALN;CD;057000;A23;0;1
C750;RALN;CD;057000;A23;0;1
C501;RALN;CD;057000;A23;0;1
C5893;RALN;CD;057000;A24;0;1
C5954;RALN;CD;057000;A23;1;0
C2511;RALN;CD;057000;A30;0;1
C4655;RALN;CD;057000;A30;0;1
C7647;RALN;CD;057000;A31;0;1
C5329;RALN;CD;057000;A30;0;1
C2511;RALN;CD;057000;A23;0;1
C4018;RALN;CD;057000;A23;1;0
C2690;RALN;CD;057000;A23;0;3
C2690;RALN;CD;057000;A29;0;2
C4943;RALN;CD;057000;A23;0;1
C3728;RALN;CD;057000;A23;2;1
C5773;RALN;CD;057000;A23;0;1
C12510;RALN;CD;057000;A30;0;1
C3043;RALN;CD;057000;A23;2;0
C4712;RALN;CD;057000;A23;2;3
C3076;RALN;CD;057000;A23;0;1
C3288;RALN;CD;057000;A23;1;0
C2941;RALN;CD;057000;A23;0;3
CS10915;RALN;CD;057000;A23;1;0
C8214;RALN;CD;057000;A24;0;1
C4523;RALN;CD;057000;A23;1;0
CS9918;RALN;CD;057000;A23;0;1
C5674;RALN;CD;057000;A23;0;1
C5529;RALN;CD;057000;A23;0;1
C5674;RALN;CD;057000;A30;1;0
CS9938;RALN;CD;057000;A23;0;1
R9191;RALN;CD;057000;A23;5;2
C595;RALN;CD;057000;A30;0;1
C7687;RALN;CD;057000;A23;1;1
C5923;RALN;CD;057000;A23;0;1
C4371;RALN;CD;057000;A40;0;2
C1310;RALN;CD;057000;A30;0;1
C4564;RALN;CD;057000;A23;0;1
C1199;RALN;CD;057000;A23;0;1
C3528;RALN;CD;057000;A23;1;0
UC10893;RALN;CD;057000;A27;0;3
C6973;RALN;CD;057000;A30;0;1
C3406;RALN;CD;057000;A30;0;1
C7149;RALN;CD;057000;A23;0;1
C5461;RALN;CD;057000;A30;0;1
C739;RALN;CD;057000;A23;2;0
C3647;RALN;CD;057000;A30;0;1
C2072;RALN;CD;057000;A27;1;4
UC10797;RALN;CD;057000;A23;3;0
C5939;RALN;CD;057000;A23;2;0
CS10308;RALN;CD;057000;A23;0;2
C5625;RALN;CD;057000;A30;1;0
IP10936;RALN;CD;057000;A23;4;16
C1938;RALN;CD;057000;A23;0;1
CS11807;RALN;CD;057000;A23;1;0
UC12248;RALN;CD;057000;A24;1;0
C6647;RALN;CD;057000;A30;1;0
C5532;RALN;CD;057000;A23;3;3
C3278;RALN;CD;057000;A30;0;1
C6597;RALN;CD;057000;A23;1;0
C5916;RALN;CD;057000;A23;3;7
C6618;RALN;CD;057000;A30;0;1
C5916;RALN;CD;057000;A30;1;2
C8155;RALN;CD;057000;A23;0;2
C4560;RALN;CD;057000;A23;0;1
C626;RALN;CD;057000;A23;0;1
C6004;RALN;CD;057000;A23;0;2
C2604;RALN;CD;057000;A23;0;1
C3522;RALN;CD;057000;A23;1;0
C6479;RALN;CD;057000;A30;1;0
C2539;RALN;CD;057000;A30;0;1
C7174;RALN;CD;057000;A23;1;0
C5022;RALN;CD;057000;A23;1;0
C365;RALN;CD;057000;A24;1;0
C7330;RALN;CD;057000;A23;0;1
C5512;RALN;CD;057000;A23;0;2
C4449;RALN;CD;057000;A23;0;1
C5698;RALN;CD;057000;A30;0;1
C5033;RALN;CD;057000;A30;1;0
C3610;RALN;CD;057000;A23;0;1
R9209;RALN;CD;057000;A30;1;1
C3545;RALN;CD;057000;A30;2;0
C5226;RALN;CD;057000;A23;1;1
R9209;RALN;CD;057000;A27;0;1
C5627;RALN;CD;057000;A23;0;1
C5263;RALN;CD;057000;A30;1;1
