ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;TRATTAMENTO_INIZIALE_UOMINI;FASCIA1_UOMINI;FASCIA2_UOMINI;FASCIA3_UOMINI;FASCIA4_UOMINI;FASCIA5_UOMINI;FASCIA6_UOMINI;TRATTAMENTO_INIZIALE_DONNE;FASCIA1_DONNE;FASCIA2_DONNE;FASCIA3_DONNE;FASCIA4_DONNE;FASCIA5_DONNE;FASCIA6_DONNE
K8647;SSNA;LT;T00062;3;3;0;0;0;0;0;14;1;0;0;0;1;0
K8647;SSNA;LA;A18029;0;0;0;1;0;0;1;0;1;0;0;0;2;0
K8647;SSNA;LA;A14005;2;0;0;0;2;2;0;15;0;1;3;3;11;0
K8647;SSNA;LT;T14E59;0;0;2;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T00062;0;0;0;0;0;0;3;0;0;0;0;0;0;11
U10524;SSNA;LT;T16024;0;0;0;4;0;4;0;6;1;0;35;18;1;72
U10524;SSNA;ST;S16021;8;10;6;33;9;1;0;15;8;10;22;14;2;0
U10524;SSNA;LA;A14005;20;26;16;30;2;7;0;29;39;18;51;5;13;0
U10524;SSNA;LT;T14007;4;9;0;8;0;0;0;3;0;0;4;0;0;0
U10524;SSNA;LT;T14063;1;0;0;1;0;0;0;1;0;0;0;0;0;0
U10524;SSNA;LT;T11008;89;6;0;2;14;27;0;213;0;0;0;7;20;0
U10524;SSNA;SV;S16022;0;3;3;27;12;1;0;0;0;1;3;1;0;0
U10524;SSNA;ST;S18920;0;0;1;6;0;0;0;0;0;0;1;0;0;0
U10524;SSNA;SI;S14E52;1;13;1;0;0;0;0;3;27;3;0;0;0;0
U10524;SSNA;SI;S13052;0;0;0;0;1;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T12057;32;6;2;5;10;21;0;12;0;2;5;1;4;0
U10524;SSNA;SF;S18922;0;2;0;0;0;0;0;1;10;1;1;0;0;0
U10524;SSNA;LA;A13018;6;2;1;1;2;1;0;5;0;0;1;0;0;0
U10524;SSNA;LA;A12017;11;19;7;2;7;11;0;16;7;5;5;3;7;0
U10524;SSNA;LT;T13059;41;11;1;2;0;8;0;5;2;0;0;0;0;0
U10524;SSNA;ST;S00062;1;0;0;2;2;1;2;2;0;0;1;0;10;27
U10524;SSNA;LA;A16028;4;1;18;16;1;3;1;4;3;20;27;0;4;1
U10524;SSNA;LT;T18025;0;0;1;0;0;0;0;2;3;5;1;0;3;0
U10524;SSNA;LT;T16026;2;0;2;1;0;0;0;3;0;2;0;0;0;0
U10524;SSNA;LT;T14E59;33;53;8;2;0;0;0;0;8;0;0;0;0;0
U10524;SSNA;SV;S18921;0;1;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T12058;2;2;0;0;0;1;0;0;1;0;0;0;0;0
U10524;SSNA;SF;S16019;11;6;0;1;6;1;0;60;18;7;26;8;1;1
U10524;SSNA;LA;A18029;0;0;3;2;7;4;0;0;1;1;6;0;0;0
U10524;SSNA;SF;S13051;0;0;0;0;0;0;0;0;0;0;3;0;0;0
U10524;SSNA;LP;P16006;7;1;0;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;LT;T13660;10;7;9;3;6;0;0;9;3;9;1;8;0;0
U10524;SSNA;LA;A11030;19;3;0;1;3;19;0;27;0;0;0;7;3;0
U10524;SSNA;SF;S14E51;0;1;1;0;0;0;0;0;0;0;0;0;0;0
U10524;SSNA;SI;S16020;87;76;72;146;166;54;1;166;162;120;240;205;51;5
U10524;SSNA;SI;S18023;4;10;12;15;7;0;0;6;4;15;10;7;1;0
IP10535;SSNA;ST;S16021;0;0;0;0;0;0;0;0;1;0;0;1;0;0
IP10535;SSNA;LT;T12057;0;0;0;0;0;0;0;1;3;3;3;1;1;0
IP10535;SSNA;LA;A18029;0;0;0;0;0;0;0;0;0;0;0;2;0;0
IP10535;SSNA;SI;S16020;4;3;0;0;0;0;0;8;8;9;7;1;0;0
IP10535;SSNA;LA;A13018;0;2;0;0;0;0;0;0;0;1;0;1;0;0
IP10535;SSNA;LA;A16028;1;0;1;0;0;0;0;1;1;0;0;0;0;2
IP10535;SSNA;SF;S16019;1;1;3;2;0;0;0;3;2;2;0;2;2;0
IP10535;SSNA;SF;S14053;0;0;0;0;0;1;0;0;0;0;0;1;0;0
IP10535;SSNA;LA;A14005;1;0;0;1;0;0;0;0;2;1;0;2;5;0
IP10535;SSNA;LT;T14007;0;0;0;1;0;0;0;0;0;0;0;1;0;0
IP10535;SSNA;LT;T12058;0;0;2;0;2;1;0;0;1;2;6;3;0;0
IP10535;SSNA;LT;T18027;0;0;1;0;0;0;0;0;0;0;0;0;0;0
IP10535;SSNA;LT;T13059;1;1;2;1;0;0;0;0;6;0;1;0;0;0
IP10535;SSNA;SI;S13052;0;0;0;0;0;1;0;0;0;0;0;1;0;0
IP10535;SSNA;LT;T13660;10;5;4;1;0;3;0;32;23;15;2;0;1;0
IP10535;SSNA;LT;T11008;0;0;0;0;0;0;0;0;1;0;1;1;0;0
U9472;SSNA;LT;T13059;0;0;5;0;1;6;0;0;0;0;0;0;0;0
U9472;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;1;0;0;4
U9472;SSNA;SF;S18922;0;0;0;0;0;0;0;0;0;0;0;0;0;1
U9472;SSNA;LT;T14007;0;0;0;1;1;2;0;0;0;0;0;0;0;0
U9472;SSNA;ST;S18920;0;0;0;1;1;2;2;0;0;0;0;0;1;1
U9472;SSNA;SI;S18023;1;0;0;0;0;0;1;0;0;0;0;1;10;5
U9472;SSNA;LA;A13018;0;0;0;0;0;5;0;0;0;0;0;0;1;0
U9472;SSNA;SI;S14E52;0;0;0;0;0;1;0;0;0;0;1;0;18;0
U9472;SSNA;LA;A14005;0;0;0;1;4;0;0;0;0;1;2;3;4;0
U9472;SSNA;SI;S16020;1;1;2;7;11;6;35;53;29;29;8;35;34;268
U9472;SSNA;LT;T13660;0;2;5;2;0;15;0;0;0;2;1;0;1;0
U9472;SSNA;LA;A18029;0;0;0;0;0;1;4;0;1;0;1;0;0;1
U9472;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9472;SSNA;LA;A16028;0;0;2;0;1;0;7;0;2;0;1;0;1;5
U9472;SSNA;LT;T14063;0;0;0;0;0;0;0;0;0;0;1;0;0;0
U9472;SSNA;LT;T12057;0;1;4;0;1;1;0;0;0;0;0;0;1;0
U9472;SSNA;LT;T14E59;3;0;2;1;1;2;0;0;0;0;0;0;0;0
U9472;SSNA;SF;S16019;0;0;0;0;0;1;2;0;0;0;1;0;0;8
U9472;SSNA;LT;T16026;0;0;1;0;0;0;1;0;0;2;0;0;0;0
U9472;SSNA;SV;S16022;0;1;0;0;0;0;0;0;0;0;0;0;0;0
U9472;SSNA;ST;S16021;2;3;1;0;1;2;37;3;3;0;0;0;0;19
U9472;SSNA;LA;A12017;0;1;5;5;0;0;0;0;0;1;3;1;0;0
K8646;SSNA;LA;A16028;1;0;0;0;0;0;0;13;0;0;0;1;3;0
K8646;SSNA;LA;A12017;1;3;0;0;0;0;0;3;1;2;0;0;0;0
K8646;SSNA;LT;T13059;0;0;1;2;1;4;0;0;1;0;1;0;0;0
K8646;SSNA;LT;T16026;7;4;0;1;0;0;0;2;9;0;0;0;1;0
K8646;SSNA;LT;T18027;0;0;0;0;0;1;0;0;0;0;0;0;0;0
K8646;SSNA;LT;T00062;0;0;0;1;0;0;0;0;0;1;2;1;0;0
K8646;SSNA;LA;A13018;0;0;0;0;3;0;0;0;0;1;3;2;1;0
K8646;SSNA;LT;T14E59;5;1;0;0;0;0;0;3;2;1;0;0;0;0
K8646;SSNA;LT;T14007;1;0;1;0;0;0;0;5;0;0;0;0;0;0
K8646;SSNA;ST;S16021;6;1;1;7;5;4;3;17;1;1;1;1;3;5
K8646;SSNA;LT;T14063;0;0;0;0;0;1;0;0;1;0;1;1;0;0
K8646;SSNA;LT;T12057;5;0;0;1;0;0;0;5;1;0;0;0;0;0
K8646;SSNA;ST;S18920;0;1;0;1;0;2;0;3;3;0;0;0;0;0
K8646;SSNA;LA;A14005;6;1;0;0;0;1;0;8;1;0;1;2;1;0
AP202;SSNA;LA;A16028;1;2;1;1;3;0;0;1;3;6;6;4;3;0
AP202;SSNA;LT;T13059;0;2;0;0;0;0;0;1;0;0;0;0;0;0
AP202;SSNA;LA;A14005;0;1;8;0;0;0;0;1;7;32;6;15;11;0
AP202;SSNA;LA;A12017;0;6;2;1;0;0;0;2;15;5;4;3;3;0
AP202;SSNA;ST;S16021;0;0;0;1;4;0;1;0;0;2;1;7;3;1
AP202;SSNA;LT;T14007;0;10;14;3;4;3;0;0;7;6;0;0;0;0
AP202;SSNA;LT;T18027;0;4;7;2;0;4;7;0;4;2;0;1;0;5
AP202;SSNA;LA;A11030;0;0;1;0;0;0;0;0;0;1;1;0;0;0
AP202;SSNA;LA;A13018;1;2;3;1;0;0;0;0;8;2;2;0;0;0
AP202;SSNA;SV;S18921;0;9;8;2;9;3;0;0;5;9;3;0;0;1
AP202;SSNA;LA;A18029;0;0;1;0;1;0;0;0;8;3;0;0;0;1
AP202;SSNA;SV;S16022;0;0;6;33;62;18;7;0;1;4;23;41;12;7
AP202;SSNA;LT;T14E59;0;0;2;1;0;0;0;0;0;1;1;0;0;0
AP202;SSNA;LT;T16026;9;51;10;8;8;3;1;11;79;19;8;0;0;2
AP202;SSNA;ST;S18920;0;0;1;0;0;0;0;0;2;2;0;0;0;0
AP202;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;3;1;0;0;0
AP202;SSNA;LT;T12057;1;2;2;0;3;0;0;0;2;3;4;7;1;0
IP10842;SSNA;LT;T14007;0;0;0;0;0;0;0;0;1;0;0;0;0;0
IP10842;SSNA;LT;T12058;0;0;0;0;0;0;0;2;2;2;1;0;0;0
IP10842;SSNA;LA;A12017;0;0;0;0;0;0;0;2;0;0;0;0;0;0
IP10842;SSNA;LT;T13059;1;0;0;0;0;0;0;0;0;0;0;0;0;0
IP10842;SSNA;LT;T12057;1;0;0;1;0;0;0;0;0;0;0;0;0;0
IP10842;SSNA;SI;S18023;0;0;0;0;0;0;0;0;0;0;1;0;0;0
IP10842;SSNA;LA;A16028;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IP10842;SSNA;LT;T13660;1;0;0;0;0;0;0;14;7;1;0;0;0;0
IP10842;SSNA;LA;A14005;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U11805;SSNA;LT;T13660;25;2;6;3;4;24;0;59;39;37;14;29;50;0
U11805;SSNA;LT;T14063;0;0;0;1;0;0;0;0;0;0;0;0;0;0
U11805;SSNA;LA;A14005;0;0;4;2;1;11;0;1;1;7;6;2;32;0
U11805;SSNA;SI;S18023;0;0;0;0;8;8;8;0;1;0;1;7;29;29
U11805;SSNA;LA;A18029;0;1;3;0;4;0;7;0;0;1;1;22;4;16
U11805;SSNA;LT;T16026;3;0;2;0;0;2;3;3;2;3;0;0;0;0
U11805;SSNA;SV;S18921;0;0;0;2;4;20;14;0;0;0;0;2;9;7
U11805;SSNA;SF;S16019;2;4;2;1;1;0;8;7;13;21;4;1;5;27
U11805;SSNA;LA;A11030;0;7;3;0;0;0;0;0;5;3;0;0;1;0
U11805;SSNA;LT;T14007;1;0;4;3;0;19;0;1;0;0;0;0;0;0
U11805;SSNA;LT;T12057;2;11;8;0;0;4;0;2;6;3;2;0;0;0
U11805;SSNA;LT;T16024;0;0;0;0;0;0;1;1;2;9;3;1;2;17
U11805;SSNA;LT;T14E59;0;0;8;7;2;0;0;1;1;5;4;0;0;0
U11805;SSNA;SI;S16020;46;20;33;11;14;21;143;137;66;66;42;39;57;659
U11805;SSNA;ST;S16021;2;3;21;4;1;4;29;3;12;8;4;2;4;43
U11805;SSNA;LT;T13059;5;9;15;5;2;12;0;3;8;15;7;0;14;0
U11805;SSNA;ST;S18920;0;0;0;1;6;9;1;0;0;0;0;0;4;0
U11805;SSNA;SV;S16022;1;5;5;1;0;1;6;2;6;8;0;0;1;7
U11805;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U11805;SSNA;SF;S18922;0;0;0;1;1;4;6;0;0;0;0;7;22;16
U11805;SSNA;LT;T11008;3;5;1;0;0;1;0;5;7;4;0;0;17;0
U11805;SSNA;LT;T18025;0;0;0;0;0;0;1;0;0;0;0;0;5;7
U11805;SSNA;LA;A16028;0;2;0;0;1;5;16;0;0;1;2;1;4;44
U11805;SSNA;LP;P16006;5;0;0;0;0;0;0;0;0;0;0;0;0;0
U11805;SSNA;SI;S14E52;0;0;0;0;0;0;0;0;0;0;1;0;0;0
U11805;SSNA;LA;A12017;0;6;2;0;0;0;0;2;14;9;0;1;4;0
U11805;SSNA;LT;T18027;0;0;0;2;2;0;0;0;0;0;0;0;0;0
U11805;SSNA;LA;A13018;1;0;1;1;2;12;0;1;0;8;15;3;20;0
IR9964;ERIC;TC;0D0398;0;0;0;1;0;0;0;0;0;0;0;0;0;0
IR9964;ERIC;RI;0D0093;1;0;1;0;0;0;0;1;0;0;0;0;0;0
U9508;SSNA;SI;S13052;1;0;0;0;0;0;0;0;0;0;0;0;3;0
U9508;SSNA;LT;T11008;0;22;1;0;1;20;0;2;77;1;0;0;16;0
U9508;SSNA;LT;T14E59;0;0;8;20;1;0;0;0;0;0;0;0;0;0
U9508;SSNA;LA;A18029;0;0;2;0;0;5;0;0;0;4;0;0;3;0
U9508;SSNA;LA;A11030;2;2;0;9;0;8;0;1;3;0;1;0;1;0
U9508;SSNA;SV;S18921;0;0;0;0;5;1;0;0;0;0;0;0;0;0
U9508;SSNA;SF;S16019;0;3;0;0;2;3;3;8;28;4;1;0;4;27
U9508;SSNA;SI;S16020;51;69;28;17;24;33;129;86;334;77;38;44;106;458
U9508;SSNA;SV;S16022;0;0;0;0;0;6;20;0;5;0;0;0;1;3
U9508;SSNA;LP;P16006;1;0;0;0;0;0;0;0;0;0;0;0;0;0
U9508;SSNA;LT;T18025;0;0;0;0;0;0;0;0;0;0;0;0;1;0
U9508;SSNA;LA;A14005;0;0;26;1;0;46;0;1;3;11;4;1;31;0
U9508;SSNA;ST;S16021;8;6;7;6;1;16;20;11;17;14;23;4;13;32
U9508;SSNA;SI;S14E52;0;0;2;24;0;0;0;0;2;1;46;0;0;0
U9508;SSNA;LA;A13018;0;5;10;0;4;3;0;0;2;3;0;1;1;0
U9508;SSNA;LT;T13660;1;21;1;0;9;0;0;6;14;2;0;10;0;0
U9508;SSNA;LT;T16024;0;2;0;0;0;1;0;3;10;0;0;1;3;17
U9508;SSNA;LT;T16026;0;1;2;0;0;6;0;0;0;0;0;0;0;0
U9508;SSNA;ST;S18920;0;0;0;0;2;1;0;0;0;0;0;0;0;0
U9508;SSNA;LA;A16028;0;1;7;4;0;11;1;2;1;3;10;1;18;1
U9508;SSNA;SI;S18023;0;0;0;0;4;2;2;0;0;1;0;8;3;2
U9508;SSNA;LT;T12058;0;0;0;0;0;3;0;0;0;0;0;0;2;0
U9508;SSNA;LT;T14007;8;1;0;1;0;2;0;0;0;0;0;0;0;0
U9508;SSNA;LT;T13059;0;14;1;0;7;3;0;0;0;0;0;0;0;0
U9508;SSNA;LT;T12057;2;19;12;1;0;27;0;3;4;0;0;0;2;0
U9508;SSNA;SF;S13051;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U9508;SSNA;LA;A12017;1;15;1;2;1;20;0;2;6;0;6;0;6;0
J9694;SSNA;LT;T12057;1;0;0;2;1;0;0;0;0;0;0;0;0;0
J9694;SSNA;SI;S16020;9;2;2;5;2;2;1;25;4;13;33;14;19;1
J9694;SSNA;SI;S18023;0;0;1;2;0;0;0;0;0;1;1;0;0;0
J9694;SSNA;LT;T13660;2;1;3;0;0;0;0;26;1;7;0;0;0;0
J9694;SSNA;LT;T18027;1;1;0;0;0;0;0;0;0;0;0;0;0;0
J9694;SSNA;LA;A16028;0;1;0;0;0;0;0;2;2;1;0;0;0;0
J9694;SSNA;LT;T12058;0;0;0;3;1;0;0;0;0;0;2;2;0;0
J9694;SSNA;LA;A11030;0;0;0;0;0;1;0;0;0;0;0;0;1;0
J9694;SSNA;LA;A18029;0;0;0;0;0;0;0;0;3;0;0;0;0;0
J9694;SSNA;LT;T16026;1;1;0;0;0;0;0;1;0;0;0;0;0;0
J9694;SSNA;LA;A12017;0;1;0;0;2;2;0;0;2;2;1;0;0;0
J9694;SSNA;LT;T14007;2;1;2;0;0;1;0;2;0;0;0;0;0;0
J9694;SSNA;LA;A14005;3;2;1;0;1;0;0;5;2;2;0;1;0;0
J9694;SSNA;LT;T11008;0;0;0;0;3;0;0;0;0;0;0;5;0;0
J9694;SSNA;LA;A13018;2;2;0;1;0;0;0;3;0;0;0;1;0;0
J9694;SSNA;ST;S16021;6;0;2;1;1;3;0;4;2;4;7;5;1;0
J9694;SSNA;LT;T13059;0;1;1;1;1;5;0;0;1;0;2;0;0;0
J9694;SSNA;ST;S18920;0;1;3;1;0;0;0;0;0;0;0;0;0;0
AA11101;SSNA;LT;T16026;1;0;0;0;0;0;0;3;0;0;0;0;0;0
AA11101;SSNA;LA;A12017;0;0;0;0;0;0;0;1;0;0;0;0;0;0
AA11101;SSNA;SI;S18023;0;0;0;0;0;0;0;0;0;0;1;0;0;0
AA11101;SSNA;LA;A14005;4;0;0;0;0;0;0;5;0;0;0;0;0;0
AA11101;SSNA;SI;S16020;1;0;0;0;0;0;0;3;0;0;0;0;0;0
AA11101;SSNA;LT;T14007;1;0;0;0;0;0;0;1;0;0;0;0;0;0
AA11101;SSNA;LA;A16028;2;0;0;0;0;0;0;7;0;0;0;0;0;0
U10751;SSNA;LA;A13018;0;2;3;1;2;6;0;0;3;3;1;0;12;0
U10751;SSNA;LT;T14063;3;3;0;0;0;3;0;0;0;0;0;0;0;0
U10751;SSNA;LT;T16024;0;1;1;1;0;2;9;0;3;3;4;0;6;35
U10751;SSNA;LT;T12057;0;26;19;3;25;60;0;0;6;1;1;3;2;0
U10751;SSNA;LT;T13059;0;2;4;4;9;10;0;0;1;0;0;0;0;0
U10751;SSNA;LA;A11030;0;5;3;2;0;5;0;0;12;2;0;1;2;0
U10751;SSNA;ST;S16021;7;9;7;5;7;11;68;3;16;6;3;3;7;24
U10751;SSNA;LT;T14007;2;6;0;1;3;1;0;0;0;0;0;0;0;0
U10751;SSNA;LT;T13660;33;5;36;7;8;23;0;2;2;7;0;2;2;0
U10751;SSNA;SI;S18023;0;0;2;21;5;10;10;0;0;1;13;5;15;5
U10751;SSNA;LA;A16028;0;2;3;0;27;8;6;0;1;1;1;42;4;4
U10751;SSNA;LA;A14005;25;40;2;1;11;32;0;24;25;4;3;20;29;0
U10751;SSNA;SV;S16022;0;1;3;11;1;3;62;0;0;0;0;0;0;3
U10751;SSNA;LT;T11008;0;1;1;1;0;33;0;0;3;1;0;0;9;0
U10751;SSNA;LT;T18025;0;0;0;2;0;0;0;0;0;1;6;1;1;0
U10751;SSNA;SF;S16019;0;1;0;1;1;1;6;0;11;0;1;0;5;9
U10751;SSNA;SI;S16020;3;58;22;30;52;92;426;1;213;52;48;51;133;508
U10751;SSNA;LA;A12017;4;46;9;4;23;16;0;0;23;6;1;12;12;0
U10751;SSNA;SI;S14E52;0;0;9;0;0;0;0;0;0;72;0;0;0;0
U10751;SSNA;SF;S18922;0;0;0;0;1;0;0;0;0;0;0;0;0;2
U10751;SSNA;SI;S13052;0;0;0;0;0;1;0;0;0;0;0;1;3;0
U10751;SSNA;LT;T16026;0;1;3;4;1;0;1;0;0;0;1;0;0;0
U10751;SSNA;LA;A18029;0;1;0;0;2;0;0;0;2;0;3;3;0;3
U10751;SSNA;LT;T14E59;2;24;15;0;0;0;0;0;6;0;0;0;0;0
CS11112;SSNA;LT;T16024;0;0;0;0;0;1;0;0;1;0;0;0;0;0
U12350;SSNA;LT;T18027;1;0;1;3;0;0;0;0;0;1;2;0;0;0
U12350;SSNA;LA;A12017;9;10;14;10;9;5;0;10;38;12;12;14;3;0
U12350;SSNA;LT;T12058;0;0;0;0;0;6;0;0;0;0;1;4;28;0
U12350;SSNA;LT;T13059;2;8;6;19;18;30;0;0;1;1;8;10;10;0
U12350;SSNA;SF;S13051;0;0;0;0;0;1;0;0;0;0;0;0;0;0
U12350;SSNA;SV;S16022;8;4;4;20;14;21;38;1;10;1;10;7;12;19
U12350;SSNA;LA;A18029;1;0;0;4;10;3;3;0;1;1;5;8;7;9
U12350;SSNA;SV;S18921;0;4;17;33;31;9;1;0;2;2;5;10;4;0
U12350;SSNA;LT;T18025;0;0;0;0;3;0;0;0;0;1;14;21;1;0
U12350;SSNA;LP;P16006;3;0;0;0;0;0;0;0;0;0;0;0;0;0
U12350;SSNA;LA;A14005;8;23;6;27;16;11;0;43;67;18;42;84;37;0
U12350;SSNA;LA;A16028;4;13;9;7;10;18;9;6;31;25;38;80;47;29
U12350;SSNA;LA;A13018;5;3;5;3;5;4;0;10;17;9;7;22;11;0
U12350;SSNA;SF;S14E51;1;0;0;1;1;0;0;0;0;0;2;3;0;0
U12350;SSNA;LT;T13660;45;42;8;21;30;28;0;336;421;188;103;170;43;0
U12350;SSNA;ST;S18920;0;2;3;13;26;18;1;0;3;2;25;42;18;0
U12350;SSNA;SI;S18023;0;2;5;7;8;2;1;0;9;9;42;46;19;12
U12350;SSNA;SI;S14E52;0;0;1;0;1;1;0;0;0;0;1;2;4;0
U12350;SSNA;SF;S16019;12;9;9;6;12;9;3;62;56;23;42;44;42;31
U12350;SSNA;SF;S18922;0;0;2;3;7;3;2;0;0;5;18;46;8;0
U12350;SSNA;LT;T14007;12;10;6;13;6;1;0;3;1;0;1;2;0;0
U12350;SSNA;LA;A11030;2;3;0;2;1;0;0;1;1;2;1;2;4;0
U12350;SSNA;LT;T16026;5;0;3;3;14;4;1;9;2;0;0;1;0;0
U12350;SSNA;ST;S16021;44;31;9;19;23;17;22;50;49;38;48;43;46;56
U12350;SSNA;LT;T14E59;2;7;9;15;16;0;0;0;2;2;1;3;0;0
U12350;SSNA;LT;T16024;1;1;0;0;1;1;1;21;16;5;8;13;20;25
U12350;SSNA;LT;T14063;1;1;0;0;0;0;0;0;0;0;0;0;1;0
U12350;SSNA;SI;S16020;135;78;55;108;142;126;204;477;366;345;507;811;975;1192
U12350;SSNA;LT;T12057;24;33;17;14;7;11;0;25;36;14;15;10;18;0
U12350;SSNA;LT;T11008;0;1;7;4;2;26;0;0;1;15;11;7;27;0
IR18;ERIC;RI;0D0093;2;0;2;0;0;0;0;0;0;0;0;0;0;0
J8634;SSNA;LA;A16028;0;0;0;1;0;0;4;0;0;0;0;0;0;3
J8634;SSNA;LA;A12017;0;0;0;3;0;2;0;2;0;0;3;0;0;0
J8634;SSNA;LA;A11030;2;0;0;0;0;0;0;0;0;0;0;0;0;0
J8634;SSNA;SI;S16020;2;6;1;6;3;1;11;1;13;10;21;4;2;33
J8634;SSNA;LT;T13059;0;0;1;1;0;1;0;0;0;0;0;0;0;0
J8634;SSNA;LT;T14E59;1;0;0;1;0;0;0;0;0;0;0;0;0;0
J8634;SSNA;LT;T12057;0;0;0;0;0;9;0;0;0;0;0;0;2;0
J8634;SSNA;LT;T16026;0;0;0;0;0;0;3;0;0;0;0;0;0;0
J8634;SSNA;SF;S16019;0;0;0;0;0;0;0;0;0;0;0;0;0;2
J8634;SSNA;LT;T13660;2;0;0;0;0;0;0;0;0;0;0;0;0;0
J8634;SSNA;LT;T12058;0;0;0;0;0;4;0;0;0;0;0;0;2;0
J8634;SSNA;SI;S14E52;0;0;0;0;0;3;0;0;0;0;0;0;1;0
J8634;SSNA;LT;T14007;0;0;0;0;0;1;0;0;1;0;0;0;0;0
J8634;SSNA;LA;A14005;0;0;0;0;0;3;0;0;0;0;0;0;6;0
J8634;SSNA;ST;S16021;1;3;2;0;0;0;10;0;0;4;0;0;0;6
J8634;SSNA;SI;S18023;0;0;0;0;0;0;1;0;0;0;0;0;0;3
J8634;SSNA;LT;T11008;1;0;0;11;0;4;0;2;0;0;7;0;2;0
IR10216;ERIC;TC;0D0090;0;0;0;1;1;1;0;0;0;0;0;4;4;0
IR10216;ERIC;RI;0D0397;0;1;4;4;17;27;2;0;0;2;6;10;15;5
IR10216;ERIC;TC;0D0094;8;1;2;10;2;14;2;8;0;1;4;2;5;0
IR10216;ERIC;RI;0D0093;35;43;39;11;19;15;3;56;58;36;8;17;18;1
IR10216;ERIC;TC;0D0398;1;0;2;2;1;6;0;0;1;1;3;3;8;0
IR10216;ERIC;RI;0D0089;2;0;0;2;7;19;1;0;0;0;1;2;6;1
M8659;SCLA;DO;016132;3;3;6;4;4;7;1;6;2;6;9;9;7;0
