ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE
PU10574;SSNA;ME;DS;0;0;0;0;1;8
PU10574;SSNA;ME;SI;0;0;156;592;105;350
PU10574;SSNA;ME;SF;0;0;0;1;0;0
LS11943;LS13;NF;LI;0;1;0;0;0;0
C446;RALN;ND;CD;0;0;0;1;0;0
C446;RALN;ND;CC;0;0;1;1;0;0
C446;RALN;ND;CB;0;0;0;5;0;0
C1087;RALN;ND;CC;0;0;4;0;0;0
C1087;RALN;ND;CD;0;0;1;0;0;0
Q9143;UNIV;ND;CB;0;0;17;9;0;0
Q9143;UNIV;ND;CC;0;0;2;8;0;0
Q9143;UNIV;ND;CD;0;0;0;1;0;0
C2870;PRBZ;NF;CC;0;0;0;0;1;0
C2870;PRBZ;NF;CB;0;0;4;0;4;0
C4226;RALN;ND;CD;0;0;2;0;1;2
C4226;RALN;ND;CC;0;0;2;7;3;3
C4010;REFR;SC;CC;0;0;2;1;0;0
R9197;RALN;ND;CC;0;0;6;2;9;17
R9197;RALN;ND;CB;0;0;6;2;0;5
R9197;RALN;ND;CD;0;0;0;1;0;3
D8413;EN60;ND;LI;0;0;0;0;5;1
U10755;SSNA;ME;SI;0;0;361;338;165;121
U10755;SSNA;ME;DS;0;0;0;0;6;14
U10755;SSNA;ME;LT;0;0;224;107;16;5
U10755;SSNA;ME;DT;0;0;4;0;2;0
U10755;SSNA;ME;LA;0;0;9;1;0;0
U10755;SSNA;ME;ST;0;0;46;48;46;41
U10755;SSNA;ME;MD;0;0;2;0;148;66
U10755;SSNA;ME;MO;0;0;0;0;4;0
U10755;SSNA;ME;SF;0;0;0;4;0;0
Q9135;UNIV;ND;CB;0;0;16;5;2;0
Q9135;UNIV;ND;CC;0;0;0;0;4;0
Q9135;UNIV;ND;CD;0;0;0;0;1;0
C6361;PRBZ;NF;CB;0;0;0;0;1;0
C6361;PRBZ;NF;CA;0;0;1;2;4;0
LS11991;LS13;NF;LI;0;0;0;0;7;5
C6640;RALN;ND;CD;0;0;1;0;0;0
C6640;RALN;ND;CC;0;0;6;2;0;3
C6640;RALN;ND;CA;0;0;3;0;0;0
Q9179;UNIV;ND;CC;18;49;0;0;0;0
Q9179;UNIV;ND;CE;0;3;0;0;0;0
Q9179;UNIV;ND;CD;7;22;0;0;0;0
Q9179;UNIV;ND;CB;4;7;0;0;0;0
C7156;RALN;ND;CB;0;0;13;1;13;1
C7156;RALN;ND;CA;0;0;1;0;0;0
C7156;RALN;ND;CC;0;0;12;4;12;4
C7156;RALN;ND;CD;0;0;3;2;2;2
C8302;RALN;ND;CB;0;0;0;0;3;0
C8302;RALN;ND;CD;0;0;0;1;0;2
C8302;RALN;ND;CC;0;0;6;2;6;2
C4069;RALN;ND;CD;0;0;1;1;0;0
C4069;RALN;ND;CC;0;0;5;5;0;0
AP199;SSNA;ME;ST;0;0;0;0;4;8
AP199;SSNA;ME;DP;0;0;0;0;8;0
AP199;SSNA;ME;LT;0;0;0;0;69;16
AP199;SSNA;ME;SV;0;0;0;0;119;24
AP199;SSNA;ME;DT;0;0;0;0;5;1
AP199;SSNA;ME;DS;0;0;0;0;19;8
AP199;SSNA;ME;LA;0;0;0;0;1;0
C2838;RALN;ND;CC;0;0;1;4;0;0
C1625;RALN;ND;CB;0;0;0;0;5;0
C1625;RALN;ND;CC;0;0;11;11;3;1
C1625;RALN;ND;CD;0;0;1;0;1;1
R9199;RALN;ND;CC;0;1;9;3;16;3
R9199;RALN;ND;CB;0;0;12;6;26;5
R9199;RALN;ND;CD;2;0;14;5;23;8
C915;RALN;ND;CC;0;0;0;0;1;0
C915;RALN;ND;CD;0;0;0;0;1;0
C915;RALN;ND;CB;0;0;0;0;2;0
C968;RALN;ND;CC;0;0;0;0;0;1
C968;RALN;ND;CD;0;0;0;0;0;1
C307;RALN;ND;CC;0;0;15;4;0;0
C307;RALN;ND;CD;0;0;1;0;0;0
C8024;RALN;ND;CB;0;0;0;0;2;0
LS12198;LS13;NF;LI;0;0;0;0;3;3
C5734;REFR;SC;CB;0;0;0;0;3;0
C5057;RALN;ND;CC;0;0;8;6;0;3
C789;RALN;ND;CB;0;0;0;0;3;0
C789;RALN;ND;CD;0;0;0;0;1;0
C4420;RALN;ND;CC;0;0;10;1;6;2
C4420;RALN;ND;CD;0;0;2;0;3;0
C7376;RALN;ND;CB;0;0;1;0;1;0
C7376;RALN;ND;CC;0;0;5;2;2;1
C8307;RALN;ND;CC;0;0;7;4;7;4
U9493;SSNA;ME;SV;0;0;1;2;2;1
U9493;SSNA;ME;LT;0;0;35;170;29;38
U9493;SSNA;ME;DP;0;0;1;2;2;1
U9493;SSNA;ME;ST;0;0;25;64;14;22
U9493;SSNA;ME;SI;0;0;106;519;31;190
U9493;SSNA;ME;MD;0;0;94;133;87;87
U9493;SSNA;ME;SF;0;0;0;0;0;1
U9493;SSNA;ME;DS;0;0;1;1;2;9
U9493;SSNA;ME;LA;0;0;1;6;0;0
U9493;SSNA;ME;LP;0;0;0;0;1;0
M8659;MNST;MM;1A;0;0;22;3;19;7
M8659;MNST;MM;2A;0;0;1679;155;1657;89
M8659;MNST;MM;3A;0;0;151;18;127;3
C6233;RALN;ND;CD;0;0;0;1;3;1
C6233;RALN;ND;CC;0;0;21;7;19;9
C3521;RALN;ND;CB;0;0;0;6;1;0
C3521;RALN;ND;CC;0;0;0;1;1;0
C528;RALN;ND;CC;0;0;47;28;4;0
C528;RALN;ND;CD;0;0;6;1;4;0
C528;RALN;ND;CB;0;0;18;6;25;0
C12241;RALN;ND;CD;0;0;2;0;0;0
C12241;RALN;ND;CB;0;0;8;0;17;0
C12241;RALN;ND;CC;0;0;5;7;1;0
C4206;REFR;SC;CC;0;1;0;0;0;0
ER12446;SSNA;ME;SI;0;0;15;21;0;0
C7967;RALN;ND;CB;0;0;3;3;13;0
C7967;RALN;ND;CD;0;0;7;2;9;2
C7967;RALN;ND;CC;0;0;40;39;35;20
C5062;RALN;ND;CC;0;0;0;0;0;2
C957;RALN;ND;CC;0;0;4;0;4;2
C957;RALN;ND;CA;0;0;0;0;1;0
C957;RALN;ND;CB;0;0;0;1;5;1
C2210;RALN;ND;CC;0;0;1;0;4;5
C2210;RALN;ND;CD;0;0;0;0;1;0
C4347;RALN;ND;CA;0;0;3;13;0;0
C4347;RALN;ND;CC;0;0;104;79;73;37
C4347;RALN;ND;CB;0;0;10;104;14;19
C4347;RALN;ND;CD;0;0;16;8;25;10
C4940;RALN;ND;CC;0;0;2;0;2;0
C2560;RALN;ND;CD;0;0;2;0;2;1
C2560;RALN;ND;CA;0;0;0;0;0;2
C2560;RALN;ND;CC;0;0;8;5;9;5
C1949;RALN;ND;CC;0;0;1;0;0;0
C7106;RALN;ND;CB;0;0;0;0;3;0
C6089;RALN;ND;CC;0;0;3;1;0;1
C4504;RALN;ND;CD;0;0;2;0;0;0
C4504;RALN;ND;CC;0;0;2;2;0;0
C8173;RALN;ND;CC;0;0;0;1;0;0
C224;RALN;ND;CD;0;0;1;0;8;2
C224;RALN;ND;CC;0;0;9;5;16;7
C1514;RALN;ND;CB;0;0;0;0;0;1
C1514;RALN;ND;CC;0;0;1;0;1;0
C1514;RALN;ND;CD;0;0;0;0;1;0
C7418;RALN;ND;CC;0;0;8;2;8;4
P9071;RALN;ND;CC;1;1;3;0;12;1
P9071;RALN;ND;CD;1;0;0;0;1;0
P9071;RALN;ND;CB;0;0;4;0;23;0
C2193;RALN;ND;CC;0;0;4;1;0;1
C2193;RALN;ND;CD;0;0;1;0;1;0
C2193;RALN;ND;CB;0;0;0;0;12;1
C4818;RALN;ND;CC;0;0;1390;368;232;20
C4818;RALN;ND;CD;0;0;383;94;108;20
C4818;RALN;ND;CB;0;0;1052;31;119;0
C4818;RALN;ND;CA;0;0;156;13;4;0
C403;RALN;ND;CC;0;0;5;2;0;0
C403;RALN;ND;CB;0;0;0;1;0;4
C403;RALN;ND;CD;0;0;4;0;0;1
C2975;RALN;ND;CD;0;0;3;0;1;0
C2975;RALN;ND;CB;0;0;0;0;6;1
C2975;RALN;ND;CC;0;0;6;3;3;0
C3673;RALN;ND;CC;0;0;1;0;1;0
C3673;RALN;ND;CD;0;0;1;0;1;0
C1874;RALN;ND;CB;0;0;5;2;0;0
C1874;RALN;ND;CD;0;0;0;2;0;0
C1874;RALN;ND;CC;0;0;3;5;0;0
C1194;RALN;ND;CB;0;0;0;3;12;2
C1194;RALN;ND;CD;0;0;0;0;0;1
C1194;RALN;ND;CC;0;0;3;3;2;2
C3038;RALN;ND;CC;0;0;2;7;0;0
C3038;RALN;ND;CB;0;0;2;0;0;0
C3038;RALN;ND;CD;0;0;1;0;0;0
C3886;RALN;ND;CD;0;0;2;1;4;1
C3886;RALN;ND;CB;0;0;0;0;1;1
C3886;RALN;ND;CC;0;0;3;2;4;2
C6764;RALN;ND;CB;0;0;0;0;5;0
C6764;RALN;ND;CD;0;0;0;0;1;1
C6764;RALN;ND;CC;0;0;0;0;2;1
C4527;RALN;ND;CA;0;0;0;0;2;0
C4527;RALN;ND;CB;0;0;0;0;2;2
C4527;RALN;ND;CC;0;0;5;4;10;4
U9428;SSNA;ME;LA;0;0;5;2;0;0
U9428;SSNA;ME;LT;0;0;17;13;3;0
U9428;SSNA;ME;SV;0;0;0;0;9;0
U9428;SSNA;ME;MV;0;0;0;0;2;0
U9428;SSNA;ME;MD;0;0;46;34;31;20
U9428;SSNA;ME;DS;0;0;1;1;0;1
U9428;SSNA;ME;SF;0;0;1;0;0;0
U9428;SSNA;ME;ST;0;0;5;15;0;0
U9428;SSNA;ME;SI;0;0;87;297;13;21
C6365;RALN;ND;CD;0;0;2;0;0;0
C6365;RALN;ND;CB;0;0;6;0;16;1
C6365;RALN;ND;CC;0;0;5;5;2;3
C3926;RALN;ND;CB;0;0;1;3;1;0
C3926;RALN;ND;CD;0;0;0;0;1;0
C3926;RALN;ND;CC;0;0;0;1;0;2
C3488;RALN;ND;CC;0;0;18;4;22;4
C3488;RALN;ND;CB;0;0;0;0;4;0
C3488;RALN;ND;CA;0;0;1;1;2;0
C3488;RALN;ND;CD;0;0;2;0;2;0
ER12508;PRBZ;NF;CD;0;2;0;0;0;0
ER12508;PRBZ;NF;CC;1;0;0;0;0;0
P9116;RALN;ND;CD;0;0;0;0;1;0
P9116;RALN;ND;CC;0;0;0;0;8;0
P9116;RALN;ND;CB;0;0;0;0;49;1
PN8574;EPNE;ME;AB;4;0;0;0;0;0
PN8574;EPNE;ME;AC;2;6;0;0;0;0
C4424;REFR;SC;CB;0;0;0;0;17;0
C4424;REFR;SC;CC;0;0;10;14;4;0
C4424;REFR;SC;CD;0;0;1;1;2;0
C3865;RALN;ND;CC;0;0;0;1;0;0
U10750;SSNA;ME;SI;0;0;341;450;273;328
U10750;SSNA;ME;ST;0;0;48;24;45;29
U10750;SSNA;ME;DS;0;0;4;2;5;3
U10750;SSNA;ME;SV;0;0;0;0;26;2
U10750;SSNA;ME;LA;0;0;1;0;0;0
U10750;SSNA;ME;MV;0;0;0;0;22;15
U10750;SSNA;ME;LT;0;0;151;12;126;6
U10750;SSNA;ME;MD;0;0;202;74;200;69
C3162;RALN;ND;CC;0;0;19;5;19;5
U12256;SSNA;ME;DS;0;0;2;4;2;5
U12256;SSNA;ME;SV;0;0;0;0;22;5
U12256;SSNA;ME;ST;0;0;23;33;33;47
U12256;SSNA;ME;LA;0;0;1;3;0;0
U12256;SSNA;ME;SI;0;0;100;584;39;247
U12256;SSNA;ME;SF;0;0;0;1;0;0
U12256;SSNA;ME;LT;0;0;115;347;29;33
U12256;SSNA;ME;MD;0;0;111;127;100;98
C1877;RALN;ND;CC;0;0;1;1;1;2
C1877;RALN;ND;CB;0;0;0;0;0;1
C1877;RALN;ND;CD;0;0;0;1;0;0
C1591;RALN;ND;CD;0;0;1;0;1;0
C1591;RALN;ND;CB;0;0;0;0;6;0
C1591;RALN;ND;CC;0;0;14;4;14;4
C1591;RALN;ND;CA;0;0;1;1;1;0
C5795;RALN;ND;CC;0;0;3;0;0;1
C5795;RALN;ND;CB;0;0;0;0;0;2
C5795;RALN;ND;CD;0;0;1;0;0;0
IP10483;RALN;ND;CB;0;0;1;11;0;0
IP10483;RALN;ND;CC;0;0;0;1;0;0
PU10744;SSNA;ME;LT;0;0;112;107;32;10
PU10744;SSNA;ME;ST;0;0;48;66;28;30
PU10744;SSNA;ME;LA;0;0;2;0;0;0
PU10744;SSNA;ME;SI;0;0;398;585;101;85
PU10744;SSNA;ME;SF;0;0;0;4;0;0
PU10744;SSNA;ME;MD;0;0;0;0;147;77
PU10744;SSNA;ME;DS;0;0;0;0;2;7
C4212;RALN;ND;CB;0;0;0;0;2;0
C4212;RALN;ND;CD;0;0;0;0;1;0
C6681;RALN;ND;CB;0;0;0;3;0;0
C5771;REFR;SC;CC;0;0;1;0;0;0
C6457;RALN;ND;CC;0;0;2;0;0;0
C6457;RALN;ND;CD;0;0;0;1;0;0
C1584;RALN;ND;CA;0;0;0;0;1;0
C1584;RALN;ND;CC;0;0;3;2;1;2
C1584;RALN;ND;CB;0;0;0;0;8;0
P9029;RALN;ND;CD;0;0;5;2;16;4
P9029;RALN;ND;CB;0;0;0;0;47;3
P9029;RALN;ND;CC;0;0;17;5;45;20
C4144;RALN;ND;CA;0;0;0;0;2;0
C4144;RALN;ND;CC;0;0;5;0;6;1
C4144;RALN;ND;CB;0;0;0;0;1;0
C2927;RALN;ND;CD;0;0;0;0;0;1
C2927;RALN;ND;CC;0;0;0;0;0;9
C7516;RALN;ND;CA;0;0;8;2;0;0
C7516;RALN;ND;CC;0;0;67;10;69;8
C7516;RALN;ND;CD;0;0;5;0;6;5
C7516;RALN;ND;CB;0;0;55;2;10;0
IP10785;RALN;ND;CA;0;0;0;3;0;1
IP10785;RALN;ND;CC;0;0;1;6;0;4
IP10785;RALN;ND;CB;0;0;1;45;1;35
U9548;SSNA;ME;SV;0;0;0;1;19;3
U9548;SSNA;ME;SI;0;0;58;326;56;209
U9548;SSNA;ME;ST;0;0;28;42;25;22
U9548;SSNA;ME;MV;0;0;0;0;9;1
U9548;SSNA;ME;DS;0;0;0;0;0;2
U9548;SSNA;ME;LT;0;0;30;143;26;8
U9548;SSNA;ME;MD;0;0;0;0;108;115
C1412;RALN;ND;CB;0;0;0;0;3;0
C1412;RALN;ND;CC;0;0;1;3;2;3
C1412;RALN;ND;CD;0;0;3;0;5;0
C1412;RALN;ND;CA;0;0;0;0;2;0
C6658;PRBZ;NF;CB;0;0;0;0;3;0
C1128;RALN;ND;CC;1;1;156;90;0;0
C1128;RALN;ND;CB;0;1;41;36;0;0
C1128;RALN;ND;CD;0;0;23;4;0;0
C1128;RALN;ND;CA;0;0;1;1;0;0
C6263;RALN;ND;CD;1;0;0;0;0;0
C1501;RALN;ND;CB;0;0;0;0;3;1
C1501;RALN;ND;CD;0;0;3;1;2;1
C1501;RALN;ND;CC;0;0;20;6;1;0
P10801;RALN;ND;CD;0;0;1;0;9;1
P10801;RALN;ND;CB;0;0;4;2;6;1
P10801;RALN;ND;CC;0;0;8;5;22;8
C3290;RALN;ND;CC;0;0;2;1;0;0
C3905;RALN;ND;CC;0;0;1;0;0;0
C4518;RALN;ND;CC;0;0;8;3;11;4
C4518;RALN;ND;CD;0;0;3;1;4;1
C4518;RALN;ND;CB;0;0;0;0;9;0
P9073;RALN;ND;CB;0;0;0;0;48;0
P9073;RALN;ND;CD;0;0;1;0;5;1
P9073;RALN;ND;CC;0;0;5;8;2;1
C8150;RALN;ND;CA;0;0;11;5;5;1
C8150;RALN;ND;CD;0;0;1;1;1;7
C8150;RALN;ND;CB;0;0;2;3;3;0
C8150;RALN;ND;CC;0;0;26;23;24;8
C6858;PRBZ;NF;CB;0;0;0;0;7;0
C6858;PRBZ;NF;CC;0;0;0;0;1;0
C6858;PRBZ;NF;CA;0;0;0;0;1;0
ER10865;RALN;ND;CD;0;2;0;0;0;0
ER10865;RALN;ND;CC;1;0;0;0;0;0
C5562;RALN;ND;CC;0;0;3;3;0;2
C7214;RALN;ND;CB;0;0;7;1;0;0
C7214;RALN;ND;CC;0;0;1;0;1;2
C7096;RALN;ND;CC;0;0;48;25;59;20
C7096;RALN;ND;CD;0;0;4;9;6;8
C7096;RALN;ND;CB;0;0;40;33;58;5
M10395;MNST;MM;2A;0;0;0;2;0;0
C7027;RALN;ND;CC;0;0;3;0;2;0
C2101;RALN;ND;CC;0;0;29;12;0;0
C2101;RALN;ND;CD;0;0;7;1;0;0
C2101;RALN;ND;CA;0;0;0;13;0;0
C5540;RALN;ND;CC;0;0;0;0;3;1
C5540;RALN;ND;CB;0;0;0;0;3;0
C5540;RALN;ND;CA;0;0;0;0;1;0
C8168;RALN;ND;CB;0;0;0;0;3;0
C8168;RALN;ND;CD;0;0;0;0;1;0
C8168;RALN;ND;CC;0;0;1;1;0;0
C4802;RALN;ND;CB;0;0;0;0;1;0
C4802;RALN;ND;CC;0;0;3;0;3;0
C6830;RALN;ND;CD;0;0;1;0;0;0
C6830;RALN;ND;CA;0;0;0;0;1;0
C6830;RALN;ND;CB;0;0;0;0;2;0
C6830;RALN;ND;CC;0;0;9;2;0;0
C1299;RALN;ND;CC;0;0;4;1;0;0
C3251;RALN;ND;CD;0;0;4;1;1;1
C3251;RALN;ND;CA;0;0;1;4;0;0
C3251;RALN;ND;CC;0;0;27;25;19;8
C3251;RALN;ND;CB;0;0;0;2;0;0
UC12390;RALN;ND;CD;0;0;1;0;0;0
UC12390;RALN;ND;CC;0;0;6;0;0;0
R9194;RALN;ND;CC;41;138;10;7;68;33
R9194;RALN;ND;CB;7;34;23;14;19;3
R9194;RALN;ND;PC;2;5;0;0;0;0
R9194;RALN;ND;CD;52;187;13;9;89;52
C2779;RALN;ND;CC;0;0;0;0;0;1
C1863;RALN;ND;CC;0;0;4;4;0;0
C1863;RALN;ND;CD;0;0;1;0;0;0
LS12192;LS13;NF;LI;0;0;0;0;3;0
IP10709;RALN;ND;CD;0;0;1;3;0;0
IP10709;RALN;ND;CB;0;0;3;11;0;0
IP10709;RALN;ND;CC;0;0;0;2;0;0
J9694;SSNA;ME;LT;0;0;22;33;7;0
J9694;SSNA;ME;MD;0;0;22;16;30;24
J9694;SSNA;ME;SI;0;0;20;83;3;14
J9694;SSNA;ME;ST;0;0;0;6;10;13
J9694;SSNA;ME;DS;0;0;0;0;1;2
C644;REFR;SC;CC;0;0;5;1;0;0
C3520;RALN;ND;CB;0;0;0;0;5;0
C3520;RALN;ND;CC;0;0;2;1;0;0
C2980;RALN;ND;CA;0;0;0;0;1;0
C2980;RALN;ND;CC;0;0;8;1;11;4
C2980;RALN;ND;CD;0;0;0;0;1;1
C2980;RALN;ND;CB;0;0;0;0;2;0
C7182;RALN;ND;CD;0;0;0;0;4;1
C8027;RALN;ND;CA;0;0;0;1;0;0
C8027;RALN;ND;CC;0;0;0;3;0;0
C8027;RALN;ND;CB;0;0;1;16;0;0
Q9186;UNIV;ND;CB;0;0;0;0;1;0
Q9186;UNIV;ND;CE;0;0;0;0;2;0
Q9186;UNIV;ND;CD;0;3;0;0;18;13
Q9186;UNIV;ND;CC;2;4;0;0;16;5
C7731;RALN;ND;CC;0;1;7;2;7;4
C7731;RALN;ND;CD;0;1;2;0;2;1
C7731;RALN;ND;CB;0;0;10;0;10;0
C4590;RALN;ND;CC;0;0;3;1;0;5
C4590;RALN;ND;CB;0;0;1;0;9;1
C4590;RALN;ND;CD;0;0;0;0;1;0
C349;RALN;ND;CD;0;0;1;0;1;0
C349;RALN;ND;CC;0;0;1;2;2;3
C349;RALN;ND;CA;0;0;0;0;3;0
C349;RALN;ND;CB;0;0;0;0;1;1
C6483;RALN;ND;CB;0;0;0;0;4;1
C6483;RALN;ND;CC;0;0;15;4;18;4
C6483;RALN;ND;CA;0;0;0;0;3;0
C6483;RALN;ND;CD;0;0;2;0;7;0
C1590;RALN;ND;CB;0;0;0;0;0;1
C1590;RALN;ND;CC;0;0;0;0;1;1
C6008;RALN;ND;CC;0;0;3;8;0;0
C1295;RALN;ND;CC;0;0;2;2;1;1
C1295;RALN;ND;PC;0;0;0;0;6;0
C1295;RALN;ND;CD;0;0;1;0;2;0
C1562;RALN;ND;CC;0;0;5;0;0;2
C1562;RALN;ND;CB;0;0;0;0;1;0
C1562;RALN;ND;CD;0;0;0;1;0;1
C7397;RALN;ND;CD;0;0;1;0;0;0
C7397;RALN;ND;CC;0;0;31;5;0;0
C4058;RALN;ND;CC;0;0;2;0;0;1
C4034;PRBZ;NF;CB;0;0;0;0;4;0
C4034;PRBZ;NF;CA;0;0;0;0;1;0
U9557;SSNA;ME;ST;0;0;51;71;54;62
U9557;SSNA;ME;LA;0;0;0;2;0;1
U9557;SSNA;ME;SF;0;0;0;0;0;1
U9557;SSNA;ME;LT;0;0;138;165;50;0
U9557;SSNA;ME;DP;0;0;0;0;1;0
U9557;SSNA;ME;SI;0;0;239;569;222;472
U9557;SSNA;ME;DS;0;0;0;0;4;15
U9557;SSNA;ME;MD;0;0;0;0;179;157
C1931;RALN;ND;CC;0;0;0;0;2;0
C6067;RALN;ND;CC;0;0;0;0;1;0
C5215;RALN;ND;CC;0;0;7;4;10;5
C5215;RALN;ND;CB;0;0;0;3;4;2
C5215;RALN;ND;CD;0;0;3;0;4;0
Q9176;UNIV;ND;CD;0;0;0;1;1;0
Q9176;UNIV;ND;CC;0;0;2;2;2;0
Q9176;UNIV;ND;CB;0;0;1;1;0;0
C7123;RALN;ND;CB;0;0;3;0;3;0
C7123;RALN;ND;CC;0;0;4;1;0;0
C6243;RALN;ND;CC;0;0;3;2;3;2
C210;RALN;ND;CD;0;0;4;1;3;0
C210;RALN;ND;CC;0;0;11;6;3;2
C210;RALN;ND;CB;0;0;0;0;5;0
IP10259;RALN;ND;CA;0;0;0;5;0;0
IP10259;RALN;ND;CC;0;0;3;1;0;0
IP10259;RALN;ND;CB;0;0;6;28;0;0
C12746;RALN;ND;CB;0;0;0;0;1;0
C12746;RALN;ND;CC;0;0;2;4;1;0
C8245;RALN;ND;CA;0;0;2;1;0;0
C8245;RALN;ND;CB;0;0;0;0;18;3
