REGIONE;ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;UOMINI;DONNE
R00125;M8664;MNST;RM;0D0696;4;5
R00152;M8664;MNST;3A;041F02;4;3
R00072;M8664;MNST;2A;034F03;57;66
R00143;M8664;CCSS;MR;017237;1;0
R00090;M8664;MNST;2A;035F04;2;4
R00072;M8664;MNST;2A;035F05;8;12
R00205;M8664;MNST;3A;040F01;1;4
R00205;M8664;MNST;2A;035F04;4;3
R00045;M8664;CCSS;MR;016224;3;0
R00072;M8664;MNST;1A;024F03;1;0
R00134;M8664;CCSS;MR;016224;1;0
R00152;M8664;MNST;3A;043F04;5;10
R00081;M8664;MNST;3A;044F05;1;1
R00205;M8664;MNST;3A;043F04;2;0
R00090;M8664;MNST;3A;041F02;1;3
R00125;M8664;CCSS;MR;017237;3;0
R00198;M8664;MNST;RM;0D0696;0;1
R00054;M8664;MNST;2A;035F05;0;1
R00125;M8664;MNST;3A;043F04;0;1
R00045;M8664;CCSS;MR;017237;6;0
R00063;M8664;MNST;RM;0D0696;2;5
R00161;M8664;MNST;2A;035F04;2;5
R00125;M8664;MNST;2A;032F02;0;1
R00189;R9207;RALN;CD;0D1000;1;2
R00189;R9207;RALN;CD;099000;16;33
R00189;R9207;RALN;CB;037493;10;4
R00189;R9207;RALN;CB;0B7A00;3;8
R00189;R9207;RALN;CB;036495;1;2
R00189;R9207;RALN;DI;0D0164;1;1
R00189;R9207;RALN;CB;0B8000;6;0
R00189;R9207;RALN;CB;038490;1;3
R00189;R9207;RALN;CD;049000;26;31
R00189;R9207;RALN;CB;036494;1;0
R00189;R9207;RALN;CC;045000;1;3
R00189;R9207;RALN;CC;097000;39;38
R00189;R9207;RALN;CC;046000;17;20
R00189;R9207;RALN;CD;0D5000;3;4
R00189;R9207;RALN;CB;0B7A00;2;0
R00189;R9207;RALN;CD;0D1000;0;2
R00189;R9207;RALN;CD;050000;1;4
R00189;R9207;RALN;CC;045000;20;54
R00189;R9207;RALN;DI;0D0164;24;17
R00189;R9207;RALN;CD;0D7000;0;4
R00189;R9207;RALN;CB;036495;0;1
R00189;R9207;RALN;CB;0B7000;8;0
R00189;R9207;RALN;CB;038490;0;1
R00189;R9207;RALN;PC;000061;5;0
R00189;R9207;RALN;CC;042000;0;1
R00189;R9207;RALN;CB;037492;1;0
R00189;R9207;RALN;CC;042000;21;34
R00189;R9207;RALN;PC;000061;2;3
R00189;R9207;RALN;CD;0D4000;1;7
R00189;R9207;RALN;CD;050000;11;12
R00189;R9207;RALN;CB;0B7000;1;3
R00000;R9207;RALN;CD;0D4000;0;1
R00189;R9207;RALN;CD;0D7000;69;77
R00189;R9207;RALN;CB;055000;2;1
R00189;R9207;RALN;CC;0C1000;1;4
R00072;R9207;RALN;CD;0D4000;0;1
R00189;R9207;RALN;CD;099000;3;9
R00189;R9207;RALN;CB;0B8000;21;20
R00189;R9207;RALN;CC;046000;4;4
R00072;R9207;RALN;CD;0D7000;1;1
R00189;R9207;RALN;RP;000096;9;7
R00189;R9207;RALN;DG;0D0097;1;0
R00189;R9207;RALN;DG;0D0097;4;0
R00189;R9207;RALN;CB;054000;1;2
R00189;R9207;RALN;CB;034000;2;3
R00189;R9207;RALN;CB;032000;5;2
R00189;R9207;RALN;CB;038491;4;1
R00189;R9207;RALN;CD;0D5000;44;66
R00189;R9207;RALN;CD;0D4000;23;48
R00189;R9207;RALN;CB;037492;10;5
R00189;R9207;RALN;CB;038491;1;0
R00189;R9207;RALN;CC;043000;11;24
R00189;R9207;RALN;CC;097000;3;4
R00189;R9207;RALN;CC;0C1000;9;18
R00189;R9207;RALN;CB;034000;13;6
R00189;R9207;RALN;CB;036494;6;8
R00143;IR8539;ERIC;TC;0D0094;5;0
R00063;IR8539;ERIC;TC;0D0094;3;0
R00134;IR8539;ERIC;5L;013088;10;0
R00143;IR8539;ERIC;5L;013088;2;0
R00125;IR8539;ERIC;5L;013088;6;1
R00063;IR8539;ERIC;RI;0D0397;5;0
R00134;IR8539;ERIC;6L;014092;3;0
R00125;IR8539;ERIC;TC;0D0094;5;2
R00090;IR8539;ERIC;TC;0D0094;10;3
R00063;IR8539;ERIC;4L;012088;8;0
R00161;IR8539;ERIC;TC;0D0094;9;1
R00063;IR8539;ERIC;5L;013087;0;1
R00125;IR8539;ERIC;6L;014087;0;2
R00161;IR8539;ERIC;RI;0D0093;34;8
R00152;IR8539;ERIC;TC;0D0090;4;0
R00205;IR8539;ERIC;5L;013091;0;6
R00081;IR8539;ERIC;RI;0D0089;6;0
R00152;IR8539;ERIC;RI;0D0397;12;6
R00063;IR8539;ERIC;RI;0D0093;11;3
R00152;IR8539;ERIC;TC;0D0094;13;2
R00063;IR8539;ERIC;6L;014088;1;0
R00152;IR8539;ERIC;RI;0D0089;6;4
R00189;IR8539;ERIC;6L;014088;4;0
R00189;IR8539;ERIC;6L;014087;0;1
R00143;IR8539;ERIC;6L;014087;0;1
R00072;IR8539;ERIC;TC;0D0094;48;20
R00125;IR8539;ERIC;TC;0D0090;2;0
R00143;IR8539;ERIC;RI;0D0093;2;1
R00063;IR8539;ERIC;7L;016087;1;0
R00189;IR8539;ERIC;RI;0D0397;2;1
R00205;IR8539;ERIC;7L;016087;0;4
R00090;IR8539;ERIC;RI;0D0397;15;4
R00072;IR8539;ERIC;D2;0D0079;0;1
R00063;IR8539;ERIC;8L;018092;1;0
R00189;IR8539;ERIC;5L;013091;0;1
R00090;IR8539;ERIC;5L;013087;0;6
R00063;IR8539;ERIC;5L;013091;1;0
R00045;IR8539;ERIC;RI;0D0093;10;2
R00125;IR8539;ERIC;TC;0D0398;3;0
R00134;IR8539;ERIC;8L;018092;0;1
R00205;IR8539;ERIC;TC;0D0398;17;2
R00214;IR8539;ERIC;TC;0D0094;1;1
R00125;IR8539;ERIC;RI;0D0093;11;7
R00189;IR8539;ERIC;7L;016087;0;1
R00090;IR8539;ERIC;RI;0D0089;10;2
R00072;IR8539;ERIC;RI;0D0397;44;16
R00045;IR8539;ERIC;5L;013088;5;0
R00090;IR8539;ERIC;4L;012088;17;0
R00214;IR8539;ERIC;RI;0D0093;2;0
R00214;IR8539;ERIC;7L;016396;0;1
R00063;IR8539;ERIC;6L;014087;0;2
R00152;IR8539;ERIC;4L;012088;34;1
R00125;IR8539;ERIC;6L;014092;2;0
R00045;IR8539;ERIC;6L;014092;2;0
R00090;IR8539;ERIC;TC;0D0398;7;1
R00090;IR8539;ERIC;7L;016087;0;4
R00090;IR8539;ERIC;5L;013091;0;2
R00189;IR8539;ERIC;RI;0D0093;5;2
R00045;IR8539;ERIC;7L;016092;1;0
R00189;IR8539;ERIC;4L;012088;4;0
R00090;IR8539;ERIC;6L;014088;6;0
R00090;IR8539;ERIC;5L;013088;12;2
R00161;IR8539;ERIC;8L;018092;4;1
R00152;IR8539;ERIC;RI;0D0093;15;4
R00090;IR8539;ERIC;4L;012091;0;1
R00125;IR8539;ERIC;8L;018396;1;1
R00090;IR8539;ERIC;TC;0D0090;5;0
R00125;IR8539;ERIC;5L;013091;0;2
R00125;IR8539;ERIC;7L;016087;0;2
R00161;IR8539;ERIC;7L;016087;1;5
R00063;IR8539;ERIC;RI;0D0089;4;1
R00143;IR8539;ERIC;4L;012088;3;0
R00152;IR8539;ERIC;TC;0D0398;4;0
R00125;IR8539;ERIC;4L;012091;1;1
R00161;IR8539;ERIC;5L;013091;0;1
R00090;IR8539;ERIC;8L;018092;1;0
R00045;IR8539;ERIC;6L;014088;5;0
R00205;IR8539;ERIC;5L;013087;0;9
R00205;IR8539;ERIC;RI;0D0093;23;4
R00205;IR8539;ERIC;6L;014088;12;0
R00161;IR8539;ERIC;5L;013087;2;7
R00090;IR8539;ERIC;8L;018396;1;0
R00072;IR8539;ERIC;TC;0D0398;18;6
R00152;IR8539;ERIC;8L;018396;0;1
R00063;IR8539;ERIC;TC;0D0398;2;0
R00090;IR8539;ERIC;RI;0D0093;24;8
R00125;IR8539;ERIC;4L;012088;10;0
R00072;IR8539;ERIC;RI;0D0093;44;22
R00063;IR8539;ERIC;8L;018396;0;1
R00214;IR8539;ERIC;RI;0D0397;1;0
R00090;IR8539;ERIC;6L;014087;0;1
R00045;IR8539;ERIC;TC;0D0398;2;1
R00189;IR8539;ERIC;8L;018092;1;0
R00018;IR8539;ERIC;TC;0D0094;4;4
R00081;IR8539;ERIC;TC;0D0094;3;1
R00205;IR8539;ERIC;6L;014092;3;0
R00054;IR8539;ERIC;RI;0D0397;16;2
R00152;IR8539;ERIC;7L;016087;5;12
R00081;IR8539;ERIC;RI;0D0093;13;3
R00054;IR8539;ERIC;8L;018092;3;0
R00054;IR8539;ERIC;6L;014087;0;4
R00054;IR8539;ERIC;TC;0D0094;23;5
R00054;IR8539;ERIC;RI;0D0089;8;0
R00072;IR8539;ERIC;6L;014088;38;4
R00018;IR8539;ERIC;5L;013091;1;2
R00205;IR8539;ERIC;RI;0D0089;14;1
R00161;IR8539;ERIC;6L;014088;8;0
R00081;IR8539;ERIC;TC;0D0090;2;0
R00152;IR8539;ERIC;5L;013091;0;1
R00072;IR8539;ERIC;7L;016396;0;1
R00161;IR8539;ERIC;TC;0D0090;1;0
R00072;IR8539;ERIC;7L;016087;10;19
R00054;IR8539;ERIC;5L;013088;12;3
R00072;IR8539;ERIC;RI;0D0089;18;8
R00072;IR8539;ERIC;4L;012088;59;2
R00143;IR8539;ERIC;7L;016087;0;1
R00134;IR8539;ERIC;6L;014088;7;0
R00143;IR8539;ERIC;RI;0D0397;4;0
R00072;IR8539;ERIC;7L;016092;4;0
R00018;IR8539;ERIC;8L;018092;1;0
R00081;IR8539;ERIC;8L;018396;1;1
R00081;IR8539;ERIC;4L;012088;9;1
R00072;IR8539;ERIC;5L;013091;2;7
R00054;IR8539;ERIC;TC;0D0090;6;1
R00205;IR8539;ERIC;RI;0D0397;14;1
R00205;IR8539;ERIC;4L;012088;34;3
R00018;IR8539;ERIC;5L;013088;8;0
R00072;IR8539;ERIC;4L;012091;3;8
R00081;IR8539;ERIC;5L;013088;12;1
R00134;IR8539;ERIC;5L;013087;3;5
R00081;IR8539;ERIC;TC;0D0398;1;1
R00205;IR8539;ERIC;TC;0D0090;8;0
R00063;IR8539;ERIC;7L;016092;1;0
R00081;IR8539;ERIC;7L;016396;0;1
R00134;IR8539;ERIC;RI;0D0397;13;6
R00063;IR8539;ERIC;4L;012091;0;1
R00072;IR8539;ERIC;5L;013087;9;42
R00054;IR8539;ERIC;TC;0D0398;5;0
R00018;IR8539;ERIC;7L;016087;0;6
R00081;IR8539;ERIC;6L;014087;0;2
R00072;IR8539;ERIC;5L;013088;27;3
R00161;IR8539;ERIC;4L;012088;9;1
R00018;IR8539;ERIC;RI;0D0089;2;0
R00161;IR8539;ERIC;6L;014092;1;1
R00072;IR8539;ERIC;DG;0D0097;1;0
R00054;IR8539;ERIC;8L;018396;0;1
R00018;IR8539;ERIC;TC;0D0090;3;0
R00161;IR8539;ERIC;6L;014087;0;2
R00161;IR8539;ERIC;7L;016092;2;0
R00152;IR8539;ERIC;8L;018092;4;0
R00018;IR8539;ERIC;4L;012088;10;2
R00018;IR8539;ERIC;6L;014087;2;6
R00054;IR8539;ERIC;5L;013087;0;5
R00018;IR8539;ERIC;6L;014092;1;2
R00081;IR8539;ERIC;RI;0D0397;3;4
R00143;IR8539;ERIC;TC;0D0090;1;0
R00125;IR8539;ERIC;6L;014088;2;1
R00143;IR8539;ERIC;RI;0D0089;2;0
R00072;IR8539;ERIC;6L;014092;11;0
R00063;IR8539;ERIC;5L;013088;5;0
R00205;IR8539;ERIC;TC;0D0094;22;6
R00018;IR8539;ERIC;7L;016396;0;1
R00072;IR8539;ERIC;TC;0D0090;12;1
R00189;IR8539;ERIC;RI;0D0089;4;1
R00054;IR8539;ERIC;6L;014092;1;0
R00134;IR8539;ERIC;RI;0D0089;4;0
R00081;IR8539;ERIC;8L;018092;1;0
R00205;IR8539;ERIC;6L;014087;1;3
R00018;IR8539;ERIC;5L;013087;2;4
R00143;IR8539;ERIC;5L;013087;0;1
R00134;IR8539;ERIC;TC;0D0094;7;3
R00072;IR8539;ERIC;8L;018396;2;2
R00045;IR8539;ERIC;TC;0D0090;1;0
R00045;IR8539;ERIC;TC;0D0094;3;0
R00054;IR8539;ERIC;4L;012088;23;3
R00143;IR8539;ERIC;4L;012091;0;1
R00152;IR8539;ERIC;6L;014088;15;0
R00152;IR8539;ERIC;5L;013087;2;4
R00081;IR8539;ERIC;6L;014088;8;0
R00189;IR8539;ERIC;TC;0D0094;1;1
R00189;IR8539;ERIC;5L;013087;0;2
R00161;IR8539;ERIC;RI;0D0397;27;5
R00205;IR8539;ERIC;8L;018092;3;5
R00161;IR8539;ERIC;8L;018396;0;1
R00054;IR8539;ERIC;5L;013091;0;1
R00152;IR8539;ERIC;6L;014087;1;2
R00152;IR8539;ERIC;4L;012091;1;3
R00045;IR8539;ERIC;5L;013091;0;2
R00214;IR8539;ERIC;5L;013088;1;0
R00125;IR8539;ERIC;RI;0D0089;4;2
R00045;IR8539;ERIC;6L;014087;1;0
R00134;IR8539;ERIC;4L;012088;8;0
R00125;IR8539;ERIC;RI;0D0397;12;6
R00125;IR8539;ERIC;5L;013087;0;2
R00045;IR8539;ERIC;4L;012088;6;0
R00205;IR8539;ERIC;5L;013088;27;2
R00152;IR8539;ERIC;6L;014092;12;0
R00045;IR8539;ERIC;8L;018092;2;0
R00054;IR8539;ERIC;RI;0D0093;26;7
R00152;IR8539;ERIC;5L;013088;11;0
R00063;IR8539;ERIC;6L;014092;3;0
R00018;IR8539;ERIC;6L;014088;5;1
R00072;IR8539;ERIC;8L;018092;22;4
R00045;IR8539;ERIC;7L;016087;0;3
R00018;IR8539;ERIC;RI;0D0093;7;0
R00161;IR8539;ERIC;4L;012091;0;1
R00205;IR8539;ERIC;4L;012091;1;4
R00161;IR8539;ERIC;TC;0D0398;6;2
R00205;IR8539;ERIC;7L;016092;2;0
R00054;IR8539;ERIC;6L;014088;9;1
R00134;IR8539;ERIC;8L;018396;2;0
R00134;IR8539;ERIC;TC;0D0398;4;0
R00054;IR8539;ERIC;7L;016087;0;2
R00018;IR8539;ERIC;RI;0D0397;3;0
R00018;IR8539;ERIC;TC;0D0398;8;2
R00161;IR8539;ERIC;5L;013088;14;0
R00081;IR8539;ERIC;5L;013087;0;3
R00134;IR8539;ERIC;RI;0D0093;7;2
R00072;IR8539;ERIC;6L;014087;7;16
R00161;IR8539;ERIC;RI;0D0089;11;2
R00045;IR8539;ERIC;RI;0D0397;8;4
R00045;IR8539;ERIC;RI;0D0089;3;0
R00045;IR8539;ERIC;5L;013087;1;2
R00090;PA115;RALN;CB;036495;1;0
R00090;PA115;RALN;CD;0D4000;0;2
R00090;PA115;RALN;CD;099000;1;0
R00090;PA115;RALN;DF;0D0098;0;1
R00090;PA115;RALN;CD;0D1000;1;0
R00134;F8522;ERIC;6L;014088;1;1
R00081;F8522;ERIC;TC;0D0094;2;0
R00045;F8522;ERIC;5L;013088;1;0
R00036;F8522;EPNE;AP;0D0472;3;2
R00081;F8522;EPNE;AB;034000;14;32
R00189;F8522;ERIC;TC;0D0094;0;1
R00205;F8522;ERIC;RI;0D0093;1;0
R00107;F8522;EPNE;AB;030000;1;0
R00134;F8522;EPNE;AA;027000;1;0
R00214;F8522;EPNE;AB;032000;1;0
R00223;F8522;EPNE;MD;0D0584;0;1
R00161;F8522;EPNE;AC;042000;14;69
R00036;F8522;ERIC;TC;0D0398;1;0
R00045;F8522;ERIC;4L;012088;2;0
R00027;F8522;EPNE;AB;030000;0;2
R00090;F8522;EPNE;AC;046000;46;56
R00189;F8522;ERIC;5L;013087;1;0
R00134;F8522;ERIC;8L;018396;2;0
R00090;F8522;ERIC;5L;013088;4;0
R00090;F8522;EPNE;AP;0D0473;4;2
R00045;F8522;EPNE;AP;0D0481;6;0
R00116;F8522;EPNE;AC;045000;5;11
R00198;F8522;EPNE;AC;046000;2;1
R00090;F8522;EPNE;AB;030000;2;0
R00081;F8522;EPNE;AC;042000;7;25
R00198;F8522;EPNE;AC;045000;0;6
R00161;F8522;EPNE;AC;040000;15;15
R00045;F8522;ERIC;TC;0D0094;6;2
R00045;F8522;ERIC;8L;018092;2;0
R00205;F8522;EPNE;D2;0D0079;3;3
R00027;F8522;EPNE;AC;043000;1;5
R00205;F8522;ERIC;5L;013088;1;0
R00189;F8522;EPNE;MD;0D0585;3;7
R00198;F8522;EPNE;AB;032000;0;2
R00134;F8522;EPNE;AC;043000;13;21
R00189;F8522;EPNE;AC;046000;6;5
R00134;F8522;ERIC;RI;0D0093;2;1
R00198;F8522;EPNE;AB;030000;1;0
R00045;F8522;EPNE;AC;046000;27;17
R00107;F8522;EPNE;D2;0D0079;2;0
R00205;F8522;EPNE;MD;0D0584;3;1
R00045;F8522;EPNE;AA;023000;1;0
R00027;F8522;EPNE;D2;0D0079;0;1
R00189;F8522;EPNE;AA;023000;1;1
R00107;F8522;EPNE;AC;042000;7;33
R00027;F8522;ERIC;7L;016396;1;0
R00189;F8522;ERIC;4L;012091;1;0
R00143;F8522;EPNE;AC;043000;5;19
R00143;F8522;ERIC;7L;016087;0;2
R00205;F8522;ERIC;6L;014092;2;0
R00107;F8522;ERIC;RI;0D0093;1;0
R00107;F8522;EPNE;AC;040000;5;13
R00125;F8522;ERIC;TC;0D0094;2;2
R00223;F8522;ERIC;RI;0D0093;0;1
R00143;F8522;ERIC;6L;014088;4;0
R00107;F8522;EPNE;AB;034000;14;29
R00134;F8522;EPNE;AC;040000;9;18
R00036;F8522;EPNE;AC;040000;8;27
R00134;F8522;ERIC;6L;014087;0;1
R00027;F8522;ERIC;RI;0D0093;1;0
R00027;F8522;EPNE;AC;042000;4;10
R00134;F8522;EPNE;MD;0D0585;8;5
R00045;F8522;ERIC;4L;012091;1;4
R00152;F8522;ERIC;7L;016087;2;4
R00090;F8522;EPNE;AA;023000;2;0
R00116;F8522;EPNE;AB;032000;1;1
R00045;F8522;ERIC;7L;016087;3;4
R00107;F8522;EPNE;D1;0D0077;1;0
R00161;F8522;ERIC;4L;012088;6;0
R00161;F8522;ERIC;8L;018396;2;0
R00090;F8522;EPNE;AP;0D0481;2;1
R00027;F8522;EPNE;AP;0D0481;1;0
R00027;F8522;EPNE;AP;0D0472;2;0
R00027;F8522;EPNE;AC;040000;4;7
R00152;F8522;ERIC;6L;014087;1;4
R00116;F8522;EPNE;AC;042000;3;6
R00072;F8522;ERIC;7L;016087;46;99
R00205;F8522;EPNE;MD;0D0585;10;16
R00045;F8522;ERIC;D2;0D0079;1;0
R00027;F8522;EPNE;AC;045000;3;4
R00198;F8522;EPNE;AB;034000;0;4
R00198;F8522;EPNE;AA;025000;0;1
R00045;F8522;ERIC;RI;0D0397;1;2
R00134;F8522;EPNE;AA;025000;11;2
R00161;F8522;ERIC;6L;014092;1;0
R00107;F8522;ERIC;4L;012091;1;0
R00045;F8522;ERIC;5L;013087;2;1
R00152;F8522;ERIC;4L;012091;0;1
R00161;F8522;EPNE;AB;034000;24;68
R00161;F8522;ERIC;7L;016092;0;3
R00081;F8522;ERIC;8L;018396;0;1
R00081;F8522;EPNE;AB;030000;5;2
R00134;F8522;ERIC;TC;0D0094;9;1
R00143;F8522;EPNE;AC;042000;7;21
R00107;F8522;EPNE;AC;043000;8;16
R00214;F8522;EPNE;AB;034000;3;12
R00045;F8522;ERIC;7L;016396;1;0
R00134;F8522;EPNE;AB;032000;5;1
R00223;F8522;EPNE;AC;046000;4;6
R00107;F8522;EPNE;MD;0D0584;2;1
R00036;F8522;EPNE;AC;046000;7;10
R00205;F8522;EPNE;AP;0D0481;0;1
R00205;F8522;ERIC;4L;012088;5;1
R00036;F8522;EPNE;AP;0D0480;3;1
R00045;F8522;ERIC;7L;016092;2;1
R00134;F8522;EPNE;MD;0D0584;2;3
R00205;F8522;ERIC;RI;0D0397;1;0
R00072;F8522;ERIC;5L;013091;0;1
R00223;F8522;EPNE;MD;0D0585;1;1
R00214;F8522;EPNE;AC;042000;3;5
R00045;F8522;ERIC;6L;014088;0;4
R00152;F8522;ERIC;5L;013088;3;0
R00214;F8522;EPNE;AP;0D0473;1;0
R00036;F8522;ERIC;RI;0D0093;1;0
R00223;F8522;EPNE;AP;0D0473;1;1
R00090;F8522;EPNE;PC;000061;25;4
R00045;F8522;ERIC;6L;014092;1;2
R00027;F8522;EPNE;AB;032000;0;1
R00205;F8522;ERIC;TC;0D0094;5;0
R00198;F8522;EPNE;D2;0D0079;1;0
R00205;F8522;EPNE;AA;025000;4;2
R00189;F8522;ERIC;6L;014087;1;2
R00205;F8522;ERIC;5L;013087;1;0
R00198;F8522;EPNE;MD;0D0585;0;1
R00134;F8522;ERIC;6L;014092;1;0
R00072;F8522;EPNE;AC;043000;47;181
R00081;F8522;ERIC;6L;014088;1;0
R00072;F8522;EPNE;AC;040000;26;61
R00125;F8522;ERIC;6L;014088;2;1
R00205;F8522;ERIC;6L;014087;0;1
R00045;F8522;ERIC;8L;018396;6;1
R00027;F8522;EPNE;MD;0D0585;2;1
R00027;F8522;EPNE;AC;046000;4;3
R00107;F8522;ERIC;TC;0D0094;1;0
R00107;F8522;EPNE;D2;0D0080;1;0
R00081;F8522;EPNE;MD;0D0584;3;1
R00134;F8522;ERIC;7L;016087;2;2
R00036;F8522;EPNE;AC;045000;11;18
R00223;F8522;EPNE;D2;0D0079;1;0
R00198;F8522;EPNE;MD;0D0584;1;0
R00134;F8522;ERIC;4L;012088;2;0
