ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;TRATTAMENTO_INIZIALE_UOMINI;FASCIA1_UOMINI;FASCIA2_UOMINI;FASCIA3_UOMINI;FASCIA4_UOMINI;FASCIA5_UOMINI;FASCIA6_UOMINI;TRATTAMENTO_INIZIALE_DONNE;FASCIA1_DONNE;FASCIA2_DONNE;FASCIA3_DONNE;FASCIA4_DONNE;FASCIA5_DONNE;FASCIA6_DONNE
U9450;SSNA;LT;T13660;13;10;7;11;4;17;0;17;17;8;15;0;5;0
U9450;SSNA;LA;A12017;0;3;1;1;0;2;0;1;0;1;1;0;6;0
U9450;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;2
U9450;SSNA;LT;T12057;1;0;1;1;1;0;0;1;0;4;0;0;1;0
U9450;SSNA;LT;T11008;0;0;0;0;0;7;0;0;0;1;0;0;6;0
U9450;SSNA;LP;P16006;1;0;0;0;0;0;1;0;0;0;0;0;0;0
U9450;SSNA;LT;T16026;1;0;0;0;0;1;0;1;0;0;0;0;0;0
U9450;SSNA;LA;A16028;6;0;0;3;1;2;1;11;0;1;0;2;4;7
U9591;SSNA;LA;A18869;0;1;0;1;0;2;0;0;3;0;5;3;1;3
U9591;SSNA;LA;A13870;0;0;0;1;0;3;0;1;0;0;3;5;13;0
U9591;SSNA;SI;S16020;75;31;18;7;20;19;16;188;132;113;25;71;101;187
U9591;SSNA;LT;T12058;0;0;0;0;0;2;0;0;0;0;0;0;5;0
U9591;SSNA;LT;T11008;0;1;2;0;0;8;0;1;3;4;0;0;22;0
U9591;SSNA;LT;T14063;0;0;0;0;0;1;0;0;0;0;0;0;0;0
U9591;SSNA;LT;T12057;8;9;5;2;0;4;0;0;14;3;2;0;5;0
U9591;SSNA;LA;A16028;1;0;0;0;1;1;1;4;3;3;4;3;1;3
U9591;SSNA;LP;P16006;1;0;0;0;0;0;0;0;0;0;0;0;0;0
U9591;SSNA;LA;A12017;13;8;0;2;0;0;0;15;14;0;9;9;10;0
U9591;SSNA;LT;T18867;0;0;0;0;0;0;0;0;1;0;0;0;0;0
U9591;SSNA;ST;S18864;0;0;0;0;0;1;0;0;0;0;1;1;0;0
U9591;SSNA;SV;S16022;2;0;0;0;0;0;0;1;0;0;0;0;0;0
U9591;SSNA;LT;T13660;19;7;13;1;2;3;0;63;70;91;7;12;27;0
U9591;SSNA;LA;A14005;1;0;1;2;1;3;0;1;1;3;25;0;5;0
U9591;SSNA;LA;A11030;1;2;0;0;0;0;0;1;0;0;0;0;2;0
U9591;SSNA;LT;T16024;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9591;SSNA;LT;T14007;1;1;0;2;0;3;0;0;0;0;0;0;0;0
U9591;SSNA;SF;S16019;1;2;0;0;0;0;2;3;14;7;3;2;3;17
U9591;SSNA;SF;S14S51;0;0;0;0;0;0;0;0;0;0;4;0;0;0
U9591;SSNA;SI;S18863;0;0;0;3;2;0;0;0;3;2;7;1;9;1
U9591;SSNA;LT;T14S59;0;0;0;3;0;0;0;0;0;0;0;0;0;0
U9591;SSNA;LT;T13059;4;3;0;2;8;15;0;0;2;1;0;1;4;0
U9591;SSNA;LT;T16026;4;0;0;0;0;0;0;4;0;0;0;0;0;0
U9591;SSNA;LT;T18868;0;1;0;1;0;0;0;0;0;0;0;0;0;0
U9591;SSNA;ST;S16021;22;10;2;0;2;6;7;26;13;3;2;9;9;27
J8627;SSNA;LT;T12057;1;0;1;0;0;0;0;0;0;2;0;0;0;0
J8627;SSNA;LT;T14007;0;0;3;0;0;0;0;0;1;0;1;0;0;0
J8627;SSNA;SI;S16020;12;17;8;3;0;7;2;28;28;17;6;7;19;24
J8627;SSNA;LT;T11008;2;6;0;0;0;1;0;0;2;1;1;0;5;0
J8627;SSNA;LA;A14005;1;1;1;1;0;2;0;9;5;2;1;4;8;0
J8627;SSNA;RR;N18694;1;0;0;1;0;0;10;1;0;0;4;0;0;37
J8627;SSNA;LT;T16024;0;0;0;0;0;0;0;0;1;0;0;0;0;0
J8627;SSNA;LA;A13870;1;0;0;0;0;1;0;0;2;3;0;0;7;0
J8627;SSNA;LT;T18868;0;0;0;0;0;0;0;1;0;0;0;0;0;0
J8627;SSNA;SF;S16019;0;0;0;0;0;0;0;0;3;2;0;0;1;2
J8627;SSNA;ST;S16021;3;6;2;1;0;0;3;6;8;7;3;3;4;9
J8627;SSNA;SI;S18863;0;0;0;1;0;1;0;0;0;0;0;2;4;0
J8627;SSNA;LA;A18869;0;0;1;0;0;0;0;0;0;0;0;0;3;1
J8627;SSNA;LA;A12017;0;1;0;0;1;0;0;0;1;2;0;1;3;0
J8627;SSNA;LT;T13660;2;2;1;0;0;0;0;9;7;7;3;2;4;0
J8627;SSNA;SV;S16022;0;0;0;0;0;0;1;0;0;0;0;0;0;0
J8627;SSNA;LT;T13059;0;0;1;1;0;5;0;0;0;0;0;0;0;0
J8627;SSNA;LT;T16026;1;0;0;0;1;0;1;3;1;0;0;0;0;0
J8627;SSNA;LP;PSP872;0;0;0;0;0;0;0;1;0;0;0;0;0;0
J8627;SSNA;LA;A16028;3;0;1;0;0;1;0;7;4;2;0;0;0;2
J8627;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;2;0
J8627;SSNA;ST;S18864;0;0;0;0;0;1;0;0;0;0;0;0;2;0
J8627;SSNA;RR;N16695;0;0;0;1;0;0;2;5;0;0;3;0;0;11
U12355;SSNA;LT;T13660;8;1;3;0;2;1;0;34;29;5;1;7;5;0
U12355;SSNA;ST;S16021;6;3;1;0;2;6;1;10;9;3;0;4;16;17
U12355;SSNA;SI;S14S52;0;0;0;0;0;0;0;0;1;0;1;0;0;0
U12355;SSNA;SI;S16020;37;24;4;2;0;15;21;112;75;23;8;58;84;116
U12355;SSNA;LT;T14007;0;5;0;1;0;0;0;0;1;0;0;0;0;0
U12355;SSNA;LA;A12017;2;0;0;0;0;1;0;7;4;7;0;0;2;0
U12355;SSNA;LT;T16026;2;1;0;0;3;0;0;0;0;0;0;0;0;0
U12355;SSNA;SI;S18863;0;0;0;2;1;1;0;2;3;2;5;6;2;0
U12355;SSNA;SF;S18866;0;0;0;1;1;0;0;0;0;0;0;1;0;0
U12355;SSNA;LT;T14063;5;1;1;0;0;1;0;1;0;0;0;0;0;0
U12355;SSNA;LT;T12057;5;1;1;0;0;2;0;5;1;0;1;0;2;0
U12355;SSNA;LA;A18869;0;0;0;0;0;0;0;0;2;3;0;0;1;0
U12355;SSNA;LA;A13870;0;1;0;0;1;1;0;0;6;1;8;6;9;0
U12355;SSNA;LA;A14005;9;5;1;0;0;7;0;21;7;8;1;0;10;0
U12355;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;1;2;0
U12355;SSNA;LT;T11008;0;0;0;0;1;4;0;0;1;0;0;2;39;0
U12355;SSNA;LT;T18868;0;0;0;0;0;1;0;0;1;0;0;1;0;0
U12355;SSNA;SV;S16022;0;0;0;0;1;0;0;1;1;0;2;5;0;2
U12355;SSNA;SF;S16019;2;4;0;0;2;0;4;9;7;1;0;1;11;13
U12355;SSNA;LT;T14S59;0;2;2;15;0;0;0;0;0;0;6;0;0;0
U12355;SSNA;LT;T16024;0;0;0;0;0;0;1;5;2;0;6;6;0;1
U12355;SSNA;ST;S18864;0;0;0;1;2;0;0;0;0;1;0;1;0;0
U12355;SSNA;LA;A16028;5;0;1;0;1;2;0;8;2;0;1;2;1;3
U12355;SSNA;SF;S14S51;0;0;0;0;0;0;0;0;0;0;1;0;0;0
U12355;SSNA;LT;T13059;2;3;2;1;0;5;0;1;0;0;1;0;14;0
U12355;SSNA;LT;T18867;0;0;0;1;0;0;0;0;0;1;0;0;0;0
IR10592;ERIC;RI;0D0089;0;0;0;0;1;0;1;0;0;0;0;1;1;0
IR10592;ERIC;TC;0D0094;4;5;34;60;6;8;3;3;12;54;73;12;5;0
IR10592;ERIC;RI;0D0093;8;16;22;13;1;0;1;4;25;29;21;1;0;0
IR10592;ERIC;RI;0D0397;0;0;0;1;1;5;1;0;0;0;2;0;2;1
IR10592;ERIC;TC;0D0090;0;0;0;0;3;3;0;0;0;0;0;0;0;0
IR10592;ERIC;TC;0D0398;0;0;1;17;10;11;0;0;0;2;21;8;13;1
IP10428;SSNA;SI;S16020;0;0;0;2;1;0;0;0;0;0;3;2;0;0
IP10428;SSNA;LA;A14005;0;0;0;0;0;2;0;0;0;0;0;1;0;0
IP10428;SSNA;LT;T16026;0;0;0;1;0;0;0;0;0;0;0;0;0;0
IP10428;SSNA;LT;T12057;0;0;0;1;0;0;0;0;0;0;0;0;4;0
IP10428;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;1;0;0;0;0
IP10428;SSNA;LT;T13660;0;0;1;0;0;0;0;0;1;2;4;0;0;0
IP10428;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;0;0;3;0
IP10428;SSNA;LT;T11008;0;0;0;0;0;0;0;0;0;0;1;2;5;0
ER14012;SSNA;LT;T14007;1;0;0;0;0;0;0;0;0;0;0;0;0;0
ER14012;SSNA;LA;A13870;0;0;0;0;0;0;0;0;1;0;0;0;1;0
ER14012;SSNA;SI;S16020;7;7;2;4;1;0;0;3;6;5;4;4;2;0
ER14012;SSNA;LA;A12017;0;0;0;0;0;1;0;0;0;0;0;0;0;0
ER14012;SSNA;ST;S16021;0;0;0;0;0;0;1;0;0;0;0;0;0;0
ER14012;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;0;1;0;0;0
ER14012;SSNA;LT;T16026;2;0;0;0;0;0;0;3;0;0;0;0;0;0
ER14012;SSNA;LA;A14005;6;0;1;2;0;0;0;22;4;6;6;2;1;0
ER14012;SSNA;LA;A16028;0;1;1;0;0;0;1;8;0;5;8;2;0;0
ER14012;SSNA;LA;A18869;0;0;0;0;1;0;0;0;1;3;2;0;0;0
PU10574;SSNA;LT;T13660;4;7;7;8;0;7;0;14;66;18;24;0;7;0
PU10574;SSNA;SI;S14S52;0;0;0;0;1;9;0;0;0;0;0;6;20;0
PU10574;SSNA;ST;S18864;0;1;0;0;0;0;0;0;0;1;1;0;0;0
PU10574;SSNA;SF;S16019;0;0;0;1;0;1;1;1;7;0;2;2;0;14
PU10574;SSNA;LA;A12017;2;1;0;0;1;2;0;1;1;2;1;4;0;0
PU10574;SSNA;LT;T11008;0;2;8;6;8;14;0;0;2;5;8;10;29;0
PU10574;SSNA;LT;T13059;0;0;0;0;0;0;0;0;0;0;1;0;1;0
PU10574;SSNA;ST;S16021;2;12;3;1;7;5;16;4;16;14;2;15;10;40
PU10574;SSNA;LT;T12057;0;0;2;0;3;0;0;0;0;0;3;1;0;0
PU10574;SSNA;LA;A14005;3;13;5;0;0;6;0;7;22;11;0;0;7;0
PU10574;SSNA;LT;T14S59;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PU10574;SSNA;LT;T14007;0;8;0;0;0;1;0;0;1;0;0;0;0;0
PU10574;SSNA;SI;S16020;3;17;30;20;25;10;49;20;106;173;78;100;50;265
PU10574;SSNA;LT;T12058;0;0;0;0;0;1;0;0;0;0;0;0;2;0
PU10574;SSNA;LA;A13870;0;0;0;0;0;0;1;0;1;0;1;0;0;0
PU10574;SSNA;SI;S13052;0;0;0;0;0;1;0;0;0;0;0;0;0;0
PU10574;SSNA;LT;T16026;0;2;0;0;0;1;0;1;2;0;0;0;0;0
PU10574;SSNA;SV;S16022;0;1;0;0;0;0;0;0;0;0;0;0;0;0
PU10574;SSNA;SI;S18863;0;1;0;3;3;0;0;0;0;3;8;11;0;0
PU10574;SSNA;LA;A11030;0;0;0;1;0;0;0;0;0;2;1;0;2;0
PU10574;SSNA;LT;T16024;0;0;0;0;0;0;1;0;1;0;0;0;0;0
PU10574;SSNA;LA;A16028;8;13;2;0;0;0;1;16;25;9;0;0;0;4
U12350;SSNA;ST;S16021;46;24;31;17;22;17;25;67;39;58;47;51;48;57
U12350;SSNA;LT;T11008;0;0;7;4;3;20;0;0;1;4;11;11;29;0
U12350;SSNA;LT;T18868;1;0;0;2;1;0;0;0;0;0;3;0;0;0
U12350;SSNA;LT;T12058;0;0;0;0;0;5;0;0;0;0;1;2;24;0
U12350;SSNA;LT;T13059;0;1;6;12;15;33;0;0;0;1;2;11;5;0
U12350;SSNA;LA;A13870;4;1;7;1;2;2;0;4;5;19;7;17;11;0
U12350;SSNA;LA;A18869;0;1;0;2;11;1;6;0;0;1;2;6;7;8
U12350;SSNA;SF;S14S51;0;0;0;1;1;0;0;0;0;0;2;2;0;0
U12350;SSNA;ST;S18864;0;0;2;4;20;11;1;0;0;3;9;29;12;0
U12350;SSNA;SF;S18866;0;0;1;1;4;3;0;0;0;0;9;27;9;0
U12350;SSNA;LA;A14005;16;14;16;19;21;9;0;39;35;58;35;72;52;0
U12350;SSNA;LA;A12017;9;8;14;10;10;8;0;13;9;39;11;9;3;0
U12350;SSNA;LT;T12057;12;23;29;16;12;10;0;10;27;27;18;12;14;0
U12350;SSNA;SI;S14S52;0;0;0;0;0;0;0;0;0;0;0;1;1;0
U12350;SSNA;LA;A16028;4;4;12;7;14;17;7;19;4;32;29;79;67;25
U12350;SSNA;LT;T16026;5;4;0;3;12;3;1;4;8;1;0;1;0;0
U12350;SSNA;LT;T18867;0;0;0;0;1;1;0;0;0;0;2;21;1;0
U12350;SSNA;SI;S18863;0;0;2;9;6;1;0;0;0;10;28;33;4;7
U12350;SSNA;SI;S16020;265;62;85;58;174;140;174;843;291;411;365;987;950;1115
U12350;SSNA;LT;T14S59;1;0;8;15;15;0;0;0;0;2;1;0;0;0
U12350;SSNA;LT;T13660;121;33;38;15;31;24;0;583;331;437;88;160;45;0
U12350;SSNA;LT;T16024;1;0;1;0;1;1;0;7;21;17;11;12;20;20
U12350;SSNA;LP;P16006;0;3;0;0;0;0;0;0;0;0;0;0;0;0
U12350;SSNA;LA;A11030;1;4;0;2;0;1;0;0;0;1;1;0;6;0
U12350;SSNA;SV;S18865;0;0;4;34;33;10;0;0;0;3;3;9;5;0
U12350;SSNA;SV;S16022;12;4;9;17;11;22;32;21;1;10;10;5;14;16
U12350;SSNA;LP;PSP872;1;0;0;0;0;0;0;0;0;0;0;0;0;0
U12350;SSNA;SF;S16019;12;10;9;8;9;11;6;59;49;61;34;52;42;32
U12350;SSNA;LT;T14063;0;1;0;0;0;0;0;0;0;0;0;0;1;0
U12350;SSNA;LT;T14007;2;10;10;12;10;1;0;0;2;1;1;1;0;0
M8653;SCLA;DO;016135;0;0;3;0;0;0;0;0;0;5;0;0;0;0
M8653;SCLA;SA;012119;0;0;1;0;0;0;0;0;0;1;0;0;0;0
M8653;SCLA;DO;014154;0;0;1;0;0;0;0;0;0;10;0;0;0;0
M8653;SCLA;DO;016132;0;0;3;0;0;0;0;0;0;5;0;0;0;0
M8653;SCLA;SA;012117;0;0;3;0;0;0;0;0;0;13;0;0;0;0
M8653;SCLA;SA;011121;0;0;12;0;0;0;0;0;0;14;0;0;0;0
IP11874;SSNA;LA;A14005;0;0;0;0;0;0;0;1;0;0;0;0;0;0
IP11874;SSNA;LT;T13660;0;0;0;0;0;0;0;3;0;0;0;0;0;0
IP11874;SSNA;SI;S16020;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U10903;SSNA;SI;S16020;66;27;39;17;32;39;157;104;37;16;23;46;63;157
U10903;SSNA;LT;T16024;0;0;0;0;0;0;0;0;0;0;0;0;0;2
U10903;SSNA;LP;P16006;0;1;0;0;0;0;1;0;0;0;0;0;0;0
U10903;SSNA;SF;S16019;4;1;1;0;1;1;9;6;0;1;0;0;0;10
U10903;SSNA;LA;A13870;0;1;2;1;0;0;0;0;0;0;2;0;0;0
U10903;SSNA;LT;T14S59;0;2;2;10;0;5;0;0;0;0;0;0;0;0
U10903;SSNA;LA;A12017;9;2;1;0;1;5;0;11;1;0;2;0;2;0
U10903;SSNA;ST;S00062;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U10903;SSNA;LA;A16028;2;1;0;1;1;3;3;6;0;0;0;0;0;1
U10903;SSNA;SI;S18863;0;0;1;0;1;1;16;0;0;0;0;2;0;12
U10903;SSNA;LT;T16026;1;0;0;0;0;1;2;0;0;0;0;0;0;2
U10903;SSNA;LA;A11030;0;0;0;1;0;2;0;0;0;0;1;0;0;0
U10903;SSNA;LT;T13059;1;3;4;0;2;5;0;0;0;0;0;0;0;0
U10903;SSNA;LT;T12057;11;0;0;1;2;14;0;11;0;0;1;0;2;0
U10903;SSNA;LT;T11008;0;0;0;0;9;5;0;0;0;0;0;3;0;0
U10903;SSNA;LA;A14005;8;0;1;2;0;3;0;7;1;0;5;0;5;0
U10903;SSNA;LT;T13660;2;16;7;3;2;23;0;0;7;6;1;0;0;0
U10903;SSNA;SI;S14056;0;0;0;0;1;0;0;0;0;0;0;0;5;0
U10903;SSNA;LT;T14007;0;1;1;4;0;0;0;0;0;0;0;0;0;0
U10903;SSNA;ST;S16021;5;5;7;4;2;5;40;9;5;4;5;1;5;10
U9647;SSNA;LT;T16026;4;0;4;0;0;0;0;1;0;1;0;0;0;0
U9647;SSNA;SI;S14S52;0;2;2;0;0;0;0;3;7;1;0;0;0;0
U9647;SSNA;LA;A14005;19;0;16;0;0;0;0;13;1;13;0;0;2;0
U9647;SSNA;SI;S16020;98;26;63;55;56;9;5;274;86;119;82;167;12;20
U9647;SSNA;LT;T14S59;1;0;0;0;0;0;0;0;0;0;0;0;0;0
U9647;SSNA;LT;T14063;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9647;SSNA;LA;A18869;2;0;0;1;0;0;0;0;2;0;0;0;0;0
U9647;SSNA;LT;T12058;1;0;2;0;1;10;0;0;0;1;0;0;3;0
U9647;SSNA;ST;S18864;0;3;0;0;0;0;0;0;1;0;0;0;0;0
U9647;SSNA;LT;T13660;127;2;0;8;0;0;0;166;0;0;3;0;0;0
U9647;SSNA;LA;A16028;14;0;1;0;1;0;0;14;0;6;0;1;0;1
U9647;SSNA;LT;T13059;29;5;7;5;5;4;0;0;0;0;0;0;0;0
U9647;SSNA;ST;S16021;19;9;12;9;16;1;4;63;16;11;7;17;1;2
U9647;SSNA;SV;S16022;1;0;0;0;0;0;0;0;0;0;0;0;0;0
U9647;SSNA;LA;A11030;5;0;0;1;3;3;0;1;0;0;0;0;1;0
U9647;SSNA;SI;S14056;0;1;0;0;1;0;0;0;1;0;0;0;0;0
U9647;SSNA;LT;T14007;10;0;3;0;0;0;0;1;0;0;0;0;0;0
U9647;SSNA;LT;T12057;11;1;8;0;0;2;0;3;0;1;0;0;0;0
U9647;SSNA;SF;S16019;0;1;1;1;3;0;0;5;1;0;0;8;1;1
U9647;SSNA;LT;T16024;0;0;0;0;0;0;0;3;0;0;0;0;0;1
U9647;SSNA;LT;T11008;29;8;0;1;1;12;0;46;9;0;0;0;4;0
U9647;SSNA;ST;S14054;0;0;0;0;0;0;0;1;0;0;0;0;0;0
U9647;SSNA;SI;S18863;0;0;4;0;0;0;0;0;0;13;4;0;0;1
U9647;SSNA;LA;A12017;16;2;1;2;1;3;0;24;0;2;0;0;0;0
U10899;SSNA;LA;A11030;1;1;0;0;0;0;0;0;1;1;0;0;1;0
U10899;SSNA;LA;A12017;1;1;3;1;0;1;0;2;3;13;1;0;2;0
U10899;SSNA;SI;S18863;0;0;0;0;0;0;0;0;0;1;7;5;1;0
U10899;SSNA;LA;A16028;2;1;4;0;0;2;0;8;6;5;2;1;1;1
U10899;SSNA;LT;T14007;0;0;1;0;0;0;0;0;0;1;0;0;0;0
U10899;SSNA;LT;T14S59;0;0;8;1;0;0;0;0;0;3;1;0;0;0
U10899;SSNA;LT;T13660;11;2;1;3;1;1;0;28;19;24;21;11;3;0
U10899;SSNA;SI;S16020;33;40;23;11;22;32;2;110;128;118;39;147;198;9
U10899;SSNA;LT;T12058;0;0;0;0;0;0;0;0;0;0;2;0;2;0
U10899;SSNA;LT;T12057;1;2;5;2;1;1;0;1;9;7;5;0;0;0
U10899;SSNA;LT;T18868;0;0;1;0;1;0;0;0;0;0;0;0;0;0
U10899;SSNA;LT;T13059;0;0;6;4;0;3;0;0;0;6;1;0;3;0
U10899;SSNA;LA;A14005;0;3;1;2;0;0;0;3;8;15;5;2;2;0
U10899;SSNA;LP;P16006;0;0;1;0;0;0;0;0;0;0;0;0;0;0
U10899;SSNA;SV;S16022;0;0;0;0;0;1;0;0;0;0;0;0;0;0
U10899;SSNA;LA;A13870;0;0;2;0;0;1;0;0;0;2;1;0;2;0
U10899;SSNA;ST;S16021;10;11;8;3;3;9;0;10;17;22;6;7;22;0
U10899;SSNA;LT;T16024;0;0;0;0;0;0;0;0;1;2;0;0;0;0
U10899;SSNA;LT;T16026;3;1;1;0;0;0;0;2;1;2;0;0;0;0
U10899;SSNA;LA;A18869;0;0;2;1;0;0;0;0;0;0;2;0;0;0
U10899;SSNA;LT;T14063;1;2;1;0;1;0;0;1;0;2;0;0;0;0
U10899;SSNA;LT;T11008;1;3;3;0;0;7;0;2;11;28;7;1;22;0
U10899;SSNA;SF;S16019;0;1;1;0;2;1;0;5;1;2;3;4;7;0
AP200;SSNA;LT;T18868;0;1;1;4;2;0;2;0;0;0;6;7;1;1
AP200;SSNA;LT;T14007;0;6;6;8;9;0;0;2;0;1;4;0;1;0
AP200;SSNA;LA;A12017;0;0;0;0;0;0;0;0;2;1;0;1;0;0
AP200;SSNA;LA;A14005;0;0;1;0;0;0;0;0;3;2;3;2;3;0
AP200;SSNA;LA;A18869;0;0;0;0;1;0;1;0;0;0;3;0;1;0
AP200;SSNA;LA;A16028;0;0;1;1;1;0;0;0;0;0;1;0;0;1
AP200;SSNA;ST;S18864;0;0;0;0;1;0;0;0;0;0;0;1;0;0
AP200;SSNA;LT;T13059;0;1;0;1;0;0;0;0;0;0;0;0;0;0
AP200;SSNA;SV;S18865;0;0;0;1;1;1;2;0;0;0;2;0;0;0
AP200;SSNA;LT;T16026;3;5;4;1;1;0;0;3;7;4;0;0;0;0
AP200;SSNA;LT;T12057;0;0;0;1;0;1;0;1;0;1;0;0;0;0
AP200;SSNA;ST;S16021;0;0;0;0;0;1;4;0;0;1;0;0;0;9
AP200;SSNA;LT;T14063;0;0;0;0;0;0;0;0;0;0;1;0;0;0
AP200;SSNA;SV;S16022;1;2;0;0;0;1;7;1;1;1;0;0;1;6
IC10834;AFAM;PR;016P02;0;0;0;1;0;0;0;0;0;0;0;0;0;0
IC10834;AFAM;PA;011121;0;1;0;0;0;0;0;0;1;0;0;0;0;0
IC10834;AFAM;PR;018P01;0;2;1;3;5;2;4;0;0;1;3;1;1;0
IC10834;AFAM;PN;018DD1;0;7;0;0;0;0;0;0;1;0;0;0;0;0
U10831;SSNA;LA;A13870;0;5;1;0;2;0;0;0;4;7;0;2;0;0
U10831;SSNA;SI;S14S52;0;3;9;0;0;0;0;3;10;18;0;0;0;0
U10831;SSNA;LT;T14S59;2;20;19;0;0;0;0;0;0;2;0;0;0;0
U10831;SSNA;LT;T14063;1;3;1;0;0;1;0;0;1;0;0;0;0;0
U10831;SSNA;LA;A16028;8;9;3;8;3;0;1;14;16;7;6;5;0;0
U10831;SSNA;SF;S16019;1;2;2;3;3;0;0;10;3;9;33;6;5;1
U10831;SSNA;LT;T11008;1;5;3;4;10;38;0;4;16;7;19;40;33;0
U10831;SSNA;LT;T13059;11;2;3;2;4;3;0;1;1;0;1;2;0;0
U10831;SSNA;SF;S18866;0;1;0;0;0;0;0;0;0;0;0;0;0;0
U10831;SSNA;SI;S18863;2;2;2;0;0;0;0;2;8;11;1;0;0;0
U10831;SSNA;LT;T18867;0;0;0;0;0;0;0;0;0;1;0;0;0;0
U10831;SSNA;LA;A11030;2;1;0;0;1;7;0;4;5;0;2;0;7;0
U10831;SSNA;LT;T16024;1;0;1;0;0;0;0;12;0;0;4;8;9;0
U10831;SSNA;SV;S16022;5;4;1;3;4;1;0;5;2;1;3;3;5;0
U10831;SSNA;LT;T13660;10;1;0;3;1;0;0;19;5;3;9;0;0;0
U10831;SSNA;SF;S14S51;0;0;1;0;0;0;0;0;0;1;0;0;0;0
U10831;SSNA;ST;S18864;0;1;3;0;0;0;0;0;0;0;0;0;0;0
U10831;SSNA;LT;T14007;7;6;0;0;0;0;0;1;3;0;0;0;0;0
U10831;SSNA;ST;S16021;27;12;7;9;18;18;1;62;20;8;11;25;22;0
U10831;SSNA;LT;T12058;0;0;0;0;1;19;0;0;2;1;0;6;24;0
U10831;SSNA;SI;S16020;66;37;72;98;77;65;4;211;108;190;273;259;246;4
U10831;SSNA;LA;A18869;0;7;3;0;0;0;0;0;5;4;0;0;0;0
U10831;SSNA;LT;T16026;1;4;1;0;1;0;0;4;1;0;0;0;0;0
U10831;SSNA;LA;A12017;23;11;5;2;1;2;0;31;7;7;1;1;9;0
U10831;SSNA;LT;T12057;11;6;19;5;2;5;0;9;5;13;2;3;7;0
